id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,bitflag
4301,низъпадати,V-,нізъпадаті,1,,,,,psal-sin_pipe_removed,,,,,16
4302,възводити,V-,възводіті,7,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
4303,насꙑщати,V-,насъіштаті,8,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4304,ангеи,Ne,ангеі,5,,,,,psal-sin_pipe_removed,,,,,16
4305,рѣшити,V-,рѣшіті,8,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4306,съчитати,V-,съчітаті,1,,,,,psal-sin_pipe_removed,,,,,16
4307,облагати,V-,облагаті,1,,,,,psal-sin_pipe_removed,,,,,16
4308,готовити,V-,готовіті,10,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4309,врановъ,A-,врановъ,1,,,,,psal-sin_pipe_removed,,,,,16
4310,коньскъ,A-,коньскъ,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4311,лꙑсто,Nb,лъісто,1,,,,,psal-sin_pipe_removed,,,,,16
4312,скорость,Nb,скорость,3,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
4313,мьгла,Nb,мьгла,2,,,,,psal-sin_pipe_removed,,,vit-meth,,144
4314,посꙑпати,V-,посъіпаті,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4315,голоть,Nb,голоть,2,,,,,psal-sin_pipe_removed,,,,,16
4316,дъхнѫти,V-,дъхнѫті,1,,,,,psal-sin_pipe_removed,,,,,16
4317,прѣвꙑшьнь,A-,прѣвъішьнь,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4318,юнота,Nb,юнота,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4319,обоѭдоу,Df,обоѭдоу,5,,,,,psal-sin_pipe_removed,supr_fixed,,vit-meth,,176
4320,рѫчьнъ,A-,рѫчьнъ,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4321,прѣмъногъ,A-,прѣмъногъ,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4322,строуна,Nb,строуна,1,,,,,psal-sin_pipe_removed,,,,,16
4323,коумвалъ,Nb,коумвалъ,2,,,,,psal-sin_pipe_removed,,,,,16
4324,доброгласьнъ,A-,доброгласьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
4325,дꙑханиѥ,Nb,дъіханіе,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4326,навлащьнъ,A-,навлаштьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
4327,?,F-,,1,,,,,,supr_fixed,,,,32
4328,прѣодолѣти,V-,прѣодолѣті,5,,,,,,supr_fixed,,,,32
4329,дожи,Df,дожі,19,,,,,,supr_fixed,,,,32
4330,мѫдровати,V-,мѫдроваті,2,,,,,,supr_fixed,,,,32
4331,цѣломѫдрованиѥ,Nb,цѣломѫдрованіе,1,,,,,,supr_fixed,,,,32
4332,бѣсованиѥ,Nb,бѣсованіе,7,,,,,,supr_fixed,,,,32
4333,томлѥниѥ,Nb,томленіе,2,,,,,,supr_fixed,,,,32
4334,заградити,V-,заградіті,4,,,,,,supr_fixed,,vit-meth,,160
4335,пльзати,V-,пльзаті,3,,,,,,supr_fixed,,,,32
4336,прѣзорьство,Nb,прѣзорьство,2,,,,,,supr_fixed,,,,32
4337,аполонъ,Ne,аполонъ,7,,,,,,supr_fixed,,,,32
4338,аѵрилиꙗнъ,Ne,ауріліѣнъ,22,,,,,,supr_fixed,,,,32
4339,съвалъмъ,Nb,съвалъмъ,4,,,,,,supr_fixed,,,,32
4340,оловѣнъ,A-,оловѣнъ,2,,,,,,supr_fixed,,,,32
4341,ѫродьнъ,A-,ѫродьнъ,2,,,,,,supr_fixed,,,,32
4342,прѣзорьнъ,A-,прѣзорьнъ,1,,,,,,supr_fixed,,,,32
4343,свѣнѥ,R-,свѣне,1,,,,,,supr_fixed,,,,32
4344,иоулиꙗни,Ne,іоуліѣні,18,,,,,,supr_fixed,,,,32
4345,владꙑчица,Nb,владъічіца,2,,,,,,supr_fixed,,,,32
4346,прѣльщати,V-,прѣльштаті,5,,,,,,supr_fixed,,,,32
4347,боуѥсть,Nb,боуесть,5,,,,,,supr_fixed,,,,32
4348,томитель,Nb,томітель,8,,,,,,supr_fixed,,,,32
4349,непрѣподобьнъ,A-,непрѣподобьнъ,12,,,,,,supr_fixed,,,,32
4350,примꙑшлꙗти,V-,прімъішлѣті,5,,,,,,supr_fixed,,,,32
4351,и,G-,і,1,,,,,,supr_fixed,,,,32
4352,госпожда,Nb,госпожда,15,,,,,,supr_fixed,,,,32
4353,правь,Df,правь,5,,,,,,supr_fixed,,,zogr,288
4354,наоучениѥ,Nb,наоученіе,1,,,,,,supr_fixed,,,,32
4355,отътръгнѫти,V-,отътръгнѫті,5,,,,,,supr_fixed,,,,32
4356,развѣ,Df,развѣ,14,,,,,,supr_fixed,vit-const,,,96
4357,обѣщавати,V-,обѣштаваті,13,,,,,,supr_fixed,,,,32
4358,ѫродъ,A-,ѫродъ,5,,,,,,supr_fixed,,,,32
4359,безоумль,A-,безоумль,8,,,,,,supr_fixed,,,,32
4360,колъ,Nb,колъ,2,,,,,,supr_fixed,,,,32
4361,въврѣти,V-,въврѣті,1,,,,,,supr_fixed,,,,32
4362,митѣ,Df,мітѣ,1,,,,,,supr_fixed,,,,32
4363,?,A-,,1,,,,,,supr_fixed,,,,32
4364,блѫдилище,Nb,блѫділіште,1,,,,,,supr_fixed,,,,32
4365,цѧтоимьство,Nb,цѧтоімьство,1,,,,,,supr_fixed,,,,32
4366,прьвоѥ,Df,прьвое,21,,,,,,supr_fixed,,,,32
4367,ръзати,V-,ръзаті,1,,,,,,supr_fixed,,,,32
4368,и,Nb,і,3,,,,,,supr_fixed,,,,32
4369,павьль,A-,павьль,2,,,,,,supr_fixed,,,,32
