же|Df|---------n|же|же|5000006|| |10|1|1|MATT 1.7|1|1|7|1
роді|V-|3saia----i|роді|родити#1|5000006|| · |10|1|1|MATT 1.7|1|1|7|1
ровоа̄ма|Ne|-s---mg--i|ровоама|FIXME|5000006|| · |10|1|1|MATT 1.7|1|1|7|1
Ровоа̄мъ|Ne|-s---mn--i|ровоамъ|FIXME|5000006|| |10|1|1|MATT 1.7|1|1|7|1
же|Df|---------n|же|же|5000006|| |10|1|1|MATT 1.7|1|1|7|1
роди|V-|3saia----i|роді|родити#1|5000006|| |10|1|1|MATT 1.7|1|1|7|1
а̄віа̄да|Ne|-s---mg--i|авіада|авиатаръ|5000006|| · |10|1|1|MATT 1.7|1|1|7|1
А̄віа̄дъ|Ne|-s---mn--i|авіадъ|авиатаръ|5000006|| |10|1|1|MATT 1.7|1|1|7|1
же|Df|---------n|же|же|5000006|| |10|1|1|MATT 1.7|1|1|7|1
роді|V-|3saia----i|роді|родити#1|5000006|| |10|1|1|MATT 1.7|1|1|7|1
а̄сс̆а|Ne|-s---mg--i|асса|FIXME|5000006|| ·|10|1|1|MATT 1.7|1|1|7|1
А̄сс̄̄ь|Ne|-s---mn--i|ассь|FIXME|5000007| | |10|1|1|MATT 1.8|1|1|8|1
же|Df|---------n|же|же|5000007|| |10|1|1|MATT 1.8|1|1|8|1
роді|V-|3saia----i|роді|родити#1|5000007|| |10|1|1|MATT 1.8|1|1|8|1
ӣо̄а̄сафата|F-|---------n|іоасафата|FIXME|5000007|| · |10|1|1|MATT 1.8|1|1|8|1
ӣо̄а̄сафатъ|V-|3spia----i|іоасафатъ|FIXME|5000007|| |10|1|1|MATT 1.8|1|1|8|1
же|Df|---------n|же|же|5000007|| |10|1|1|MATT 1.8|1|1|8|1
роді|V-|3saia----i|роді|родити#1|5000007|| |10|1|1|MATT 1.8|1|1|8|1
ӣо̄а̄рама|Ne|-s---mg--i|іоарама|FIXME|5000007|| · |10|1|1|MATT 1.8|1|1|8|1
Ӣо̄а̄рамь|Ne|-s---mn--i|іоарамь|FIXME|5000007|| |10|1|1|MATT 1.8|1|1|8|1
же|Df|---------n|же|же|5000007|| |10|1|1|MATT 1.8|1|1|8|1
роді|V-|3saia----i|роді|родити#1|5000007|| |10|1|1|MATT 1.8|1|1|8|1
ӣо̄зіѭ̄|Nb|-s---fi--i|іозіѭ|FIXME|5000007|| ·|10|1|1|MATT 1.8|1|1|8|1
Ӣо̄зіѣ̄|Nb|-s---ng--i|іозіѣ|FIXME|5000008| | |10|1|1|MATT 1.9|1|1|9|1
же|Df|---------n|же|же|5000008|| |10|1|1|MATT 1.9|1|1|9|1
роді|V-|3saia----i|роді|родити#1|5000008|| |10|1|1|MATT 1.9|1|1|9|1
ӣо̄а̄тама|Nb|-d---fd--i|іоатама|FIXME|5000008|| · |10|1|1|MATT 1.9|1|1|9|1
ӣо̄а̄тамь|Pd|-s---mn--i|іоатамь|FIXME|5000008|| |10|1|1|MATT 1.9|1|1|9|1
же|Df|---------n|же|же|5000008|| |10|1|1|MATT 1.9|1|1|9|1
роді|V-|3saia----i|роді|родити#1|5000008|| |10|1|1|MATT 1.9|1|1|9|1
а̄хаза|Nb|-s---fn--i|ахаза|FIXME|5000008|| · |10|1|1|MATT 1.9|1|1|9|1
А̄хазь|V-|2spma----i|ахазь|FIXME|5000008|| |10|1|1|MATT 1.9|1|1|9|1
же|Df|---------n|же|же|5000008|| |10|1|1|MATT 1.9|1|1|9|1
роді|V-|3saia----i|роді|родити#1|5000008|| |10|1|1|MATT 1.9|1|1|9|1
ӣе̄зекіѭ̄|Nb|-s---fa--i|іезекіѭ|FIXME|5000008|| ·|10|1|1|MATT 1.9|1|1|9|1
ӣе̄зекіѣ̄|Ne|-s---mn--i|іезекіѣ|FIXME|5000009| | |10|1|1|MATT 1.10|1|1|10|1
же|Df|---------n|же|же|5000009|| |10|1|1|MATT 1.10|1|1|10|1
роді|V-|3saia----i|роді|родити#1|5000009|| |10|1|1|MATT 1.10|1|1|10|1
манасиѭ̄|Ne|-s---ma--i|манасіѭ|манасиꙗ|5000009|| · |10|1|1|MATT 1.10|1|1|10|1
манасіӣ|Ne|-s---mn--i|манасіі|манасии|5000009|| |10|1|1|MATT 1.10|1|1|10|1
же|Df|---------n|же|же|5000009|| |10|1|1|MATT 1.10|1|1|10|1
роді|V-|3saia----i|роді|родити#1|5000009|| |10|1|1|MATT 1.10|1|1|10|1
а̄мо̄с̄а|Nb|-s---mg--i|амоса|FIXME|5000009|| · |10|1|1|MATT 1.10|1|1|10|1
А̄мось|Ne|-s---mn--i|амось|амосъ|5000009|| |10|1|1|MATT 1.10|1|1|10|1
же|Df|---------n|же|же|5000009|| |10|1|1|MATT 1.10|1|1|10|1
роді|V-|3saia----i|роді|родити#1|5000009|| |10|1|1|MATT 1.10|1|1|10|1
ӣо̄сіѭ̄|Nb|-s---fa--i|іосіѭ|FIXME|5000009|| ·|10|1|1|MATT 1.10|1|1|10|1
Ӣо̄сіа̄|Ne|-s---fn--i|іосіа|иосифъ|5000010| | |10|1|1|MATT 1.11|1|1|11|1
же|Df|---------n|же|же|5000010|| |10|1|1|MATT 1.11|1|1|11|1
роді|V-|3saia----i|роді|родити#1|5000010|| |10|1|1|MATT 1.11|1|1|11|1
ӣо̄хоніѭ̄|Ne|-s---fa--i|іохоніѭ|FIXME|5000010|| · |10|1|1|MATT 1.11|1|1|11|1
и|C-|---------n|і|и|5000010|| |10|1|1|MATT 1.11|1|1|11|1
братиѭ̄|Nb|-s---fa--i|братіѭ|братриꙗ|5000010|| |10|1|1|MATT 1.11|1|1|11|1
е̄го|Pp|3s---mg--i|его|и|5000010|| · |10|1|1|MATT 1.11|1|1|11|1
Въ|R-|---------n|въ|въ|5000010|| |10|1|1|MATT 1.11|1|1|11|1
прѣселеніӣ|Nb|-s---nl--i|прѣселеніі|прѣселѥниѥ|5000010|| |10|1|1|MATT 1.11|1|1|11|1
вавілонстѣа̄мь|A-|-s---mlpwi|вавілонстѣамь|вавѵлоньскъ|5000010|| ·|10|1|1|MATT 1.11|1|1|11|1
По|R-|---------n|по|по|5000011| | |10|1|1|MATT 1.12|1|1|12|1
прѣселениӣ|Nb|-s---nl--i|прѣселеніі|прѣселѥниѥ|5000011|| |10|1|1|MATT 1.12|1|1|12|1
же|Df|---------n|же|же|5000011|| |10|1|1|MATT 1.12|1|1|12|1
вавілоньстѣ|A-|-s---mlpsi|вавілоньстѣ|вавѵлоньскъ|5000011|| · |10|1|1|MATT 1.12|1|1|12|1
Ӣо̄хониѣ̄|Nb|-p---nn--i|іохоніѣ|FIXME|5000011|| |10|1|1|MATT 1.12|1|1|12|1
роди|V-|3saia----i|роді|родити#1|5000011|| |10|1|1|MATT 1.12|1|1|12|1
салатилѣ|Nb|-s---nl--i|салатілѣ|FIXME|5000011|| · |10|1|1|MATT 1.12|1|1|12|1
салатіль|V-|-sspamn-si|салатіль|FIXME|5000011|| |10|1|1|MATT 1.12|1|1|12|1
же|Df|---------n|же|же|5000011|| |10|1|1|MATT 1.12|1|1|12|1
роді|V-|3saia----i|роді|родити#1|5000011|| |10|1|1|MATT 1.12|1|1|12|1
зоров̄авелѣ|Ne|-s---mg--i|зоровавелѣ|FIXME|5000011|| ·|10|1|1|MATT 1.12|1|1|12|1
Зоров̄авель|Ne|-s---mn--i|зоровавель|FIXME|5000012| | |10|1|1|MATT 1.13|1|1|13|1
же|Df|---------n|же|же|5000012|| |10|1|1|MATT 1.13|1|1|13|1
роді|V-|3saia----i|роді|родити#1|5000012|| · |10|1|1|MATT 1.13|1|1|13|1
А̄віѹ̄да|Ne|-s---mn--i|авіоуда|FIXME|5000012|| · |10|1|1|MATT 1.13|1|1|13|1
А̄віѹ̄дъ|Nb|-s---ma--i|авіоудъ|FIXME|5000012|| |10|1|1|MATT 1.13|1|1|13|1
же|Df|---------n|же|же|5000012|| |10|1|1|MATT 1.13|1|1|13|1
роді|V-|3saia----i|роді|родити#1|5000012|| |10|1|1|MATT 1.13|1|1|13|1
е̄лиа̄кіма|Ne|-s---mg--i|еліакіма|FIXME|5000012|| · |10|1|1|MATT 1.13|1|1|13|1
