сего,Pd,47
живъ,A-,1507
бѫдетъ,V-,18
въ,R-,111
вѣкъ,Nb,297
хлѣбъ,Nb,783
бо,Df,94
ꙇже,Pr,96
азъ,Pp,440
дамь,V-,116
плъть,Nb,1509
моѣ,Ps,447
естъ,V-,18
ѭже,Pr,96
азъ,Pp,440
дамь,V-,116
за,R-,726
животъ,Nb,36
вьсего,Px,54
мира,Nb,284
пьр҄ѣахѫ,V-,3132
же,Df,20
сѧ,Pk,21
ꙇюдеи,Nb,2043
междю,R-,1568
собоѭ,Pk,21
г҃л҄ѭште,V-,102
како,Du,30
можетъ,V-,31
сь,Pd,47
дати,V-,116
плъть,Nb,1509
своѭ,Pt,217
намъ,Pp,167
ѣсти,V-,818
рече,V-,106
же,Df,20
ꙇмъ,Pp,64
и҃с,Ne,343
амин,I-,298
амин,I-,298
г҃лѭ,V-,102
вамъ,Pp,266
аште,G-,248
не,Df,8
сънѣсте,V-,1252
плъти,Nb,1509
с҃на,Nb,341
ч҃скаго,A-,577
ꙇ,C-,13
пиети,V-,0
кръви,Nb,550
его,Pp,64
живота,Nb,36
не,Df,8
ꙇмате,V-,9
вь,R-,111
себѣ,Pk,21
ѣдꙙи,V-,818
моѭ,Ps,447
плъть,Nb,1509
ꙇ,C-,13
пиѩі,V-,365
моѭ,Ps,447
кръвь,Nb,550
ꙇматъ,V-,9
живота,Nb,36
вѣчьнаего,A-,411
ꙇ,C-,13
азъ,Pp,440
въскрѣшѫ,V-,615
і,C-,13
въ,R-,111
послѣдьн҄и,A-,687
дьнь,Nb,523
Плъть,Nb,1509
бо,Df,94
моѣ,Ps,447
ꙇстинъное,A-,72
естъ,V-,18
брашьно,Nb,1416
ꙇ,C-,13
кръвь,Nb,550
моѣ,Ps,447
ꙇстинъно,A-,72
естъ,V-,18
пиво,Nb,3133
дꙑ,Nb,0
моѭ,Ps,447
плъть,Nb,1509
ꙇ,C-,13
пиѩі,V-,365
моѭ,Ps,447
кръвь,Nb,550
въ,R-,111
мьнѣ,Pp,440
прѣбꙑ,V-,1131
ꙇ,C-,13
азъ,Pp,440
въ,R-,111
н҄емь,Pp,64
ѣкоже,Dq,88
посъла,V-,63
мѧ,Pp,440
живꙙи,V-,0
о҃ць,Nb,306
ꙇ,C-,13
азъ,Pp,440
живѫ,V-,388
о҃ца,Nb,34
ради,R-,560
ꙇ,C-,13
ѣдꙑ,V-,818
мѧ,Pp,440
тъ,Pd,105
живъ,A-,1507
бѫдетъ,V-,18
мене,Pp,440
ради,R-,560
сь,Pd,47
естъ,V-,18
хлѣбъ,Nb,783
съшьдꙑ,Nb,7326
съ,R-,92
н҃се,Nb,209
не,Df,8
ѣкоже,Dq,88
ѣшѧ,V-,818
о҃ци,Nb,306
ваши,Ps,723
манⸯнѫ,Nb,3130
ꙇ,C-,13
оумрѣшѧ,V-,1068
ѣдꙙи,V-,818
хлѣбъ,Nb,783
сь,Pd,47
живъ,A-,1507
бѫдетъ,V-,18
въ,R-,111
вѣкъ,Nb,297
си,Pd,47
рече,V-,106
на,R-,117
сънъмишти,Nb,763
оучѧ,V-,103
въ,R-,111
каперънаоумѣ,Ne,947
мноѕи,A-,49
же,Df,20
слꙑшавъшеи,V-,689
отъ,R-,80
оученикъ,Nb,359
его,Pp,64
рѣшѧ,V-,106
жестоко,A-,1881
естъ,V-,18
слово,Nb,520
се,Pd,47
къто,Pi,265
можетъ,V-,31
его,Pp,64
слоушати,V-,2733
Вѣдꙑ,V-,138
же,Df,20
и҃с,Ne,343
вь,R-,111
себѣ,Pk,21
ѣко,G-,115
ръпъштѫтъ,V-,1629
о,R-,1
семь,Pd,47
оученици,Nb,359
его,Pp,64
рече,V-,106
ꙇмъ,Pp,64
се,Pd,47
ли,Du,752
вꙑ,Pp,266
блазнитъ,V-,1393
Аште,G-,248
оубо,Df,6
оузьрите,V-,857
с҃на,Nb,341
ч҃скаго,A-,577
въходѧшта,V-,884
ꙇдеже,Dq,798
бѣ,V-,18
прѣжде,R-,216
Д҃хъ,Nb,443
естъ,V-,18
ꙇже,Pr,96
жив[е]тъ,V-,2935
отъ,R-,80
плъти,Nb,1509
нѣстъ,V-,176
пользѧ,Nb,1519
никакоѩже,Px,5514
г҃лꙑ,Nb,468
ѩже,Pr,96
азъ,Pp,440
г҃лахъ,V-,102
вамъ,Pp,266
д҃хъ,Nb,443
сѫтъ,V-,18
ꙇ,C-,13
животъ,Nb,36
сѫтъ,V-,18
нъ,C-,11
сѫтъ,V-,18
отъ,R-,80
васъ,Pp,266
етери,Px,1287
ꙇже,Pr,96
не,Df,8
вѣроуѭтъ,V-,968
Вѣдѣаше,V-,138
бо,Df,94
ꙇскони,Df,1591
ꙇ҃с,Ne,343
къто,Pi,265
сѫтъ,V-,18
не,Df,8
вѣроуѭштеі,V-,968
ꙇ,C-,13
къто,Pi,265
естъ,V-,18
хотѧі,V-,301
прѣдати,V-,679
і,C-,13
ꙇ,C-,13
г҃лааше,V-,102
сего,Pd,47
ради,R-,560
рѣхъ,V-,106
вамъ,Pp,266
ѣко,G-,115
никътоже,Px,940
не,Df,8
можетъ,V-,31
прити,V-,221
къ,R-,59
мьнѣ,Pp,440
аште,G-,248
не,Df,8
бѫдетъ,V-,18
дано,V-,116
емоу,Pp,64
отъ,R-,80
о҃ца,Nb,34
моего,Ps,447
отъ,R-,80
сего,Pd,47
мнози,A-,49
отъ,R-,80
оученикъ,Nb,359
его,Pp,64
ꙇдѫ,V-,671
вьспѧть,Df,1842
ꙇ,C-,13
къ,R-,59
томоу,Pd,105
не,Df,8
хождахѫ,V-,0
съ,R-,92
н҄имь,Pp,64
Рече,V-,106
же,Df,20
и҃с,Ne,343
обѣма,Ma,1102
на,R-,117
десѧте,Ma,1072
еда,Du,869
ꙇ,Df,91
вꙑ,Pp,266
хоштете,V-,301
ꙇти,V-,671
отъвѣшта,V-,271
емоу,Pp,64
симонъ,Ne,1104
петръ,Ne,438
г҃и,Nb,342
къ,R-,59
комоу,Pi,265
ꙇдемъ,V-,671
г҃лꙑ,Nb,468
живота,Nb,36
вѣчьнаего,A-,411
ꙇмаши,V-,9
ꙇ,C-,13
мꙑ,Pp,167
вѣровахомъ,V-,968
ꙇ,C-,13
познахомъ,V-,894
ѣко,G-,115
тꙑ,Pp,304
еси,V-,18
х҃ъ,Ne,305
с҃нъ,Nb,341
б҃а,Nb,34
живаго,A-,1507
отъвѣшта,V-,271
ꙇмъ,Pp,64
и҃с,Ne,343
не,Df,8
азъ,Pp,440
ли,Du,752
васъ,Pp,266
дъва,Ma,230
на,R-,117
десѧте,Ma,1072
ꙇзбърахъ,V-,1382
ꙇ,C-,13
отъ,R-,80
васъ,Pp,266
единъ,Ma,243
диѣволъ,Nb,1365
естъ,V-,18
Г҃лааше,V-,102
ꙇюдѫ,Ne,1113
симонова,A-,2075
ꙇскариота,Ne,2999
сь,Pd,47
бо,Df,94
хотѣаше,V-,301
прѣдати,V-,679
і,C-,13
единъ,Ma,243
сꙑ,V-,18
отъ,R-,80
обою,Ma,1102
на,R-,117
десѧте,Ma,1072
ꙇ,C-,13
хождааше,V-,1036
съ,R-,92
н҄ими,Pp,64
ꙇ҃с,Ne,343
въ,R-,111
галилеи,Ne,1542
не,Df,8
хотѣаше,V-,301
бо,Df,94
въ,R-,111
ꙇюдѣи,Nb,2043
ходити,V-,1036
ѣко,G-,115
ꙇскаахѫ,V-,114
его,Pp,64
ꙇюдеі,Nb,2043
оубити,V-,1144
бѣ,V-,18
же,Df,20
близъ,R-,581
праздьникъ,Nb,1901
ꙇюдеꙇскъ,A-,1587
скинопигиѣ,Nb,3135
рѣшѧ,V-,106
же,Df,20
къ,R-,59
н҄емоу,Pp,64
братриѣ,Nb,290
его,Pp,64
прѣꙇди,V-,1027
отъсѫдоу,Df,1538
ꙇ,C-,13
иди,V-,671
въ,R-,111
ꙇюдеѩ,Ne,1840
до,R-,187
ꙇ,C-,13
оученици,Nb,359
твоі,Ps,307
видѧтъ,V-,479
дѣла,Nb,470
твоѣ,Ps,307
ѣже,Pr,96
твориши,V-,637
никътоже,Px,940
бо,Df,94
въ,R-,111
таꙇнѣ,Nb,769
ничесоже,Px,657
творитъ,V-,637
ꙇ,C-,13
иштетъ,V-,114
самъ,Pd,567
ѣвѣ,Df,770
бꙑти,V-,18
аште,G-,248
си,Pd,47
всѣ,Px,54
твориши,V-,637
ѣви,V-,358
сѧ,Pk,21
вьсемоу,Px,54
мироу,Nb,284
ни,C-,157
братиѣ,Nb,290
бо,Df,94
вѣровахѫ,V-,968
вь,R-,111
н҄его,Pp,64
г҃ла,V-,102
же,Df,20
ꙇмъ,Pp,64
и҃с,Ne,343
врѣмѧ,Nb,268
мое,Ps,447
не,Df,8
оу,Df,1455
приде,V-,221
а,C-,85
врѣмѧ,Nb,268
ваше,Ps,723
вьсегда,Df,1908
готово,A-,1720
естъ,V-,18
не,Df,8
можетъ,V-,31
миръ,Nb,284
ненавидѣти,V-,744
васъ,Pp,266
мене,Pp,440
же,Df,20
ненавидитъ,V-,744
ѣко,G-,115
азъ,Pp,440
съвѣдѣтел҄ьствоуѭ,V-,1810
о,R-,1
н҄емь,Pp,64
ѣко,G-,115
дѣла,Nb,470
его,Pp,64
зъла,A-,522
сѫтъ,V-,18
вꙑ,Pp,266
вьзидѣте,V-,1316
въ,R-,111
праздьникось,Nb,1901
Азъ,Pp,440
не,Df,8
вьзидѫ,V-,1316
въ,R-,111
праздьникъ,Nb,1901
сь,Pd,47
ѣко,G-,115
врѣмѧ,Nb,268
мое,Ps,447
не,Df,8
ꙇсплъни,V-,1383
сѧ,Pk,21
си,Pd,47
рекъ,V-,106
самъ,Pd,567
оста,V-,1451
въ,R-,111
галилеі,Ne,1542
егда,Dq,300
же,Df,20
вьзидѫ,V-,1316
братриѣ,Nb,290
его,Pp,64
въ,R-,111
праздьникъ,Nb,1901
тогда,Df,673
ꙇ,C-,13
самъ,Pd,567
вьзиде,V-,1316
не,Df,8
ѣвѣ,Df,770
нъ,C-,11
ако,G-,115
таі,Df,3136
ꙇюдеі,Nb,2043
же,Df,20
его,Pp,64
ꙇскахѫ,V-,114
въ,R-,111
праздьникъ,Nb,1901
ꙇ,C-,13
г҃лахѫ,V-,102
къде,Du,993
естъ,V-,18
онъ,Pd,83
ꙇ,C-,13
ръпътъ,V-,1629
мъногъ,A-,49
бѣ,V-,18
о,R-,1
н҄емь,Pp,64
въ,R-,111
народѣхъ,Nb,627
ови,Pd,76
г҃лахѫ,V-,102
ѣко,G-,115
благъ,A-,363
естъ,V-,18
ꙇни,Px,259
же,Df,20
г҃лахѫ,V-,102
ни,C-,157
нъ,C-,11
льститъ,V-,3138
народꙑ,Nb,627
никотерꙑ же,Px,2609
оубо,Df,6
ѣвѣ,Df,770
г҃лаше,V-,102
о,R-,1
н҄емь,Pp,64
страха,Nb,1429
ради,R-,560
ꙇюдеꙇска,A-,1587
Абие,Df,938
же,Df,20
въ,R-,111
прѣполовл҄ение,Nb,3139
праздьника,Nb,1901
вьзиде,V-,1316
и҃с,Ne,343
въ,R-,111
цръкъве,Nb,38
ꙇ,C-,13
оучааше,V-,103
ꙇ,C-,13
дивл҄ѣахѫ,V-,926
сѧ,Pk,21
ꙇюдеи,Nb,2043
г҃л҄ѭште,V-,102
како,Du,30
сь,Pd,47
кън҄игꙑ,Nb,10
оумѣетъ,V-,874
не,Df,8
оучь,V-,103
сѧ,Pk,21
отъвѣшта,V-,271
же,Df,20
и҃с,Ne,343
ꙇ,C-,13
рече,V-,106
ꙇмъ,Pp,64
мое,Ps,447
оучение,Nb,112
нѣстъ,V-,176
мое,Ps,447
нъ,C-,11
посълавъшаего,V-,63
мѧ,Pp,440
аште,G-,248
къто,Px,250
хоштетъ,V-,301
вол҄ѭ,Nb,505
его,Pp,64
творити,V-,637
разоумѣетъ,V-,1260
о,R-,1
оучени,Nb,112
кое,Pi,267
отъ,R-,80
б҃а,Nb,34
естъ,V-,18
ли,Du,752
азъ,Pp,440
себѣ,Pk,21
г҃л҄ѭ,V-,102
г҃лѧи,V-,102
о,R-,1
себѣ,Pk,21
славꙑ,Nb,291
своеѩ,Pt,217
ꙇштетъ,V-,114
а,C-,85
ꙇштѧі,V-,114
славꙑ,Nb,291
посълавъшаего,V-,63
і,C-,13
сь,Pd,47
ꙇстиненъ,A-,72
естъ,V-,18
ꙇ,C-,13
нѣстъ,V-,176
неправъдꙑ,Nb,2846
вь,R-,111
н҄емь,Pp,64
не,Df,8
моси,Ne,945
ли,Du,752
дастъ,V-,116
вамъ,Pp,266
законъ,Nb,197
ꙇ,C-,13
никътозе,V-,0
отъ,R-,80
васъ,Pp,266
творитъ,V-,637
закона,Nb,197
Чьто,Pi,134
мене,Pp,440
ꙇштете,V-,114
оубити,V-,1144
отъвѣшта,V-,271
народъ,Nb,627
ꙇ,C-,13
рече,V-,106
бѣсъ,Nb,904
ли,Du,752
ꙇмаши,V-,9
къто,Pi,265
тебе,Pp,304
ꙇштетъ,V-,114
оубити,V-,1144
отъвѣшта,V-,271
и҃с,Ne,343
ꙇ,C-,13
рече,V-,106
ꙇмъ,Pp,64
едино,Ma,243
дѣло,Nb,470
сътворихъ,V-,73
ꙇ,C-,13
вьси,Px,54
дивите,V-,926
сѧ,Pk,21
сего,Pd,47
ради,R-,560
дастъ,V-,116
вамъ,Pp,266
моси,Ne,945
обрѣзание,Nb,3140
не,Df,8
ѣко,G-,115
отъ,R-,80
мосѣа,Ne,945
естъ,V-,18
нъ,C-,11
отъ,R-,80
о҃ць,Nb,306
ꙇ,C-,13
въ,R-,111
сѫботѫ,Nb,1249
обрѣзаете,V-,2459
ч҃ка,Nb,211
Аште,G-,248
обрѣзание,Nb,3140
приемл҄етъ,V-,589
ч҃къ,Nb,211
въ,R-,111
сѫботѫ,Nb,1249
да,G-,366
не,Df,8
разоритъ,V-,1444
сѧ,Pk,21
законъ,Nb,197
мосѣовъ,A-,1758
на,R-,117
мѧ,Pp,440
ли,Du,752
гнѣваете,V-,2179
сѧ,Pk,21
ѣко,G-,115
вьсего,Px,54
ч҃ка,Nb,211
съдрава,A-,970
сътворихъ,V-,73
въ,R-,111
сѫботѫ,Nb,1249
не,Df,8
сѫдите,V-,849
на,R-,117
лица,Nb,793
нъ,C-,11
правьдьнꙑ,A-,71
сѫдъ,Nb,730
сѫдите,V-,849
г҃лахѫ,V-,102
же,Df,20
етериі,Px,1287
отъ,R-,80
ꙇ҃илмлѣнъ,Nb,0
не,Df,8
сь,Pd,47
ли,Du,752
естъ,V-,18
егоже,Pr,96
ꙇштѫтъ,V-,114
оубити,V-,1144
ꙇ,C-,13
се,Pd,47
не,Df,8
обиноуѩ,V-,2245
сѧ,Pk,21
г҃летъ,V-,102
ꙇ,C-,13
ничесоже,Px,657
емоу,Pp,64
не,Df,8
г҃лѭтъ,V-,102
еда,Du,869
како,Du,30
разоумѣшѧ,V-,1260
кънѧзи,Nb,277
ѣко,G-,115
сь,Pd,47
естъ,V-,18
х҃ъ,Ne,305
нъ,C-,11
сего,Pd,47
вѣмъ,V-,138
отъкѫдоу,Du,1348
сь,Pd,47
естъ,V-,18
а,C-,85
х҃ъ,Ne,305
егда,Dq,300
придетъ,V-,221
Никътоже,Px,940
не,Df,8
вѣстъ,V-,138
отъкѫдоу,Du,1348
естъ,V-,18
възъва,V-,2070
же,Df,20
въ,R-,111
цръкъве,Nb,38
оучѧ,V-,103
и҃с,Ne,343
ꙇ,C-,13
г҃лѧ,V-,102
ꙇ,C-,13
мене,Pp,440
вѣсте,V-,138
ꙇ,C-,13
вѣсте,V-,138
отъ,R-,80
кѫдоу,Du,2641
есмь,V-,18
ꙇ,C-,13
о,R-,1
себѣ,Pk,21
не,Df,8
придъ,V-,221
нъ,C-,11
естъ,V-,18
ꙇстиньнъ,A-,72
посълавꙑ,V-,63
мѧ,Pp,440
егоже,Pr,96
вꙑ,Pp,266
не,Df,8
вѣсте,V-,138
азъ,Pp,440
и,C-,13
вѣмь,V-,138
ко,R-,59
отъ,R-,80
н҄его,Pp,64
есмь,V-,18
ꙇ,C-,13
тъ,Pd,105
мѧ,Pp,440
посъла,V-,63
ꙇскахѫ,V-,114
же,Df,20
ѩти,V-,1080
і,C-,13
ꙇ,C-,13
никътоже,Px,940
не,Df,8
възложи,V-,1069
рѫкꙑ,Nb,414
на,R-,117
н҄ь,Pp,64
ѣко,G-,115
не,Df,8
ю,Df,1455
бѣ,V-,18
пришьлъ,V-,221
годъ,Nb,2416
его,Pp,64
Ѡтъ,R-,80
народа,Nb,627
же,Df,20
мнози,A-,49
вѣровашѧ,V-,968
въ,R-,111
нь,Pp,64
ꙇ,C-,13
г҃лахѫ,V-,102
ѣко,G-,115
х҃ъ,Ne,305
егда,Dq,300
придетъ,V-,221
еда,Du,869
больша,A-,820
знамениѣ,Nb,1288
сътворитъ,V-,73
ѣже,Pr,96
естъ,V-,18
сътворилъ,V-,73
слꙑшашѧ,V-,689
же,Df,20
фарисѣі,Nb,929
народъ,Nb,627
ръпъштѫшть,V-,1629
о,R-,1
н҄емь,Pp,64
се,Pd,47
Ꙇ,C-,13
посълашѧ,V-,63
архиереі,Nb,943
слоугꙑ,Nb,681
да,G-,366
ꙇмѫтъ,V-,9
і,C-,13
Рече,V-,106
же,Df,20
и҃с,Ne,343
еште,Df,253
мало,Df,887
врѣмѧ,Nb,268
съ,R-,92
вами,Pp,266
есмь,V-,18
ꙇ,C-,13
идѫ,V-,671
къ,R-,59
посълавъшюемоу,V-,63
мѧ,Pp,440
Поꙇштете,V-,3142
мене,Pp,440
ꙇ,C-,13
не,Df,8
обрѧштете,V-,225
ꙇдеже,Dq,798
есмь,V-,18
азъ,Pp,440
вꙑ,Pp,266
не,Df,8
можете,V-,31
прити,V-,221
рѣшѧ,V-,106
же,Df,20
ꙇюдеі,Nb,2043
къ,R-,59
себѣ,Pk,21
сами,Pd,567
камо,Du,3088
хоштетъ,V-,301
ꙇти,V-,671
ꙇ,C-,13
оучити,V-,103
елинꙑ,Nb,212
Чьто,Pi,134
естъ,V-,18
слово,Nb,520
се,Pd,47
еже,Pr,96
рече,V-,106
вьзиштете,V-,1564
мене,Pp,440
ꙇ,C-,13
не,Df,8
обрѧштете,V-,225
ꙇ,C-,13
идеже,Dq,798
есмь,V-,18
азъ,Pp,440
вꙑ,Pp,266
не,Df,8
можете,V-,31
прити,V-,221
въ,R-,111
послѣдьни,A-,687
же,Df,20
дьнь,Nb,523
великꙑ,A-,122
праздьникъ,Nb,1901
стоѣаше,V-,774
и҃с,Ne,343
ꙇ,C-,13
зъваше,V-,1084
г҃лѧ,V-,102
аште,G-,248
къто,Pi,265
жѧждетъ,V-,587
да,G-,366
придетъ,V-,221
къ,R-,59
мьнѣ,Pp,440
ꙇ,C-,13
пиетъ,V-,365
ꙇ,C-,13
вѣроуѩі,V-,968
въ,R-,111
мѧ,Pp,440
ѣкоже,Dq,88
кън҄игꙑ,Nb,10
рѣшѧ,V-,106
рѣкꙑ,Nb,915
отъ,R-,80
чрѣва,Nb,1291
его,Pp,64
ꙇстекѫтъ,V-,3144
водꙑ,Nb,355
живꙑ,A-,1507
се,Pd,47
же,Df,20
рече,V-,106
о,R-,1
д҃сѣ,Nb,443
ꙇже,Pr,96
хотѣхѫ,V-,301
приемати,V-,0
вѣроуѭштеі,V-,968
вь,R-,111
н҄его,Pp,64
не,Df,8
ю,Df,1455
бо,Df,94
бѣ,V-,18
д҃хъ,Nb,443
с҃тꙑ,A-,65
данъ,V-,116
ѣко,G-,115
и҃с,Ne,343
не,Df,8
ю,Df,1455
бѣ,V-,18
прославл҄енъ,V-,392
Мнози,A-,49
же,Df,20
отъ,R-,80
народа,Nb,627
слꙑшавъше,V-,689
словеса,Nb,520
си,Pd,47
г҃лахѫ,V-,102
сь,Pd,47
естъ,V-,18
въ,R-,111
ꙇстинѫ,Nb,385
пророкъ,Nb,878
Дроузи,Nb,754
же,Df,20
г҃лахѫ,V-,102
сь,Pd,47
естъ,V-,18
х҃ъ,Ne,305
ови,Pd,76
же,Df,20
г҃лахѫ,V-,102
еда,Du,869
отъ,R-,80
галилеѩ,Ne,1542
х҃ъ,Ne,305
придетъ,V-,221
не,Df,8
кънигꙑ,Nb,10
ли,Du,752
рѣшѧ,V-,106
ѣко,G-,115
отъ,R-,80
сѣмене,Nb,1342
д҃ава,A-,1085
ꙇ,C-,13
отъ,R-,80
витьлеомьскаго,A-,0
градьца,Nb,1415
ꙇдеже,Dq,798
бѣ,V-,18
д҃адъ,Ne,1250
придетъ,V-,221
х҃ъ,Ne,305
Распьрѣ,Nb,3145
же,Df,20
бꙑс,V-,18
въ,R-,111
народѣ,Nb,627
его,Pp,64
ради,R-,560
Етеріи,Px,1287
же,Df,20
отъ,R-,80
н҄ихъ,Pp,64
хотѣахѫ,V-,301
ѩти,V-,1080
і,C-,13
нъ,C-,11
никътоже,Px,940
не,Df,8
възложи,V-,1069
на,R-,117
н҄ь,Pp,64
рѫкоу,Nb,414
Придѫ,V-,221
же,Df,20
слоугꙑ,Nb,681
къ,R-,59
архиереомъ,Nb,943
ꙇ,C-,13
фарисеомъ,Nb,929
Ꙇ,C-,13
рѣшѧ,V-,106
ꙇмъ,Pp,64
ти,Pp,304
по,R-,77
чьто,Pi,134
не,Df,8
привѣсте,V-,607
его,Pp,64
отъвѣшташѧ,V-,271
слоугꙑ,Nb,681
николиже,Df,906
тако,Df,48
естъ,V-,18
г҃лъ,Nb,468
ч҃къ,Nb,211
ѣко,G-,115
сь,Pd,47
ч҃къ,Nb,211
отъвѣшташѧ,V-,271
ꙇмъ,Pp,64
фарисѣі,Nb,929
нъ,C-,11
народо,Nb,627
сь,Pd,47
ꙇже,Pr,96
не,Df,8
вѣстъ,V-,138
закона,Nb,197
проклѧти,V-,1894
сѫтъ,V-,18
г҃ла,V-,102
никодимъ,Ne,3086
къ,R-,59
н҄имъ,Pp,64
пришедꙑ,V-,221
къ,R-,59
н҄емоу,Pp,64
ноштиѭ,Nb,1293
единъ,Ma,243
сꙑ,V-,18
отъ,R-,80
н҄ихъ,Pp,64
еда,Du,869
законъ,Nb,197
нашь,Ps,338
сѫдитъ,V-,849
ч҃коу,Nb,211
аште,G-,248
не,Df,8
слꙑшитъ,V-,689
отъ,R-,80
н҄его,Pp,64
прѣжде,Df,5
ꙇ,C-,13
разоумѣѭтъ,V-,1260
чьто,Pi,134
творитъ,V-,637
отъвѣшташѧ,V-,271
ꙇ,C-,13
рѣшѧ,V-,106
емоу,Pp,64
еда,Du,869
тꙑ,Pp,304
отъ,R-,80
галилеѩ,Ne,1542
еси,V-,18
ꙇспꙑтаи,V-,1130
і,C-,13
ꙇ,C-,13
виждь,V-,479
ѣко,G-,115
отъ,R-,80
галилеѩ,Ne,1542
пророкъ,Nb,878
не,Df,8
придетъ,V-,221
ꙇ,C-,13
иде,V-,671
къжьдо,Px,1523
въ,R-,111
домъ,Nb,374
своі,Pt,217
Ꙇ҃ис,Ne,0
же,Df,20
ꙇде,V-,671
въ,R-,111
горѫ,Nb,930
елеоньскѫѭ,A-,1658
ютро,Df,1493
же,Df,20
пакꙑ,Df,616
приде,V-,221
въ,R-,111
цръковь,Nb,38
ꙇ,C-,13
вси,Px,54
л҄юдие,Nb,564
ꙇдѣахѫ,V-,671
къ,R-,59
н҄емоу,Pp,64
ꙇ,C-,13
сѣдъ,V-,1305
оучааше,V-,103
ѩ,Pp,64
привѣсѧ,V-,607
же,Df,20
кънижьници,Nb,928
ꙇ,C-,13
фарисѣи,Nb,929
женѫ,Nb,693
въ,R-,111
прѣл҄юбодѣани,Nb,1459
ѩтѫ,V-,1080
ꙇ,C-,13
поставльше,V-,3435
ѭ,Pp,64
посрѣдѣ,R-,3490
г҃лашѧ,V-,102
емоу,Pp,64
оучител҄ю,Nb,988
си,Pd,47
жена,Nb,693
ѩта,V-,1080
естъ,V-,18
нꙑн҄ѣ,Df,289
въ,R-,111
прѣл҄юбодѣаниі,Nb,1459
въ,R-,111
законѣ,Nb,197
намъ,Pp,167
моси,Ne,945
повелѣ,V-,169
таковꙑѩ,A-,1550
камениемь,Nb,1309
побивати,V-,1818
тꙑ,Pp,304
же,Df,20
чьто,Pi,134
г҃леши,V-,102
се,Pd,47
же,Df,20
рѣшѧ,V-,106
ꙇскоушаѭште,V-,1489
и,C-,13
да,G-,366
бѫ,V-,18
ꙇмѣли,V-,9
на,R-,117
н҄ь,Pp,64
чьто,Pi,134
г҃лати,V-,102
и҃с,Ne,343
же,Df,20
низъ,Df,2380
поклонь,V-,1434
сѧ,Pk,21
прьстомь,Nb,1763
писаше,V-,0
на,R-,117
земи,Nb,210
ѣко,G-,115
же,Df,20
прилежахѫ,V-,2758
въпрашаѭште,V-,1505
і,C-,13
въсклони,V-,2836
сѧ,Pk,21
ꙇ,C-,13
рече,V-,106
ꙇмъ,Pp,64
ꙇже,Pr,96
васъ,Pp,266
без,R-,27
грѣха,Nb,406
естъ,V-,18
прѣжде,Df,5
връѕи,V-,698
камень,Nb,870
на,R-,117
н҄ѭ,Pp,64
ꙇ,C-,13
пакꙑ,Df,616
поклонь,V-,1434
сѧ,Pk,21
писаше,V-,0
на,R-,117
земл҄и,Nb,210
слꙑсавъше,V-,689
ꙇсхождахѫ,V-,1013
единъ,Ma,243
по,R-,77
единомоу,Ma,243
начьнъше,V-,82
отъ,R-,80
старьць,Nb,1438
ꙇ,C-,13
оста,V-,1451
единъ,Ma,243
ꙇ,C-,13
жена,Nb,693
стоѩшті,V-,774
посрѣдѣ,R-,3490
въсклонь,V-,2836
же,Df,20
сѧ,Pk,21
и҃с,Ne,343
рече,V-,106
еі,Pp,64
жено,Nb,693
къде,Du,993
сѫтъ,V-,18
ꙇже,Pr,96
на,R-,117
тѧ,Pp,304
важдахѫ,V-,3022
никꙑже,Px,813
ли,Du,752
тебе,Pp,304
осѫди,V-,848
она,Pd,83
же,Df,20
рече,V-,106
никътоже,Px,940
г҃и,Nb,342
рече,V-,106
же,Df,20
и҃с,Ne,343
ни,C-,157
азъ,Pp,440
тебе,Pp,304
осѫждаѭ,V-,847
ꙇди,V-,671
ꙇ,C-,13
отъселѣ,Df,1949
не,Df,8
съгрѣшаі,V-,618
къ,R-,59
томоу,Pd,105
Пакꙑ,Df,616
же,Df,20
ꙇмъ,Pp,64
рече,V-,106
и҃с,Ne,343
г҃лѧ,V-,102
азъ,Pp,440
есмь,V-,18
свѣтъ,Nb,809
мироу,Nb,284
ходѧі,V-,1036
по,R-,77
мнѣ,Pp,440
не,Df,8
ꙇматъ,V-,9
ходити,V-,1036
въ,R-,111
тъмѣ,Nb,810
нъ,C-,11
ꙇматъ,V-,9
свѣта,Nb,809
животънаго,A-,3131
рѣшѧ,V-,106
же,Df,20
емоу,Pp,64
фарисѣі,Nb,929
тꙑ,Pp,304
о,R-,1
себѣ,Pk,21
самъ,Pd,567
съвѣдѣтельствоуеши,V-,1810
съвѣдѣтельство,Nb,1836
твое,Ps,307
нѣстъ,V-,176
ꙇстинъно,A-,72
отъвѣшта,V-,271
и҃с,Ne,343
ꙇ,C-,13
рече,V-,106
ꙇмъ,Pp,64
аште,G-,248
азъ,Pp,440
съвѣдѣтельствоуѭ,V-,1810
о,R-,1
мьнѣ,Pp,440
самомь,Pd,567
съвѣдѣтел҄ьство,Nb,1836
мое,Ps,447
нѣстъ,V-,176
ꙇстинъно,A-,72
естъ,V-,18
ѣко,G-,115
вѣмь,V-,138
отъкѫдоу,Du,1348
придъ,V-,221
ꙇ,C-,13
камо,Du,3088
грѧдѫ,V-,958
ꙇ,C-,13
камо,Du,3088
ꙇдѫ,V-,671
вꙑ,Pp,266
же,Df,20
по,R-,77
плъти,Nb,1509
сѫдите,V-,849
азъ,Pp,440
не,Df,8
сѫждѫ,V-,849
