сапогоу,сапогоу
вь,вь
тѣхъ,тѣхъ
же,же
лежааше,лежааше
мъножьство,мъножьство
болѧштіхъ,болѧштіхъ
слѣпъ,слѣпъ
хромъ,хромъ
соухъ,соухъ
чаѭштеꙇхъ,чаѭштеіхъ
движеньѣ,двіженьѣ
водѣ,водѣ
а҃ꙉлъ,аглъ
бо,бо
г҃нь,гнь
на,на
вьсѣ,вьсѣ
лѣта,лѣта
мꙑѣше,мъіѣше
сѧ,сѧ
въ,въ
кѫпѣли,кѫпѣлі
ꙇ,і
възмѫштааше,възмѫштааше
водѫ,водѫ
ꙇ,і
иже,іже
пръвѣе,пръвѣе
вълажаше,вълажаше
по,по
възмѫштени,възмѫштені
водꙑ,водъі
съдравъ,съдравъ
бꙑвааше,бъівааше
Бѣ,бѣ
же,же
тоу,тоу
етеръ,етеръ
ч҃къ,чкъ
ꙉ҃,г
ꙇ,і
ѕ҃,з
лѣтъ,лѣтъ
ꙇмꙑ,імъі
въ,въ
недѫзѣ,недѫзѣ
своемъ,своемъ
сего,сего
видѣвъ,відѣвъ
и҃с,іс
лежѧшта,лежѧшта
ꙇ,і
разоумѣвъ,разоумѣвъ
ѣко,ѣко
мънога,мънога
лѣта,лѣта
юже,юже
ꙇмѣаше,імѣаше
г҃ла,гла
емоу,емоу
хоштеши,хоштеші
ли,лі
живъ,жівъ
бꙑти,бъіті
Ѡтъвѣшта,отъвѣшта
емоу,емоу
недѫжьнꙑ,недѫжьнъі
еи,еі
г҃и,гі
ч҃ка,чка
не,не
ꙇмамь,імамь
да,да
егда,егда
възмѫтитъ,възмѫтітъ
сѧ,сѧ
вода,вода
въвръжетъ,въвръжетъ
мѧ,мѧ
въ,въ
кѫпѣль,кѫпѣль
егда,егда
же,же
прихождѫ,пріхождѫ
азъ,азъ
ꙇнъ,інъ
прѣжде,прѣжде
мене,мене
вълазитъ,вълазітъ
г҃ла,гла
емоу,емоу
и҃с,іс
въстани,въстані
възъми,възъмі
одръ,одръ
твои,твоі
ꙇ,і
иди,іді
въ,въ
домъ,домъ
своі,своі
ꙇ,і
абье,абье
цѣлъ,цѣлъ
бꙑс,бъіс
ч҃къ,чкъ
ꙇ,і
вьзѧтъ,вьзѧтъ
одръ,одръ
свои,своі
ꙇ,і
хождаше,хождаше
Бѣ,бѣ
же,же
сѫбота,сѫбота
въ,въ
тъ,тъ
дьнь,дьнь
г҃лахѫ,глахѫ
же,же
ꙇюдеі,іюдеі
