chu_word,torot_tokno,grc_word,grc_tokno
бъень,594965,δαρήσεται,332466
бѫдетъ,594966,,
малꙑ,594967,ὀλίγας,332467
вьсѣкомоу,594969,παντὶ,332469
же,594970,δὲ,332470
емоуже,594971,ᾧ,332471
дано,594972,ἐδόθη,332472
бꙑстъ,594973,,
мьного,594974,πολὺ,332475
изиштетъ,594976,ζητηθήσεται,332476
сѧ,594977,,
отъ,594978,παρ’,332477
него,594979,αὐτοῦ,332478
и,594981,καὶ,332480
емоуже,594982,ᾧ,332481
прѣдашѧ,594983,παρέθεντο,332482
мьного,594984,πολύ,332483
лишьша,594985,περισσότερον,332485
просѧть,594986,αἰτήσουσιν,332486
отъ,594987,,
него,594988,αὐτόν,332487
О҅гнѣ,793588,Πῦρ,332489
придъ,793589,ἦλθον,332490
вьврѣштъ,793590,βαλεῖν,332491
въ,793591,ἐπὶ,332492
землѭ,793592,γῆν,332494
что,594995,τί,332497
хоштѫ,594996,θέλω,332498
аште,594997,εἰ,332499
юже,594998,ἤδη,332500
и,594999,,
възгорѣ,595000,ἀνήφθη,332501
сѧ,595001,,
крьщение,595003,βάπτισμα,332503
же,595004,δὲ,332504
имамъ,595005,ἔχω,332505
кръстити,595006,βαπτισθῆναι,332506
сѧ,595007,,
ꙇ,595009,καὶ,332508
како,595010,πῶς,332509
оудръжѫ,595011,συνέχομαι,332510
сѧ,595012,,
доньдеже,595013,ἕως,332511
коньчаатъ,595014,τελεσθῇ,332513
сѧ,595015,,
мьните,595017,δοκεῖτε,332515
ли,595018,,
ѣко,595019,ὅτι,332516
мира,595020,εἰρήνην,332517
придъ,595021,παρεγενόμην,332518
дати,595022,δοῦναι,332519
на,595023,ἐν,332520
землѭ,595024,γῇ,332522
ни,595026,οὐχί,332524
г҃лѭ,595027,λέγω,332526
вамь,595028,ὑμῖν,332527
нъ,595029,ἀλλ’,332529
раздѣлениѣ,595030,διαμερισμόν,332531
бѫдетъ,793593,ἔσονται,332533
бо,793594,γὰρ,332534
отъ селѣ,793595,νῦν,332537
пѧть,793596,πέντε,332538
вь,793597,ἐν,332539
единомъ,793598,ἑνὶ,332540
домоу,793599,οἴκῳ,332541
раздѣленъ,793600,διαμεμερισμένοι,332542
трие,793601,τρεῖς,332544
на,793602,ἐπὶ,332545
дъва,793603,δυσὶν,332546
и,793604,καὶ,332547
дъва,793605,δύο,332548
на,793606,ἐπὶ,332549
три,793607,τρισὶν,332550
ꙇ,793608,,
раздѣлѧтъ,793609,διαμερισθήσονται,332551
сѧ,793610,,
отъцъ,793611,πατὴρ,332553
на,793612,ἐπὶ,332554
с҃нъ,793613,υἱῷ,332555
ꙇ҅,793614,καὶ,332556
с҃нъ,793615,υἱὸς,332557
на,793616,ἐπὶ,332558
о҃тъца,793617,πατρί,332559
мати,793618,μήτηρ,332561
на,793619,ἐπὶ,332562
дъштерь,793620,θυγατέρα,332563
и,793621,καὶ,332564
дъшти,793622,θυγάτηρ,332565
на,793623,ἐπὶ,332566
матерь,793624,μητέρα,332567
свекрꙑ,793625,πενθερὰ,332569
на,793626,ἐπὶ,332570
невѣстѫ,793627,νύμφην,332572
своѭ,793628,,
и,793629,καὶ,332573
невѣста,793630,νύμφη,332574
на,793631,ἐπὶ,332575
свекровь,793632,πενθεράν,332577
своѭ,793633,,
Г҃лааше,595082,Ἔλεγεν,332579
же,595083,δὲ,332580
и,595084,καὶ,332581
народомь,595085,ὄχλοις,332583
егда,595087,ὅταν,332585
оузьрите,595088,ἴδητε,332586
облакъ,595089,νεφέλην,332587
въсходѧщь,595090,ἀνατέλλουσαν,332588
отъ,595091,ἐπὶ,332589
западъ,595092,δυσμῶν,332590
абие,595094,εὐθέως,332592
г҃лете,595095,λέγετε,332593
ѣко,595096,ὅτι,332594
тѫча,595097,ὄμβρος,332595
грѧдетъ,595098,ἔρχεται,332596
и,595100,καὶ,332598
бꙑваатъ,595101,γίνεται,332599
тако,595102,οὕτως,332600
ꙇ,595104,καὶ,332602
егда,595105,ὅταν,332603
югъ,595106,νότον,332604
доушѫштъ,595107,πνέοντα,332605
г҃лете,595108,λέγετε,332607
ѣко,595109,ὅτι,332608
варъ,595110,καύσων,332609
бѫдетъ,595111,ἔσται,332610
и,595113,καὶ,332612
бꙑваатъ,595114,γίνεται,332613
ѵ҅покрити,595116,ὑποκριταί,332615
лице,595117,πρόσωπον,332618
небоу,595118,γῆς,332620
и,595119,καὶ,332621
земи,595120,οὐρανοῦ,332623
оумѣате,595121,οἴδατε,332624
искоушати,595122,δοκιμάζειν,332625
а,595124,δὲ,332628
врѣмене,595125,καιρὸν,332629
сего,595126,τοῦτον,332630
не,595127,οὐ,332632
искоушаате,595128,δοκιμάζετε,332633
что,595130,Τί,332635
же,595131,δὲ,332636
и,595132,καὶ,332637
о,595133,ἀφ’,332638
себѣ,595134,ἑαυτῶν,332639
не,595135,οὐ,332640
сѫдите,595136,κρίνετε,332641
правъдꙑ,595137,δίκαιον,332643
Егда,595139,ὡς,332645
бо,595140,γὰρ,332646
грѧдеши,595141,ὑπάγεις,332647
съ,595142,μετὰ,332648
сѫпьремь,595143,ἀντιδίκου,332650
твоимь,595144,σου,332651
къ,595145,ἐπ’,332652
кьнѧѕоу,595146,ἄρχοντα,332653
на,595148,ἐν,332655
пѫти,595149,ὁδῷ,332657
даждъ,595150,δὸς,332658
дѣлание,595151,ἐργασίαν,332659
избꙑти,595152,ἀπηλλάχθαι,332660
отъ,595153,ἀπ’,332661
него,595154,αὐτοῦ,332662
да,595156,μήποτε,332664
не,595157,,
привлѣчетъ,595158,κατασύρῃ,332665
тебе,595159,σε,332666
къ,595160,πρὸς,332667
сѫдии,595161,κριτήν,332669
ꙇ,595163,καὶ,332671
сѫдии,595164,κριτής,332673
тѧ,595165,σε,332674
прѣдастъ,595166,παραδώσει,332675
слоуѕѣ,595167,πράκτορι,332677
и,595169,καὶ,332679
слоуга,595170,πράκτωρ,332681
тѧ,595171,σε,332682
въсадитъ,595172,βαλεῖ,332683
въ,595173,εἰς,332684
темьницѫ,595174,φυλακήν,332685
г҃лѭ,595176,λέγω,332687
тебѣ,595177,σοι,332688
не,793641,οὐ,332690
имаши,793642,,
изити,793643,ἐξέλθῃς,332692
отъ тоудѣ,793644,ἐκεῖθεν,332693
доньдеже,793645,ἕως,332694
и,793646,καὶ,332695
послѣдьнии,793647,ἔσχατον,332697
трьхьть,793648,λεπτὸν,332698
въздаси,793649,ἀποδῷς,332699
приключишѧ,595190,Παρῆσαν,332701
же,595191,δέ,332702
сѧ,595192,,
едини,595193,τινες,332703
въ,595194,ἐν,332704
то,595195,αὐτῷ,332705
врѣмѧ,595196,καιρῷ,332707
повѣдаѫште,595197,ἀπαγγέλλοντες,332708
емоу,595198,αὐτῷ,332709
о,595199,περὶ,332710
галилеихъ,595200,Γαλιλαίων,332712
ꙇ҅. хъже,595202,ὧν,332713
кръвъ,595203,αἷμα,332715
пилатъ,595204,Πειλᾶτος,332716
съмѣси,595205,ἔμιξεν,332717
съ,595206,μετὰ,332718
жрътвами,595207,θυσιῶν,332720
ихъ,595208,αὐτῶν,332721
и,595210,καὶ,332723
отъвѣштавъ,595211,ἀποκριθεὶς,332724
и҃съ,595212,,
рече,595213,εἶπεν,332725
имъ,595214,αὐτοῖς,332726
мьните,595216,δοκεῖτε,332728
ли,595217,,
ѣко,595218,ὅτι,332729
галилѣане,595219,Γαλιλαῖοι,332731
сии,595220,οὗτοι,332732
грѣшънѣиши,595221,ἁμαρτωλοὶ,332733
паче,595222,παρὰ,332734
вьсѣхъ,595223,πάντας,332735
ч҃лкъ,595224,Γαλιλαίους,332737
бѣшѧ,595225,ἐγένοντο,332738
ѣко,595227,ὅτι,332740
тако,595228,ταῦτα,332741
пострадашѧ,595229,πεπόνθασιν,332742
ни,595231,οὐχί,332744
г҃лѭ,595233,λέγω,332745
вамъ,595234,ὑμῖν,332746
нъ,595236,ἀλλ’,332748
аште,595237,ἐὰν,332749
не,595238,μὴ,332750
покаате,595239,μετανοῆτε,332751
сѧ,595240,,
вьси,595242,πάντες,332753
такожде,595243,ὁμοίως,332754
погꙑблете,595244,ἀπολεῖσθε,332755
ли,595246,ἢ,332757
они,595247,ἐκεῖνοι,332758
осмь,595248,δεκαοκτώ,332760
на,595249,ἐν,332767
десѧте,595250,,
на,595251,ἐφ’,332762
нѧже,595252,οὓς,332763
паде,595253,ἔπεσεν,332764
стлъпъ,595254,πύργος,332766
силоуамъскъ,595255,Σιλωὰμ,332769
ꙇ,595257,καὶ,332770
поби,595258,ἀπέκτεινεν,332771
ѩ,595259,αὐτούς,332772
мьните,595261,δοκεῖτε,332774
ли,595262,,
ѣко,595263,ὅτι,332775
ти,595264,αὐτοὶ,332776
длъжьнѣише,595265,ὀφειλέται,332777
бѣшѧ,595266,ἐγένοντο,332778
паче,595268,παρὰ,332779
вьсѣхъ,595269,πάντας,332780
ч҃лкъ,595270,ἀνθρώπους,332782
живѫштихъ,595271,κατοικοῦντας,332784
въ,595272,ἐν,332785
е҃рлмѣ,595273,Ἱερουσαλήμ,332786
ни,595275,οὐχί,332788
г҃лѭ,595276,λέγω,332789
вамъ,595277,ὑμῖν,332790
нъ,595279,ἀλλ’,332792
аште,595280,ἐὰν,332793
не,595281,μὴ,332794
покаате,595282,μετανοήσητε,332795
сѧ,595283,,
вьси,595284,πάντες,332797
такожде,595285,ὡσαύτως,332798
погꙑбнете,595286,ἀπολεῖσθε,332799
Г҃лааше,595288,Ἔλεγεν,332801
же,595289,δὲ,332802
сиѭ,595290,ταύτην,332803
притъчѫ,595291,παραβολήν,332805
смоковьницѫ,595292,Συκῆν,332807
имѣаше,595293,εἶχέν,332808
единъ,595294,τις,332809
въ,595295,ἐν,332811
виноградѣ,595296,ἀμπελῶνι,332813
своемь,595297,αὐτοῦ,332814
въсажденѫ,595298,πεφυτευμένην,332810
ꙇ,595300,καὶ,332816
приде,595301,ἦλθεν,332817
иштѧ,595302,ζητῶν,332818
плода,595303,καρπὸν,332819
на,595304,ἐν,332820
неи,595305,αὐτῇ,332821
и,595306,καὶ,332822
не,595307,οὐχ,332823
обрѣте,595308,εὗρεν,332824
рече,595310,εἶπεν,332826
же,595311,δὲ,332827
къ,595312,πρὸς,332828
винареви,595313,ἀμπελουργόν,332830
се,595315,ἰδοὺ,332832
третиее,595316,τρία,332833
лѣто,595317,ἔτη,332834
прихождѫ,595318,ἔρχομαι,332837
иштѧ,595319,ζητῶν,332838
плода,595320,καρπὸν,332839
на,595321,ἐν,332840
смоковьници,595322,συκῇ,332842
сеи,595323,ταύτῃ,332843
и,595324,καὶ,332844
не,595325,οὐχ,332845
обрѣтаѭ,595326,εὑρίσκω,332846
посѣци,595328,ἔκκοψον,332848
ѭ,595329,αὐτήν,332849
въскѫѭ,595330,ἱνατί,332851
и,595331,καὶ,332852
землѭ,595332,γῆν,332854
опражнѣатъ,595333,καταργεῖ,332855
онъ,595335,ὁ,332857
же,595336,δὲ,332858
отъвѣштавъ,595337,ἀποκριθεὶς,332859
рече,595338,λέγει,332860
емоу,595339,αὐτῷ,332861
г҃и,595341,κύριε,332863
остави,595342,ἄφες,332865
ѭ,595343,αὐτὴν,332866
и,595344,καὶ,332867
се,595345,τοῦτο,332868
лѣто,595346,ἔτος,332870
доньдеже,595347,ἕως,332872
ѭ,595348,αὐτὴν,332876
окопаѭ,595349,σκάψω,332874
окрьсть,595350,περὶ,332875
и,595352,καὶ,332877
осꙑплѭ,595353,βάλω,332878
гноемь,595354,κόπρια,332879
и,595356,καὶ,332881
аште,595357,ἄν,332882
оубо,595358,μὲν,332883
сътворитъ,595359,ποιήσῃ,332884
плодъ,595360,καρπὸν,332885
аще,595362,εἰ,332890
ли,595363,εἰ,332890
же,595364,δὲ,332891
ни,595365,μήγε,332892
вь,595367,εἰς,332886
грѧдѫштее,595368,μέλλον,332888
врѣмѧ,595369,,
посѣчеши,595370,ἐκκόψεις,332894
ѭ҄,595371,αὐτήν,332895
Бѣ,595374,Ἦν,332897
же,595375,δὲ,332898
оучѧ,595376,διδάσκων,332899
и҃съ,595377,,
на,595378,ἐν,332900
единомь,595379,μιᾷ,332901
отъ,595380,,
соньмишть,595381,συναγωγῶν,332903
въ,595382,ἐν,332904
соботꙑ,595383,σάββασιν,332906
ꙇ,595385,καὶ,332908
се,595386,ἰδοὺ,332909
жена,595387,γυνὴ,332910
бѣаше,595388,,
д҃хъ,595389,πνεῦμα,332911
имѫшти,595390,ἔχουσα,332912
недѫжень,595391,ἀσθενείας,332913
ѕ҃,595393,δεκαοκτώ,332915
ꙇ҃,595394,,
на,595396,,
десѧте,595397,,
лѣтъ,595398,ἔτη,332914
и,595400,καὶ,332917
бѣ,595401,ἦν,332918
слѫка,595402,συνκύπτουσα,332919
ꙇ,595404,καὶ,332920
не,595405,μὴ,332921
могѫшти,595406,δυναμένη,332922
сѧ,595407,,
въсклонити,595408,ἀνακύψαι,332923
отънѫдь,595409,παντελές,332926
оузьрѣвъ,595411,ἰδὼν,332928
же,595412,δὲ,332929
ѭ,595413,αὐτὴν,332930
и҃съ,595414,Ἰησοῦς,332932
п҃ригласи,595415,προσεφώνησεν,332933
и,595416,καὶ,332934
рече,595417,εἶπεν,332935
еи,595418,αὐτῇ,332936
жено,595420,γύναι,332938
отъпоуштена,595421,ἀπολέλυσαι,332940
еси,595422,,
отъ,595423,ἀπὸ,332941
недѫга,595424,ἀσθενείας,332943
твоего,595425,σου,332944
и,595427,καὶ,332946
възложи,595428,ἐπέθηκεν,332947
на,595429,,
нѭ,595430,αὐτῇ,332948
рѫцѣ,595431,χεῖρας,332950
и,595433,καὶ,332952
абие,595434,παραχρῆμα,332953
простьрѣ,595435,ἀνορθώθη,332954
сѧ,595436,,
и,595438,καὶ,332956
славлѣаше,595439,ἐδόξαζεν,332957
б҃а,595440,θεόν,332959
отъвѣштавъ,595442,ἀποκριθεὶς,332961
же,595443,δὲ,332962
архисѵнагогъ,595444,ἀρχισυνάγωγος,332964
негодоуѩ,595445,ἀγανακτῶν,332966
зане,595446,ὅτι,332967
въ,595447,,
соботѫ,595448,σαββάτῳ,332969
исцѣли,595449,ἐθεράπευσεν,332970
ѭ,595450,,
и҃съ,595451,Ἰησοῦς,332972
г҃лаше,595453,ἔλεγεν,332974
народоу,595454,ὄχλῳ,332976
шесть,595456,ἓξ,332978
денъ,595457,ἡμέραι,332979
естъ,595458,εἰσὶν,332980
вь,595459,ἐν,332981
нѧже,595460,αἷς,332982
достоитъ,595461,δεῖ,332983
дѣлати,595462,ἐργάζεσθαι,332984
въ,595464,ἐν,332986
тꙑ,595465,αὐταῖς,332987
оубо,595466,οὖν,332988
приходѧште,595467,ἐρχόμενοι,332989
цѣлите,595468,θεραπεύεσθε,332990
сѧ,595469,,
а,595470,καὶ,332991
не,595471,μὴ,332992
вь,595472,,
день,595473,ἡμέρᾳ,332994
соботънꙑ,595474,σαββάτου,332996
отъвѣшта,595476,ἀπεκρίθη,332998
къ,595477,,
немоу,595478,αὐτῷ,333000
г҃ь,595479,κύριος,333002
и,595480,καὶ,333003
рече,595481,εἶπεν,333004
лицемѣри,595483,ὑποκριταί,333006
къжъдо,595485,ἕκαστος,333008
васъ,595486,ὑμῶν,333009
въ,595487,,
соботѫ,595488,σαββάτῳ,333011
не,595490,οὐ,333012
отрѣшаатъ,595491,λύει,333013
ли,595492,,
своего,595493,αὐτοῦ,333016
волоу,595494,βοῦν,333015
ли,595495,ἢ,333017
осъла,595496,ὄνον,333019
отъ,595497,ἀπὸ,333020
ѣслии,595498,φάτνης,333022
и,595500,καὶ,333023
ведъ,595501,ἀπαγαγὼν,333024
напаѣатъ,595502,ποτίζει,333025
сиѭ,595504,ταύτην,333027
же,595505,δὲ,333028
дъштерь,595506,θυγατέρα,333029
аврамлѭ,595507,Ἀβραὰμ,333030
сѫштѫ,595508,οὖσαν,333031
ѭже,595510,ἣν,333033
съвѧза,595511,ἔδησεν,333034
сотона,595512,σατανᾶς,333036
се,595513,ἰδοὺ,333037
осмое,595514,ὀκτὼ,333040
на,595515,καὶ,333039
десѧте,595516,δέκα,333038
лѣто,595517,ἔτη,333041
не,595519,οὐκ,333043
достоѣаше,595520,ἔδει,333044
ли,595521,,
раздрѣшити,595522,λυθῆναι,333045
еѩ,595523,,
отъ,595524,ἀπὸ,333046
ѫзꙑ,595525,δεσμοῦ,333048
вь,595526,,
день,595527,ἡμέρᾳ,333051
соботънꙑ,595528,σαββάτου,333053
и,595530,καὶ,333055
се,595531,ταῦτα,333056
емоу,595532,αὐτοῦ,333058
г҃лѭштоу,595533,λέγοντος,333057
стꙑдѣахѫ,595535,κατῃσχύνοντο,333059
сѧ,595536,,
вьси,595537,πάντες,333060
противлѣѭштеи,595538,ἀντικείμενοι,333062
сѧ,595539,,
емоу,595540,αὐτῷ,333063
и,595542,καὶ,333065
вьси,595543,πᾶς,333066
людие,595544,ὄχλος,333068
радоваахѫ,595545,ἔχαιρεν,333069
сѧ,595546,,
о,595548,ἐπὶ,333070
вьсѣхъ,595549,πᾶσιν,333071
славънꙑихъ,595550,ἐνδόξοις,333073
бꙑваѭштиихъ,595552,γινομένοις,333075
отъ,595553,ὑπ’,333076
него,595554,αὐτοῦ,333077
Г҃лааше,595558,Ἔλεγεν,333079
же,595559,οὖν,333080
комоу,595560,τίνι,333082
подобъно,595561,ὁμοία,333083
естъ,595562,ἐστὶν,333084
ц҃срствие,595563,βασιλεία,333086
б҃жие,595564,θεοῦ,333088
и,595566,καὶ,333090
комоу,595567,τίνι,333091
оуподоблѭ,595568,ὁμοιώσω,333092
е,595569,αὐτήν,333093
Подобъно,595571,ὁμοία,333095
естъ,595572,ἐστὶν,333096
ц҃ствие,595573,,
н҃ебское,595574,,
зръноу,595575,κόκκῳ,333097
горюшьноу,595576,σινάπεως,333098
еже,595578,ὃν,333100
приемъ,595579,λαβὼν,333101
ч҃лвкъ,595580,ἄνθρωπος,333102
въвръже,595582,ἔβαλεν,333103
въ,595583,εἰς,333104
врътоградъ,595584,κῆπον,333105
свои,595585,ἑαυτοῦ,333106
и,595587,καὶ,333108
въздрасте,595588,ηὔξησεν,333109
и,595589,καὶ,333110
бꙑстъ,595590,ἐγένετο,333111
въ,595591,εἰς,333112
дрѣво,595592,δένδρον,333113
велие,595593,,
и,595595,καὶ,333115
птицѧ,595596,πετεινὰ,333117
н҃ебскꙑѩ,595597,οὐρανοῦ,333119
вьселишѧ,595598,κατεσκήνωσεν,333120
сѧ,595599,,
вь,595600,ἐν,333121
вѣтви,595601,κλάδοις,333123
его,595602,αὐτοῦ,333124
Пакꙑ,595604,πάλιν,333127
рече,595605,εἶπεν,333128
комоу,595606,τίνι,333130
оуподоблѭ,595607,ὁμοιώσω,333131
ц҃ѣсрствие,595608,βασιλείαν,333133
б҃жие,595609,θεοῦ,333135
подобъно,595611,ὁμοία,333137
естъ,595612,ἐστὶν,333138
квасоу,595613,ζύμῃ,333139
иже,595615,ἣν,333141
приемъши,595616,λαβοῦσα,333142
жена,595617,γυνὴ,333143
съкрꙑ,595618,ἔκρυψεν,333144
въ,595619,εἰς,333145
мѫцѣ,595620,ἀλεύρου,333146
трии,595622,τρία,333148
сатъ,595623,σάτα,333147
доньдеже,595625,ἕως,333150
вькꙑсѣ,595626,ἐζυμώθη,333152
вьсѣ,595627,ὅλον,333153
и,595629,Καὶ,333155
прохождааше,595630,διεπορεύετο,333156
сквозѣ,595631,κατὰ,333157
градꙑ,595632,πόλεις,333158
и,595633,καὶ,333159
вьси,595634,κώμας,333160
оучѧ,595635,διδάσκων,333161
ꙇ,595637,καὶ,333162
шьстье,595638,πορείαν,333163
творѧ,595639,ποιούμενος,333164
въ,595640,εἰς,333165
ероусалимъ,595641,Ἱεροσόλυμα,333166
Рече,595643,Εἶπεν,333168
же,595644,δέ,333169
единъ,595645,τις,333170
къ,595646,,
немоу,595647,αὐτῷ,333171
г҃и,595648,κύριε,333173
аште,595649,εἰ,333175
мало,595650,ὀλίγοι,333176
естъ,595651,,
с҃ъпсаѭштиихъ,595652,σῳζόμενοι,333178
сѧ,595653,,
онъ,595655,ὁ,333180
же,595656,δὲ,333181
рече,595657,εἶπεν,333182
къ,595658,πρὸς,333183
нимъ,595659,αὐτούς,333184
подвиѕаите,595660,ἀγωνίζεσθε,333186
сѧ,595661,,
вънити,595662,εἰσελθεῖν,333187
сквозѣ,595663,διὰ,333188
тѣснаа,595664,στενῆς,333190
врата,595665,θύρας,333191
ѣко,595667,τῆς,333189
мъноѕи,595668,πολλοί,333194
г҃лѭ,595669,λέγω,333196
вьзищѫтъ,595671,ζητήσουσιν,333199
вьнити,595672,εἰσελθεῖν,333200
и,595673,καὶ,333201
не,595674,οὐκ,333202
възмогѫтъ,595675,ἰσχύσουσιν,333203
отъ нелиже,595677,ἀφ’,333205
оубо,595678,ἂν,333207
въстанетъ,595679,ἐγερθῇ,333208
г҃ь,595680,οἰκοδεσπότης,333210
домоу,595681,οἰκοδεσπότης,333210
и,595683,καὶ,333211
затворитъ,595684,ἀποκλείσῃ,333212
двьри,595685,θύραν,333214
и,595687,καὶ,333216
начьнете,595688,ἄρξησθε,333217
вьнѣ,595689,ἔξω,333218
стоѣти,595690,ἑστάναι,333219
и,595692,καὶ,333220
тлѣшти,595693,κρούειν,333221
въ,595694,,
двьри,595695,θύραν,333223
г҃лѭще,595696,λέγοντες,333224
г҃и,595698,κύριε,333226
г҃и,595699,κύριε,333226
отврьзи,595700,ἄνοιξον,333228
намъ,595701,ἡμῖν,333229
и,595703,καὶ,333231
отъвѣщавъ,595704,ἀποκριθεὶς,333232
речетъ,595705,ἐρεῖ,333233
вамъ,595706,ὑμῖν,333234
не,595708,οὐκ,333236
вѣмъ,595709,οἶδα,333237
васъ,595710,ὑμᾶς,333238
отъ коудѫ,595711,πόθεν,333239
есте,595712,ἐστέ,333240
тогда,595714,τότε,333242
начьнете,595715,ἄρξεσθε,333243
г҃лати,595716,λέγειν,333244
ѣсмь,595718,ἐφάγομεν,333246
прѣдъ,595719,ἐνώπιόν,333247
тобоѭ,595720,σου,333248
и,595721,καὶ,333249
пихомъ,595722,ἐπίομεν,333250
ꙇ,595724,καὶ,333252
на,595725,ἐν,333253
распѫтиихъ,595726,πλατείαις,333255
нашихъ,595727,ἡμῶν,333256
оучилъ,595728,ἐδίδαξας,333257
еси,595729,,
ꙇ,595731,καὶ,333259
речетъ,595732,ἐρεῖ,333260
г҃лѭ,595733,λέγω,333262
вамъ,595734,ὑμῖν,333263
не,785148,οὐκ,333265
вѣмь,785149,οἶδα,333266
васъ,785150,ὑμᾶς,333267
отъ кѫдоу,785151,πόθεν,333268
есте,785152,ἐστέ,333269
отъстѫпите,595743,ἀπόστητε,333271
отъ,595744,ἀπ’,333272
мене,595745,ἐμοῦ,333273
вьси,595746,πάντες,333274
дѣлателе,595747,ἐργάται,333275
неправьдѣ,595748,ἀδικίας,333276
тоу,595750,ἐκεῖ,333278
бѫдетъ,595751,ἔσται,333279
плачь,595752,κλαυθμὸς,333281
и,595753,καὶ,333282
скрьжетъ,595754,βρυγμὸς,333284
зѫбомь,595755,ὀδόντων,333286
егда,595757,ὅταν,333288
оузьрите,595758,ὄψεσθε,333289
авраама,595759,Ἀβραὰμ,333290
и,595760,καὶ,333291
исака,595761,Ἰσαὰκ,333292
и,595762,καὶ,333293
иѣкова,595763,Ἰακὼβ,333294
ꙇ,595765,καὶ,333295
вьсѧ,595766,πάντας,333296
пророкꙑ,595767,προφήτας,333298
въ,595768,ἐν,333299
ц҃срствии,595769,βασιλείᾳ,333301
б҃жии,595770,θεοῦ,333303
вꙑ,595772,ὑμᾶς,333305
же,595773,δὲ,333306
изгонимꙑ,595774,ἐκβαλλομένους,333307
вонъ,595775,ἔξω,333308
и,595777,καὶ,333310
придѫтъ,595778,ἥξουσιν,333311
отъ,595779,ἀπὸ,333312
въстокъ,595780,ἀνατολῶν,333313
и,595781,καὶ,333314
западъ,595782,δυσμῶν,333315
и,595783,καὶ,333316
сѣвера,595784,Βορρᾶ,333317
и,595785,καὶ,333318
юга,595786,νότου,333319
и,595788,καὶ,333320
вьзлѧгѫтъ,595789,ἀνακλιθήσονται,333321
въ,595790,ἐν,333322
ц҃рствии,595791,βασιλείᾳ,333324
б҃зіи,595792,θεοῦ,333326
ꙇ,595796,καὶ,333328
се,595797,ἰδοὺ,333329
сѫтъ,595798,εἰσὶν,333330
послѣдьнии,595799,ἔσχατοι,333331
иже,595800,οἳ,333332
бѫдѫтъ,595801,ἔσονται,333333
прѣдьнии҅,595802,πρῶτοι,333334
и,595804,καὶ,333336
сѫтъ,595805,εἰσὶν,333337
прѣдьнии,595806,πρῶτοι,333338
ꙇже,595808,οἳ,333339
бѫдѫтъ,595809,ἔσονται,333340
послѣдьнии,595810,ἔσχατοι,333341
Въ,595812,Ἐν,333343
тъ,595813,αὐτῇ,333344
день,595814,ὥρᾳ,333346
пристѫпишѧ,595815,προσῆλθάν,333347
едини,595816,τινες,333348
фарисѣи,595817,Φαρισαῖοι,333349
г҃лѭще,595818,λέγοντες,333350
емоу,595819,αὐτῷ,333351
ꙇзиди,785159,ἔξελθε,333353
и,785160,καὶ,333354
иди,785161,πορεύου,333355
отъ сѫдоу,785162,ἐντεῦθεν,333356
ѣко,785163,ὅτι,333358
иродъ,785164,Ἡρώδης,333359
хоштетъ,785165,θέλει,333360
тѧ,785166,σε,333361
оубити,785167,ἀποκτεῖναι,333362
и,595833,καὶ,333364
рече,595834,εἶπεν,333365
имъ,595835,αὐτοῖς,333366
шедъше,595836,πορευθέντες,333368
рьцѣте,595837,εἴπατε,333369
лисоу,595838,ἀλώπεκι,333371
томоу,595839,ταύτῃ,333372
се,785286,ἰδοὺ,333374
изгонѭ,785287,ἐκβάλλω,333375
бѣсꙑ,785288,δαιμόνια,333376
ꙇ,785289,καὶ,333377
исцѣлениѣ,785290,ἰάσεις,333378
творѭ,785291,ἀποτελῶ,333379
дьнесь,785292,σήμερον,333380
и,785293,καὶ,333384
въ,785294,,
трети,785295,τρίτῃ,333386
коньчаѭ,785296,τελειοῦμαι,333387
обаче,595854,πλὴν,333389
подобаатъ,595855,δεῖ,333390
ми,595856,με,333391
дьнесь,595857,σήμερον,333392
и,595858,καὶ,333393
ютрѣ,595859,αὔριον,333394
и,595861,καὶ,333395
въ,595862,,
онъ,595863,,
день,595864,ἐχομένῃ,333397
ити,595865,πορεύεσθαι,333398
ѣко,595867,ὅτι,333400
не,595868,οὐκ,333401
възможъно,595869,ἐνδέχεται,333402
естъ,595870,ἐνδέχεται,333402
п҃ркоу,595871,προφήτην,333403
погꙑбнѫти,595872,ἀπολέσθαι,333404
кромѣ,595873,ἔξω,333405
и҃ерсма,595874,Ἱερουσαλήμ,333406
ꙇ҃ме,595876,Ἱερουσαλήμ,333409
и҃ме,595877,Ἱερουσαλὴμ,333408
избивꙑ,595878,ἀποκτείνουσα,333412
п҃ркꙑ,595879,προφήτας,333414
ꙇ,595881,καὶ,333415
каменьемь,595882,,
побиваѩ,595883,λιθοβολοῦσα,333416
посъланꙑѩ,595884,ἀπεσταλμένους,333418
къ,595885,πρὸς,333419
тебѣ,595886,αὐτήν,333420
Коль,595888,ποσάκις,333422
кратꙑ,595889,,
въсхотѣхъ,595890,ἠθέλησα,333423
събърати,595891,ἐπισυνάξαι,333424
чѧда,595892,τέκνα,333426
твоѣ,595893,σου,333427
ѣкоже,595895,τρόπον,333429
кокошъ,595896,ὄρνιξ,333430
гнѣздо,595897,νοσσιὰν,333433
свое,595898,ἑαυτῆς,333432
подъ,595899,ὑπὸ,333434
крилѣ,595900,πτέρυγας,333436
и,595902,καὶ,333438
не,595903,οὐκ,333439
въсхотѣсте,595904,ἠθελήσατε,333440
се,595906,ἰδοὺ,333442
