chu_word,torot_tokno,grc_word,grc_tokno
единоѩ,541728,μηδὲν,105042
польѕѧ,541729,ὠφεληθεῖσα,105043
обрѣтъши,541730,,
нъ,541732,ἀλλὰ,105044
паче,541733,μᾶλλον,105045
въ,541734,εἰς,105046
горе,541735,χεῖρον,105048
пришьдъши,541736,ἐλθοῦσα,105049
слꙑшавъши,541738,ἀκούσασα,105051
о,541739,περὶ,105053
и҃сѣ,541740,Ἰησοῦ,105055
пришедъши,541742,ἐλθοῦσα,105057
въ,541743,ἐν,105058
народѣ,541744,ὄχλῳ,105060
съ,541746,,
зади,541747,ὄπισθεν,105061
прикосно,541748,ἥψατο,105062
сѧ,541749,,
ризѣ,541750,ἱματίου,105064
его,541751,αὐτοῦ,105065
г҃лаше,541753,ἔλεγεν,765488
бо,541754,γὰρ,765489
ѣко,541756,ὅτι,765490
аште,541757,ἐὰν,765491
прикоснѫ,541758,ἅψωμαι,765492
сѧ,541759,,
понѣ,541760,ἄν,765494
ризѣ,541762,ἱματίων,765496
его,541764,αὐτοῦ,765497
с҃псна,541765,σωθήσομαι,765498
бѫдѫ,541766,,
ꙇ,541768,καὶ,105078
абие,541769,εὐθὺς,105079
исѧкнѫ,541770,ἐξηράνθη,105080
источьникъ,541771,πηγὴ,105082
кръве,541772,αἵματος,105084
еѩ,541773,αὐτῆς,105085
ꙇ,541775,καὶ,105087
разоумѣ,541776,ἔγνω,105088
тѣломъ,541777,σώματι,105090
ѣко,541778,ὅτι,105091
цѣлѣатъ,541779,ἴαται,105092
отъ,541780,ἀπὸ,105093
ранꙑ,541781,μάστιγος,105095
ꙇ,541783,καὶ,105097
абье,541784,εὐθὺς,105098
и҃съ,541785,Ἰησοῦς,105100
оштюшть,541786,ἐπιγνοὺς,105101
вь,541787,ἐν,105102
себѣ,541788,ἑαυτῷ,105103
силѫ,541789,δύναμιν,105107
ишедъшѫ,541790,ἐξελθοῦσαν,105108
отъ,541791,ἐξ,105105
него,541792,αὐτοῦ,105106
обраштъ,541794,ἐπιστραφεὶς,105110
сѧ,541795,,
вь,541796,ἐν,105111
народѣ,541797,ὄχλῳ,105113
г҃лаше,541798,ἔλεγεν,105114
кто,541800,τίς,105116
прикоснѫ,541801,ἥψατο,105118
сѧ,541802,,
ризахъ,541803,ἱματίων,105120
моихъ,541804,μου,105117
ꙇ,541806,καὶ,105122
г҃лашѧ,541807,ἔλεγον,105123
емоу,541808,αὐτῷ,105124
оученици,541809,μαθηταὶ,105126
его,541810,αὐτοῦ,105127
видиши,541812,βλέπεις,105129
народъ,541813,ὄχλον,105131
оугнѣтаѭштъ,541814,συνθλίβοντά,105132
тѧ,541815,σε,105133
ꙇ,541817,καὶ,105135
г҃леши,541818,λέγεις,105136
къто,541819,τίς,105138
сѧ,541820,,
прикоснѫ,541821,ἥψατο,105140
сѧ,541822,,
мънѣ,541823,μου,105139
ꙇ,541825,καὶ,105142
озирааше,541826,περιεβλέπετο,105143
сѧ,541827,,
видѣти,541828,ἰδεῖν,105144
сътворьшѫѭ,541829,ποιήσασαν,105147
се,541830,τοῦτο,105146
Жена,541832,γυνὴ,105151
же,541833,δὲ,105150
оубоѣвъши,541834,φοβηθεῖσα,105152
сѧ,541835,,
и,541836,καὶ,105153
трепещѫшти,541837,τρέμουσα,105154
вѣдѫщи,541839,εἰδυῖα,105156
еже,541840,ὃ,105157
бꙑстъ,541841,γέγονεν,105158
еи,541842,αὐτῇ,105159
приде,541844,ἦλθεν,105161
и,541845,καὶ,105162
припаде,541846,προσέπεσεν,105163
къ,541847,,
немоу,541848,αὐτῷ,105164
ꙇ,541850,καὶ,105165
рече,541851,εἶπεν,105166
емоу,541852,αὐτῷ,105167
въсѫ,541853,πᾶσαν,105168
истинѫ,541854,ἀλήθειαν,105170
и҃съ,541856,ὁ,105172
же,541857,δὲ,105173
рече,541858,εἶπεν,105174
еи,541859,αὐτῇ,105175
дъшти,733765,θύγατερ,105177
вѣра,733766,πίστις,105180
твоѣ,733767,σου,105181
с҃пс,733768,σέσωκέν,105182
тѧ,733769,σε,105183
иди,541864,ὕπαγε,105185
съ,541865,εἰς,105186
миромъ,541866,εἰρήνην,105187
ꙇ,541868,καὶ,105189
бѫди,541869,ἴσθι,105190
цѣла,541870,ὑγιὴς,105191
отъ,541871,ἀπὸ,105192
ранꙑ,541872,μάστιγός,105194
твоеѩ҅,541873,σου,105195
Ꙇ,541875,,
еште,541876,ἔτι,765528
г҃лѭштоу,541877,λαλοῦντος,765530
емоу,541878,αὐτοῦ,765529
придѫ,541879,ἔρχονται,765531
отъ,541880,ἀπὸ,765532
архисѵнагога,541881,ἀρχισυναγώγου,765534
г҃лѭште,541882,λέγοντες,765535
ѣко,541884,ὅτι,765536
дъшти,541885,θυγάτηρ,765538
твоѣ,541886,σου,765539
оумьрѣтъ,541887,ἀπέθανεν,765540
что,541888,τί,765541
движеши,541889,σκύλλεις,765543
оучителѣ,541890,διδάσκαλον,765545
ꙇ҃съ,541892,Ἰησοῦς,105219
же,541893,δὲ,105218
абие,541894,,
слꙑшавъ,541895,παρακούσας,105220
слово,541897,λόγον,105222
г҃лемое,541898,λαλούμενον,105223
г҃ла,541900,λέγει,105224
архисѵнагогови,541901,ἀρχισυναγώγῳ,105226
не,541902,μὴ,105228
бои,541903,φοβοῦ,105229
сѧ,541904,,
тъкмо,541906,μόνον,105231
вѣроуи,541907,πίστευε,105232
ꙇ,541909,καὶ,105234
не,541910,οὐκ,105235
остави,541911,ἀφῆκεν,105236
ити,541912,συνακολουθῆσαι,105240
по,541913,μετ’,105238
себѣ,541914,αὐτοῦ,105239
ни,541915,μὴ,105242
единого,541916,,
же,541917,,
тъкмо,541919,εἰ,105241
петра,541920,Πέτρον,105244
и,541921,καὶ,105245
иѣкова,541922,Ἰάκωβον,105246
ꙇ,541924,καὶ,105247
иоана,541925,Ἰωάννην,105248
братра,541926,ἀδελφὸν,105250
иѣковлѣ,541927,Ἰακώβου,105251
ꙇ,541929,καὶ,105253
приде,541930,ἔρχονται,105254
въ,541931,εἰς,105255
домъ,541932,οἶκον,105257
архисѵнагоговъ,541933,ἀρχισυναγώγου,105259
ꙇ,541935,καὶ,105261
видѣ,541936,θεωρεῖ,105262
мльвѫ,541937,θόρυβον,105263
и,541938,καὶ,105264
плачѫштѧ,541939,κλαίοντας,105265
сѧ,541940,,
ꙇ,541942,καὶ,105266
кричѧштѧ,541943,ἀλαλάζοντας,105267
мъного,541944,πολλά,105268
ꙇ,541946,καὶ,105270
въшедъ,541947,εἰσελθὼν,105271
г҃ла,541948,λέγει,105272
имъ,541949,αὐτοῖς,105273
чьто,541951,τί,105275
млъвите,541952,θορυβεῖσθε,105276
и,541953,καὶ,105277
плачете,541954,κλαίετε,105278
сѧ,541955,,
отроковица,541957,παιδίον,105281
нѣстъ,541958,οὐκ,105282
оумръла,541959,ἀπέθανεν,105283
нъ,541960,ἀλλὰ,105284
съпитъ,541961,καθεύδει,105285
ꙇ,541963,καὶ,105287
рѫгаахѫ,541964,κατεγέλων,105288
сѧ,541966,,
емоу,541968,αὐτοῦ,105289
онъ,541970,αὐτὸς,105291
же,541971,δὲ,105292
изгънавъ,541972,ἐκβαλὼν,105293
вьсѧ,541973,πάντας,105294
поѩтъ,541975,παραλαμβάνει,105295
о҃тца,541976,πατέρα,105297
отроковицѧ,541977,παιδίου,105299
и,541978,καὶ,105300
матерь,541979,μητέρα,105302
ꙇ,541981,καὶ,105303
иже,541982,,
бѣшѧ,541983,,
съ,541984,μετ’,105305
нимь,541985,αὐτοῦ,105306
ꙇ,541987,καὶ,105308
вьниде,541988,εἰσπορεύεται,105309
идеже,541989,ὅπου,105310
бѣ,541990,ἦν,105311
отрочѧ,541991,παιδίον,105313
лежѧ,541992,,
ꙇ,541994,καὶ,105315
емъ,541995,κρατήσας,105316
за,541996,,
рѫкѫ,541997,χειρὸς,105318
отроковицѫ,541998,παιδίου,105320
г҃ла,541999,λέγει,105321
еи,542000,αὐτῇ,105322
талитакоумъ,542002,ταλιθὰ,105324
еже,542004,ὅ,105327
естъ,542005,ἐστιν,105328
съказаемое,542006,μεθερμηνευόμενον,105329
дѣвице,542008,κοράσιον,105332
тебѣ,542009,σοὶ,105334
г҃лѭ,542010,λέγω,105335
въстани,542011,ἔγειρε,105337
ꙇ,542013,καὶ,105339
абие,542014,εὐθὺς,105340
въста,542015,ἀνέστη,105341
дѣвица,542016,κοράσιον,105343
и,542017,καὶ,105344
хождааше,542018,περιεπάτει,105345
бѣ,542020,ἦν,105347
бо,542021,γὰρ,105348
лѣтома,542022,ἐτῶν,105349
дъвѣма,542023,δώδεκα,105350
на,542024,,
десѧте,542025,δώδεκα,105350
ꙇ,542027,καὶ,105352
оужаснѫшѧ,542028,ἐξέστησαν,105353
сѧ,542029,,
оужасомь,542030,ἐκστάσει,105355
велиемь,542031,μεγάλῃ,105356
ꙇ,542033,καὶ,105358
запрѣти,542034,διεστείλατο,105359
имъ,542035,αὐτοῖς,105360
мъного,542036,πολλὰ,105361
да,542037,ἵνα,105362
никтоже,542038,μηδεὶς,105363
не,542039,,
оувѣстъ,542040,γνοῖ,105364
сего,542041,τοῦτο,105365
ꙇ,542043,καὶ,105367
рече,542044,εἶπεν,105368
дати,542045,δοθῆναι,105369
еи,542046,αὐτῇ,105370
ѣсти,542047,φαγεῖν,105371
Ꙇ,542049,Καὶ,105373
изиде,542050,ἐξῆλθεν,105374
отъ тѫдоу,542051,ἐκεῖθεν,105375
ꙇ,542054,καὶ,105377
приде,542055,ἔρχεται,105378
въ,542056,εἰς,105379
отечьствие,542057,πατρίδα,105381
свое,542058,αὐτοῦ,105382
ꙇ,542060,καὶ,105384
по,542061,ἀκολουθοῦσιν,105385
немь,542062,αὐτῷ,105386
идѫ,542063,ἀκολουθοῦσιν,105385
оученици,542064,μαθηταὶ,105388
его,542065,αὐτοῦ,105389
ꙇ,542067,καὶ,105391
бꙑвъши,542068,γενομένου,105392
соботѣ,542069,σαββάτου,105393
начѧтъ,542071,ἤρξατο,105394
на,542072,ἐν,105396
сьнмишти,542073,συναγωγῇ,105398
оучити,542074,διδάσκειν,105395
ꙇ,542076,καὶ,105400
мънози,542077,πολλοὶ,105402
слꙑшавъше,542078,ἀκούοντες,105403
дивлѣхѫ,542079,ἐξεπλήσσοντο,105404
сѧ,542080,,
г҃лѭще,542081,λέγοντες,105406
отъ кѫдоу,542083,πόθεν,105408
се,542085,ταῦτα,105410
естъ,542086,,
семоу,542087,τούτῳ,105409
ꙇ,542089,καὶ,105412
что,542090,τίς,105413
прѣмѫдрость,542091,σοφία,105415
данаѣ,542092,δοθεῖσα,105417
емоу,542093,τούτῳ,105418
ꙇ,542095,καὶ,105420
силꙑ,542096,δυνάμεις,105421
таковꙑ,542097,τοιαῦται,105422
рѫкама,542098,χειρῶν,105425
его,542099,αὐτοῦ,105426
бꙑваѭтъ,542100,γίνονται,105427
не,542102,οὐχ,105429
сь,542103,οὗτός,105430
ли,542104,,
естъ,542105,ἐστιν,105431
тектонъ,542106,τέκτων,105433
с҃нъ,542107,υἱὸς,105436
мариинъ,542108,Μαρίας,105438
братръ,542110,ἀδελφὸς,105440
же,542111,καὶ,105439
иѣковоу,542112,Ἰακώβου,105441
и,542113,καὶ,105442
оси,542114,Ἰωσῆτος,105443
и,542115,καὶ,105444
юдѣ,542116,Ἰούδα,105445
и,542117,καὶ,105446
симоноу,542118,Σίμωνος,105447
не,542120,οὐκ,105450
и,542121,καὶ,105449
ли,542122,,
сестрꙑ,542123,ἀδελφαὶ,105453
его,542124,αὐτοῦ,105454
сѫтъ,542125,εἰσὶν,105451
оу,542126,πρὸς,105456
насъ,542127,ἡμᾶς,105457
сьде,542128,ὧδε,105455
ꙇ,542130,καὶ,105459
съблажнаахѫ,542131,ἐσκανδαλίζοντο,105460
сѧ,542132,,
о,542133,ἐν,105461
немь,542134,αὐτῷ,105462
Г҃лааше,542137,ἔλεγεν,105465
же,542138,καὶ,105464
имъ,542139,αὐτοῖς,105466
и҃съ,542140,Ἰησοῦς,105468
ѣко,542141,ὅτι,105469
нѣстъ,542142,ἔστιν,105471
пророкъ,542143,προφήτης,105472
без,542144,ἄτιμος,105473
чьсти,542145,πατρίδι,105478
тъкъмо,542147,εἰ,105474
въ,542148,ἐν,105476
своемь,542149,ἑαυτοῦ,105479
отьчьствии,542150,πατρίδι,105478
и,542151,καὶ,105480
въ,542152,ἐν,105481
рождении,542153,συγγενεῦσιν,105483
и,542154,καὶ,105485
въ,542155,ἐν,105486
домоу,542156,οἰκίᾳ,105488
своемь,542157,αὐτοῦ,105489
не,542158,οὐκ,105492
можааше,542159,ἐδύνατο,105493
тоу,542160,ἐκεῖ,105494
ни,542161,,
единоѩ,542162,οὐδεμίαν,105496
силꙑ,542163,δύναμιν,105497
сътворити,542164,ποιῆσαι,105495
тъкмо,542166,εἰ,105499
на,542167,,
мало,542168,ὀλίγοις,105501
недѫжьникъ,542169,ἀρρώστοις,105502
рѫцѣ,542170,χεῖρας,105505
възложь,542171,ἐπιθεὶς,105503
исцѣли,542172,ἐθεράπευσεν,105506
ꙇ,542174,καὶ,105508
диви,542175,ἐθαύμασεν,105509
сѧ,542176,,
за,542177,διὰ,105510
невѣръство,542178,ἀπιστίαν,105512
ихъ,542179,αὐτῶν,105513
ꙇ,542181,Καὶ,105515
объхождаше,542182,περιῆγεν,105516
градъцѧ,542183,κώμας,105518
оучѧ,542184,διδάσκων,105520
Ꙇ,542186,Καὶ,105522
призъвавъ,542187,προσκαλεῖται,105523
оба,542188,δώδεκα,105525
на,542189,,
десѧте,542190,δώδεκα,105525
и,542191,καὶ,105527
начѧтъ,542192,ἤρξατο,105528
ѩ,542193,αὐτοὺς,105529
сълати,542194,ἀποστέλλειν,105530
дъва,542195,δύο,105531
нъ,542196,,
дъва,542197,δύο,105532
ꙇ,542199,καὶ,105534
дааше,542200,ἐδίδου,105535
имъ,542201,αὐτοῖς,105536
власть,542202,ἐξουσίαν,105537
на,542203,,
д҃сѣхъ,542204,πνευμάτων,105539
нечистꙑхъ,542205,ἀκαθάρτων,105541
ꙇ,542207,καὶ,105543
запрѣти,542208,παρήγγειλεν,105544
имъ,542209,αὐτοῖς,105545
да,542211,ἵνα,105546
ничьсоже,542212,μηδὲν,105547
не,542213,μὴ,105552
вьземлѭтъ,542214,αἴρωσιν,105548
на,542215,εἰς,105549
пѫть,542216,ὁδὸν,105550
тъкмо,542218,εἰ,105551
жезлъ,542219,ῥάβδον,105553
единъ,542220,μόνον,105554
ни,542222,μὴ,105556
пирꙑ,542223,πήραν,105560
ни,542224,μὴ,105562
хлѣба,542225,ἄρτον,105557
ни,542226,μὴ,105559
при,542227,εἰς,105563
поѣсѣ,542228,ζώνην,105565
мѣди,542229,χαλκόν,105566
нъ,542231,ἀλλὰ,105568
обоувенꙑ,542232,ὑποδεδεμένους,105569
въ,542233,,
сандалиѩ,542234,σανδάλια,105570
ꙇ,542236,καὶ,105571
не,542237,μὴ,105572
облачити,542238,ἐνδύσησθε,105573
сѧ,542239,,
вь,542240,,
дъвѣ,542241,δύο,105574
ризѣ,542242,χιτῶνας,105575
ꙇ҅,542244,καὶ,105577
г҃лаше,542245,ἔλεγεν,105578
имъ,542246,αὐτοῖς,105579
идеже,542247,ὅπου,105581
колижъдо,542248,ἐὰν,105582
вънидете,542249,εἰσέλθητε,105583
въ,542250,εἰς,105584
домъ,542251,οἰκίαν,105585
тоу,542253,ἐκεῖ,105587
прѣбꙑваите,542254,μένετε,105588
доньдеже,542255,ἕως,105589
изидете,542256,ἐξέλθητε,105591
отъ тѫдѣ,542257,ἐκεῖθεν,105592
ꙇ,542260,καὶ,105594
елико,542261,ὃς,105595
аште,542262,ἂν,105596
не,542263,μὴ,105598
приимѫтъ,542264,δέξηται,105599
васъ,542265,ὑμᾶς,105600
ни,542267,μηδὲ,105601
послоушаѭтъ,542268,ἀκούσωσιν,105602
васъ,542269,ὑμῶν,105603
ꙇсходѧште,542271,ἐκπορευόμενοι,105605
отъ тѫдѫ,542272,ἐκεῖθεν,105606
отътрѧсѣте,542274,ἐκτινάξατε,105607
прахъ,542275,χοῦν,105609
иже,542276,,
естъ,542277,,
подъ,542278,ὑποκάτω,105611
ногами,542279,ποδῶν,105613
вашими,542280,ὑμῶν,105614
въ,542281,εἰς,105615
съвѣдѣтельство,542282,μαρτύριον,105616
имъ,542283,αὐτοῖς,105617
А҅минь,542285,,
г҃лѭ,542286,,
вамъ,542287,,
отърадьнѣе,542288,,
бѫдетъ,542289,,
содомомъ,542290,,
ли,542291,,
гоморѣнемь,542292,,
вь,542294,,
день,542295,,
сѫдънꙑи,542296,,
неже,542298,,
градоу,542299,,
томоу,542300,,
ꙇ,542302,καὶ,105619
ишедъше,542303,ἐξελθόντες,105620
проповѣдаахѫ,542304,ἐκήρυξαν,105621
да,542305,ἵνα,105622
покаѭтъ,542306,μετανοῶσιν,105623
сѧ,542307,,
ꙇ,542309,καὶ,105625
бѣсꙑ,542310,δαιμόνια,105626
мъногꙑ,542311,πολλὰ,105627
изгонѣахѫ,542312,ἐξέβαλλον,105628
ꙇ,542314,καὶ,105630
мазаахѫ,542315,ἤλειφον,105631
олеемъ,542316,ἐλαίῳ,105632
мъногꙑ,542317,πολλοὺς,105633
недѫжънꙑ,542318,ἀρρώστους,105634
и,542319,καὶ,105635
исцѣлѣахѫ,542320,ἐθεράπευον,105636
Ꙇ,542322,Καὶ,105638
оуслꙑшавъ,542323,ἤκουσεν,105639
ц҃сръ,542324,βασιλεὺς,105641
иродъ,542325,Ἡρώδης,105642
слоухъ,542326,,
и҃свъ,542327,,
ѣвѣ,542329,φανερὸν,105644
бꙑстъ,542330,ἐγένετο,105646
имѧ,542331,ὄνομα,105648
его,542332,αὐτοῦ,105649
ꙇ,542334,καὶ,105651
г҃лаше,542335,ἔλεγεν,105652
ѣко,542336,ὅτι,105653
иоанъ,542337,Ἰωάννης,105654
кръстѧи,542338,βαπτίζων,105656
въста,542339,ἐγήγερται,105657
отъ,542340,ἐκ,105658
мрътвꙑхъ,542341,νεκρῶν,105659
ꙇ,542343,καὶ,105661
сега,542344,τοῦτο,105663
ради,542345,διὰ,105662
силꙑ,542346,δυνάμεις,105666
дѣѭтъ,542347,ἐνεργοῦσιν,105664
сѧ,542348,,
о,542349,ἐν,105667
немъ,542350,αὐτῷ,105668
ꙇни,542352,ἄλλοι,105670
же,542353,δὲ,105671
г҃лахѫ,542354,ἔλεγον,105672
ѣко,542355,ὅτι,105673
илиѣ,542356,Ἡλείας,105674
естъ,542357,ἐστίν,105675
ѣко,542359,ὅτι,105680
единъ,542360,εἷς,105683
отъ,542361,,
п҃ркъ,542362,προφητῶν,105685
слꙑшавъ,542364,ἀκούσας,105687
же,542365,δὲ,105688
иродъ,542366,Ἡρώδης,105690
рече,542367,ἔλεγεν,105691
ѣко,542369,,
егоже,542370,ὃν,105693
азъ,542371,ἐγὼ,105694
оусѣкнѫхъ,542372,ἀπεκεφάλισα,105695
иоана,542373,Ἰωάννην,105696
сь,542374,οὗτος,105698
естъ,542375,,
тъ,542377,,
въста,542378,ἠγέρθη,105699
отъ,542379,,
мрътвꙑхъ,542380,,
Тъ,542382,Αὐτὸς,105701
бо,542383,γὰρ,105702
иродъ,542384,Ἡρώδης,105704
посълавъ,542385,ἀποστείλας,105705
ѩтъ,542386,ἐκράτησεν,105706
иоана,542387,Ἰωάννην,105708
ꙇ,542389,καὶ,105709
съвѧза,542390,ἔδησεν,105710
и,542391,αὐτὸν,105711
въ,542392,ἐν,105712
темьници,542393,φυλακῇ,105713
ꙇродиѣдꙑ,542395,Ἡρῳδιάδα,105715
ради,542396,διὰ,105714
женꙑ,542397,γυναῖκα,105717
филипа,542398,Φιλίππου,105718
братра,542399,ἀδελφοῦ,105720
своего,542400,αὐτοῦ,105721
ѣко,542402,ὅτι,105723
ожени,542403,ἐγάμησεν,105725
сѧ,542404,,
еѭ,542405,αὐτὴν,105724
г҃лаше,542407,ἔλεγεν,105727
бо,542408,γὰρ,105728
иоанъ,542409,Ἰωάννης,105730
иродови,542410,Ἡρῴδῃ,105732
не,542412,οὐκ,105734
достоитъ,542413,ἔξεστίν,105735
тебѣ,542414,σοι,105736
имѣти,542415,ἔχειν,105737
женꙑ,542416,γυναῖκα,105739
филипа,542417,,
братра,542418,ἀδελφοῦ,105741
своего,542419,σου,105742
ꙇродиѣ,542421,Ἡρῳδιὰς,105746
же,542422,δὲ,105745
гнѣвааше,542423,ἐνεῖχεν,105747
сѧ,542424,,
на,542425,,
нь,542426,αὐτῷ,105748
ꙇ,542428,καὶ,105749
хотѣаше,542429,ἤθελεν,105750
и,542430,αὐτὸν,105751
оубити,542431,ἀποκτεῖναι,105752
и,542432,καὶ,105754
не,542433,οὐκ,105755
можааше,542434,ἠδύνατο,105756
ꙇродъ,542436,Ἡρώδης,105760
бо,542437,γὰρ,105759
боѣаше,542438,ἐφοβεῖτο,105761
сѧ,542439,,
иоана,542440,Ἰωάννην,105763
вѣдꙑ,542442,εἰδὼς,105765
и,542443,αὐτὸν,105766
мѫжа,542444,ἄνδρα,105767
праведъна,542445,δίκαιον,105768
и,542446,καὶ,105769
с҃та,542447,ἅγιον,105770
и,542449,καὶ,105772
хранѣаше,542450,συνετήρει,105773
и,542451,αὐτόν,105774
ꙇ,542453,καὶ,105776
послоушаѩ,542454,ἀκούσας,105777
его,542455,αὐτοῦ,105778
мъного,542456,πολλὰ,105779
творѣше,542457,ἠπόρει,105780
ꙇ,542459,καὶ,105782
въ,542460,,
сласть,542461,ἡδέως,105783
его,542462,αὐτοῦ,105784
послоушааше,542463,ἤκουεν,105785
ꙇ,542465,καὶ,105787
приклоучьшю,542466,γενομένης,105788
сѧ,542467,,
дьни,542468,ἡμέρας,105789
потрѣбъноу,542469,εὐκαίρου,105790
егда,542471,ὅτε,105792
иродъ,542472,Ἡρώδης,105793
рождъствоу,542473,γενεσίοις,105795
своемоу,542474,αὐτοῦ,105796
вечерѭ,542475,δεῖπνον,105797
творѣаше,542476,ἐποίησεν,105798
кънѧѕемъ,542477,μεγιστᾶσιν,105800
своимъ,542478,αὐτοῦ,105801
и,542479,καὶ,105802
тꙑсѫштьникомъ,542480,χιλιάρχοις,105804
ꙇ,542482,καὶ,105805
старѣишинамъ,542483,πρώτοις,105807
галилеискамъ,542484,Γαλιλαίας,105809
и,542486,καὶ,105811
въшедъши,542487,εἰσελθούσης,105812
дъштери,542488,θυγατρὸς,105814
еѩ,542489,αὐτῆς,105815
иродиѣдѣ,542490,Ἡρῳδιάδος,105817
ꙇ,542492,καὶ,105818
плѧсавъши,542493,ὀρχησαμένης,105819
и,542494,,
оугождъши,542495,ἤρεσεν,105821
иродови,542496,Ἡρῴδῃ,105823
ꙇ,542498,καὶ,105824
възлежѧштиимъ,542499,συνανακειμένοις,105826
съ,542500,,
нимъ,542501,,
рече,542503,εἶπεν,105831
ц҃срь,542504,βασιλεὺς,105830
дѣвици,542505,κορασίῳ,105833
проси,542506,αἴτησόν,105835
оу,542507,,
мене,542508,με,105836
емоуже,542509,ὃ,105837
аште,542510,ἐὰν,105838
хощеши,542511,θέλῃς,105839
и,542512,καὶ,105841
дамъ,542513,δώσω,105842
ти,542514,σοι,105843
ꙇ,542516,καὶ,105845
клѧтъ,542517,ὤμοσεν,105846
сѧ,542518,,
еи,542519,αὐτῇ,105847
ѣко,542521,ὅτι,105848
егоже,542522,ὃ,105849
аште,542523,ἐάν,105850
просиши,542524,αἰτήσῃς,105852
дамь,542525,δώσω,105853
ти,542526,σοι,105854
до,542528,ἕως,105855
полъ,542529,ἡμίσους,105856
ц҃с҃рствиѣ,542530,βασιλείας,105858
моего,542531,μου,105859
она,542533,,
же,542534,καὶ,105861
ишедъши,542535,ἐξελθοῦσα,105862
рече,542536,εἶπεν,105863
къ,542537,,
матери,542538,μητρὶ,105865
своеи,542539,αὐτῆς,105866
чесо,542541,τί,105868
прошѫ,542542,αἰτήσωμαι,105869
она,542544,ἡ,105871
же,542545,δὲ,105872
рече,542546,εἶπεν,105873
главꙑ,542547,κεφαλὴν,105876
иоана,542548,Ἰωάννου,105877
к҃рстителѣ,542549,βαπτίζοντος,105879
ꙇ,542551,καὶ,105881
въшедъши,542552,εἰσελθοῦσα,105882
абие,542553,εὐθὺς,105883
съ,542554,μετὰ,105884
тъштаниемь,542555,σπουδῆς,105885
къ,542556,πρὸς,105886
ц҃срю,542557,βασιλέα,105888
проси,542559,ᾐτήσατο,105889
г҃лѭшти,542560,λέγουσα,105890
хощѫ,542561,θέλω,105892
да,542562,ἵνα,105893
даси,542563,δῷς,105895
ми,542564,μοι,105896
отъ,542566,,
него,542567,,
на,542568,ἐπὶ,105897
блюдѣ,542569,πίνακι,105898
главѫ,542570,κεφαλὴν,105900
иоана,542571,Ἰωάννου,105901
крьстителѣ,542572,βαπτιστοῦ,105903
ꙇ,542574,καὶ,105905
прискръбенъ,542575,περίλυπος,105906
бꙑстъ,542576,γενόμενος,105907
ц҃срь,542577,βασιλεὺς,105909
за,542578,διὰ,105910
клѧтвꙑ,542579,ὅρκους,105912
и,542581,καὶ,105913
възлежѧщиихъ,542582,ἀνακειμένους,105915
съ,542583,,
нимъ,542584,,
не,542586,οὐκ,105916
въсхотѣ,542587,ἠθέλησεν,105917
отърещи,542588,ἀθετῆσαι,105918
сѧ,542589,,
еи,542590,αὐτήν,105919
ꙇ,542592,καὶ,105921
абие,542593,εὐθὺς,105922
посълавъ,542594,ἀποστείλας,105923
ц҃срь,542595,βασιλεὺς,105925
воина,542596,σπεκουλάτορα,105926
повелѣ,542598,ἐπέταξεν,105927
принести,542599,ἐνέγκαι,105928
главѫ,542600,κεφαλὴν,105930
его,542601,αὐτοῦ,105931
онъ,542603,,
же,542604,καὶ,105933
шедъ,542605,ἀπελθὼν,105934
оусѣкнѫ,542606,ἀπεκεφάλισεν,105935
и,542607,αὐτὸν,105936
вь,542608,ἐν,105937
темьници,542610,φυλακῇ,105939
ꙇ,542612,καὶ,105941
принесе,542613,ἤνεγκεν,105942
главѫ,542614,κεφαλὴν,105944
его,542615,αὐτοῦ,105945
на,542616,ἐπὶ,105946
мисѣ,542617,πίνακι,105947
и,542618,καὶ,105948
дастъ,542619,ἔδωκεν,105949
ѭ,542620,αὐτὴν,105950
дѣвици,542621,κορασίῳ,105952
ꙇ,542623,καὶ,105954
дѣвица,542624,κοράσιον,105956
дастъ,542625,ἔδωκεν,105957
ѭ,542626,αὐτὴν,105958
матери,542627,μητρὶ,105960
своеи,542628,αὐτῆς,105961
и,542630,καὶ,105963
слꙑшавъше,542631,ἀκούσαντες,105964
оученици,542632,μαθηταὶ,105966
его,542633,αὐτοῦ,105967
вьзѧсѧ,542635,ἦραν,105970
троупъ,542636,πτῶμα,105972
его,542637,αὐτοῦ,105973
и,542638,καὶ,105975
положишѧ,542639,ἔθηκαν,105976
и,542640,αὐτὸν,105977
въ,542641,ἐν,105978
гробѣ,542642,μνημείῳ,105979
и,542644,Καὶ,105981
събърашѧ,542645,συνάγονται,105982
сѧ,542646,,
а҃пли,542647,ἀπόστολοι,105984
къ,542648,πρὸς,105985
и҃соу,542649,Ἰησοῦν,105987
ꙇ,542651,καὶ,105989
вьзвѣстишѧ,542652,ἀπήγγειλαν,105990
емоу,542653,αὐτῷ,105991
вьсѣ,542654,πάντα,105992
елико,542655,ὅσα,105993
сътворишѧ,542656,ἐποίησαν,105994
и,542657,καὶ,105995
елико,542658,,
наоучишѧ,542659,ἐδίδαξαν,105996
Ꙇ҅,542661,καὶ,105998
рече,542662,λέγει,105999
имъ,542663,αὐτοῖς,106000
придѣте,542664,δεῦτε,106002
вꙑ,542665,ὑμεῖς,106003
сами,542666,αὐτοὶ,106004
въ,542667,εἰς,106007
