torot_word|deep_cleaned
бо|бо
ѥсть|есть
и|і
въ|въ
сѫдьꙗхъ•|сѫдьꙗхъ
не|не
раꙁгнѣваимъ|разгнѣваімъ
г҃а•|г҃а
да|да
не|не
въꙁидеть|възідеть
мадиамъ|мадіамъ
съ|съ
скотꙑ|скотъі
своими•|своімі
и|і
прокѹдить|прокоудіть
плодъ|плодъ
нашъ•|нашъ
и|і
обништаѥмъ|обніщаемъ
ꙁѣло•|зѣло
слꙑшимъ|слъішімъ
же|же
исаиѭ|ісаіѭ
г҃люшта•|г҃люща
ѹтѣшите|оутѣшіте
малод҃шьнꙑꙗ|малод҃шьнъіꙗ
мꙑсльѭ•|мъісльѭ
г҃ь|г҃ь
бо|бо
малод҃шьнъимъ|малод҃шьнъімъ
даѥть|даеть
ѹвѣштаньѥ•|оувѣщанье
и|і
животъ|жівотъ
сътьренъимъ|сътьренъімъ
ср҃цемь•|ср҃цемь
и|і
мꙑ|мъі
ѹбо|оубо
ѹмиленьѥмь|оуміленьемь
съ|съ
д҃вдомь|д҃вдомь
проповѣдаѥмъ|проповѣдаемъ
б҃ви|б҃ві
г҃люште•|г҃люще
въскръбѣхъ|въскръбѣхъ
и|і
малод҃шъствова|малод҃шъствова
д҃хъ|д҃хъ
мои•|моі
и|і
с҃рце|с҃рце
моѥ|мое
съмѧте|съмѧте
сѧ|сѧ
остави|оставі
мѧ|мѧ
крѣпость|крѣпость
моꙗ•|моꙗ
погꙑбе|погъібе
бѣство|бѣство
отъ|отъ
мене|мене
и|і
нѣсть|нѣсть
въꙁискаꙗи|възіскаꙗі
дѹша|доуша
моѥꙗ•|моеꙗ
нъ|нъ
не|не
остави|оставі
мене|мене
г҃и|г҃і
б҃е|б҃е
мои•|моі
не|не
отъстѹпи|отъстоупі
отъ|отъ
мене•|мене
ранꙑ|ранъі
же|же
твоꙗ|твоꙗ
отъими|отъімі
отъ|отъ
мене•|мене
ꙗко|ꙗко
отъ|отъ
крѣпости|крѣпості
рѹкꙑ|роукъі
твоѥꙗ|твоеꙗ
аꙁъ|азъ
исконьчахъ|ісконьчахъ
сѧ•|сѧ
и|і
се|се
ѹдалѣхъ|оудалѣхъ
сѧ|сѧ
бѣгаꙗ•|бѣгаꙗ
и|і
ѹдворихъ|оудворіхъ
сѧ|сѧ
въ|въ
пѹстꙑни•|поустъіні
чаꙗ|чаꙗ
тебѣ|тебѣ
живѧштѧаго|жівѧщѧаго
б҃а•|б҃а
отъ|отъ
малод҃шьꙗ|малод҃шьꙗ
и|і
бѹрѧ•|боурѧ
прильпе|прільпе
ꙁемли|землі
д҃ша|д҃ша
моꙗ•|моꙗ
нъ|нъ
живи|жіві
мѧ|мѧ
по|по
словеси|словесі
твоѥмѹ•|твоемоу
вѣмь|вѣмь
бо|бо
тѧ|тѧ
благꙑи|благъіі
г҃и•|г҃і
ꙗко|ꙗко
ѥгда|егда
ѹнꙑ|оунъі
ср҃це|ср҃це
моѥ•|мое
на|на
камени|камені
въꙁнесеши|възнесеші
мѧ•|мѧ
и|і
даси|дасі
силѹ|сілоу
и|і
дрьжавѫ|дрьжавѫ
любѧштиимъ|любѧщіімъ
тѧ|тѧ
въньмѣмъ|въньмѣмъ
чъто|чъто
и|і
павелъ|павелъ
намъ|намъ
повелѣваѥть•|повелѣваеть
облѣцѣте|облѣцѣте
сѧ|сѧ
ѹбо|оубо
въ|въ
всѧ|всѧ
орѫжьꙗ|орѫжьꙗ
бж҃ьꙗ•|бж҃ьꙗ
да|да
въꙁможете|възможете
стати|статі
противѫ|протівѫ
къꙁнемъ|къзнемъ
непрьꙗꙁнинамъ•|непрьꙗзнінамъ
рече|рече
же|же
и|і
сильнъимъ•|сільнъімъ
ѹтѣшаите|оутѣшаіте
тъштивꙑѧ•|тъщівъіѧ
ѹтврьждаите|оутврьждаіте
немоштьнꙑꙗ•|немощьнъіꙗ
трьпите|трьпіте
къ|къ
всѣмъ•|всѣмъ
симь|сімь
ѹ|оу
бодъхньнъимь|бодъхньнъімь
словесемъ|словесемъ
присно|прісно
поѹчаимъ|пооучаімъ
сѧ•|сѧ
ꙗко|ꙗко
длъжьни|длъжьні
сѫште|сѫще
бꙑти|бъіті
ѹчителе|оучітеле
лѣта|лѣта
ради•|раді
и|і
пакꙑ•|пакъі
пакꙑ|пакъі
трѣбѹѥть|трѣбоуеть
ѹчащааго|оучащааго
васъ•|васъ
и|і
бꙑсте|бъісте
трѣбѹѭште|трѣбоуѭще
млѣка|млѣка
а|а
не|не
тврьдꙑ|тврьдъі
пишта•|піща
добро|добро
ѹбо|оубо
ѥсть|есть
молити|моліті
сѧ•|сѧ
не|не
прити|пріті
къ|къ
намъ|намъ
напасти•|напасті
пришъдъши|прішъдъші
же|же
приимѣмъ|пріімѣмъ
ѭ|ѭ
ꙗко|ꙗко
своѭ|своѭ
а|а
не|не
тѹждѹ•|тоуждоу
съ|съ
трьпѣньѥмь|трьпѣньемь
и|і
благодарьѥмь•|благодарьемь
а|а
ꙗкоже|ꙗкоже
и|і
въ|въ
страсти|страсті
сꙑ|съі
вѣрова|вѣрова
вьсѣмь|вьсѣмь
ср҃цемь•|ср҃цемь
и|і
съмѣренѣ|съмѣренѣ
приѥмлеть|пріемлеть
благодѣть|благодѣть
бестрастьꙗ•|бестрастьꙗ
имаши|імаші
съвѣдѣтельствѹѭште|съвѣдѣтельствоуѭще
ѱаньѥ•|псанье
дьньсь|дьньсь
бо|бо
съ|съ
мноѭ|мноѭ
ѥси|есі
въ|въ
раи•|раі
и|і
вѣра|вѣра
твоꙗ|твоꙗ
с҃пе|с҃пе
тѧ•|тѧ
иди|іді
въ|въ
миръ|міръ
бестрастьꙗ•|бестрастьꙗ
и|і
ѥлико|еліко
таковообраꙁьна•|таковообразьна
и|і
въ|въ
сѣтвѹ|сѣтвоу
ꙁамѧчеть|замѧчеть
гроꙁдъ•|гроздъ
да|да
не|не
пристѹпѧть|прістоупѧть
ѹбо|оубо
враꙁи|вразі
спѣаниꙗ|спѣаніꙗ
нашего•|нашего
раꙁличьнъими|разлічьнъімі
напастьми•|напастьмі
дѫши|дѫші
пакость|пакость
дѣѭште:|дѣѭще
отъ|отъ
печальи|печальі
бо|бо
вѣньци|вѣньці
плетѹть|плетоуть
сѧ•|сѧ
и|і
въ|въ
немошти|немощі
сила|сіла
съврьшаѥть|съврьшаеть
сѧ|сѧ
х҃ва•|х҃ва
нъ|нъ
паче|паче
дрьꙁоѭ|дрьзоѭ
мꙑсльѭ•|мъісльѭ
станѣмъ|станѣмъ
на|на
мл҃твѣ|мл҃твѣ
молѧште|молѧще
вл҃кѫ|вл҃кѫ
своѥго•|своего
и|і
г҃люште•|г҃люще
г҃и|г҃і
ѥдинъ|едінъ
благъ|благъ
и|і
чк҃бць•|чк҃бць
ѥдинъ|едінъ
кротокъ|кротокъ
и|і
смотрьливъ•|смотрьлівъ
ѥдинъи|едінъі
їстиненъ|істіненъ
и|і
правьдивъ•|правьдівъ
ѥдинъи|едінъі
штедръ|щедръ
и|і
милостивъ•|мілостівъ
оч҃е|оч҃е
г҃а|г҃а
нашего|нашего
і҃у|і҃у
х҃а•|х҃а
при|прі
пънъсцѣмь|пънъсцѣмь
пилатѣ|пілатѣ
распѧтаго•|распѧтаго
и|і
въ|въ
третии|третіі
дьнь|дьнь
въставъша•|въставъша
и|і
въшедъша|въшедъша
въ|въ
славѫ|славѫ
своѭ|своѭ
и|і
твоѭ•|твоѭ
да|да
придеть|прідеть
сила|сіла
велииства|велііства
твоѥго•|твоего
на|на
мѧ|мѧ
раба|раба
твоѥго•|твоего
и|і
да|да
ѹкрѣпить|оукрѣпіть
мѧ|мѧ
г҃и|г҃і
благовѣстьѥ|благовѣстье
ѹчениꙗ|оученіꙗ
твоѥго•|твоего
ѥи|еі
вл҃ко|вл҃ко
просвѣти|просвѣті
ми|мі
ѹтробѫ|оутробѫ
и|і
всѧ|всѧ
ѹдꙑ|оудъі
твоѥѭ|твоеѭ
волею•|волею
и|і
очисти|очісті
мѧ|мѧ
отъ|отъ
всеꙗ|всеꙗ
ꙁълобꙑ|зълобъі
и|і
грѣха•|грѣха
и|і
съблюди|съблюді
мѧ|мѧ
бескрьньнꙑ|бескрьньнъі
и|і
бес|бес
порока•|порока
отъ|отъ
всего|всего
дѣиства|дѣіства
сѫпостатова•|сѫпостатова
дарѹи|дароуі
ми|мі
по|по
благости|благості
твоѥи|твоеі
твоꙗ|твоꙗ
раꙁѹмѣвати•|разоумѣваті
твоꙗ|твоꙗ
мꙑслити•|мъісліті
въ|въ
твоихъ|твоіхъ
пожити•|пожіті
твоѥго|твоего
страха|страха
боꙗти|боꙗті
сѧ•|сѧ
до|до
послѣдьнѧго|послѣдьнѧго
дьне|дьне
и|і
часа|часа
и|і
въꙁдꙑханьꙗ•|въздъіханьꙗ
приꙁꙑваѭ|прізъіваѭ
тѧ|тѧ
і҃у|і҃у
х҃е|х҃е
грѣшьнꙑи|грѣшьнъіі
аꙁъ•|азъ
ꙗко|ꙗко
да|да
непосъкажемѣи|непосъкажемѣі
твоѥи|твоеі
милости•|мілості
съблюдеши|съблюдеші
ми|мі
д҃шѫ|д҃шѫ
и|і
тѣло|тѣло
и|і
д҃хъ•|д҃хъ
отъ|отъ
всѧкоꙗ|всѧкоꙗ
сѣти|сѣті
непрьꙗꙁнинꙑ•|непрьꙗзнінъі
ѥи|еі
оч҃е|оч҃е
с҃тъи•|с҃тъі
покрꙑи|покръіі
мѧ|мѧ
твоимь|твоімь
м҃лдьѥмь|м҃лдьемь
раба|раба
твоѥго•|твоего
и|і
не|не
остави|оставі
мене•|мене
да|да
не|не
рекѹть|рекоуть
враꙁи|вразі
мои|моі
ꙗко|ꙗко
поглътихомъ|поглътіхомъ
и|і
ꙗко|ꙗко
тꙑ|тъі
ѥси|есі
ꙁаштититель|защітітель
мои|моі
г҃и•|г҃і
и|і
о|о
тебѣ|тебѣ
пѣньѥ|пѣнье
моѥ|мое
въинѹ•|въіноу
въ|въ
вѣкꙑ|вѣкъі
аминъ•|амінъ
Тако|тако
ѹбо|оубо
пристѫпимъ|прістѫпімъ
къ|къ
благѹмѹ|благоумоу
вл҃цѣ•|вл҃цѣ
и|і
не|не
хѹдод҃шьствѹѥмъ|хоудод҃шьствоуемъ
ни|ні
о|о
чемьже•|чемьже
нъ|нъ
подвигнѣмъ|подвігнѣмъ
сѧ|сѧ
мѫжъскꙑ•|мѫжъскъі
поминаюште|помінающе
наѱаноѥ•|напсаное
рече|рече
же|же
и|і
притъчѭ|прітъчѫ
имъ•|імъ
како|како
подобаѥть|подобаеть
молити|моліті
сѧ•|сѧ
и|і
не|не
сътѫжати|сътѫжаті
си•|сі
и|і
приносить•|пріносіть
а|а
б҃ъ|б҃ъ
не|не
сътворить|сътворіть
ли|лі
мьсти|мьсті
иꙁбьранъихъ|ізбьранъіхъ
своихъ•|своіхъ
въпьѭштиихъ|въпьѭщііхъ
къ|къ
немѫ|немѫ
ношть|нощь
и|і
день•|день
и|і
длъготрьпить•|длъготрьпіть
ѥи|еі
г҃лѭ|г҃лѭ
вамъ•|вамъ
ꙗко|ꙗко
створить|створіть
въ|въ
скорѣ|скорѣ
мьсть|мьсть
ихъ•|іхъ
томѹ|томоу
слава|слава
въ|въ
вѣкꙑ|вѣкъі
вѣкомъ|вѣкомъ
АМИН|амін
п҃ꙅ|п҃з
О|о
ТРОУДѢ|троудѣ
Сѫштеи|сѫщеі
на|на
б҃жьѭ|б҃жьѭ
трѹди•|троуді
с҃псаѭть|с҃псаѭть
чл҃ка•|чл҃ка
и|і
дрьꙁновеньѥ|дрьзновенье
ѥмѹ|емоу
подаѥть|подаеть
къ|къ
б҃ѹ•|б҃оу
г҃леть|г҃леть
бо•|бо
виждь|віждь
съмѣреньѥ|съмѣренье
моѥ|мое
и|і
трѹдъ|троудъ
мои•|моі
и|і
отъпѹсти|отъпоусті
вьсѧ|вьсѧ
грѣхꙑ|грѣхъі
моꙗ•|моꙗ
ꙗко|ꙗко
ѹтрѹдихъ|оутроудіхъ
сѧ|сѧ
въпьꙗи|въпьꙗі
иꙁмлъче|ізмлъче
грътань|грътань
мои•|моі
и|і
очи|очі
мои|моі
ищеꙁете|іщезете
ѹпъваѭштѫ|оупъваѭщѫ
мї|мі
на|на
г҃а|г҃а
б҃а|б҃а
моѥго•|моего
дадимъ|дадімъ
ѹбо|оубо
въꙁлюблении|възлюбленіі
тѣло|тѣло
наше|наше
въ|въ
трѹдъ|троудъ
съ|съ
д҃шеѭ•|д҃шеѭ
въ|въ
постъ|постъ
и|і
бъдѣньѥ•|бъдѣнье
и|і
пѣньꙗ|пѣньꙗ
и|і
молитвꙑ|молітвъі
непрѣстаннꙑ•|непрѣстаннъі
и|і
дѣло|дѣло
рѹчьноѥ•|роучьное
да|да
въсприимемъ|въспріімемъ
мьꙁдѹ•|мьздоу
ѥгда|егда
дасть|дасть
въꙁлюбленꙑимъ|възлюбленъіімъ
своимъ|своімъ
сънъ•|сънъ
ѥже|еже
ѥсть|есть
покои•|покоі
кѹѭ|коуѭ
мьꙁдѹ•|мьздоу
ѥже|еже
ѥсть|есть
наслѣдьникомъ|наслѣдьнікомъ
намъ|намъ
бꙑти•|бъіті
с҃нмъ|с҃нмъ
б҃жьѥмъ•|б҃жьемъ
се|се
бо|бо
ѥсть|есть
мьꙁда|мьзда
плода|плода
чрѣвьнаго•|чрѣвьнаго
сирѣчь•|сірѣчь
въꙁдрьжаньꙗ•|въздрьжаньꙗ
обрѧштѫть|обрѧщѫть
бо|бо
сѧ|сѧ
таковии|таковіі
ꙗко|ꙗко
а҃пли•|а҃плі
паче|паче
же|же
прилежаштеи|прілежащеі
неимѣньствѣ•|неімѣньствѣ
ꙗко|ꙗко
стрѣлꙑ|стрѣлъі
бо|бо
въ|въ
рѹцѣ|роуцѣ
сильнаго•|сільнаго
тако|тако
с҃нве|с҃нве
отътрѧсъшиихъ|отътрѧсъшііхъ
себе|себе
вештьства|вещьства
вѣка|вѣка
сего•|сего
иже|іже
и|і
блажими|блажімі
сѫть•|сѫть
ꙗко|ꙗко
и|і
добрѹ|доброу
похоть|похоть
съврьшаѭште•|съврьшаѭще
и|і
не|не
постꙑдѧть|постъідѧть
сѧ|сѧ
ѥгда|егда
г҃лють|г҃лють
врагомъ|врагомъ
своимъ|своімъ
въ|въ
вратѣхъ•|вратѣхъ
сирѣчь|сірѣчь
въ|въ
врѣмѧ|врѣмѧ
отъ|отъ
тѣлесьнааго|тѣлесьнааго
їсхода•|ісхода
ѥгда|егда
придѹть|прідоуть
лѹкавии|лоукавіі
бѣси•|бѣсі
хотѧште|хотѧще
обьꙗти|обьꙗті
д҃шѫ•|д҃шѫ
отъ|отъ
мѹдрости|моудрості
ѹбо|оубо
съвѣдꙑ•|съвѣдъі
не|не
ѹтрѹдиши|оутроудіші
сѧ|сѧ
до|до
съмрьти|съмрьті
с҃псти|с҃псті
своѭ|своѭ
д҃шѫ•|д҃шѫ
не|не
тъчьѭ|тъчьѭ
же|же
д҃шѫ|д҃шѫ
сп҃саѭть|сп҃саѭть
сѫштеи|сѫщеі
на|на
б҃жьѭ|б҃жьѭ
трѹди•|троуді
нъ|нъ
и|і
тѣло|тѣло
съдраво|съдраво
и|і
беꙁ|без
недѫга|недѫга
сътварѧѭть•|сътварѧѭть
подаваѥть|подаваеть
бо|бо
крѣпость|крѣпость
б҃ъ•|б҃ъ
по|по
прѣдъложеньѭ|прѣдъложеньѭ
чл҃кѹ•|чл҃коу
а|а
праꙁнь|празнь
ꙁълобѣ|зълобѣ
иꙁѹчаѥть|ізоучаеть
трьновѣ•|трьновѣ
въ|въ
рѹкѹ|роукоу
бо|бо
недѣлѧ|недѣлѧ
трьниѥ|трьніе
ничеть•|нічеть
и|і
пѫтьѥ|пѫтье
нетѧжь|нетѧжь
настьлани|настьлані
трьньꙗ•|трьньꙗ
таковии|таковіі
