mysql> select tokens.id, token_alignment_id from tokens left join sentences on sentence_id = sentences.id left join source_divisions on source_division_id = source_divisions.id left join sources on source_id = sources.id where code = "psal-sin";
+---------+--------------------+
| id      | token_alignment_id |
| 2363623 |               NULL |
| 2363624 |            3329705 |
| 2363625 |            3329706 |
| 2363626 |            3329708 |
| 2363627 |            3329709 |
| 2363628 |            3329710 |
| 2363629 |            3329714 |
| 2363630 |            3329711 |
| 2363631 |            3329715 |
| 2363632 |            3329716 |
| 2363633 |            3329717 |
| 2363634 |            3329718 |
| 2363635 |            3329720 |
| 2363636 |            3329721 |
| 2363637 |            3329722 |
| 2363638 |            3329723 |
| 2363639 |            3329724 |
| 2363640 |            3329725 |
| 2363641 |            3329727 |
| 2363642 |            3329728 |
| 2363643 |            3329729 |
| 2363644 |            3329731 |
| 2363645 |            3329732 |
| 2363646 |            3329735 |
| 2363647 |            3329737 |
| 2363648 |            3329738 |
| 2363649 |            3329739 |
| 2363650 |            3329740 |
| 2363651 |            3329741 |
| 2363652 |            3329742 |
| 2364206 |               NULL |
| 2363653 |            3329743 |
| 2363654 |            3329744 |
| 2363655 |            3329745 |
| 2363656 |            3329747 |
| 2363657 |            3329748 |
| 2363658 |            3329749 |
| 2363659 |            3329751 |
| 2363660 |            3329752 |
| 2363661 |            3329754 |
| 2363662 |            3329756 |
| 2363663 |            3329757 |
| 2363664 |            3329758 |
| 2363665 |            3329759 |
| 2363666 |            3329761 |
| 2363667 |            3329762 |
| 2363668 |            3329763 |
| 2363669 |               NULL |
| 2363670 |            3329764 |
| 2363671 |            3329765 |
| 2363672 |            3329767 |
| 2363673 |            3329768 |
| 2363674 |            3329769 |
| 2363675 |            3329771 |
| 2363676 |               NULL |
| 2363677 |            3329772 |
| 2363678 |            3329773 |
| 2363679 |            3329775 |
| 2363680 |            3329777 |
| 2363681 |            3329774 |
| 2363682 |               NULL |
| 2363683 |            3329778 |
| 2363684 |            3329779 |
| 2363685 |            3329780 |
| 2363686 |            3329782 |
| 2363687 |            3329783 |
| 2363688 |            3329784 |
| 2363689 |            3329785 |
| 2363690 |            3329786 |
| 2363691 |            3296737 |
| 2363692 |            3296738 |
| 2363693 |            3296739 |
| 2363694 |               NULL |
| 2363695 |            3296740 |
| 2363696 |            3296742 |
| 2363697 |            3296743 |
| 2363698 |            3296744 |
| 2363699 |            3296746 |
| 2363700 |            3296747 |
| 2363701 |               NULL |
| 2363702 |               NULL |
| 2363703 |            3329787 |
| 2363704 |            3329789 |
| 2363705 |            3329790 |
| 2363706 |               NULL |
| 2363707 |            3329791 |
| 2363708 |            3329793 |
| 2363709 |            3329794 |
| 2363710 |            3329795 |
| 2363711 |            3329797 |
| 2363712 |            3329798 |
| 2363713 |            3329799 |
| 2363714 |               NULL |
| 2363715 |            3329800 |
| 2363716 |            3329802 |
| 2363717 |            3329803 |
| 2364207 |               NULL |
| 2363718 |            3329804 |
| 2363719 |            3329805 |
| 2363720 |            3329806 |
| 2363721 |            3329808 |
| 2363722 |            3329809 |
| 2363723 |            3329810 |
| 2363724 |            3329811 |
| 2363725 |            3329812 |
| 2363726 |               NULL |
| 2363727 |            3329813 |
| 2363728 |            3329815 |
| 2363729 |            3329816 |
| 2363730 |            3329817 |
| 2363731 |            3329818 |
| 2363732 |               NULL |
| 2363733 |            3329821 |
| 2363734 |            3329822 |
| 2363735 |            3329824 |
| 2363736 |            3329825 |
| 2363737 |            3329826 |
| 2363738 |            3329828 |
| 2363739 |            3329829 |
| 2363740 |            3329830 |
| 2363741 |            3329831 |
| 2363742 |            3329832 |
| 2363743 |            3329833 |
| 2363744 |               NULL |
| 2363745 |            3329834 |
| 2363746 |            3329835 |
| 2363747 |            3329836 |
| 2363748 |            3329837 |
| 2363749 |            3329838 |
| 2363750 |            3329840 |
| 2363751 |            3329841 |
| 2363752 |            3329842 |
| 2363753 |               NULL |
| 2363754 |            3329843 |
| 2363755 |            3329845 |
| 2363756 |            3329846 |
| 2363757 |            3329847 |
| 2363758 |            3329848 |
| 2363759 |            3329849 |
| 2363760 |            3329850 |
| 2363761 |            3329851 |
| 2363762 |            3329852 |
| 2363763 |            3329853 |
| 2363764 |            3329855 |
| 2363765 |            3329856 |
| 2363766 |            3329857 |
| 2363767 |            3329858 |
| 2363768 |               NULL |
| 2363769 |            3329859 |
| 2363770 |            3329861 |
| 2363771 |            3329862 |
| 2363772 |            3329863 |
| 2363773 |            3329864 |
| 2363774 |            3329865 |
| 2363775 |               NULL |
| 2363776 |            3329867 |
| 2363777 |            3329868 |
| 2364208 |               NULL |
| 2364209 |               NULL |
| 2363778 |            3329869 |
| 2363779 |            3329870 |
| 2363780 |               NULL |
| 2363781 |            3329871 |
| 2363782 |            3329872 |
| 2363783 |            3329873 |
| 2363784 |            3329875 |
| 2363785 |            3329876 |
| 2363786 |            3329877 |
| 2363787 |            3329878 |
| 2363788 |            3329880 |
| 2364212 |               NULL |
| 2364213 |               NULL |
| 2363789 |            3329881 |
| 2363790 |            3329883 |
| 2363791 |            3329885 |
| 2363792 |            3329886 |
| 2363793 |            3329887 |
| 2363794 |            3329888 |
| 2363795 |            3329889 |
| 2363796 |            3329890 |
| 2363797 |            3329892 |
| 2363798 |            3329894 |
| 2363799 |            3329895 |
| 2363800 |            3329896 |
| 2363801 |            3329897 |
| 2363802 |            3329898 |
| 2363803 |            3329899 |
| 2363804 |            3329900 |
| 2363805 |            3329901 |
| 2363806 |            3329902 |
| 2363807 |            3329903 |
| 2363808 |            3329904 |
| 2363809 |            3329905 |
| 2363810 |            3329907 |
| 2364214 |               NULL |
| 2363811 |            3329908 |
| 2363812 |            3329909 |
| 2363813 |            3329910 |
| 2363814 |            3329911 |
| 2363815 |            3329912 |
| 2363816 |            3329913 |
| 2363817 |            3329914 |
| 2363818 |            3329915 |
| 2363819 |            3329916 |
| 2363820 |            3329917 |
| 2363821 |            3329918 |
| 2363822 |            3329919 |
| 2363823 |            3329920 |
| 2363824 |            3329921 |
| 2363825 |            3329922 |
| 2363826 |            3329923 |
| 2363827 |            3329924 |
| 2363828 |            3329925 |
| 2363829 |            3329928 |
| 2363830 |            3329930 |
| 2363831 |            3329931 |
| 2363832 |            3329932 |
| 2363833 |            3329933 |
| 2363834 |               NULL |
| 2363835 |            3329935 |
| 2363836 |            3329936 |
| 2363837 |            3329937 |
| 2363838 |            3329939 |
| 2363839 |            3329940 |
| 2363840 |            3329941 |
| 2363841 |            3329942 |
| 2363842 |            3329943 |
| 2363843 |               NULL |
| 2363844 |            3329944 |
| 2363845 |            3329945 |
| 2363846 |            3329946 |
| 2363847 |            3329947 |
| 2363848 |            3329948 |
| 2363849 |            3329949 |
| 2363850 |            3329950 |
| 2363851 |            3329951 |
| 2363852 |            3329952 |
| 2363853 |            3329953 |
| 2363854 |            3329955 |
| 2363855 |            3329957 |
| 2363856 |            3329958 |
| 2363857 |            3329959 |
| 2363858 |            3329960 |
| 2363859 |            3329961 |
| 2363860 |            3329962 |
| 2363861 |            3329963 |
| 2363862 |            3329964 |
| 2363863 |            3329965 |
| 2363864 |            3329966 |
| 2363865 |            3329967 |
| 2363866 |            3329969 |
| 2363867 |               NULL |
| 2363868 |            3329970 |
| 2363869 |            3329971 |
| 2363870 |            3329972 |
| 2363871 |            3329973 |
| 2363872 |            3329974 |
| 2363873 |            3329976 |
| 2363874 |            3329978 |
| 2363875 |            3329979 |
| 2363876 |            3329981 |
| 2363877 |            3329980 |
| 2363878 |            3329982 |
| 2363879 |               NULL |
| 2363880 |            3329983 |
| 2363881 |            3329985 |
| 2363882 |            3329986 |
| 2363883 |               NULL |
| 2363884 |            3329987 |
| 2363885 |            3329988 |
| 2363886 |               NULL |
| 2363887 |            3329989 |
| 2363888 |            3329990 |
| 2363889 |            3329991 |
| 2363890 |            3329993 |
| 2363891 |            3329994 |
| 2363892 |            3329995 |
| 2363893 |            3329996 |
| 2363894 |            3329997 |
| 2363895 |            3329998 |
| 2363896 |            3329999 |
| 2363897 |            3330000 |
| 2363898 |            3330001 |
| 2363899 |            3330004 |
| 2363900 |            3330005 |
| 2363901 |            3330006 |
| 2363902 |            3330007 |
| 2363903 |            3330009 |
| 2363904 |            3330010 |
| 2363905 |            3330011 |
| 2363906 |            3330013 |
| 2363907 |            3330014 |
| 2363908 |            3330015 |
| 2363909 |            3330016 |
| 2363910 |               NULL |
| 2363911 |            3330017 |
| 2363912 |            3330018 |
| 2363913 |            3330020 |
| 2363914 |            3330021 |
| 2363915 |            3330022 |
| 2363916 |            3330024 |
| 2363917 |            3330026 |
| 2363918 |            3330027 |
| 2363919 |            3330028 |
| 2363920 |            3330029 |
| 2363921 |            3330030 |
| 2363922 |            3330031 |
| 2363923 |            3330032 |
| 2363924 |            3330033 |
| 2363925 |            3330034 |
| 2363926 |            3330037 |
| 2363927 |            3330038 |
| 2363928 |            3330035 |
| 2363929 |            3330039 |
| 2363930 |            3330041 |
| 2363931 |            3330042 |
| 2363932 |            3330044 |
| 2363933 |            3330046 |
| 2363934 |            3330047 |
| 2364215 |               NULL |
| 2363935 |            3330048 |
| 2363936 |            3330049 |
| 2363937 |            3330050 |
| 2363938 |            3330051 |
| 2363939 |            3330053 |
| 2364216 |               NULL |
| 2363940 |               NULL |
| 2364219 |               NULL |
| 2364220 |               NULL |
| 2364221 |               NULL |
| 2363941 |            3330054 |
| 2363942 |            3330056 |
| 2363943 |            3330057 |
| 2363944 |            3330058 |
| 2363945 |            3330059 |
| 2363946 |            3330060 |
| 2363947 |            3330061 |
| 2363948 |            3330063 |
| 2363949 |            3330064 |
| 2363950 |            3330066 |
| 2363951 |            3330068 |
| 2363952 |            3330069 |
| 2363953 |            3330070 |
| 2363954 |            3330071 |
| 2363955 |            3330072 |
| 2363956 |            3330073 |
| 2363957 |            3330074 |
| 2363958 |            3330075 |
| 2363959 |            3330077 |
| 2363960 |            3330079 |
| 2364224 |               NULL |
| 2363961 |            3330080 |
| 2363962 |               NULL |
| 2363963 |            3330082 |
| 2363964 |            3330084 |
| 2363965 |            3330085 |
| 2363966 |            3330087 |
| 2363967 |            3330086 |
| 2363968 |            3330088 |
| 2363969 |            3330089 |
| 2363970 |            3330091 |
| 2363971 |            3330092 |
| 2363972 |            3330094 |
| 2363973 |            3330095 |
| 2363974 |               NULL |
| 2363975 |            3330097 |
| 2363976 |            3330098 |
| 2363977 |            3330099 |
| 2363978 |            3330101 |
| 2363979 |            3330102 |
| 2363980 |            3330103 |
| 2363981 |            3330105 |
| 2363982 |            3330106 |
| 2363983 |            3330107 |
| 2363984 |            3330109 |
| 2363985 |            3330110 |
| 2363986 |            3330111 |
| 2363987 |            3330112 |
| 2363988 |            3330113 |
| 2363989 |            3330114 |
| 2363990 |            3330116 |
| 2363991 |            3330118 |
| 2363992 |            3330117 |
| 2363993 |            3330119 |
| 2363994 |            3330120 |
| 2363995 |            3330121 |
| 2363996 |            3330122 |
| 2363997 |            3330123 |
| 2363998 |            3330124 |
| 2363999 |            3330125 |
| 2364000 |            3330126 |
| 2364001 |            3330128 |
| 2364002 |            3330129 |
| 2364003 |            3330131 |
| 2364004 |            3330132 |
| 2364005 |            3330133 |
| 2364006 |            3330134 |
| 2364225 |               NULL |
| 2364007 |            3330135 |
| 2364008 |            3330136 |
| 2364009 |            3330137 |
| 2364010 |            3330138 |
| 2364011 |            3330139 |
| 2364012 |            3330140 |
| 2364013 |            3330142 |
| 2364014 |            3330144 |
| 2364015 |            3330146 |
| 2364016 |            3330147 |
| 2364017 |            3330149 |
| 2364018 |            3330150 |
| 2364019 |            3330151 |
| 2364020 |            3330152 |
| 2364226 |               NULL |
| 2364021 |            3330153 |
| 2364022 |            3330154 |
| 2364023 |            3330156 |
| 2364024 |            3330158 |
| 2364025 |            3330159 |
| 2364227 |               NULL |
| 2364026 |            3330160 |
| 2364027 |               NULL |
| 2364028 |            3330161 |
| 2364029 |            3330162 |
| 2364030 |            3330163 |
| 2364031 |            3330164 |
| 2364032 |            3330166 |
| 2364033 |            3330165 |
| 2364034 |            3330167 |
| 2364035 |            3330168 |
| 2364036 |            3330170 |
| 2364037 |            3330172 |
| 2364038 |            3330173 |
| 2364039 |            3330174 |
| 2364040 |            3330175 |
| 2364041 |            3330176 |
| 2364042 |            3330178 |
| 2364043 |            3330179 |
| 2364044 |            3330180 |
| 2364045 |            3330181 |
| 2364046 |            3330182 |
| 2364047 |            3330183 |
| 2364048 |            3330184 |
| 2364049 |            3330185 |
| 2364050 |            3330187 |
| 2364051 |            3330188 |
| 2364052 |            3330189 |
| 2364053 |            3330190 |
| 2364054 |            3330191 |
| 2364055 |            3330192 |
| 2364056 |            3330193 |
| 2364057 |            3330194 |
| 2364058 |            3330195 |
| 2364228 |               NULL |
| 2364229 |               NULL |
| 2364059 |            3330196 |
| 2364060 |            3330197 |
| 2364061 |            3330198 |
| 2364062 |            3330200 |
| 2364063 |            3330201 |
| 2364230 |               NULL |
| 2364064 |            3330202 |
| 2364065 |            3330204 |
| 2364066 |            3330205 |
| 2364067 |            3330206 |
| 2364068 |            3330207 |
| 2364069 |            3330208 |
| 2364070 |            3330209 |
| 2364071 |            3330210 |
| 2364072 |            3330211 |
| 2364073 |            3330212 |
| 2364074 |            3330213 |
| 2364075 |            3330214 |
| 2364076 |            3330215 |
| 2364077 |            3330216 |
| 2364078 |            3330217 |
| 2364079 |            3330218 |
| 2364080 |            3330220 |
| 2364081 |            3330221 |
| 2364082 |            3330222 |
| 2364083 |            3330223 |
| 2364084 |            3330225 |
| 2364085 |            3330226 |
| 2364086 |            3330227 |
| 2364087 |            3330229 |
| 2364088 |            3330231 |
| 2364089 |            3330232 |
| 2364090 |               NULL |
| 2364091 |            3330234 |
| 2364092 |            3330236 |
| 2364093 |            3330238 |
| 2364094 |            3330239 |
| 2364095 |            3330240 |
| 2364096 |            3330241 |
| 2364097 |            3330242 |
| 2364098 |            3330244 |
| 2364099 |               NULL |
| 2364100 |            3330245 |
| 2364101 |               NULL |
| 2364102 |            3330247 |
| 2364103 |               NULL |
| 2364104 |            3330248 |
| 2364105 |            3330246 |
| 2364106 |            3330249 |
| 2364107 |            3330250 |
| 2364108 |            3330251 |
| 2364109 |            3330252 |
| 2364231 |               NULL |
| 2364110 |            3330254 |
| 2364111 |            3330255 |
| 2364112 |            3330256 |
| 2364113 |               NULL |
| 2364114 |            3330258 |
| 2364115 |            3330260 |
| 2364116 |            3330263 |
| 2364117 |            3330265 |
| 2364118 |            3330267 |
| 2364119 |            3330268 |
| 2364120 |            3330269 |
| 2364232 |               NULL |
| 2364121 |            3330271 |
| 2364122 |            3330272 |
| 2364123 |            3330273 |
| 2364124 |            3330274 |
| 2364233 |               NULL |
| 2364234 |               NULL |
| 2364125 |            3330275 |
| 2364126 |               NULL |
| 2364127 |            3330277 |
| 2364128 |            3330278 |
| 2364129 |            3330279 |
| 2364130 |            3330280 |
| 2364131 |               NULL |
| 2364132 |            3330282 |
| 2364133 |            3330283 |
| 2364134 |            3330284 |
| 2364135 |               NULL |
| 2364136 |               NULL |
| 2364137 |            3330285 |
| 2364138 |            3330286 |
| 2364139 |               NULL |
| 2364140 |            3330287 |
| 2364141 |            3330288 |
| 2364142 |            3330290 |
| 2364143 |            3330291 |
| 2364144 |               NULL |
| 2364145 |            3330292 |
| 2364146 |            3330293 |
| 2364147 |            3330294 |
| 2364148 |               NULL |
| 2364149 |            3330297 |
| 2364150 |            3330298 |
| 2364151 |            3330295 |
| 2364152 |            3330299 |
| 2364153 |            3330301 |
| 2364154 |            3330300 |
| 2364155 |            3330302 |
| 2364156 |            3330303 |
| 2364157 |            3330304 |
| 2364158 |            3330305 |
| 2364159 |            3330306 |
| 2364160 |            3330308 |
| 2364161 |            3330309 |
| 2364162 |            3330311 |
| 2364163 |            3330312 |
| 2364164 |            3330313 |
| 2364165 |            3330314 |
| 2364166 |            3330315 |
| 2364167 |            3330316 |
| 2364168 |            3330317 |
| 2364169 |            3330319 |
| 2364170 |            3330318 |
| 2364171 |            3330320 |
| 2364172 |            3330321 |
| 2364173 |               NULL |
| 2364174 |            3330322 |
| 2364175 |            3330323 |
| 2364176 |            3330325 |
| 2364177 |            3330326 |
| 2364178 |            3330327 |
| 2364179 |            3330331 |
| 2364180 |            3330329 |
| 2364238 |            3330332 |
| 2364239 |            3330334 |
| 2364240 |            3330335 |
| 2364241 |            3330337 |
| 2364242 |            3330338 |
| 2364243 |            3330339 |
| 2364244 |            3330341 |
| 2364245 |            3330342 |
| 2365747 |               NULL |
| 2365748 |               NULL |
| 2364246 |               NULL |
| 2365750 |               NULL |
| 2365751 |               NULL |
| 2365752 |               NULL |
| 2364247 |            3330344 |
| 2364248 |            3330345 |
| 2364249 |            3330346 |
| 2364250 |            3330347 |
| 2364251 |            3330348 |
| 2364252 |            3330349 |
| 2364253 |            3330350 |
| 2364254 |            3330351 |
| 2364255 |            3330353 |
| 2364256 |            3330354 |
| 2364257 |            3330355 |
| 2365753 |               NULL |
| 2364258 |            3330357 |
| 2364259 |            3330356 |
| 2364260 |            3330358 |
| 2364261 |            3330359 |
| 2364262 |               NULL |
| 2364263 |            3330360 |
| 2364264 |            3330362 |
| 2364265 |               NULL |
| 2364266 |            3330364 |
| 2364267 |            3330365 |
| 2364268 |            3330366 |
| 2364269 |               NULL |
| 2364270 |            3330367 |
| 2364271 |            3330368 |
| 2364272 |            3330369 |
| 2364273 |            3330370 |
| 2364274 |            3330371 |
| 2364275 |            3330372 |
| 2364276 |            3330373 |
| 2364277 |               NULL |
| 2364278 |            3330375 |
| 2364279 |            3330376 |
| 2364280 |            3330377 |
| 2364281 |               NULL |
| 2364282 |            3330379 |
| 2364283 |            3330382 |
| 2364284 |            3330383 |
| 2364285 |            3330386 |
| 2364286 |            3330388 |
| 2364287 |            3330389 |
| 2364288 |            3330391 |
| 2364289 |            3330393 |
| 2364290 |            3330394 |
| 2364291 |               NULL |
| 2364292 |            3330396 |
| 2364293 |            3330397 |
| 2364294 |            3330399 |
| 2364295 |            3330401 |
| 2364296 |            3330403 |
| 2364297 |            3330404 |
| 2364298 |            3330405 |
| 2364299 |            3330406 |
| 2364300 |               NULL |
| 2364301 |            3330407 |
| 2364302 |            3330408 |
| 2364303 |            3330410 |
| 2364304 |               NULL |
| 2364305 |               NULL |
| 2364306 |               NULL |
| 2364307 |            3330413 |
| 2364308 |               NULL |
| 2364309 |            3330414 |
| 2364310 |               NULL |
| 2364311 |            3330415 |
| 2364312 |               NULL |
| 2364313 |            3330416 |
| 2364314 |            3330417 |
| 2364315 |            3330418 |
| 2364316 |            3330419 |
| 2364317 |               NULL |
| 2364318 |               NULL |
| 2364319 |            3330420 |
| 2364320 |               NULL |
| 2364321 |            3330422 |
| 2364322 |            3330423 |
| 2364323 |            3330425 |
| 2364324 |            3330426 |
| 2364325 |            3330427 |
| 2365754 |               NULL |
| 2364326 |            3330428 |
| 2364327 |            3330429 |
| 2364328 |            3330431 |
| 2364329 |            3330432 |
| 2365755 |               NULL |
| 2364330 |            3330434 |
| 2364331 |               NULL |
| 2364332 |            3330435 |
| 2364333 |            3330437 |
| 2364334 |            3330438 |
| 2364335 |            3330439 |
| 2364336 |            3330440 |
| 2364337 |            3330441 |
| 2364338 |            3330444 |
| 2364339 |            3330445 |
| 2364340 |            3330446 |
| 2364341 |            3330447 |
| 2364342 |            3330449 |
| 2364343 |            3330451 |
| 2364344 |            3330452 |
| 2364345 |            3330453 |
| 2364346 |            3330454 |
| 2364347 |            3330455 |
| 2364348 |            3330456 |
| 2364349 |            3330457 |
| 2364350 |            3330458 |
| 2364351 |            3330459 |
| 2364352 |            3330461 |
| 2364353 |            3330462 |
| 2364354 |               NULL |
| 2364355 |            3330463 |
| 2364356 |            3330464 |
| 2364357 |            3330465 |
| 2364358 |            3330466 |
| 2364359 |            3330467 |
| 2364360 |            3330469 |
| 2364361 |            3330470 |
| 2364362 |               NULL |
| 2364363 |            3330471 |
| 2364364 |            3330473 |
| 2364365 |               NULL |
| 2364366 |            3330474 |
| 2364367 |               NULL |
| 2364368 |            3330475 |
| 2364369 |            3330477 |
| 2364370 |            3330478 |
| 2364371 |            3330480 |
| 2364372 |            3330481 |
| 2364373 |            3330482 |
| 2365756 |               NULL |
| 2364374 |            3330483 |
| 2364375 |            3330484 |
| 2364376 |            3330486 |
| 2364377 |            3330487 |
| 2365757 |               NULL |
| 2364378 |               NULL |
| 2364379 |               NULL |
| 2365758 |               NULL |
| 2364380 |               NULL |
| 2365760 |               NULL |
| 2365761 |               NULL |
| 2365762 |               NULL |
| 2364381 |            3330488 |
| 2364382 |            3330490 |
| 2364383 |            3330491 |
| 2364384 |            3330493 |
| 2364385 |            3330494 |
| 2364386 |            3330495 |
| 2365763 |               NULL |
| 2364387 |            3330496 |
| 2364388 |            3330498 |
| 2364389 |            3330499 |
| 2364390 |            3330500 |
| 2364391 |            3330501 |
| 2364392 |            3330503 |
| 2364393 |            3330505 |
| 2364394 |            3330506 |
| 2364395 |            3330507 |
| 2364396 |            3330508 |
| 2364397 |            3330509 |
| 2364398 |            3330510 |
| 2364399 |            3330511 |
| 2364400 |            3330512 |
| 2364401 |            3330513 |
| 2364402 |            3330514 |
| 2364403 |            3330516 |
| 2365764 |               NULL |
| 2364404 |            3330517 |
| 2364405 |            3330518 |
| 2364406 |            3330519 |
| 2364407 |            3330520 |
| 2364408 |            3330521 |
| 2364409 |            3330522 |
| 2364410 |            3330524 |
| 2364411 |            3330525 |
| 2365765 |               NULL |
| 2364412 |            3330526 |
| 2364413 |               NULL |
| 2364414 |            3330527 |
| 2364415 |            3330529 |
| 2364416 |            3330530 |
| 2364417 |            3330532 |
| 2364418 |            3330533 |
| 2364419 |            3330534 |
| 2364420 |            3330535 |
| 2364421 |            3330537 |
| 2364422 |            3330539 |
| 2364423 |            3330540 |
| 2364424 |            3330541 |
| 2364425 |            3330542 |
| 2364426 |            3330543 |
| 2364427 |            3330544 |
| 2364428 |            3330545 |
| 2365766 |               NULL |
| 2364429 |            3330546 |
| 2364430 |            3330548 |
| 2364431 |            3330549 |
| 2364432 |            3330550 |
| 2364433 |            3330551 |
| 2364434 |            3330553 |
| 2364435 |            3330554 |
| 2364436 |            3330555 |
| 2364437 |            3330556 |
| 2364438 |            3330557 |
| 2364439 |               NULL |
| 2364440 |               NULL |
| 2364441 |            3330558 |
| 2364442 |            3330560 |
| 2364443 |            3330562 |
| 2365767 |               NULL |
| 2364444 |            3330563 |
| 2364445 |            3330564 |
| 2364446 |            3330565 |
| 2364447 |               NULL |
| 2364448 |            3330567 |
| 2364449 |            3330568 |
| 2364450 |               NULL |
| 2364451 |            3330570 |
| 2364452 |            3330572 |
| 2364453 |            3330573 |
| 2364454 |            3330574 |
| 2364455 |            3330575 |
| 2364456 |            3330576 |
| 2364457 |            3330577 |
| 2364458 |            3330578 |
| 2364459 |            3330579 |
| 2364460 |            3330580 |
| 2364461 |               NULL |
| 2364462 |            3330581 |
| 2364463 |            3330583 |
| 2364464 |            3330584 |
| 2364465 |            3330585 |
| 2364466 |            3330587 |
| 2364467 |            3330589 |
| 2364468 |            3330591 |
| 2365768 |               NULL |
| 2364469 |            3330592 |
| 2364470 |            3330593 |
| 2364471 |               NULL |
| 2364472 |            3330594 |
| 2364473 |            3330595 |
| 2364474 |            3330597 |
| 2364475 |            3330598 |
| 2364476 |               NULL |
| 2365769 |            3330599 |
| 2364477 |            3330600 |
| 2365770 |               NULL |
| 2364478 |               NULL |
| 2365772 |               NULL |
| 2365773 |               NULL |
| 2365774 |               NULL |
| 2364479 |            3330601 |
| 2364480 |            3330602 |
| 2364481 |            3330603 |
| 2364482 |            3330604 |
| 2364483 |            3330605 |
| 2364484 |            3330606 |
| 2364485 |            3330607 |
| 2364486 |            3330609 |
| 2364487 |            3330610 |
| 2364488 |               NULL |
| 2364489 |            3330611 |
| 2364490 |            3330612 |
| 2364491 |            3330613 |
| 2365775 |               NULL |
| 2364492 |            3330614 |
| 2364493 |            3330615 |
| 2364494 |            3330616 |
| 2364495 |            3330618 |
| 2364496 |            3330619 |
| 2364497 |            3330620 |
| 2364498 |            3330622 |
| 2364499 |            3330624 |
| 2364500 |            3330626 |
| 2364501 |            3330628 |
| 2364502 |            3330630 |
| 2365776 |               NULL |
| 2364503 |            3330632 |
| 2364504 |            3330633 |
| 2364505 |            3330635 |
| 2364506 |            3330636 |
| 2364507 |            3330637 |
| 2364508 |               NULL |
| 2364509 |            3330638 |
| 2364510 |            3330639 |
| 2364511 |            3330640 |
| 2364512 |            3330641 |
| 2364513 |            3330642 |
| 2364514 |            3330644 |
| 2364515 |               NULL |
| 2364516 |            3330645 |
| 2364517 |               NULL |
| 2364518 |            3330646 |
| 2364519 |               NULL |
| 2364520 |            3330647 |
| 2364521 |            3330650 |
| 2364522 |            3330651 |
| 2364523 |            3330652 |
| 2364524 |            3330653 |
| 2364525 |               NULL |
| 2364526 |            3330654 |
| 2364527 |               NULL |
| 2364528 |            3330655 |
| 2364529 |               NULL |
| 2364530 |            3330656 |
| 2364531 |            3330657 |
| 2364532 |            3330658 |
| 2364533 |            3330659 |
| 2364534 |            3330660 |
| 2364535 |            3330661 |
| 2364536 |            3330662 |
| 2364537 |            3330664 |
| 2364538 |            3330665 |
| 2364539 |            3330666 |
| 2364540 |            3330667 |
| 2364541 |            3330668 |
| 2364542 |            3330669 |
| 2364543 |            3330670 |
| 2364544 |            3330671 |
| 2364545 |               NULL |
| 2364546 |            3330672 |
| 2365789 |            3330673 |
| 2364547 |            3330674 |
| 2364548 |            3330675 |
| 2364549 |            3330677 |
| 2364550 |            3330678 |
| 2364551 |            3330679 |
| 2364552 |            3330681 |
| 2364553 |            3330682 |
| 2364554 |            3330684 |
| 2364555 |            3330685 |
| 2364556 |            3330686 |
| 2364557 |            3330687 |
| 2364558 |            3330689 |
| 2364559 |            3330690 |
| 2365790 |               NULL |
| 2364560 |            3330691 |
| 2364561 |            3330693 |
| 2364562 |            3330695 |
| 2364563 |            3330696 |
| 2364564 |            3330698 |
| 2364565 |            3330700 |
| 2364566 |            3330701 |
| 2364567 |            3330702 |
| 2364568 |            3330704 |
| 2364569 |            3330705 |
| 2364570 |            3330707 |
| 2364571 |            3330708 |
| 2364572 |            3330709 |
| 2364573 |            3330711 |
| 2364574 |            3330712 |
| 2364575 |            3330713 |
| 2364576 |            3330715 |
| 2364577 |            3330717 |
| 2365791 |               NULL |
| 2364578 |            3330718 |
| 2364579 |            3330719 |
| 2364580 |            3330721 |
| 2364581 |            3330722 |
| 2365792 |               NULL |
| 2364582 |               NULL |
| 2364583 |            3330723 |
| 2364584 |               NULL |
| 2364585 |            3330725 |
| 2364586 |            3330726 |
| 2364587 |               NULL |
| 2364588 |            3330727 |
| 2364589 |               NULL |
| 2364590 |            3330729 |
| 2364591 |            3330731 |
| 2364592 |            3330734 |
| 2364593 |            3330735 |
| 2364594 |            3330732 |
| 2364595 |            3330736 |
| 2364596 |            3330737 |
| 2364597 |            3330738 |
| 2364598 |            3330739 |
| 2364599 |            3330740 |
| 2364600 |            3330741 |
| 2364601 |            3330742 |
| 2364602 |            3330743 |
| 2364603 |            3330745 |
| 2364604 |            3330746 |
| 2364605 |            3330747 |
| 2364606 |            3330749 |
| 2364607 |            3330750 |
| 2364608 |            3330751 |
| 2364609 |            3330753 |
| 2364610 |            3330754 |
| 2364611 |            3330755 |
| 2364612 |               NULL |
| 2364613 |               NULL |
| 2364614 |               NULL |
| 2364615 |            3330760 |
| 2364616 |               NULL |
| 2364617 |            3330762 |
| 2364618 |            3330763 |
| 2364619 |            3330764 |
| 2364620 |            3330765 |
| 2364621 |            3330766 |
| 2364622 |            3330767 |
| 2364623 |            3330768 |
| 2364624 |            3330770 |
| 2364625 |            3330771 |
| 2364626 |               NULL |
| 2364627 |               NULL |
