послоушаѩ,3536448,ἀκούσας,105777
его,3536449,αὐτοῦ,105778
мъного,3536450,πολλὰ,105779
творѣаше,3536451,ἠπόρει,105780
ꙇ,3536452,καὶ,105782
въ,3536453,,
сласть,3536454,ἡδέως,105783
его,3536455,αὐτοῦ,105784
слоушааше,3536456,ἤκουεν,105785
ꙇ,3536458,καὶ,105787
приключьшю,3536459,γενομένης,105788
сѧ,3536460,,
дьни,3536461,ἡμέρας,105789
потрѣбъноу,3536462,εὐκαίρου,105790
егда,3536463,ὅτε,105792
ꙇродъ,3536464,Ἡρώδης,105793
рождьствоу,3536465,γενεσίοις,105795
своемоу,3536466,αὐτοῦ,105796
вечерѫ,3536467,δεῖπνον,105797
твор҄ѣаше,3536468,ἐποίησεν,105798
кънѧземъ,3536469,μεγιστᾶσιν,105800
своꙇмъ,3536470,αὐτοῦ,105801
ꙇ,3536471,καὶ,105802
тꙑсѫштьникомъ,3536472,χιλιάρχοις,105804
ꙇ,3536473,καὶ,105805
старѣꙇшинамъ,3536474,πρώτοις,105807
галилѣꙇскамъ,3536475,Γαλιλαίας,105809
ꙇ,3536476,καὶ,105811
въшьдъши,3536477,εἰσελθούσης,105812
дъштери,3536478,θυγατρὸς,105814
еѩ,3536479,αὐτῆς,105815
ꙇродиѣдѣ,3536480,Ἡρῳδιάδος,105817
ꙇ,3536481,καὶ,105818
плѧсавъши,3536482,ὀρχησαμένης,105819
ꙇ,3536483,,
оугождьши,3536484,ἤρεσεν,105821
ꙇродови,3536485,Ἡρῴδῃ,105823
ꙇ,3536486,καὶ,105824
възлежѧштіимъ,3536487,συνανακειμένοις,105826
съ,3536488,,
н҄имь,3536489,,
рече,3536490,εἶπεν,105831
ц҃рь,3536491,βασιλεὺς,105830
дѣвици,3536492,κορασίῳ,105833
емоуже,3536493,ὃ,105837
аште,3536494,ἐὰν,105838
хоштеши,3536495,θέλῃς,105839
дамь,3536496,δώσω,105842
ти,3536497,σοι,105843
ꙇ,3536498,καὶ,105845
клѧтъ,3536499,ὤμοσεν,105846
сѧ,3536500,,
еі,3536501,αὐτῇ,105847
ѣко,3536502,ὅτι,105848
егоже,3536503,ὃ,105849
аште,3536504,ἐάν,105850
просиши,3536505,αἰτήσῃς,105852
дамь,3536506,δώσω,105853
ти,3536507,σοι,105854
до,3536508,ἕως,105855
полъ,3536509,ἡμίσους,105856
ц҃рсиѣ,3536510,βασιλείας,105858
моего,3536511,μου,105859
она,3536512,,
же,3536513,,
ꙇшьдъши,3536514,ἐξελθοῦσα,105862
рече,3536515,εἶπεν,105863
къ,3536516,,
м҃ри,3536517,μητρὶ,105865
своеі,3536518,αὐτῆς,105866
чесо,3536519,τί,105868
прошѫ,3536520,αἰτήσωμαι,105869
она,3536521,ἡ,105871
же,3536522,δὲ,105872
рече,3536523,εἶπεν,105873
главꙑ,3536524,κεφαλὴν,105876
ꙇоана,3536525,Ἰωάννου,105877
крьстител҄ѣ,3536526,βαπτίζοντος,105879
ꙇ,3536528,καὶ,105881
въшьдъши,3536529,εἰσελθοῦσα,105882
абье,3536530,εὐθὺς,105883
съ,3536531,μετὰ,105884
тъштаниемь,3536532,σπουδῆς,105885
къ,3536533,πρὸς,105886
ц҃рю,3536534,βασιλέα,105888
проси,3536535,ᾐτήσατο,105889
г҃лѭшти,3536536,λέγουσα,105890
хоштѫ,3536537,θέλω,105892
да,3536538,ἵνα,105893
ми,3536539,μοι,105896
даси,3536540,δῷς,105895
оусѣченѫ,3536541,,
на,3536542,ἐπὶ,105897
бл҄юдѣ,3536543,πίνακι,105898
главѫ,3536544,κεφαλὴν,105900
ꙇоана,3536545,Ἰωάννου,105901
крьстител҄ѣ,3536546,βαπτιστοῦ,105903
ꙇ,3536547,καὶ,105905
прискръбьнъ,3536548,περίλυπος,105906
бꙑстъ,3536549,γενόμενος,105907
ц҃рь,3536550,βασιλεὺς,105909
за,3536551,διὰ,105910
клѧтвꙑ,3536552,ὅρκους,105912
ꙇ,3536553,καὶ,105913
възлежѧштихъ,3536554,ἀνακειμένους,105915
съ,3536555,,
н҄имь,3536556,,
не,3536557,οὐκ,105916
въсхотѣ,3536558,ἠθέλησεν,105917
отърешти,3536559,ἀθετῆσαι,105918
сѧ,3536560,,
еі,3536561,αὐτήν,105919
ꙇ,3536562,καὶ,105921
абье,3536563,εὐθὺς,105922
посълавъ,3536564,ἀποστείλας,105923
ц҃рь,3536565,βασιλεὺς,105925
воꙇна,3536566,σπεκουλάτορα,105926
повелѣ,3536567,ἐπέταξεν,105927
принести,3536568,ἐνέγκαι,105928
главѫ,3536569,κεφαλὴν,105930
его,3536570,αὐτοῦ,105931
онъ,3536571,,
же,3536572,,
шьдъ,3536573,ἀπελθὼν,105934
оусѣкнѫ,3536574,ἀπεκεφάλισεν,105935
і,3536575,αὐτὸν,105936
въ,3536576,ἐν,105937
тьмьници,3536577,φυλακῇ,105939
ꙇ,3536578,καὶ,105941
принесе,3536579,ἤνεγκεν,105942
главѫ,3536580,κεφαλὴν,105944
его,3536581,αὐτοῦ,105945
на,3536582,ἐπὶ,105946
бл҄юдѣ,3536583,πίνακι,105947
ꙇ,3536584,καὶ,105948
дастъ,3536585,ἔδωκεν,105949
дѣвици,3536586,κορασίῳ,105952
ꙇ,3536587,καὶ,105954
дѣвица,3536588,κοράσιον,105956
дастъ,3536589,ἔδωκεν,105957
ѭ,3536590,αὐτὴν,105958
м҃ри,3536591,μητρὶ,105960
своеі,3536592,αὐτῆς,105961
ꙇ,3536593,καὶ,105963
слꙑшавъше,3536594,ἀκούσαντες,105964
оученици,3536595,μαθηταὶ,105966
его,3536596,αὐτοῦ,105967
придошѧ,3536597,ἦλθαν,105968
ꙇ,3536598,καὶ,105969
вьзѧшѧ,3536599,ἦραν,105970
троупъ,3536600,πτῶμα,105972
его,3536601,αὐτοῦ,105973
ꙇ,3536602,καὶ,105975
положишѧ,3536603,ἔθηκαν,105976
і,3536604,αὐτὸν,105977
въ,3536605,ἐν,105978
гробѣ,3536606,μνημείῳ,105979
ꙇ,3536607,Καὶ,105981
събърашѧ,3536608,συνάγονται,105982
сѧ,3536609,,
а҃поли,3536610,ἀπόστολοι,105984
къ,3536611,πρὸς,105985
і҃су,3536612,Ἰησοῦν,105987
ꙇ,3536613,καὶ,105989
възвѣстишѧ,3536614,ἀπήγγειλαν,105990
емоу,3536615,αὐτῷ,105991
всѣ,3536616,πάντα,105992
елико,3536617,ὅσα,105993
сътворишѧ,3536618,ἐποίησαν,105994
ꙇ,3536619,καὶ,105995
елико,3536620,,
наоучишѧ,3536621,ἐδίδαξαν,105996
ꙇ,3536622,καὶ,105998
рече,3536623,λέγει,105999
ꙇмъ,3536624,αὐτοῖς,106000
придѣте,3536625,δεῦτε,106002
вꙑ,3536626,ὑμεῖς,106003
сами,3536627,αὐτοὶ,106004
въ,3536628,εἰς,106007
мѣсто,3536629,τόπον,106009
едини,3536630,ἰδίαν,106006
ꙇ,3536631,καὶ,106010
почиіте,3536632,ἀναπαύσασθε,106011
мало,3536633,ὀλίγον,106012
бѣахѫ,3536634,ἦσαν,106014
бо,3536635,γὰρ,106015
приходѧштеі,3536636,ἐρχόμενοι,106017
ꙇ,3536637,καὶ,106018
оходѧштеи,3536638,ὑπάγοντες,106020
мнози,3536639,πολλοί,106021
ꙇ,3536640,καὶ,106023
не,3536641,οὐδὲ,106024
бѣ,3536642,εὐκαίρουν,106026
ꙇмъ,3536643,,
коли,3536644,,
понѣ,3536645,,
ѣсти,3536646,φαγεῖν,106025
ꙇ,3536647,καὶ,106028
идошѧ,3536648,ἀπῆλθον,106029
въ,3536649,εἰς,106030
поусто,3536650,ἔρημον,106031
мѣсто,3536651,τόπον,106032
корабл҄емь,3536652,πλοίῳ,106034
едини,3536653,ἰδίαν,106036
ꙇ,3536654,καὶ,106038
видѣшѧ,3536655,εἶδον,106039
ѩ,3536656,αὐτοὺς,106040
ѣдѫштѧ,3536657,ὑπάγοντας,106041
ꙇ,3536658,καὶ,106042
познашѧ,3536659,ἐπέγνωσαν,106043
ѩ,3536660,αὐτοὺς,106044
мнози,3536661,πολλοί,106045
ꙇ,3536662,καὶ,106047
пѣши,3536663,πεζῇ,106048
отъ,3536664,ἀπὸ,106049
всѣхъ,3536665,πασῶν,106050
градъ,3536666,πόλεων,106052
тѣшѧ,3536667,συνέδραμον,106053
тамо,3536668,ἐκεῖ,106054
ꙇ,3536669,καὶ,106055
варишѧ,3536670,προῆλθον,106056
ѩ,3536671,αὐτούς,106057
ꙇ,3536672,Καὶ,106059
ишьдъ,3536673,ἐξελθὼν,106060
и҃с,3536674,,
видѣ,3536675,εἶδεν,106061
народъ,3536676,ὄχλον,106063
многъ,3536677,πολὺν,106062
ꙇ,3536678,καὶ,106065
мили,3536679,ἐσπλαγχνίσθη,106066
емоу,3536680,αὐτοὺς,106068
бꙑшѧ,3536681,,
зан҄е,3536682,ὅτι,106070
бѣахѫ,3536683,ἦσαν,106071
ѣко,3536684,ὡς,106072
овьцѧ,3536685,πρόβατα,106073
не,3536686,μὴ,106074
ꙇмѫштѧ,3536687,ἔχοντα,106075
пастоуха,3536688,ποιμένα,106076
Ꙇ,3536689,καὶ,106078
начѧтъ,3536690,ἤρξατο,106079
оучити,3536691,διδάσκειν,106080
ѩ,3536692,αὐτοὺς,106081
много,3536693,πολλά,106082
ꙇ,3536694,καὶ,106084
минѫвъшю,3536695,γινομένης,106088
часоу,3536696,ὥρας,106086
пристѫпьше,3536697,προσελθόντες,106089
къ,3536698,,
н҄емоу,3536699,,
оученици,3536700,μαθηταὶ,106091
его,3536701,αὐτοῦ,106092
г҃лашѧ,3536702,ἔλεγον,106093
ѣко,3536703,ὅτι,106094
поусто,3536704,ἔρημός,106095
естъ,3536705,ἐστιν,106096
мѣсто,3536706,τόπος,106098
ꙇ,3536707,καὶ,106100
оуже,3536708,ἤδη,106101
година,3536709,ὥρα,106102
минѫ,3536710,,
отъпоусти,3536711,ἀπόλυσον,106105
ѩ,3536712,αὐτούς,106106
да,3536713,ἵνα,106108
шьдъше,3536714,ἀπελθόντες,106109
въ,3536715,εἰς,106110
окръстън҄иіхъ,3536716,κύκλῳ,106112
селѣхъ,3536717,ἀγροὺς,106113
ꙇ,3536718,καὶ,106114
вьсехъ,3536719,κώμας,106115
коупѧтъ,3536720,ἀγοράσωσιν,106116
себѣ,3536721,ἑαυτοῖς,106117
хлѣбꙑ,3536722,τί,106118
не,3536723,,
ꙇмѫтъ,3536724,,
бо,3536725,,
чьсо,3536726,,
ѣсти,3536727,,
онъ,3536728,ὁ,106121
же,3536729,δὲ,106122
отъвѣштавъ,3536730,ἀποκριθεὶς,106123
рече,3536731,εἶπεν,106124
ꙇмъ,3536732,αὐτοῖς,106125
дадите,3536733,δότε,106127
ꙇмъ,3536734,αὐτοῖς,106128
вꙑ,3536735,ὑμεῖς,106129
ѣсти,3536736,φαγεῖν,106130
ꙇ,3536737,καὶ,106132
г҃лашѧ,3536738,λέγουσιν,106133
емоу,3536739,αὐτῷ,106134
да,3536740,,
шьдъше,3536741,ἀπελθόντες,106136
коупимъ,3536742,ἀγοράσωμεν,106137
дьвѣма,3536743,,
сътома,3536744,διακοσίων,106139
пѣнѧзь,3536745,δηναρίων,106138
хлѣбꙑ,3536746,ἄρτους,106140
ꙇ,3536747,καὶ,106142
дамъ,3536748,δώσομεν,106143
ꙇмъ,3536749,αὐτοῖς,106144
ѣсти,3536750,φαγεῖν,106145
Ѡнъ,3536751,ὁ,106147
же,3536752,δὲ,106148
г҃ла,3536753,λέγει,106149
ꙇмъ,3536754,αὐτοῖς,106150
колико,3536755,πόσους,106152
ꙇмате,3536756,ἔχετε,106154
хлѣбъ,3536757,ἄρτους,106153
ꙇдѣте,3536758,ὑπάγετε,106156
[да]дите,3536759,ἴδετε,106157
ꙇ,3536761,καὶ,106159
оувѣдѣвъше,3536762,γνόντες,106160
г҃лашѧ,3536763,λέγουσιν,106161
д҃,3536764,πέντε,106163
хлѣбъ,3536765,,
ꙇ,3536766,καὶ,106165
б҃,3536767,δύο,106166
рꙑбѣ,3536768,ἰχθύας,106167
ꙇ,3536770,καὶ,106169
повелѣ,3536771,ἐπέταξεν,106170
ꙇмъ,3536772,αὐτοῖς,106171
посадити,3536773,ἀνακλῖναι,106172
ѩ,3536774,,
всѧ,3536775,πάντας,106173
на,3536776,,
сподꙑ,3536777,συμπόσια,106175
на,3536778,ἐπὶ,106176
сподꙑ,3536779,συμπόσια,106174
на,3536780,,
трѣвѣ,3536781,χόρτῳ,106179
зеленѣ,3536782,χλωρῷ,106178
ꙇ,3536784,καὶ,106181
възлегошѧ,3536785,ἀνέπεσαν,106182
на,3536786,,
лѣхꙑ,3536787,πρασιαὶ,106184
на,3536788,κατὰ,106189
лѣхꙑ,3536789,πρασιαὶ,106183
по,3536790,κατὰ,106186
сътоу,3536791,ἑκατὸν,106187
ꙇ,3536792,καὶ,106188
пѧти,3536793,,
десѧтъ,3536794,πεντήκοντα,106190
ꙇ,3536796,καὶ,106192
приімъ,3536797,λαβὼν,106193
д҃,3536798,πέντε,106195
хлѣбъ,3536799,ἄρτους,106196
ꙇ,3536800,καὶ,106197
б҃,3536801,δύο,106199
рꙑбѣ,3536802,ἰχθύας,106200
ꙇ,3536803,,
възьрѣвъ,3536804,ἀναβλέψας,106201
на,3536805,εἰς,106202
н҃бо,3536806,οὐρανὸν,106204
б҃гви,3536807,,
ꙇ,3536808,καὶ,106207
прѣломи,3536809,κατέκλασεν,106208
хлѣбꙑ,3536810,ἄρτους,106210
ꙇ,3536811,καὶ,106211
даѣше,3536812,ἐδίδου,106212
оученикомъ,3536813,μαθηταῖς,106214
своꙇмъ,3536814,,
да,3536815,ἵνα,106215
полагаѭтъ,3536816,παρατιθῶσιν,106216
прѣдъ,3536817,,
н҄ими,3536818,αὐτοῖς,106217
ꙇ,3536819,καὶ,106219
обѣ,3536820,δύο,106221
рибѣ,3536821,ἰχθύας,106222
раздѣли,3536822,ἐμέρισεν,106223
всѣмъ,3536823,πᾶσιν,106224
ꙇ,3536824,καὶ,106226
ѣшѧ,3536825,ἔφαγον,106227
вси,3536826,πάντες,106228
ꙇ,3536827,καὶ,106229
насꙑтишѧ,3536828,ἐχορτάσθησαν,106230
сѧ,3536829,,
ꙇ,3536830,καὶ,106232
вьзѧшѧ,3536831,ἦραν,106233
оукроухъ,3536832,κλασμάτων,106234
б҃ꙇ,3536833,δώδεκα,106235
коша,3536834,κοφίνων,106236
ꙇсплънь,3536835,πληρώματα,106237
ꙇ,3536836,καὶ,106238
отъ,3536837,ἀπὸ,106239
рꙑбоу,3536838,ἰχθύων,106241
ѣдъшиіхъ,3536839,φαγόντες,106246
же,3536840,καὶ,106243
бѣ,3536841,ἦσαν,106244
хлѣбꙑ,3536842,ἄρτους,106248
пѧть,3536843,,
тꙑсѫшть,3536844,πεντακισχίλιοι,106249
мѫжь,3536845,ἄνδρες,106250
Ꙇ,3536846,Καὶ,106252
абье,3536847,εὐθὺς,106253
оубѣди,3536848,ἠνάγκασεν,106254
оученикꙑ,3536849,μαθητὰς,106256
своѩ,3536850,αὐτοῦ,106257
вьнити,3536851,ἐμβῆναι,106258
въ,3536852,εἰς,106259
корабл҄ь,3536853,πλοῖον,106261
ꙇ,3536854,καὶ,106262
варити,3536855,προάγειν,106263
і,3536856,,
на,3536857,εἰς,106264
ономь,3536858,,
полоу,3536859,πέραν,106266
къ,3536860,πρὸς,106267
видъсаꙇдѣ,3536861,Βηθσαϊδάν,106268
доньдеже,3536862,ἕως,106270
самъ,3536863,αὐτὸς,106271
отъпоуститъ,3536864,ἀπολύει,106272
народꙑ,3536865,ὄχλον,106274
ꙇ,3536866,καὶ,106276
отърекъ,3536867,ἀποταξάμενος,106277
сѧ,3536868,,
ꙇмъ,3536869,αὐτοῖς,106278
ꙇде,3536870,ἀπῆλθεν,106279
въ,3536871,εἰς,106280
горѫ,3536872,ὄρος,106282
помолитъ,3536873,προσεύξασθαι,106283
сѧ,3536874,,
Ꙇ,3536875,καὶ,106285
вечеръ,3536876,ὀψίας,106286
бꙑвъшю,3536877,γενομένης,106287
бѣ,3536878,ἦν,106288
бо,3536879,,
корабл҄ь,3536880,πλοῖον,106290
по,3536881,μέσῳ,106292
срѣдѣ,3635425,,
мор҄ѣ,3536882,θαλάσσης,106294
а,3536883,καὶ,106296
сь,3536884,αὐτὸς,106297
единъ,3536885,μόνος,106298
на,3536886,ἐπὶ,106299
земл҄и,3536887,γῆς,106301
ꙇ,3536889,καὶ,106303
видѣвъ,3536890,ἰδὼν,106304
ѩ,3536891,αὐτοὺς,106305
страждѫштѩ,3536892,βασανιζομένους,106306
въ,3536893,ἐν,106307
гребениі,3536894,ἐλαύνειν,106309
бѣ,3536895,ἦν,106311
бо,3536896,γὰρ,106312
вѣтръ,3536897,ἄνεμος,106314
противьнъ,3536898,ἐναντίος,106315
ꙇмъ,3536899,αὐτοῖς,106316
ꙇ,3536900,,
при,3536901,περὶ,106318
четврътѣі,3536902,τετάρτην,106319
стражи,3536903,φυλακὴν,106320
ноштьнѣи,3536904,νυκτὸς,106322
ꙇ,3536905,,
приде,3536906,ἔρχεται,106323
къ,3536907,πρὸς,106324
н҄имъ,3536908,αὐτοὺς,106325
по,3536909,ἐπὶ,106327
мор҄ю,3536910,θαλάσσης,106329
ходѧ,3536911,περιπατῶν,106326
ꙇ,3536912,καὶ,106331
хотѣ,3536913,ἤθελεν,106332
минѫти,3536914,παρελθεῖν,106333
ѩ,3536915,αὐτούς,106334
они,3536916,οἱ,106336
же,3536917,δὲ,106337
видѣвъше,3536918,ἰδόντες,106338
і,3536919,αὐτὸν,106339
по,3536920,ἐπὶ,106340
мор҄ю,3536921,θαλάσσης,106342
ходѧшть,3536922,περιπατοῦντα,106343
непьштевашѧ,3536923,ἔδοξαν,106344
призракъ,3536924,φάντασμά,106346
бꙑти,3536925,ἐστιν,106347
ꙇ,3536926,καὶ,106349
възъвашѧ,3536927,ἀνέκραξαν,106350
вси,3536928,πάντες,106352
бо,3536929,γὰρ,106353
видѣвъше,3536930,εἶδαν,106355
і,3536931,αὐτὸν,106354
ꙇ,3536932,καὶ,106356
вьзмѧтошѧ,3536933,ἐταράχθησαν,106357
сѧ,3536934,,
онъ,3536935,ὁ,106359
же,3536936,δὲ,106360
абье,3536937,εὐθὺς,106361
г҃ла,3536938,ἐλάλησεν,106362
съ,3536939,μετ’,106363
н҄ими,3536940,αὐτῶν,106364
ꙇ,3536941,καὶ,106366
рече,3536942,λέγει,106367
ꙇмъ,3536943,αὐτοῖς,106368
Дръзаꙇте,3536944,θαρσεῖτε,106370
азъ,3536945,ἐγώ,106372
есмь,3536946,εἰμι,106373
не,3536947,μὴ,106375
боꙇте,3536948,φοβεῖσθε,106376
сѧ,3536949,,
ꙇ,3536950,καὶ,106378
въниде,3536951,ἀνέβη,106379
къ,3536952,πρὸς,106380
н҄имъ,3536953,αὐτοὺς,106381
въ,3536954,εἰς,106382
корабл҄ь,3536955,πλοῖον,106384
ꙇ,3536956,καὶ,106386
оулеже,3536957,ἐκόπασεν,106387
вѣтръ,3536958,ἄνεμος,106389
ꙇ,3536959,καὶ,106391
ѕѣло,3536960,λίαν,106392
ꙇзлиха,3536961,περισσοῦ,106394
дивл҄ѣахѫ,3536962,ἐξίσταντο,106397
сѧ,3536963,ἑαυτοῖς,106396
ꙇ,3536964,,
оужасаахѫ,3536965,,
сѧ,3536966,,
не,3536967,οὐ,106399
разоумѣшѧ,3536968,συνῆκαν,106401
бо,3536969,γὰρ,106400
о,3536970,ἐπὶ,106402
хлѣбѣхъ,3536971,ἄρτοις,106404
нъ,3536972,ἀλλ’,106406
бѣ,3536973,ἦν,106407
сръдьце,3536974,καρδία,106410
ꙇхъ,3536975,αὐτῶν,106408
окамен҄ено,3536976,πεπωρωμένη,106411
ꙇ,3536977,,
приѣхавъше,3536978,,
придошѧ,3536979,,
въ,3536980,,
земл҄ѭ,3536981,,
ꙉенисаретьскѫ,3536982,,
ꙇ,3536983,,
присташѧ,3536984,,
ꙇшⸯдъшемъ,3536985,ἐξελθόντων,106425
же,3536986,καὶ,106424
ꙇмъ,3536987,αὐτῶν,106426
ꙇс,3536988,ἐκ,106427
корабл҄ѣ,3536989,πλοίου,106429
абье,3536990,εὐθὺς,106430
познашѧ,3536991,ἐπιγνόντες,106431
и,3536992,αὐτὸν,106432
ꙇ,3536993,,
прѣтѣшѧ,3536994,περιέδραμον,106433
вьсѫ,3536995,ὅλην,106434
странѫ,3536996,χώραν,106436
тѫ,3536997,ἐκείνην,106437
ꙇ,3536998,καὶ,106438
начѧсѧ,3536999,ἤρξαντο,106439
приносити,3537000,περιφέρειν,106446
на,3537001,ἐπὶ,106440
одрѣхъ,3537002,κραβάττοις,106442
болѧштѧѩ,3537003,κακῶς,106444
ꙇдеже,3537004,ὅπου,106448
слꙑшаахѫ,3537005,ἤκουον,106449
и,3537006,,
ѣко,3537007,ὅτι,106450
тоу,3537008,,
естъ,3537009,ἐστίν,106451
ꙇ,3537010,καὶ,106453
ѣможе,3537011,ὅπου,106454
колижьдо,3537012,ἐὰν,106455
въхождааше,3537013,εἰσεπορεύετο,106456
въ,3537014,εἰς,106457
вьси,3537015,κώμας,106458
ли,3537016,ἢ,106459
въ,3537017,εἰς,106460
градꙑ,3537018,πόλεις,106461
ли,3537019,ἢ,106462
вь,3537020,εἰς,106463
села,3537021,ἀγροὺς,106464
на,3537022,ἐν,106466
распѫтиіхъ,3537023,ἀγοραῖς,106468
полагаахѫ,3537024,ἐτίθεσαν,106469
недѫжьнꙑѩ,3537025,ἀσθενοῦντας,106471
ꙇ,3537026,καὶ,106473
мол҄ѣахѫ,3537027,παρεκάλουν,106474
и,3537028,αὐτὸν,106475
да,3537029,ἵνα,106476
понѣ,3537030,ἄν,233409
вьскрили,3537031,κρασπέδου,106479
ризꙑ,3537032,ἱματίου,106481
его,3537033,αὐτοῦ,106482
прикоснѫтъ,3537034,ἅψωνται,106483
сѧ,3537035,,
ꙇ,3537036,καὶ,106485
елико,3537037,ὅσοι,106486
аште,3537038,ἂν,106487
прикасаахѫ,3537039,ἥψαντο,106488
сѧ,3537040,,
емь,3537041,αὐτοῦ,106489
с҃пени,3537042,ἐσώζοντο,106490
бꙑваахѫ,3537043,,
Ꙇ,3537044,Καὶ,106492
събърашѧ,3537045,συνάγονται,106493
сѧ,3537046,,
къ,3537047,πρὸς,106494
н҄емоу,3537048,αὐτὸν,106495
фарисѣи,3537049,Φαρισαῖοι,106497
ꙇ,3537050,καί,106498
етериі,3537051,τινες,106499
отъ,3537052,,
кънижьникъ,3537053,γραμματέων,106501
пришьдъше,3537054,ἐλθόντες,106502
отъ,3537055,ἀπὸ,106503
е҃лма,3537056,Ἱεροσολύμων,106504
ꙇ,3537057,καὶ,106506
видѣшѧ,3537058,ἰδόντες,106507
етериі,3537059,τινὰς,106508
отъ,3537060,,
оученикъ,3537061,μαθητῶν,106510
его,3537062,αὐτοῦ,106511
нечистама,3537063,κοιναῖς,106513
рѫкама,3537064,χερσίν,106514
сирѣчь,3537065,τοῦτ’,106516
не,3537066,,
омъвенама,3537067,ἀνίπτοις,106518
ѣдѫштѧ,3537068,ἐσθίουσιν,106520
хлѣбꙑ,3537069,ἄρτους,106522
зазьрѣахѫ,3537070,,
фарисѣи,3537071,Φαρισαῖοι,106525
бо,3537072,γὰρ,106524
ꙇ,3537073,καὶ,106526
вси,3537074,πάντες,106527
ꙇюдѣи,3537075,Ἰουδαῖοι,106529
аште,3537076,ἐὰν,106530
не,3537077,μὴ,106531
оумꙑваѭтъ,3537078,νίψωνται,106533
рѫкоу,3537079,χεῖρας,106535
тьрѫште,3537080,,
не,3537081,οὐκ,106536
ѣдѧтъ,3537082,ἐσθίουσιν,106537
дръжѧште,3537083,κρατοῦντες,106539
прѣдаание,3537084,παράδοσιν,106541
старⸯць,3537085,πρεσβυτέρων,106543
ꙇ,3537086,καὶ,106545
отъ,3537087,ἀπὸ,106546
кѫпѣли,3537088,ἀγορᾶς,106547
аште,3537089,ἐὰν,106548
не,3537090,μὴ,106549
покѫпл҄ѫтъ,3537091,βαπτίσωνται,106550
сѧ,3537092,,
не,3537093,οὐκ,106551
ѣдѧтъ,3537094,ἐσθίουσιν,106552
ꙇ,3537095,καὶ,106554
ина,3537096,ἄλλα,106555
многа,3537097,πολλά,106556
сѫтъ,3537098,ἐστιν,106557
ѣже,3537099,ἃ,106558
приѩшѧ,3537100,παρέλαβον,106559
дръжати,3537101,κρατεῖν,106560
крьштениѣ,3537102,βαπτισμοὺς,106562
стьклѣницамъ,3537103,ποτηρίων,106563
ꙇ,3537104,καὶ,106566
чьваномъ,3537105,ξεστῶν,106565
ꙇ,3537106,καὶ,106564
котъломъ,3537107,χαλκίων,106567
ꙇ,3537108,,
одромъ,3537109,,
По,3537110,,
томь,3635432,,
же,3537111,καὶ,106568
въпрашаахѫ,3537112,ἐπερωτῶσιν,106569
і,3537113,αὐτὸν,106570
Фарисѣи,3537114,Φαρισαῖοι,106572
ꙇ,3537115,καὶ,106573
кънижьници,3537116,γραμματεῖς,106575
по,3537117,διά,106577
чьто,3537118,τί,233422
не,3537119,οὐ,106578
ходѧтъ,3537120,περιπατοῦσιν,106579
оученици,3537121,μαθηταί,106581
твоі,3537122,σου,106582
по,3537123,κατὰ,106583
прѣдаанию,3537124,παράδοσιν,106585
старьць,3537125,πρεσβυτέρων,106587
нъ,3537126,ἀλλὰ,106589
не,3537127,,
оумъвенама,3537128,κοιναῖς,106590
рѫкама,3537129,χερσὶν,106591
ѣдѧтъ,3537130,ἐσθίουσιν,106592
хлѣбъ,3537131,ἄρτον,106594
онъ,3537132,ὁ,106596
же,3537133,δὲ,106597
отъвѣштавъ,3537134,,
рече,3537135,εἶπεν,106598
ꙇмъ,3537136,αὐτοῖς,106599
въ,3537137,,
правъдѫ,3537138,,
добрѣ,3537139,καλῶς,106601
рече,3537140,ἐπροφήτευσεν,106602
ꙇсаіѣ,3537141,Ἡσαΐας,106603
о,3537142,περὶ,106604
васъ,3537143,ὑμῶν,106605
лицемѣри,3537144,ὑποκριτῶν,106607
ѣкоже,3537145,ὡς,106609
естъ,3537146,,
псано,3537147,γέγραπται,106610
сиі,3537148,οὗτος,106612
л҄юдие,3537149,λαὸς,106614
оустънами,3537150,χείλεσίν,106616
чьтѫтъ,3537151,τιμᾷ,106618
мѧ,3537152,με,106617
а,3537153,δὲ,106621
сръдьце,3537154,καρδία,106622
ꙇхъ,3537155,αὐτῶν,106623
далече,3537156,πόρρω,106624
отъстоꙇтъ,3537157,ἀπέχει,106625
отъ,3537158,ἀπ’,106626
мене,3537159,ἐμοῦ,106627
въсоуе,3537160,μάτην,106629
же,3537161,δὲ,106630
чьтѫтъ,3537162,σέβονταί,106631
мѧ,3537163,με,106632
оучѧште,3537164,διδάσκοντες,106633
оучениѣ,3537165,ἐντάλματα,106635
заповѣдиі,3537166,διδασκαλίας,106634
ч҃чскъ,3537167,ἀνθρώπων,106636
оставъше,3537168,ἀφέντες,106638
бо,3537169,,
заповѣдь,3537170,ἐντολὴν,106640
б҃жьѭ,3537171,θεοῦ,106642
дръжите,3537172,κρατεῖτε,106643
прѣдааниѣ,3537173,παράδοσιν,106645
ч҃ска,3537174,ἀνθρώπων,106647
крьштениѣ,3537175,,
кръчагомъ,3537176,,
ꙇ,3537177,,
стьклѣницамъ,3537178,,
ꙇ,3537179,,
ина,3537180,,
подобьна,3537181,,
таковаѣ,3537182,,
творите,3537183,,
многа,3537184,,
ꙇ,3537185,καὶ,106649
г҃лашѧ,3537186,ἔλεγεν,106650
ꙇмъ,3537187,αὐτοῖς,106651
добрѣ,3537188,καλῶς,106653
отъмѣтаете,3537189,ἀθετεῖτε,106654
