291,nauðsyn,Nb
292,órvilna,V-
293,gœzka,Nb
294,guðligr,A-
295,hon,Pp
296,þrøngia,V-
297,mikill,A-
298,syndabyrðr,Nb
299,heldr,C-
300,líkn,Nb
301,hversdagsligr,A-
302,tár,Nb
303,réttliga,Df
304,vǽtta,V-
305,sýsla,Nb
306,staðfastliga,Df
307,misgera,V-
308,hefna,V-
309,syndugr,A-
310,forða,V-
311,hvárrtveggia,Py
312,háski,Nb
313,slíkr,A-
314,yfirligr,A-
315,kvǫl,Nb
316,mœði,Nb
317,spámaðr,Nb
318,þrifsemi,Nb
319,fullting,Nb
320,lesning,Nb
321,ritning,Nb
322,sǽla,Nb
323,skuggsiá,Nb
324,hvílíkr,Pi
325,optligr,A-
326,reinsa,V-
327,fœra,V-
328,ræzla,Nb
329,helvíti,Nb
330,eggia,V-
331,lesandi,Nb
332,fagnaðr,Nb
333,vilia,V-
334,við,R-
335,tvennr,A-
336,giof,Nb
337,annarrtveggia,Py
338,læra,V-
339,skilningr,Nb
340,leiða,V-
341,hégómi,Nb
342,reinsan,Nb
343,fœða,V-
344,líkamligr,A-
345,fœzla,Nb
346,seðia,V-
347,sœtr,A-
348,brióst,Nb
349,hunang,Nb
350,munnr,Nb
351,góðligr,A-
352,batna,V-
353,falla,V-
354,blindr,A-
355,siá,V-
356,er,X-
357,úvitandi,A-
358,gata,Nb
359,leiðtogi,Nb
360,grœðari,Nb
361,stíga,V-
362,upp,Df
363,faðir,Nb
364,himinn,Nb
365,gefa,V-
366,friðr,Nb
367,øfri,A-
368,fyrirláta,V-
369,finna,V-
370,braut,Nb
371,koma,V-
372,búningr,Nb
373,friðsamr,A-
374,taka,V-
375,þegar,Df
376,nítta,V-
377,hafna,V-
378,halda,V-
379,illgiarn,A-
380,úsiðsamr,A-
381,Kristr,Ne
382,fram,Df
383,glatan,Nb
384,tengia,V-
385,samþykki,Nb
386,at,R-
387,einsýnn,A-
388,friðsemi,Nb
389,móðir,Nb
390,tilsaga,Nb
391,heilagleikr,Nb
392,lýðr,Nb
393,kennimaðr,Nb
394,gleði,Nb
395,fóstriorð,Nb
396,fiándi,Nb
397,sýniligr,A-
398,úsýniligr,A-
399,una,V-
400,þrǽll,Nb
401,lýða,V-
402,lítillæti,Nb
403,hvatki,Px
404,lofa,V-
405,hirðir,Nb
406,banna,V-
407,høyra,V-
408,œðri,A-
409,góðgerning,Nb
410,miskunnsamr,A-
411,fá,V-
412,fyrirgefa,V-
413,stundligr,A-
414,skuld,Nb
415,oðla,V-
416,saurr,Nb
417,dagr,Nb
418,ombun,Nb
419,hversu,Du
420,miskunna,V-
421,skuldari,Nb
