tokno|orv_word_torot|lemma_id|lemma_orv|text_title|subtitle|sentence_no|sentence_txt
236664|жалꙗше|1951|жалити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277946|ти видꙗше ꙗко многашьды лишаѥмѣ сѹщи литѹргии. проскѹрьнааго ради непечениꙗ. жалꙗше си о томь зѣло. 
236702|кѹпꙗше|316|купити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277950|цѣною же пакы кѹпꙗше жито. 
236710|творѧше|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277951|и своима рѹкама измълъ пакы проскѹры творѧше. 
237186|молꙗше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277993|тъгда же бл҃женыи ѳеѡдосии молꙗше сѧ богѹ. по всѧ дн҃и ходꙗ въ цр҃квь б҃жию. 
237271|хожаше|129|ходити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|278000|самъ же въ хѹдыꙗ пърты обълкъ сꙗ ти тако хожаше. 
237341|хожаше|129|ходити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|278006|и тако хожаше. желѣзѹ же ѹзъкѹ сѹщю и грызѹщю сꙗ въ тѣло ѥго. 
237582|помышлꙗаше|801|помышляти|Uspenskij sbornik|Life of Feodosij Pečerskij 4|278024|си же слышавъ богодъхновеныи ѳеѡдосии. и раждьгъ сѧ б҃жствьною рьвьностию. и любъвию и дышаниѥмь б҃жиѥмь. помышлꙗаше како или кде пострѣщи сꙗ. и ѹтаити сꙗ матере своѥꙗ. 
237652|молꙗше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 4|278029|не вѣдыи же пѹти. молꙗше сꙗ богѹ да бы ѡбрѣлъ съпѹтьникы направлꙗюща и на пѹть желаниꙗ. 
238034|съмѣрѧаше|2070|съмѣряти|Uspenskij sbornik|Life of Feodosij Pečerskij 6|278059|тѣмь вьсь съ вьсѣмь въздьржаниѥмь дш҃ю съмѣрѧаше. 
238559|молꙗаше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 7|278113|тъгда антонии въ скърби велицѣ бывъ. и въшедъ въ пещерѹ молꙗаше бл҃женааго антонии. да изидеть къ неи. 
238754|отъхожаше|697|отъходити|Uspenskij sbornik|Life of Feodosij Pečerskij 7|278133|и ѥгда отъхожаше ѿ него тъгда бл҃женыи въшедъ въ пещерѹ молꙗше сѧ б҃ѹ прилѣжно о сп҃сении мт҃ре своѥꙗ и обращении ср҃дца ѥꙗ на послѹшаниѥ. 
238762|молꙗше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 7|278133|и ѥгда отъхожаше ѿ него тъгда бл҃женыи въшедъ въ пещерѹ молꙗше сѧ б҃ѹ прилѣжно о сп҃сении мт҃ре своѥꙗ и обращении ср҃дца ѥꙗ на послѹшаниѥ. 
239101|прихожаше|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 9|278162|и того с҃нъ часто прихожаше къ прп҃дбьнымъ наслажаꙗ сѧ медоточьныихъ тѣхъ словесъ. иже исхожаахѹ из ѹстъ оц҃ь тѣхъ 
239110|исхожаахѹ|603|исходити|Uspenskij sbornik|Life of Feodosij Pečerskij 9|278162|и того с҃нъ часто прихожаше къ прп҃дбьнымъ наслажаꙗ сѧ медоточьныихъ тѣхъ словесъ. иже исхожаахѹ из ѹстъ оц҃ь тѣхъ 
239254|острꙗше|2824|острити|Uspenskij sbornik|Life of Feodosij Pečerskij 9|278176|и ѡномѹ же ср҃дце боле острꙗше сꙗ на любъвь бж҃ию. 
239655|хожаше|129|ходити|Uspenskij sbornik|Life of Feodosij Pečerskij 10|278205|жена же ѥго ꙗкоже бѣ ѥи повелѣно хожаше предъ нимь и молꙗшети и сѣсти на одрѣ своѥмь. 
239659|молꙗшети|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 10|278205|жена же ѥго ꙗкоже бѣ ѥи повелѣно хожаше предъ нимь и молꙗшети и сѣсти на одрѣ своѥмь. 
239678|молꙗше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 10|278206|видѣвъ же онъ неистовьство жены и разѹмѣвъ ꙗко на прельщениѥ ѥмѹ ѹготова оц҃ь. молꙗше сꙗ въ таинѣ ср҃дца своѥго къ мл҃срдѹѹмѹ б҃ѹ. могѹщѹѹмѹ сп҃сти отъ прельсти тоꙗ. 
239738|молꙗхѹть|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 10|278211|и молꙗхѹть сѧ б҃ѹ за нь. 
239856|отъхожааше|697|отъходити|Uspenskij sbornik|Life of Feodosij Pečerskij 11|278224|и ꙗко отъхожааше отъ нихъ. иде жена мѹжа лишающи сѧ плакаше сѧ. 
239883|проважахѹти|4883|проважати|Uspenskij sbornik|Life of Feodosij Pečerskij 11|278226|и тако съ плачьмь великъмь проважахѹти и. 
240323|въкѹшахѹть|1304|въкушати|Uspenskij sbornik|Life of Feodosij Pečerskij 14|278256|въ сѹботѹ же ти въ недѣлю сочива въкѹшахѹть. 
240367|кѹпꙗхѹ|316|купити|Uspenskij sbornik|Life of Feodosij Pečerskij 14|278259|и тако носꙗще въ градъ продаꙗхѹ и тѣмь жито кѹпꙗхѹ. 
240370|раздѣлꙗхѹть|4741|раздѣляти|Uspenskij sbornik|Life of Feodosij Pečerskij 14|278260|и се раздѣлꙗхѹть да къждо въ нощи свою часть измелꙗшеть на състроѥниѥ хлѣбомъ. 
240387|творꙗахѹ|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 14|278261|таче по томь начатъкъ пѣнию заѹтрьнюѹмѹ творꙗахѹ. 
240418|творꙗахѹть|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 14|278264|и тако вьси въкѹпѣ съшедъше сѧ въ цр҃квь пѣниꙗ часомъ творꙗахѹть. 
240508|поставлꙗше|1427|поставляти|Uspenskij sbornik|Life of Feodosij Pečerskij 14|278270|и братии же на ѡпочители сѹще. бл҃женыи же възьмъ раздѣленоѥ жито и когождо часть измълъ и поставлꙗше на своѥмь мѣстѣ. 
240604|излажааше|1941|излазити|Uspenskij sbornik|Life of Feodosij Pečerskij 14|278277|ти тако пакы ицрк҃ве послѣже всѣхъ излажааше. 
240609|люблꙗхѹти|233|любити|Uspenskij sbornik|Life of Feodosij Pečerskij 14|278278|и сего ради вьси люблꙗхѹти и зѣло и ꙗко оц҃а имѧхѹти и зѣло дивꙗще сꙗ съмѣрению ѥго и покорению ⁘⁓ 
240715|съмѣрꙗше|2070|съмѣряти|Uspenskij sbornik|Life of Feodosij Pečerskij 16|278283|тѣмь же съмѣрꙗше сꙗ мьнии всѣхъ сꙗ творꙗ и всѣмъ слѹжа. и собою образъ вьсѣмъ даꙗ и на дѣло преже всѣхъ исходꙗ. и въ чинѹ ст҃ыꙗ литургиꙗ. 
240905|помышлꙗше|801|помышляти|Uspenskij sbornik|Life of Feodosij Pečerskij 17|278294|бл҃женыи же сице помышлꙗше 
241211|искѹшашети|1916|искушати|Uspenskij sbornik|Life of Feodosij Pečerskij 18|278314|и тако пакы въ всѣхъ слѹжьбахъ искѹшашети и ти тъгда остригы и оболочашети и въ мантию. 
241231|сподобꙗшети|541|съподобити|Uspenskij sbornik|Life of Feodosij Pečerskij 18|278315|дондеже пакы бѹдꙗше чьрньць искѹсьнъ. житиѥмь чистъмь си. ти тъгда сподобꙗшети и приꙗти ст҃ѹю скимѹ. 
241246|ѿхожаше|697|отъходити|Uspenskij sbornik|Life of Feodosij Pečerskij 18|278316|по вьсꙗ же дн҃и ст҃ыихъ мꙗсопѹщь ст҃ыи оц҃ь нашь ѳеѡдосии. ѿхожаше въ ст҃ѹю свою пещерѹ идеже и чьстьноѥ тѣло ѥго положено бысть. 
241260|затворꙗше|10063|затворяти|Uspenskij sbornik|Life of Feodosij Pečerskij 18|278317|тѹ же затворꙗше сꙗ ѥдинъ до врьбьныꙗ недѣлꙗ. 
241274|прихожааше|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 18|278318|и въ пꙗтъкъ тоꙗ недѣлꙗ въ годъ вечерьнꙗѧ. прихожааше къ братии 
241311|творꙗхѹть|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 18|278320|многѹ же скърбь и мьчатаниѥ зълии дѹси творꙗхѹть ѥмѹ въ пещерѣ тои. ѥще же и раны наносꙗще ѥмѹ ꙗкоже и о ст҃ѣмь и велицѣмь антонии пишеть сѧ. 
241377|молꙗаше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 19|278322|кто бо не почюдить сѧ ѹбо бл҃женѹѹмѹ семѹ ѥже въ такои тьмьнѣ пещерѣ пребываꙗ ѥдинъ мъножьства пълковъ невидимыхъ бѣсовъ не ѹбоꙗ сѧ. нъ крѣпъко стоꙗ ꙗко храбъръ сильнъ б҃а молꙗаше. и г҃а иіс х҃а на помощь себе призывающа 
241565|творѧхѹть|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 19|278331|сице же по многы дн҃и и нощи творѧхѹть ѥмѹ зълии дѹси. ꙗко не дати ѥмѹ ни мало опочинѹти. дондеже бл҃гтию хр҃свою побѣди ꙗ. и възꙗтъ ѿ б҃а власть на нїхъ. ꙗкоже отътолѣ не съмѣти имъ ни прикоснѹти сꙗ ни къ мѣстѹ томѹ идеже бл҃женыи молитвѹ творꙗше. 
241603|творꙗше|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 19|278331|сице же по многы дн҃и и нощи творѧхѹть ѥмѹ зълии дѹси. ꙗко не дати ѥмѹ ни мало опочинѹти. дондеже бл҃гтию хр҃свою побѣди ꙗ. и възꙗтъ ѿ б҃а власть на нїхъ. ꙗкоже отътолѣ не съмѣти имъ ни прикоснѹти сꙗ ни къ мѣстѹ томѹ идеже бл҃женыи молитвѹ творꙗше. 
241616|творꙗахѹ|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 19|278332|се бо пакы бысть пакость творꙗщемъ бѣсомъ въ храмѣ. идеже хлѣбы братиꙗ творꙗахѹ. 
241728|прославꙗше|866|прославляти|Uspenskij sbornik|Life of Feodosij Pečerskij 20|278339|ѥгда бо ѹслышааше кого мл҃твѹ творѧща. ти тъгда ставъ прославꙗше о немь б҃а. 
241756|ѿхожааше|697|отъходити|Uspenskij sbornik|Life of Feodosij Pečerskij 20|278340|ѥгда же ли пакы кого слышааше бесѣдѹюща дъва ли или триѥ съшедъше сꙗ въкѹпѣ. то же тѹ ѹдаривъ своею рѹкою въ двьри ти тако ѿхожааше. назнаменавъ тѣмь свои приходъ. 
241806|поклонꙗше|14363|поклоняти|Uspenskij sbornik|Life of Feodosij Pečerskij 20|278343|аще бо бѹдꙗше братъ льгъкъмь ср҃дцьмь. и теплъ на любъвь бж҃ию. то сии въскорѣ разѹмѣвъ свою винѹ падъ поклонꙗше сꙗ прощениꙗ просѧ отъ него приꙗти. 
241842|ѹтвьрдꙗше|548|утвьрдити|Uspenskij sbornik|Life of Feodosij Pečerskij 20|278344|аще ли бѹдꙗше пакы братъ омрачениѥ бѣсовьскымь ср҃дце покръвено имыи. то сии станꙗше мьнꙗ ѧко о иномь бесѣдѹють. самъ чистъ сꙗ творꙗ дондеже бл҃женыи обличашети и. и епитимиѥю того ѹтвьрдꙗше и отъпѹстꙗше. 
241844|отъпѹстꙗше|408|отъпустити|Uspenskij sbornik|Life of Feodosij Pečerskij 20|278344|аще ли бѹдꙗше пакы братъ омрачениѥ бѣсовьскымь ср҃дце покръвено имыи. то сии станꙗше мьнꙗ ѧко о иномь бесѣдѹють. самъ чистъ сꙗ творꙗ дондеже бл҃женыи обличашети и. и епитимиѥю того ѹтвьрдꙗше и отъпѹстꙗше. 
242187|творꙗаше|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 20|278378|ст҃ыи ѹбо си наставьникъ сице творꙗаше къ симъ и ѹчааше вьсю братию. 
242282|славꙗаше|695|славити|Uspenskij sbornik|Life of Feodosij Pečerskij 20|278384|и ꙗко же чюдꙗ сꙗ ѥмѹ славꙗаше бога глаголꙗ. 
242327|прихожаахѹ|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 21|278388|тѣмь же ѹбо слышаще кнꙗзи и болꙗре доброѥ ихъ житиѥ. прихожаахѹ къ великѹѹмѹ ѳеѡдосию исповѣдающе томѹ грѣхы своꙗ. иже великѹ пользѹ приимъше бо ѿ того отъхожаахѹ. 
242342|отъхожаахѹ|697|отъходити|Uspenskij sbornik|Life of Feodosij Pečerskij 21|278388|тѣмь же ѹбо слышаще кнꙗзи и болꙗре доброѥ ихъ житиѥ. прихожаахѹ къ великѹѹмѹ ѳеѡдосию исповѣдающе томѹ грѣхы своꙗ. иже великѹ пользѹ приимъше бо ѿ того отъхожаахѹ. 
242346|приношаахѹ|720|приносити|Uspenskij sbornik|Life of Feodosij Pečerskij 21|278389|ти тако пакы приношаахѹ ѥмѹ нѣчьто мало отъ имѣнии своихъ на ѹтѣшениѥ братии. на състроѥниѥ манастырю своѥмѹ. 
242371|люблꙗаше|233|любити|Uspenskij sbornik|Life of Feodosij Pečerskij 21|278391|наипаче же зѣло люблꙗаше блж҃енааго хо҃любивыи кнꙗзь изѧславъ. предьржаи тъгда столъ оц҃а своѥго и часто же и призывааше къ собѣ. 
242392|прихожааше|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 21|278392|мъножицею же и самъ прихожааше к немѹ. и тако дх҃овьныихъ тѣхъ словесъ насыщаше сѧ. и отъхожааше. 
242400|насыщаше|2012|насыщати|Uspenskij sbornik|Life of Feodosij Pečerskij 21|278392|мъножицею же и самъ прихожааше к немѹ. и тако дх҃овьныихъ тѣхъ словесъ насыщаше сѧ. и отъхожааше. 
242403|отъхожааше|697|отъходити|Uspenskij sbornik|Life of Feodosij Pečerskij 21|278392|мъножицею же и самъ прихожааше к немѹ. и тако дх҃овьныихъ тѣхъ словесъ насыщаше сѧ. и отъхожааше. 
242479|распѹстꙗше|2368|распустити|Uspenskij sbornik|Life of Feodosij Pečerskij 22|278396|ѥгда хотꙗше поѣхати къ бл҃женѹѹмѹ. тъгда распѹстꙗше всꙗ болꙗры въ домы своꙗ. нъ тъкмо съ шестию или съ пꙗтию отрокъ. прихожааше къ немѹ. 
242493|прихожааше|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 22|278396|ѥгда хотꙗше поѣхати къ бл҃женѹѹмѹ. тъгда распѹстꙗше всꙗ болꙗры въ домы своꙗ. нъ тъкмо съ шестию или съ пꙗтию отрокъ. прихожааше къ немѹ. 
242798|насыщаше|2012|насыщати|Uspenskij sbornik|Life of Feodosij Pečerskij 22|278423|ти тако холюбивыи кнꙗзь насыщаше сꙗ медоточьныихъ тѣхъ словесъ. и иже исхожаахѹ ѿ ѹстъ прп҃дбьнааго оц҃а нашего ѳеѡдосиꙗ. 
242805|исхожаахѹ|603|исходити|Uspenskij sbornik|Life of Feodosij Pečerskij 22|278423|ти тако холюбивыи кнꙗзь насыщаше сꙗ медоточьныихъ тѣхъ словесъ. и иже исхожаахѹ ѿ ѹстъ прп҃дбьнааго оц҃а нашего ѳеѡдосиꙗ. 
242847|творꙗаше|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 22|278428|и творꙗаше всꙗ повелѣнаꙗ ѥмѹ отъ великааго оц҃а нашего ѳеѡдосиꙗ. 
243148|молꙗшети|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 23|278447|по сихъ же молꙗшети и сты҃и ѳеодосии не отьлѹчити сꙗ ѥмѹ ѿ него. дондеже ѥста въ плъти. 
243232|люблꙗшети|233|любити|Uspenskij sbornik|Life of Feodosij Pečerskij 23|278453|зѣло же люблꙗшети и богодъхновеныи ѳеѡдосии. 
243390|исхожааше|603|исходити|Uspenskij sbornik|Life of Feodosij Pečerskij 24|278464|ѥще же въ пещьницю часто исхожааше. 
243394|веселꙗше|782|веселити|Uspenskij sbornik|Life of Feodosij Pečerskij 24|278465|и съ пекѹщими веселꙗше сꙗ дх҃ъмь 
243398|мѣшааше|3781|мѣшати|Uspenskij sbornik|Life of Feodosij Pečerskij 24|278466|тѣсто мѣшааше и хлѣбы пека. 
243643|съмѣрꙗше|2070|съмѣряти|Uspenskij sbornik|Life of Feodosij Pečerskij 25|278484|тѣмь же на таковоѥ подвизаниѥ възираꙗ. съмѣрꙗше сꙗ послѣдьнии сꙗ вьсѣхъ творꙗ. и слѹжьбьникъ и собою вьсѣмъ образъ даꙗ. на дѣло же преже вьсѣхъ исходꙗ и въ цр҃кви же преже вьсѣхъ обрѣтаꙗ сꙗ. и послѣже вьсѣхъ излазѧ. 
243790|веселꙗше|782|веселити|Uspenskij sbornik|Life of Feodosij Pečerskij 25|278493|блж҃енѹѹмѹ же си съ радостию вьсꙗ приимающю ѹкоризнѹ ихъ. имѣꙗ ѹбо присно на памꙗти слово гн҃е. и тѣмь ѹтѣшаꙗ веселꙗше сꙗ. 
243978|трѹдꙗаше|1611|трудити|Uspenskij sbornik|Life of Feodosij Pečerskij 26|278506|и ѥгда же въздрѣмааше сꙗ тъгда же съсѣдъ текъ идꙗаше въскраи конꙗ. дондеже трѹдꙗаше сѧ 
244405|ꙗвлꙗхѹть|749|являти|Uspenskij sbornik|Life of Feodosij Pečerskij 26|278536|и тако ѿбеже отъ мене страхъ тъ. ꙗко же отъ того часа не боꙗти ми сꙗ ихъ. аще предъ очима моима ꙗвлꙗхѹть ми сѧ. 
244423|ѿпѹщааше|2291|отъпущати|Uspenskij sbornik|Life of Feodosij Pečerskij 26|278538|и тако ѿпѹщааше ꙗ радѹюща сꙗ и славꙗ бога. о таковѣмь наказании. доблꙗаго наставьника и ѹчителꙗ ихъ. 
244452|творꙗхѹ|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 26|278540|многѹ ми пакость творꙗхѹ въ келии зълии бѣси. 
244497|творꙗхѹть|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 26|278544|и тако по всꙗ нощи творꙗхѹть ѥмѹ. 
244522|молѧшети|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 26|278546|и хотꙗ отъити отъ мѣста того въ инѹ келию. тоже бл҃женыи молѧшети и глаголꙗ 
245282|молꙗше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 27|278610|томѹ же нѣколи болꙗщю и при коньци ѹже сыи. молꙗше сꙗ богѹ съ сльзами гл҃ꙗ. 
245754|исхожаше|603|исходити|Uspenskij sbornik|Life of Feodosij Pečerskij 27|278644|и видѣша свѣтъ пречюдьнъ въ црк҃ви сѹщь и блг҃оѹханиѥ исхожаше отъ цр҃кве. 
246115|приходѧше|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 28|278670|и ѿтолѣ часто приходѧше къ нѥмѹ. и насыщаꙗ сѧ ѿ нѥго дх҃овьныихъ тѣхъ словесъ. 
246265|исхожааше|603|исходити|Uspenskij sbornik|Life of Feodosij Pečerskij 28|278682|и гл҃ас ѿ нѥꙗ исхожааше сице. 
246444|прихожааше|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 28|278698|и часто прихожааше къ нѥмѹ 
246457|прихожаахѹ|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 28|278700|и ѥгда же сии прихожаахѹ къ нѥмѹ. то же си и тако по бж҃ьствьнѣмь томь ѹчении. прѣдъставлꙗаше тѣмъ трѧпезѹ. ѿ брашьнъ тѣхъ манастырьскыихъ. хлѣбъ сочиво. и мало рыбъ. 
246469|прѣдъставлꙗаше|13530|прѣдъставляти|Uspenskij sbornik|Life of Feodosij Pečerskij 28|278700|и ѥгда же сии прихожаахѹ къ нѥмѹ. то же си и тако по бж҃ьствьнѣмь томь ѹчении. прѣдъставлꙗаше тѣмъ трѧпезѹ. ѿ брашьнъ тѣхъ манастырьскыихъ. хлѣбъ сочиво. и мало рыбъ. 
246753|хожаше|129|ходити|Uspenskij sbornik|Life of Feodosij Pečerskij 28|278723|тѣмь же и тако сего ради многашьды хожаше по келиꙗмъ ѹченикъ своихъ. 
246983|възвратѧше|196|възвратити|Uspenskij sbornik|Life of Feodosij Pečerskij 29|278738|и тако же по вьсѧ дьни прѣбываше плача и молѧ б҃а ѥго ради. донъдеже братъ тъ възвратѧше сѧ въспѧть. 
247026|ѿпѹстѧаше|408|отъпустити|Uspenskij sbornik|Life of Feodosij Pečerskij 29|278741|си и ина многа гла҃въ. ѹтѣшивъ того ѿпѹстѧаше въ келию ѥго съ миръмь ⁘ 
247090|молѧше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 30|278746|и молѧше сѧ плачьмь б҃а о нѥмь просѧ тьрьпѣниꙗ ѥмѹ ⁘ 
247251|къръмлꙗше|537|кърмити|Uspenskij sbornik|Life of Feodosij Pečerskij 31|278760|къръмлꙗше и напаꙗꙗ не престаꙗше. 
247263|наводѧше|1764|наводити|Uspenskij sbornik|Life of Feodosij Pečerskij 31|278761|тѣмь же и мъногы на божии разѹмъ наводѧше. и къ нб҃сьномѹ цр҃ствию направлѧше. 
247268|направлѧше|3111|направляти|Uspenskij sbornik|Life of Feodosij Pečerskij 31|278761|тѣмь же и мъногы на божии разѹмъ наводѧше. и къ нб҃сьномѹ цр҃ствию направлѧше. 
247370|молѧше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 31|278774|и блаженыи молѧше б҃а о сихъ ⁘ 
247613|жалѧаше|1951|жалити|Uspenskij sbornik|Life of Feodosij Pečerskij 34|278793|аще бо видѧше нища или ѹбога въ скърьби сѹща и въ одежи хѹдѣ. жалѧаше си ѥго ради и вельми тѹжаше о семь. и съ плачьмь того миновааше ⁘ 
247715|ношаше|496|носити|Uspenskij sbornik|Life of Feodosij Pečerskij 36|278801|и тѹ абиѥ блаженыи призъвавъ строителꙗ цр҃квьнаго. повелѣ налиꙗти вина юже ношаше викию и дати ѥмѹ. 
248087|творѧаше|101|творити|Uspenskij sbornik|Life of Feodosij Pečerskij 39|278836|сицимь же образъмь творѧаше. ѥже аще слышаше коѥ дѣло творимо. бл҃гословлению пьрвоѥ не възѧтѹ бывъшю. 
249606|молѧше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 47|278943|тѣмь же по вьсѧ нощи молѧше сѧ къ бѹ҃ съ сльзами о стадѣ своѥмь гл҃ꙗ ⁘ 
249908|ꙗвлѧше|749|являти|Uspenskij sbornik|Life of Feodosij Pečerskij 49|278962|сии же тако пламень тъ ꙗвлѧше сѧ томѹ. ꙗко дѹга стоꙗ ѥдинѣмь коньцьмь на вьрьхѹ цр҃къвьнѣмь. таче и дрѹгыимь на нареченѣмь мѣстѣ. донъдеже томѹ заѣхавъшю за горѹ не видѣти того. 
250156|съмотрѧхȣ|521|съмотрити|Uspenskij sbornik|Life of Feodosij Pečerskij 52|278979|и ишьдъше исъ храмъ и на высоцѣ мѣстѣ ставъше съмотрѧхȣ гласа того. 
250182|носѧхѹ|496|носити|Uspenskij sbornik|Life of Feodosij Pečerskij 52|278983|носѧхѹ же прѣди иконѹ ст҃ыꙗ бц҃ѧ. 
250222|възвращахѹ|1506|възвращати|Uspenskij sbornik|Life of Feodosij Pečerskij 52|278987|таче дошьдъше мѣста того. тѹ же пѣниѥ и мл҃твѹ сътворьше възвращахѹ сѧ въспѧть. 
250342|исхожааше|603|исходити|Uspenskij sbornik|Life of Feodosij Pečerskij 53|278993|се бо и сиць обычаи имѧше блаженыи. ꙗкоже многашьды въ нощи въстаꙗ. и отаи вьсѣхъ исхожааше къ жидомъ. и тѣхъ еже о х҃ѣ прѣпираꙗ корѧ же и досажаꙗ тѣмъ. и ꙗко ѿметьникы и безаконьникы тѣхъ нарицѧꙗ. 
250399|ѿходѧаше|697|отъходити|Uspenskij sbornik|Life of Feodosij Pečerskij 54|278995|и се же ꙗкоже бѣ отъходѧ въ постьныꙗ дн҃и въ прѣжѣ реченѹю пещерѹ. и ѿтѹдѹ пакы многашьды ꙗкоже того не вѣдѹщю никомѹже. въ нощи въставъ и бѹ҃ того съблюдающю ѿходѧаше ѥдинъ на село манастырьско. 
250442|излазѧаше|1941|излазити|Uspenskij sbornik|Life of Feodosij Pečerskij 54|278998|и ѿтѹда въ пѧтъкъ вьрьбьныѧ нед҃лѧ къ братии излазѧаше. ꙗкоже тѣмъ мьнѣти. тѹ ѥмѹ прѣбывъшю въ постьныꙗ дн҃и ⁘ 
251013|молѧахѹ|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 60|279035|и молѧахѹ блаженааго остати сѧ и не обличати ѥго ⁘ 
251036|молѧхѹть|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 61|279036|тоже тако же и ѿ болꙗръ мънози приходѧще. повѣдахѹть ѥмѹ гнѣвъ кнѧжь на того сѹщь. и молѧхѹть и не сѹпротивити сѧ ѥмѹ. 
251460|приходѧше|244|приходити|Uspenskij sbornik|Life of Feodosij Pečerskij 67|279067|и ѿтолѣ часто приходѧше къ немѹ. 
251479|исходѧахѹть|603|исходити|Uspenskij sbornik|Life of Feodosij Pečerskij 67|279069|се же сѹть словеса блаженааго. ꙗже исходѧахѹть ѿ медоточьныихъ ѹсть тѣхъ. 
251490|хожаше|129|ходити|Uspenskij sbornik|Life of Feodosij Pečerskij 67|279070|многашьды же великыи ѳеодосии къ томѹ хожаше. 
251602|приставѧше|1084|приставити|Uspenskij sbornik|Life of Feodosij Pečerskij 68|279078|и ѿтолѣ аще коли приставѧше тыꙗ играти. ти слышааше блаженаго пришьдъша. то повелѣвааше тѣмъ прѣстати. ѿ таковыꙗ игры ⁘ 
251620|възвѣстѧхѹть|806|възвѣстити|Uspenskij sbornik|Life of Feodosij Pečerskij 69|279079|многашьды же пакы. ѥгда възвѣстѧхѹть приходъ томѹ блаженаго. тоже тако тъ ишьдъ того сърѣташе радѹꙗ сѧ. прѣдъ двьрьми храмѹ 
252187|ѿпѹщааше|2291|отъпущати|Uspenskij sbornik|Life of Feodosij Pečerskij 76|279112|и съ проста рещи вьсѧ приходѧщаꙗ ѹча и ѹтѣшаꙗ ѿпѹщааше. ѹбогыимъ же подаваꙗ ѥже на потрѣбѹ и на пищю тѣ҃м ⁘ 
252270|прославлѧше|866|прославляти|Uspenskij sbornik|Life of Feodosij Pečerskij 77|279118|онъ же и о томь не поскърьбѣ нъ бѣ радѹꙗ сѧ о порѹгании своѥмь. и о ѹкоризнѣ. и вельми веселѧ сѧ б҃а о томь прославлѧше. 
252483|чьстѧхѹ|2048|чьстити|Uspenskij sbornik|Life of Feodosij Pečerskij 79|279138|не бо ѥго чьстѧхѹ чьстьныихъ ради пърътъ или свѣтьлыꙗ одежа или имѣниꙗ ради мъногаго. нъ чистаго ѥго ради житиꙗ и свѣтьлыꙗ дш҃а. и поѹчениѥ того многыихъ. ꙗже кыпѧхѹть сты҃мь дх҃ъмь ѿ ѹстъ ѥго ⁘ 
252535|ходѧше|129|ходити|Uspenskij sbornik|Life of Feodosij Pečerskij 80|279141|и тако тѣмь величаѧ сѧ ходѧше. и житиѥмь бо҃ѹгодьно поживъ ⁘ 
253286|испѹщаахѹ|7002|испущати|Uspenskij sbornik|Life of Feodosij Pečerskij 89|279197|си же слышавъше братиꙗ ѿ ѹсть ст҃го оц҃ѧ. плачь и сльзы изъ очию испѹщаахѹ ⁘ 
253427|съмотрѧше|521|съмотрити|Uspenskij sbornik|Life of Feodosij Pečerskij 91|279207|ѥдинъ же ѿ братиѣ иже вьсегда слѹжааше ѥмѹ. малѹ сътворь скважьню съмотрѧше ѥю. 
