2387,привалити,V-,пріваліті
2388,ароматъ,Nb,ароматъ
2389,заоутра,Df,заоутра
2390,иде,Dq,іде
2391,трепетъ,Nb,трепетъ
2392,послѣдьствовати,V-,послѣдьствоваті
2393,врѣдити,V-,врѣдіті
2394,вьсѫдѣ,Df,вьсѫдѣ
2395,поспѣшьствовати,V-,поспѣшьствоваті
2396,оутврьждати,V-,оутврьждаті
2397,чинити,V-,чініті
2398,повѣсть,Nb,повѣсть
2399,извѣстовати,V-,ізвѣстоваті
2400,самовидьць,Nb,самовідьць
2401,испрьва,Df,іспрьва
2402,славьнъ,A-,славьнъ
2403,ѳеофилъ,Ne,ѳеофілъ
2404,оутврьждениѥ,Nb,оутврьжденіе
2405,ефимериꙗ,Nb,ефімеріѣ
2406,авиань,A-,авіань
2407,аронь,A-,аронь
2408,елисаветь,Ne,елісаветь
2409,оправьданиѥ,Nb,оправьданіе
2410,порокъ,Nb,порокъ
2411,неплодꙑ,Nb,неплодъі
2412,заматорѣти,V-,заматорѣті
2413,чрѣда,Nb,чрѣда
2414,иѥреискъ,A-,іереіскъ
2415,покадити,V-,покадіті
2416,годъ,Nb,годъ
2417,тьмиꙗнъ,Nb,тьміѣнъ
2418,кадильнъ,A-,кадільнъ
2419,веселиѥ,Nb,веселіе
2420,сикера,Nb,сікера
2421,илиинъ,A-,іліінъ
2422,гавриилъ,Ne,гавріілъ
2423,прѣстоꙗти,V-,прѣстоѣті
2424,благовѣстити,V-,благовѣстіті
2425,жьдати,V-,жьдаті
2426,помавати,V-,помаваті
2427,зачѧти,V-,зачѧті
2428,таꙗти,V-,таѣті
2429,поношениѥ,Nb,поношеніе
2430,обрѫчити,V-,обрѫчіті
2431,благодатьнъ,A-,благодатьнъ
2432,каковъ,Pi,каковъ
2433,благодать,Nb,благодать
2434,въцѣсарити,V-,въцѣсаріті
2435,иде,Df,іде
2436,наити,V-,наіті
2437,осѣнити,V-,осѣніті
2438,ѫжика,Nb,ѫжіка
2439,старость,Nb,старость
2440,изнемощи,V-,ізнемошті
2441,раба,Nb,раба
2442,июдовъ,A-,іюдовъ
2443,захариинъ,A-,захаріінъ
2444,възиграти,V-,възіграті
2445,ѫтроба,Nb,ѫтроба
2446,радоща,Nb,радошта
2447,съврьшениѥ,Nb,съврьшеніе
2448,величити,V-,велічіті
2449,съмѣрѥниѥ,Nb,съмѣреніе
2450,блажити,V-,блажіті
2451,величиѥ,Nb,велічіе
2452,сильнъ,A-,сільнъ
2453,мꙑшьца,Nb,мъішьца
2454,гръдъ,A-,гръдъ
2455,низъложити,V-,нізъложіті
2456,богатити,V-,богатіті
2457,възвеличити,V-,възвелічіті
2458,осмъ,Mo,осмъ
2459,обрѣзати#1,V-,обрѣзаті#1
2460,дъщица,Nb,дъштіца
2461,повѣдати,V-,повѣдаті
2462,рогъ,Nb,рогъ
2463,прѣподобиѥ,Nb,прѣподобіе
2464,милосрьдиѥ,Nb,мілосрьдіе
2465,направити,V-,направіті
2466,мирьнъ,A-,мірьнъ
2467,крѣпити,V-,крѣпіті
2468,авгостъ,Ne,авгостъ
2469,оуселѥнаꙗ,Nb,оуселенаѣ
2470,сѵриꙗ,Ne,суріѣ
2471,кѵринии,Ne,курініі
2472,назаретьскъ,A-,назаретьскъ
2473,витьлеемъ,Ne,вітьлеемъ
2474,прьвѣньць,Nb,прьвѣньць
2475,повити,V-,повіті
2476,ꙗсли,Nb,ѣслі
2477,благовѣщати,V-,благовѣштаті
2478,хвалити,V-,хваліті
2479,благоволѥниѥ,Nb,благоволеніе
2480,подвигнѫти,V-,подвігнѫті
2481,сълагати,V-,сълагаті
2482,разврьзати,V-,разврьзаті
2483,ложесна,Nb,ложесна
2484,кагръличищь,Nb,кагрълічішть
2485,голѫбинъ,A-,голѫбінъ
2486,сѵмеонъ,Ne,сумеонъ
2487,чьстивъ,A-,чьстівъ
2488,оутѣха,Nb,оутѣха
2489,законьнъ,A-,законьнъ
2490,окръвениѥ,Nb,окръвеніе
2491,падениѥ,Nb,паденіе
2492,въстаниѥ,Nb,въстаніе
2493,прѣрочьнъ,A-,прѣрочьнъ
2494,анна#2,Ne,анна#2
2495,пророчица,Nb,пророчіца
2496,фаноуилѥвъ,A-,фаноуілевъ
2497,асѵровъ,A-,асуровъ
2498,дѣвьство,Nb,дѣвьство
2499,вьдова,Nb,вьдова
2500,испльнꙗти,V-,іспльнѣті
2501,коньчати,V-,коньчаті
2502,възвращати,V-,възвраштаті
2503,дроужина,Nb,дроужіна
2504,знаниѥ,Nb,знаніе
2505,повиновати,V-,повіноваті
2506,спѣти,V-,спѣті
2507,пѧтъ,Mo,пѧтъ
2508,владꙑчьство,Nb,владъічьство
2509,тиверии,Ne,тіверіі
2510,четврьтовластьствовати,V-,четврьтовластьствоваті
2511,итоуриꙗ,Ne,ітоуріѣ
2512,трахонитьскъ,A-,трахонітьскъ
2513,лѵсании,Ne,лусаніі
2514,авилиниꙗ,Ne,авілініѣ
2515,анна#1,Ne,анна#1
2516,дьбрь,Nb,дьбрь
2517,хлъмъ,Nb,хлъмъ
2518,стръпътьнъ,A-,стръпътьнъ
2519,остръ,A-,остръ
2520,гладъкъ,A-,гладъкъ
2521,начинати,V-,начінаті
2522,секꙑра,Nb,секъіра
2523,оклеветати,V-,оклеветаті
2524,довольнъ,A-,довольнъ
2525,оброкъ,Nb,оброкъ
2526,лопата,Nb,лопата
2527,потрѣбити,V-,потрѣбіті
2528,гоумьно,Nb,гоумьно
2529,плѣва,Nb,плѣва
2530,оутѣшати,V-,оутѣшаті
2531,благовѣстьствовати,V-,благовѣстьствоваті
2532,четврьтовластьникъ,Nb,четврьтовластьнікъ
2533,обличати,V-,облічаті
2534,тѣлесьнъ,A-,тѣлесьнъ
2535,иосифовъ,A-,іосіфовъ
2536,илиѥвъ,A-,іліевъ
2537,маттатовъ,A-,маттатовъ
2538,левьгиинъ,A-,левьгіінъ
2539,мельхиѥвъ,A-,мельхіевъ
2540,ианнѣѥвъ,A-,іаннѣевъ
2541,маттатиѥвъ,A-,маттатіевъ
2542,амосовъ,A-,амосовъ
2543,наоумовъ,A-,наоумовъ
2544,еслимовъ,A-,еслімовъ
2545,наанꙉеовъ,A-,наангеовъ
2546,маатовъ,A-,маатовъ
2547,семеиновъ,A-,семеіновъ
2548,июдинъ,A-,іюдінъ
2549,иоанаѥвъ,A-,іоанаевъ
2550,рисиѥвъ,A-,рісіевъ
2551,зоровавелѥвъ,A-,зоровавелевъ
2552,салатилѥвъ,A-,салатілевъ
2553,нириѥвъ,A-,ніріевъ
2554,адъдиѥвъ,A-,адъдіевъ
2555,косамовъ,A-,косамовъ
2556,елмодановъ,A-,елмодановъ
2557,ировъ,A-,іровъ
2558,елиѥзоровъ,A-,еліезоровъ
2559,иоарамовъ,A-,іоарамовъ
2560,сѵмеоновъ,A-,сумеоновъ
2561,иоананѥвъ,A-,іоананевъ
2562,елиакимовъ,A-,еліакімовъ
2563,мелеанновъ,A-,мелеанновъ
2564,маинановъ,A-,маінановъ
2565,маттатаѥвъ,A-,маттатаевъ
2566,натановъ,A-,натановъ
2567,иѥсеовъ,A-,іесеовъ
2568,овидовъ,A-,овідовъ
2569,воозовъ,A-,воозовъ
2570,салмоновъ,A-,салмоновъ
2571,наасоновъ,A-,наасоновъ
2572,аминадавовъ,A-,амінадавовъ
2573,арамовъ,A-,арамовъ
2574,есромовъ,A-,есромовъ
2575,фаресовъ,A-,фаресовъ
2576,иꙗкововъ,A-,іѣкововъ
2577,авраамовъ,A-,авраамовъ
2578,тарань,A-,тарань
2579,нахоровъ,A-,нахоровъ
2580,сероуховъ,A-,сероуховъ
2581,рагавовъ,A-,рагавовъ
2582,фалековъ,A-,фалековъ
2583,еверовъ,A-,еверовъ
2584,салань,A-,салань
2585,каинановъ,A-,каінановъ
2586,арфаксадовъ,A-,арфаксадовъ
2587,симовъ,A-,сімовъ
2588,ламеховъ,A-,ламеховъ
2589,матоусаль,A-,матоусаль
2590,еноховъ,A-,еноховъ
2591,иаредовъ,A-,іаредовъ
2592,малелеилѥвъ,A-,малелеілевъ
2593,каиновъ,A-,каіновъ
2594,еносовъ,A-,еносовъ
2595,ситовъ,A-,сітовъ
2596,адамовъ,A-,адамовъ
2597,прѣтъкнѫти,V-,прѣтъкнѫті
2598,искоушениѥ,Nb,іскоушеніе
2599,доуховьнъ,A-,доуховьнъ
2600,въспитѣти,V-,въспітѣті
2601,разгънѫти,V-,разгънѫті
2602,плѣньникъ,Nb,плѣньнікъ
2603,прозьрѣниѥ,Nb,прозьрѣніе
2604,отърада,Nb,отърада
2605,приѩтъ,A-,пріѧтъ
2606,съгънѫти,V-,съгънѫті
2607,пьсаниѥ,Nb,пьсаніе
2608,вьсꙗко,Df,вьсѣко
2609,никоторꙑиже,Px,нікоторъііже
2610,приѩтьнъ,A-,пріѧтьнъ
2611,сарефта,Ne,сарефта
2612,елисеи,Ne,елісеі
2613,нееманъ,Ne,нееманъ
2614,ꙗрость,Nb,ѣрость
2615,врьхъ,Nb,врьхъ
2616,низъринѫти,V-,нізърінѫті
2617,прѣмльчати,V-,прѣмльчаті
2618,никакоже,Df,нікакоже
2619,шоумъ,Nb,шоумъ
2620,симонь,A-,сімонь
2621,одрьжати,V-,одрьжаті
2622,запрѣщати,V-,запрѣштаті
2623,належати,V-,належаті
2624,ѥзеро,Nb,езеро
2625,корабиць,Nb,корабіць
2626,рꙑбитвъ,Nb,ръібітвъ
2627,плакати#2,V-,плакаті#2
2628,отъстѫпити,V-,отъстѫпіті
2629,възѣхати,V-,възѣхаті
2630,ловитва,Nb,ловітва
2631,троудити,V-,троудіті
2632,протрьѕати,V-,протрьзаті
2633,причѧстьникъ,Nb,прічѧстьнікъ
2634,погрѫжати,V-,погрѫжаті
2635,ловити,V-,ловіті
2636,извести#2,V-,ізвесті#2
2637,соухо,Nb,соухо
2638,прокажениѥ,Nb,прокаженіе
2639,сънимати,V-,съніматі
2640,вънести,V-,вънесті
2641,кѫдоу,Du,кѫдоу
2642,възлѣсти,V-,възлѣсті
2643,скѫдьль,Nb,скѫдьль
2644,низъвѣсити,V-,нізъвѣсіті
2645,чрѣждениѥ,Nb,чрѣжденіе
2646,чѧсто,Df,чѧсто
2647,въторопрьвъ,A-,въторопрьвъ
2648,въстрьѕати,V-,въстрьзаті
2649,истирати,V-,істіраті
2650,назьрѣти,V-,назьрѣті
2651,пригласити,V-,прігласіті
2652,именовати,V-,іменоваті
2653,зилотъ,Ne,зілотъ
2654,прѣдатель,Nb,прѣдатель
2655,въсмиꙗти,V-,въсміѣті
2656,пронести,V-,пронесті
2657,смиꙗти,V-,сміѣті
2658,въздрꙑдати,V-,въздръідаті
2659,подаꙗти,V-,подаѣті
2660,отьмати,V-,отьматі
2661,истѧѕати#1,V-,істѧзаті#1
2662,благотворити,V-,благотворіті
2663,заимъ,Nb,заімъ
2664,невъзблагодатьнъ,A-,невъзблагодатьнъ
2665,натъкати,V-,натъкаті
2666,потрѫсьнъ,A-,потрѫсьнъ
2667,прѣлиꙗти,V-,прѣліѣті
2668,лоно,Nb,лоно
2669,чесати,V-,чесаті
2670,основаниѥ,Nb,основаніе
2671,наводиѥ,Nb,наводіе
2672,приразити,V-,пріразіті
2673,тъщьно,Df,тъштьно
2674,недалече,Df,недалече
2675,властель,Nb,властель
2676,оучинити,V-,оучініті
2677,наинъ,Ne,наінъ
2678,иночѧдъ,A-,іночѧдъ
2679,вѣстьникъ,Nb,вѣстьнікъ
2680,отрочищь,Nb,отрочішть
2681,приглашати,V-,пріглашаті
2682,фарисеовъ,A-,фарісеовъ
2683,грѣшьница,Nb,грѣшьніца
2684,мочити,V-,мочіті
2685,отирати,V-,отіраті
2686,заимодавьць,Nb,заімодавьць
2687,динарь,Nb,дінарь
2688,правѣ,Df,правѣ
2689,отрьти,V-,отрьті
2690,лобъзаниѥ,Nb,лобъзаніе
2691,отънѥли,G-,отънелі
2692,мѵра,Nb,мура
2693,мьньшьми,Df,мьньшьмі
2694,иоанна,Ne,іоанна
2695,хоузань,A-,хоузань
2696,соусана,Ne,соусана
2697,влага,Nb,влага
2698,сътократицеѭ,Df,сътократіцеѭ
2699,имати,V-,іматі
2700,остѫпати,V-,остѫпаті
2701,житиискъ,A-,жітііскъ
2702,трьпѣниѥ,Nb,трьпѣніе
2703,въжещи,V-,въжешті
2704,подълагати,V-,подълагаті
2705,бесѣдовати,V-,бесѣдоваті
2706,въꙗхати,V-,въѣхаті
2707,ꙗхати,V-,ѣхаті
2708,оусънѫти,V-,оусънѫті
2709,исконьчавати,V-,ісконьчаваті
2710,вльнѥниѥ,Nb,вльненіе
2711,водьнъ,A-,водьнъ
2712,въсхꙑщати,V-,въсхъіштаті
2713,вѧзати,V-,вѧзаті
2714,бездъна,Nb,бездъна
2715,истонѫти,V-,істонѫті
2716,издаꙗти,V-,іздаѣті
2717,токъ,Nb,токъ
2718,оутѣщати,V-,оутѣштаті
2719,гнести,V-,гнесті
2720,нѣкъто,Px,нѣкъто
2721,съзъвати,V-,съзъваті
2722,вьсѫдоу,Df,вьсѫдоу
2723,четврьтовластьць,Nb,четврьтовластьць
2724,недомꙑшлꙗти,V-,недомъішлѣті
2725,нѣкꙑи,Px,нѣкъіі
2726,ицѣлѥниѥ,Nb,іцѣленіе
2727,прѣкланꙗти,V-,прѣкланѣті
2728,съломити,V-,съломіті
2729,дъва на десѧте,Ma,дъванадесѧте
2730,блисцати,V-,блісцаті
2731,отѧгъчити,V-,отѧгъчіті
2732,оубоудити,V-,оубоудіті
2733,слоушати,V-,слоушаті
2734,прикрꙑти,V-,прікръіті
2735,съконьчавати,V-,съконьчаваті
2736,въсхождениѥ,Nb,въсхожденіе
2737,самарѣньскъ,A-,самарѣньскъ
2738,поꙗсти,V-,поѣсті
2739,къде,Dq,къде
2740,възвѣщати,V-,възвѣштаті
2741,рало,Nb,рало
2742,оуправити,V-,оуправіті
2743,вълагалище,Nb,вълагаліште
2744,отътрѧсати,V-,отътрѧсаті
2745,содомлꙗнинъ,Nb,содомлѣнінъ
2746,низъвести,V-,нізъвесті
2747,отъмѣтати,V-,отъмѣтаті
2748,настѫпати,V-,настѫпаті
2749,скоръпии,Nb,скоръпіі
2750,ꙗзва,Nb,ѣзва
2751,ѥлѣ,Df,елѣ
2752,приключаи,Nb,пріключаі
2753,левьгитъ,Nb,левьгітъ
2754,обѧзати,V-,обѧзаті
2755,строупъ,Nb,строупъ
2756,скотъ,Nb,скотъ
2757,гостиница,Nb,гостініца
2758,прилежати,V-,прілежаті
2759,гостиньникъ,Nb,гостіньнікъ
2760,прииждити,V-,прііждіті
2761,маръта,Ne,маръта
2762,радити,V-,радіті
2763,потрѣба,Nb,потрѣба
2764,насѫщьнъ,A-,насѫштьнъ
2765,троудъ,Nb,троудъ
2766,безочьство,Nb,безочьство
2767,аице,Nb,аіце
2768,оуорѫжити,V-,оуорѫжіті
2769,побѣдити,V-,побѣдіті
2770,користь,Nb,корість
2771,раздаꙗти,V-,раздаѣті
2772,безводьнъ,A-,безводьнъ
2773,съсьць,Nb,съсьць
2774,ниневьгитъ,Nb,ніневьгітъ
2775,цѣсарица,Nb,цѣсаріца
2776,южьскъ,A-,южьскъ
2777,соломонь,A-,соломонь
2778,съкровъ,Nb,съкровъ
2779,блисцаниѥ,Nb,блісцаніе
2780,просвѣщати,V-,просвѣштаті
2781,обѣдовати,V-,обѣдоваті
2782,прьвѣе,R-,прьвѣе
2783,безоумьнъ,A-,безоумьнъ
2784,десѧтина,Nb,десѧтіна
2785,пиганъ,Nb,піганъ
2786,прѣдъсѣданиѥ,Nb,прѣдъсѣданіе
2787,досаждати,V-,досаждаті
2788,накладати,V-,накладаті
2789,мьстити,V-,мьстіті
2790,разоумѣниѥ,Nb,разоумѣніе
2791,прѣстаꙗти,V-,прѣстаѣті
2792,лаꙗти,V-,лаѣті
2793,оуловити,V-,оуловіті
2794,тьма#2,Nb,тьма#2
2795,попирати,V-,попіраті
2796,таилище,Nb,таіліште
2797,оубиѥниѥ,Nb,оубіеніе
2798,соулѣи,A-,соулѣі
2799,владꙑчьствиѥ,Nb,владъічьствіе
2800,дѣлитель,Nb,дѣлітель
2801,лихоимьствиѥ,Nb,ліхоімьствіе
2802,оугобьѕити,V-,оугобьзіті
2803,нива,Nb,ніва
2804,жито,Nb,жіто
2805,богатѣти,V-,богатѣті
2806,вранъ,Nb,вранъ
2807,възносити,V-,възносіті
2808,ветъшати,V-,ветъшаті
2809,скѫдѣти,V-,скѫдѣті
2810,прѣпоꙗсати,V-,прѣпоѣсаті
2811,горѣти,V-,горѣті
2812,тлъкнѫти,V-,тлъкнѫті
2813,подъкопати,V-,подъкопаті
2814,челѣдь,Nb,челѣдь
2815,житомѣрѥниѥ,Nb,жітомѣреніе
2816,оупивати,V-,оупіваті
2817,малꙑ,Df,малъі
2818,изискати,V-,ізіскаті
2819,възгорѣти,V-,възгорѣті
2820,раздѣлѥниѥ,Nb,раздѣленіе
2821,тѫча,Nb,тѫча
2822,югъ,Nb,югъ
2823,доухати,V-,доухаті
2824,дѣланиѥ,Nb,дѣланіе
2825,привлѣщи,V-,прівлѣшті
2826,тръхъть,Nb,тръхъть
2827,галилеи,Nb,галілеі
2828,силоуамьскъ,A-,сілоуамьскъ
2829,винарь,Nb,вінарь
2830,посѣщи,V-,посѣшті
2831,опражнꙗти,V-,опражнѣті
2832,окопати,V-,окопаті
2833,осꙑпати,V-,осъіпаті
2834,гнои,Nb,гноі
2835,сълѫкъ,A-,сълѫкъ
2836,въсклонити,V-,въсклоніті
2837,волъ,Nb,волъ
2838,осьлъ,Nb,осьлъ
2839,стꙑдѣти,V-,стъідѣті
2840,противлꙗти,V-,протівлѣті
2841,врьтоградъ,Nb,врьтоградъ
2842,въкꙑсѣти,V-,въкъісѣті
2843,шьстиѥ,Nb,шьстіе
2844,съпасати,V-,съпасаті
2845,подвиѕати,V-,подвізаті
2846,неправьда,Nb,неправьда
2847,сѣверъ,Nb,сѣверъ
2848,трѫдъ,Nb,трѫдъ
2849,стоуденьць,Nb,стоуденьць
2850,истръгнѫти,V-,істръгнѫті
2851,избирати,V-,ізбіраті
2852,стоудъ,Nb,стоудъ
2853,посѣсти,V-,посѣсті
2854,сѫсѣдъ,Nb,сѫсѣдъ
2855,въздаꙗниѥ,Nb,въздаѣніе
2856,пиръ,Nb,піръ
2857,въкоупъ,Df,въкоупъ
2858,отърицати,V-,отъріцаті
2859,отрочьнъ,A-,отрочьнъ
2860,сѫпрѫгъ,Nb,сѫпрѫгъ
2861,воловьнъ,A-,воловьнъ
2862,халѫга,Nb,халѫга
2863,ращисти,V-,раштісті
2864,доволъ,Nb,доволъ
2865,съвѣщавати,V-,съвѣштаваті
2866,обоуꙗти,V-,обоуѣті
2867,трѣба,Nb,трѣба
2868,исꙑпати,V-,ісъіпаті
2869,рамо,Nb,рамо
2870,съзꙑвати,V-,съзъіваті
2871,драгъма,Nb,драгъма
2872,въжиѕати,V-,въжізаті
2873,прилежьно,Df,прілежьно
2874,дроуга,Nb,дроуга
2875,сѫсѣдꙑни,Nb,сѫсѣдъіні
2876,юнъ,A-,юнъ
2877,блѫдьно,Df,блѫдьно
2878,лишити,V-,лішіті
2879,жителинъ,Nb,жітелінъ
2880,желати,V-,желаті
2881,рожьць,Nb,рожьць
2882,избꙑвати,V-,ізбъіваті
2883,гꙑбати,V-,гъібаті
2884,изнести,V-,ізнесті
2885,прьстень,Nb,прьстень
2886,тельць,Nb,тельць
2887,заклати,V-,заклаті
2888,изгꙑбнѫти,V-,ізгъібнѫті
2889,пѣниѥ,Nb,пѣніе
2890,ликъ,Nb,лікъ
2891,прѣстѫпити,V-,прѣстѫпіті
2892,козьлѧ,Nb,козьлѧ
2893,изѣсти,V-,ізѣсті
2894,питомъ,A-,пітомъ
2895,домовьнъ,A-,домовьнъ
2896,строѥниѥ,Nb,строеніе
2897,копати,V-,копаті
2898,корьць,Nb,корьць
2899,похвалити,V-,похваліті
2900,икономъ,Nb,ікономъ
2901,мѫдрѣ,Df,мѫдрѣ
2902,мамонинъ,A-,мамонінъ
2903,оскѫдѣти,V-,оскѫдѣті
2904,сьребролюбьць,Nb,сьребролюбьць
2905,подражати,V-,подражаті
2906,оправьдати,V-,оправьдаті
2907,поръфѵра,Nb,поръфура
2908,вѵссонъ,Nb,вуссонъ
2909,лазаръ,Ne,лазаръ
2910,гноинъ,A-,гноінъ
2911,облизати,V-,облізаті
2912,оустоудити,V-,оустоудіті
2913,пламꙑ,Nb,пламъі
2914,пропадь,Nb,пропадь
2915,възмагати,V-,възмагаті
2916,засъвѣдѣтельствовати,V-,засъвѣдѣтельствоваті
2917,мѫчьнъ,A-,мѫчьнъ
2918,седморицеѭ,Df,седморіцеѭ
2919,сѵкамина,Nb,сукаміна
2920,въздьрати,V-,въздьраті
2921,орати,V-,ораті
2922,вечерꙗти,V-,вечерѣті
2923,самариꙗ,Ne,самаріѣ
2924,въздаꙗти,V-,въздаѣті
2925,сѫмьнѣниѥ,Nb,сѫмьнѣніе
2926,погънати,V-,погънаті
2927,подънебесьскъ,A-,подънебесьскъ
2928,свьтѣти,V-,свьтѣті
2929,лотовъ,A-,лотовъ
2930,саждати,V-,саждаті
2931,лотъ,Ne,лотъ
2932,одъждити,V-,одъждіті
2933,жоупелъ,Nb,жоупелъ
2934,поминати,V-,помінаті
2935,живити,V-,жівіті
2936,срамлꙗти,V-,срамлѣті
2937,дльгъ,A-,дльгъ
2938,застоꙗти,V-,застоѣті
2939,мьсть,Nb,мьсть
2940,скоръ,A-,скоръ
2941,надѣꙗти,V-,надѣѣті
2942,оуничьжати,V-,оунічьжаті
2943,неправьдьникъ,Nb,неправьдьнікъ
2944,прѣлюбодѣи,Nb,прѣлюбодѣі
2945,притѧжати,V-,прітѧжаті
2946,прьси,Nb,прьсі
2947,закьхеи,Ne,закьхеі
2948,прѣди,Df,прѣді
2949,сѵкомариꙗ,Nb,сукомаріѣ
2950,потъщати,V-,потъштаті
2951,четворица,Nb,четворіца
2952,занѥже,G-,занеже
2953,мънасъ,Nb,мънасъ
2954,гражданинъ,Nb,гражданінъ
2955,цѣсарьствовати,V-,цѣсарьствоваті
2956,придѣлати,V-,прідѣлаті
2957,оуброусъ,Nb,оуброусъ
2958,ꙗръ,A-,ѣръ
2959,пѣнѧжьникъ,Nb,пѣнѧжьнікъ
2960,истѧѕати#2,V-,істѧзаті#2
2961,прѣдъстоꙗти,V-,прѣдъстоѣті
2962,елеонъ,Ne,елеонъ
2963,прѣмьнь,A-,прѣмьнь
2964,къде,Df,къде
2965,възврѣщи,V-,възврѣшті
2966,низъхождениѥ,Nb,нізъхожденіе
2967,оукрꙑти,V-,оукръіті
2968,осѣсти,V-,осѣсті
2969,разбити,V-,разбіті
2970,посѣщениѥ,Nb,посѣштеніе
2971,състати,V-,състаті
2972,извѣстьнъ,A-,ізвѣстьнъ
2973,оуꙗзвити,V-,оуѣзвіті
2974,негъли,Df,негълі
2975,засѣдьникъ,Nb,засѣдьнікъ
2976,право,Df,право
2977,бещѧдьнъ,A-,бештѧдьнъ
2978,оулоучити,V-,оулоучіті
2979,псалъмьскъ,A-,псалъмьскъ
2980,прѣждезъваниѥ,Nb,прѣждезъваніе
2981,болѥ,Df,боле
2982,нестроѥниѥ,Nb,нестроеніе
2983,моръ,Nb,моръ
2984,страхованиѥ,Nb,страхованіе
2985,оумрьтвити,V-,оумрьтвіті
2986,остоꙗти,V-,остоѣті
2987,мьщениѥ,Nb,мьштеніе
2988,остриѥ,Nb,остріе
2989,плѣнити,V-,плѣніті
2990,тѫга,Nb,тѫга
2991,нечаꙗниѥ,Nb,нечаѣніе
2992,възмѫщениѥ,Nb,възмѫштеніе
2993,издꙑхати,V-,іздъіхаті
2994,прошибати,V-,прошібаті
2995,отѧжати,V-,отѧжаті
2996,обѣданиѥ,Nb,обѣданіе
2997,пиꙗньство,Nb,піѣньство
2998,въдварꙗти,V-,въдварѣті
2999,искариотъ,Ne,іскаріотъ
3000,число,Nb,чісло
3001,желѣниѥ,Nb,желѣніе
3002,доидеже,G-,доідеже
3003,вечерꙗниѥ,Nb,вечерѣніе
3004,пьрꙗ,Nb,пьрѣ
3005,благодатель,Nb,благодатель
3006,завѣщавати,V-,завѣштаваті
3007,завѣщати,V-,завѣштаті
3008,нѣкогда,Df,нѣкогда
3009,въмѣнити,V-,въмѣніті
3010,довольно,Df,довольно
3011,остѫпити,V-,остѫпіті
3012,врьжениѥ,Nb,врьженіе
3013,оукрѣплꙗти,V-,оукрѣплѣті
3014,подвигъ,Nb,подвігъ
3015,потъ,Nb,потъ
3016,каплꙗ,Nb,каплѣ
3017,капати,V-,капаті
3018,отърѣзати,V-,отърѣзаті
3019,стратигъ,Nb,стратігъ
3020,възгнѣтити,V-,възгнѣтіті
3021,закрꙑти,V-,закръіті
3022,вадити,V-,вадіті
3023,развращати,V-,развраштаті
3024,възбранꙗти,V-,възбранѣті
3025,радъ,A-,радъ
3026,желѣти,V-,желѣті
3027,оукорити,V-,оукоріті
3028,вражьда,Nb,вражьда
3029,крамола,Nb,крамола
3030,архиереискъ,A-,архіереіскъ
3031,посѫдити,V-,посѫдіті
3032,повести,V-,повесті
3033,кѵринѣи,Nb,курінѣі
3034,иѥроусалимьскъ,A-,іероусалімьскъ
3035,сꙑръ,A-,съіръ
3036,раздѣлꙗти,V-,раздѣлѣті
3037,пристѫпати,V-,прістѫпаті
3038,придѣꙗти,V-,прідѣѣті
3039,евреискъ,A-,евреіскъ
3040,раи,Nb,раі
3041,помрькнѫти,V-,помрькнѫті
3042,позоръ,Nb,позоръ
3043,никогдаже,Df,нікогдаже
3044,рано,Df,рано
3045,недомꙑслити,V-,недомъісліті
3046,бльщати,V-,бльштаті
3047,приникнѫти,V-,прінікнѫті
3048,стадии,Nb,стадіі
3049,емаоусъ,Ne,емаоусъ
3050,клеопа,Ne,клеопа
3051,оужасити,V-,оужасіті
3052,несъмꙑсльнъ,A-,несъмъісльнъ
3053,мѫдьнъ,A-,мѫдьнъ
3054,приклонити,V-,пріклоніті
3055,ищезнѫти,V-,іштезнѫті
3056,съвъкоупити,V-,съвъкоупіті
3057,прѣломлѥниѥ,Nb,прѣломленіе
3058,съмѫтити,V-,съмѫтіті
3059,осѧѕати,V-,осѧзаті
3060,сънѣдьнъ,A-,сънѣдьнъ
3061,бъчела,Nb,бъчела
3062,сътъ,Nb,сътъ
3063,псалъмъ,Nb,псалъмъ
3064,обѣтованиѥ,Nb,обѣтованіе
3065,месиꙗ,Ne,месіѣ
3066,кифа,Ne,кіфа
3067,натанаилъ,Ne,натанаілъ
3068,издраилѣнинъ,Nb,іздраілѣнінъ
3069,низъходити,V-,нізъходіті
3070,кана,Ne,кана
3071,водоносъ,Nb,водоносъ
3072,камѣнъ,A-,камѣнъ
3073,почрѣти,V-,почрѣті
3074,архитриклинъ,Nb,архітріклінъ
3075,оупити,V-,оупіті
3076,тачаи,A-,тачаі
3077,начѧтъкъ,Nb,начѧтъкъ
3078,бичь,Nb,бічь
3079,врьвь,Nb,врьвь
3080,расꙑпати,V-,расъіпаті
3081,опроврѣщи,V-,опроврѣшті
3082,коупльнъ,A-,коупльнъ
3083,жалость,Nb,жалость
3084,въдаꙗти,V-,въдаѣті
3085,имьже,G-,імьже
3086,никодимъ,Ne,нікодімъ
3087,съвꙑше,Df,съвъіше
3088,камо,Du,камо
3089,енънонъ,Ne,енънонъ
3090,салимъ,Ne,салімъ
3091,сътѧѕаниѥ,Nb,сътѧзаніе
3092,жениховъ,A-,женіховъ
3093,мьнити,V-,мьніті
3094,съвѣдѣтельствиѥ,Nb,съвѣдѣтельствіе
3095,запечатьлѣти,V-,запечатьлѣті
3096,самарьскъ,A-,самарьскъ
