lemma,lemma_id,pos,lemma_has_jer,contains_whitespace,tokens,jer_tokens
бѣлъградъ,163621,Ne,true,false,Бѣла-града,
утръгнути,163623,V-,true,false,утръ же,утръ же
новъградъ,163625,Ne,true,false,Нову-граду,
дудутъки,163627,Ne,true,false,Дудутокъ,
припѣвъка,163632,Nb,true,false,припѣвку,
пътиць,163634,Nb,true,false,птицю,
ярославьнинъ,163637,A-,true,false,Ярославнынъ,
зегъзица,163638,Nb,true,false,зегзицею,
ярославьна,163640,Ne,true,false,Ярославна,
насильныи,163642,A-,true,false,насильно,насильно
хыновьскыи,163643,A-,true,false,хиновьскыя|хиновския|хыновскꙑа|хꙑновскꙑе|хиновъския,хиновьскыя|хиновъския
нетрудьныи,163644,A-,true,false,нетрудною|нетрꙋднїи,
трьсвѣтьлыи,163648,A-,true,false,тресвѣтлое,
безводьныи,163649,A-,true,false,безводнѣ|безводном|безвѡднѣ,
съпрящи,163651,V-,true,false,съпряже,съпряже
смъркъ,163653,Nb,true,false,сморци,
доньць,163654,Ne,true,false,Донца|Донецъ|Донче,
въшумѣти,163657,V-,true,false,въшумѣ|возшѹмѣша,въшумѣ
тръстие,163659,Nb,true,false,тростію,
чьрнядь,163663,Nb,true,false,чрьнядьми,чрьнядьми
въстрокотати,163667,V-,true,false,втроскоташа,
помълкнути,163668,V-,true,false,помлъкоша,помлъкоша
пълзти,163670,V-,true,false,ползоша|ползъ|ползу,
дятьлъ,163671,Nb,true,false,Дятлове,
текътъ,163672,Nb,true,false,тектомъ,
сокольць,163675,Nb,true,false,соколца|сокольца,сокольца
пѣснотворьць,163677,Nb,true,false,пѣстворца,
гудьць,163683,Nb,true,false,гдуца,
въскласти,163684,V-,true,false,воскладше,
пѣсньныи,163687,A-,true,false,пѣсньм,пѣсньм
калагъскыи,163689,A-,true,false,калагъския,калагъския
съто шестьдесятъ,163691,Ma,true,true,160,
храмьныи,163692,A-,true,false,храмнꙑа,
жаворонъкъ,163693,Nb,true,false,жаворонокъ,
лѣтьнии,163694,A-,true,false,лѣтьняа,лѣтьняа
залѣсьскыи,163695,A-,true,false,залѣтъскые|залѣс’кая,залѣтъскые
сьрпоховъ,163696,Ne,true,false,серпоховѣ,
семьдесятъ тысячь,163699,Ma,true,true,70000,
чьтобы,163702,Df,true,false,чтобы,
ольгердовичь,163704,Ne,true,false,ѡлгер’довичев’|ѡлгер’дович,
пълководьць,163705,Nb,true,false,полковидцꙑ,
литъва,163708,Nb,true,false,литвꙑ|ливꙑ,
удальць,163709,Nb,true,false,ѹдальцевъ|удальцꙑ|удалцꙑ,ѹдальцевъ|удальцꙑ
възвѣяти,163712,V-,true,false,возвеяша,
рѣчька,163717,Ne,true,false,рѣчькꙑ,рѣчькꙑ
въскрипѣти,163718,V-,true,false,въскрипѣли,въскрипѣли
възгоготати,163720,V-,true,false,возгоготаша,
ръвати,163721,V-,true,false,рваху|рветъ|рваные,
колодьць,163722,Nb,true,false,колодец,
ольгердовъ,163725,A-,true,false,ѡлгердова,
трисъта тысячь,163727,Ma,true,true,300000,
черкасьскыи,163728,A-,true,false,черкасьскїе,черкасьскїе
ординьскыи,163729,A-,true,false,ѡрдинскїе,
търново,163731,Ne,true,false,торнаву,
воеводьныи,163739,A-,true,false,воеводнꙑ,
федосья,163743,Ne,true,false,ѳедося|ѳедосе,
аньнинъ,163749,A-,true,false,ан’нинъ,
вычьрпати,163752,V-,true,false,вꙑчерпати,
въсхваляти,163754,V-,true,false,въсхваляа,въсхваляа
сластьныи,163756,A-,true,false,сластнꙑа,
отълетѣти,163757,V-,true,false,ѿлетѣша|ѿлетѣла,
медвьныи,163758,A-,true,false,медвеная,
неуготованьныи,163762,A-,true,false,неуготованнꙑми,
лукоморие,163763,Nb,false,false,лукоморье|лѹкоморье,лукоморье|лѹкоморье
скръгътати,163764,V-,true,false,скрегчюще|с꙽крегчюще,
отъскочити,163768,V-,true,false,ѿскочи|ѿскочили|ѿскочиша,
четырисъта тысячь,163770,Ma,true,true,400000,
задълѣшие,163771,Nb,true,false,задлѣшью,задлѣшью
сѣньныи,163773,A-,true,false,сѣн’нꙑ|сѣнныя|сенны[е|сен[н]ые,
съчитати,163774,V-,true,false,считаіте|считати|щитаютъ|щитаю,
колькыи,163775,Pi,true,false,колкихъ,
костромьскыи,163776,A-,true,false,костромскꙑхъ|костромъскому,костромъскому
дьмитровьскыи,163777,A-,true,false,дмитров’ских,
звенигородьскыи,163778,A-,true,false,звенигороцкихъ,
углечьскыи,163779,A-,true,false,ѹглецъкихъ,ѹглецъкихъ
грязьныи,163780,Ne,true,false,грязнои|грꙗзного,
телятевьскыи,163782,Ne,true,false,телятевского|тꙗлꙗтевски,
бескабальныи,163783,A-,true,false,бескабалных,
городьчьскыи,163785,A-,true,false,городецком,
кузмодемьянъ,163786,Ne,true,false,кузмодемян,
кузмидемьяньскыи,163788,A-,true,false,кꙋзмидемянское,
пугъвица,163794,Nb,true,false,пугвицы,
кральковыи,163795,A-,true,false,кралковые,
степановьскыи,163797,A-,true,false,степановскои,
покровьскыи,163798,A-,true,false,покровскои,
томилъкъ,163800,Ne,true,false,томилка,
съвьсѣмь,163803,Df,true,false,совсемъ|совсѣмъ|савсем,
истомъка,163804,Ne,true,false,истомка,
третьяковъ,163809,Ne,true,false,третякову,
въсърѣтьньскыи,163811,A-,true,false,встрѣтенскои,
семенъка,163813,Ne,true,false,семенка,
причастьникъ,165924,Nb,true,false,причастник,
близостьныи,165926,A-,true,false,близостные,
виновьныи,165927,A-,true,false,виновные|виновных|виновнаго,
своиствьныи,165928,A-,true,false,своиственных,
неприступьныи,165930,A-,true,false,неприступен,
трисияньныи,165931,A-,true,false,трисиянен,
триипостасьныи,165932,A-,true,false,триіпостасен|триꙇпостасное,
непостояньныи,165933,A-,true,false,непостоянен,
новолюбьць,165935,Nb,true,false,новолюбцы,
бѣдьствовати,165942,V-,true,false,бѣдъствующе,бѣдъствующе
свидѣтельствовати,165943,V-,true,false,свидѣтелствуемы|свидѣтелствует|свидѣтелствуя,
вънѣшьнии,165946,A-,true,false,внѣшняя,
затьмити,165949,V-,true,false,затмит,
заблудьныи,165950,A-,true,false,заблудных,
обътекати,165951,V-,true,false,ѡбтекаютъ,
заблудьница,165952,Nb,true,false,заблудница,
подътещи,165953,V-,true,false,подтечетъ,
затьмение,165955,Nb,true,false,затмение|затмѣние,
сибирьскыи,165958,A-,true,false,сибирскои|сибирской,
отъступьникъ,165959,Nb,true,false,ѿступник|ѿступникъ|ѿступницы|ѿступники|ѿступника|ѿступниками,
въдругорядъ,165961,Df,true,false,вдругорядъ|вдругоряд,
отъстричи,165965,V-,true,false,ѿстригли,
бръсити,165967,V-,true,false,бросили|бросил|бросила|бросилъ,
сутъкы,165971,Nb,true,false,сутках|суток|сутки,
отътечи,165972,V-,true,false,ѿтече,
пространьно,165974,Df,true,false,пространно|прос꙽траннѣе,
въсклицати,165977,V-,true,false,восклицают|восклицаютъ|восклицающи,
господьство,165978,Nb,true,false,гсподьства|г҃ьство,гсподьства|г҃ьство
алфавитъ,165981,Nb,false,false,алъфавиту,алъфавиту
нисьскыи,165984,A-,true,false,низскїи,
тълковати,165985,V-,true,false,толкует|толкуютъ|толковать|толкоует,
съгласьно,165987,Df,true,false,согласно,
четырешьды,165988,Df,true,false,четыржи,
четверичьныи,165989,A-,true,false,четверичное,
въспѣвание,165990,Nb,true,false,воспѣвание,
тричисльныи,165993,A-,true,false,тричислено|тричисленое,
зломудрьствовати,165994,V-,true,false,зломуръствующих,зломуръствующих
католичьскыи,166000,A-,true,false,кафолическая,
сыновьнии,166002,A-,true,false,сновен|сн҃овнее,
съприсьносущьныи,166003,A-,true,false,соприсносущно|сопрсносущны,
равьнѣ,166005,Df,true,false,равнѣ,
подобьнѣ,166006,Df,true,false,подобне,
особьно,166007,Df,true,false,ѡсобно,
въчеловѣчение,166011,Nb,true,false,вочл҃вѣченїи|вочл҃вѣчение|вочл҃вѣчения,
въчеловѣчити,166015,V-,true,false,вочл҃вѣчив,
въобразити,166016,V-,true,false,вообразити,
кратъкыи,166018,A-,true,false,кратко|кратцѣ,
нижегородьскыи,166021,A-,true,false,нижегороцкихъ,
кудьма,166022,Ne,true,false,кудмою,
постьница,166027,Nb,true,false,постница,
молитвьница,166028,Nb,true,false,мл҃твеница,
съсѣдъ,166029,Nb,true,false,сосѣда,
овъдовѣти,166030,V-,true,false,ѡвдовѣла|ѡвдовѣ|ѡвдовѣхъ|ѡвдовѣвшоую,
беспрѣстаньно,166033,Df,true,false,безпрестанно,
священьство,166036,Nb,true,false,свщ҃нъство|священству,свщ҃нъство
десятъкъ,166037,Nb,true,false,десяток,
дробьныи,166038,A-,true,false,дробну|дробнꙋ,
разжьжение,166041,Nb,true,false,разжежение,
горьцѣ,166043,Df,true,false,горце|горцѣ|гѡрцѣ,
кърмьщикъ,166045,Nb,true,false,кормщику|кормщиком|кормщик|кормщика,
сидѣлець,166046,Nb,false,false,сидѣльцов,сидѣльцов
богоугодьнѣ,166048,Df,true,false,бг҃оугодне,
испьстрити,166049,V-,true,false,ꙇспещренъ,
пожьрати,166052,V-,true,false,пожрати,
полъка,166063,Nb,true,false,полке,
духовьникъ,166073,Nb,true,false,дх҃внику|духовнику|дхв҃ник|дх҃внике|дхв҃нику|дхвн҃ики|дхв҃ника|дхв҃никъ,
дъмъра,166078,Nb,true,false,домрами|домру|домры,
бритобрадьць,166083,Nb,true,false,бритобратца,
сътълкати,166086,V-,true,false,столкали,
неудобьныи,166089,A-,true,false,неудобно,
батько,166091,Nb,true,false,батка|батко,
объманывати,166092,V-,true,false,ѡбманываютъ,
пермьскыи,166095,A-,true,false,пермъскаг|пермьскомоу|пермьскоую|пермьскаго|пермьскїи|пермьскыи|Пермьскоую|пермьскꙋю|Пермьскои|пермьскои|Пермьскїа|пермьскаг|пермьскыѧ|пермьскаа|пермьскїе|пермьскїа|Пермьстѣи|пермьстїи|Пермьскꙋю|пермьскым|Пермьстеи|пермьскыхъ|Пермскаа|пермскои,пермъскаг|пермьскомоу|пермьскоую|пермьскаго|пермьскїи|пермьскыи|Пермьскоую|пермьскꙋю|Пермьскои|пермьскои|Пермьскїа|пермьскаг|пермьскыѧ|пермьскаа|пермьскїе|пермьскїа|Пермьстѣи|пермьстїи|Пермьскꙋю|пермьскым|Пермьстеи|пермьскыхъ
тъко,166097,Df,true,false,тко,
съпротивъ,166098,Df,true,false,сопротив|сопротиво|сопротивъ|соупротив,
миленькыи,166100,A-,true,false,миленкои|миленькая|миленкие|миленъкова,миленькая|миленъкова
горьница,166102,Nb,true,false,горницу,
неизреченьно,166104,Df,true,false,неизреченно,
изрядьныи,166106,A-,true,false,изрядныя|ꙇзряднее|изряднаи|изрѧднаа,
юрьевьць,166108,Ne,true,false,юрьевецъ|юрьевце,юрьевецъ|юрьевце
повольскыи,166109,A-,true,false,поволскои,
немъного,166110,Df,true,false,немного,
събирание,166113,Nb,true,false,собранием,
избьныи,166116,A-,true,false,избнои,
пушькарь,166117,Nb,true,false,пушкарями|пушкареи,
дворишько,166118,Nb,true,false,дворишко,
блудьня,166120,Nb,true,false,блудни|блудне,
соловькы,166121,Ne,true,false,соловковъ,
казаньскыи,166123,A-,true,false,казанским|казанъскому|казанъскои|казанские,казанъскому|казанъскои
челобитьныи,166124,A-,true,false,челобитную,
въстрѣча,166125,Nb,true,false,встрѣчю,
отъкулѣ,166129,Df,true,false,ѿкуля,
помѣшька,166130,Nb,true,false,помѣшка,
патриаршьство,166131,Nb,true,false,патриаршество|патрїаршества,
будьто,166132,Df,true,false,бытто|быт то|бутто|бутта,
мьрачити,166133,V-,true,false,мрачил,
къзнование,166135,Nb,true,false,кознованиемъ,
крьстовыи,166136,A-,true,false,крстовую,
царевьна,166140,Nb,true,false,цр҃вны|цр҃внѣ,
духовьниковъ,166141,A-,true,false,дхв҃никове,
полатъка,166147,Nb,true,false,полатке|полатку|полатки|полаткахъ,
неослабьно,166148,Df,true,false,неѡслабно,
съхватати,166150,V-,true,false,схватавъ,
тьрновыи,166151,A-,true,false,терновъ,
тюрьма,166152,Nb,true,false,тюрмѣ|тюрму|тюрмы,
темниковьскыи,166153,A-,true,false,темниковскаго,
скуфия,166154,Nb,false,false,скуфью|скуфьею,скуфью|скуфьею
кольскыи,166156,A-,true,false,колскои,
нелединьскыи,166157,A-,true,false,нелединскои,
потьмъкы,166163,Nb,true,false,потемках,
немъножько,166164,Df,true,false,немношко,
шьтьць,166165,Nb,true,false,штецъ,
тълкати,166171,V-,true,false,толкаютъ|толкать,
търгати,166172,V-,true,false,торъгаютъ,торъгаютъ
диявольскыи,166174,A-,true,false,дьяволское|дьяволскова|дїѧвольскаѧ|дїаволское|дїаволскїа,дьяволское|дьяволскова|дїѧвольскаѧ
подъначальныи,166175,A-,true,false,подначалнои,
цѣлоумьныи,166178,A-,true,false,целоуменъ|целоумны,
овчеобразьныи,166181,A-,true,false,ѡвчеѡбразныи,
архидьяконъ,166183,Nb,true,false,архидьякона,архидьякона
чудовьскыи,166185,A-,true,false,чюдовъской|чюдовскими|чюдовскои,чюдовъской
игрушька,166188,Nb,true,false,игрушка|ꙇгрушка,
съхватити,166191,V-,true,false,схватя,
богоявленьскыи,166195,A-,true,false,бг҃оявленскаг,
сътязати,166199,V-,true,false,стязав,
съсылка,166205,Nb,true,false,ссылку|ссылъку,ссылъку
тобольскъ,166207,Ne,true,false,тоболска|тоболске|тоболескъ,
пятья,166208,Df,true,false,пятья,пятья
мятежьникъ,166212,Nb,true,false,мятежниковъ,
ломъковъ,166213,Ne,true,false,ломковъ,
ризьничии,166214,A-,true,false,ризничим|ризничнѣи,
проглътити,166216,V-,true,false,проглотил|проглотить|проглотит,
правильныи,166217,A-,true,false,правилною|правилне,
възбѣсити,166220,V-,true,false,взбѣсил|взбѣсит,
вьргнути,166221,V-,true,false,вергнути,
сънѣдение,166222,Nb,true,false,снедѣние,
прилежьнѣ,166223,Df,true,false,прилѣжне,
чьстьнѣ,166225,Df,true,false,чстнѣ,
грамотъка,166227,Nb,true,false,грамотка|грамотку|грамотки|грамотках|грамотокъ|Грамотку,
антихристовъ,166231,A-,false,false,антихристову|анътихърствъ|антихристова,анътихърствъ
съблажняти,166236,V-,true,false,соблажняют|соблажняю,
похотолюбьць,166237,Nb,true,false,похотолюбцы,
сътьрьти,166238,V-,true,false,сотрыетъ,
жьрновъ,166240,Nb,true,false,жорновъ|жерновѣх|жерновъ,
высокосьрдьчьныи,166243,A-,true,false,высокосердечныи,
упразьнити,166245,V-,true,false,упразнит,
бесчѣловечьныи,166251,A-,true,false,безчл҃вѣчен,
тунгуська,166253,Ne,true,false,тунгуске,
изръвати,166256,V-,true,false,изорвало|ꙇзорвати,
навьрху,166258,Df,true,false,наверху,
навьрхъ,166260,Df,true,false,наверхъ,
съръвати,166263,V-,true,false,сорвало,
шаманьскои,166264,A-,true,false,шаманскои,
галъка,166274,Nb,true,false,галки,
писаньице,166280,Nb,true,false,писанеице,
неудобьство,166281,Nb,true,false,неудобство,
мъногонько,166282,Df,true,false,многонко,
отътащити,166295,V-,true,false,ѿтащит|ѿтащили,
възбрести,166297,V-,true,false,взбрело,
погыбѣльныи,166301,A-,true,false,погибелныꙇ,
говеньныи,166302,A-,true,false,говенною,
варъварьскыи,166304,A-,true,false,варъваръскои|варваръская,варъваръскои|варваръская
сквьрнавыи,166307,A-,true,false,сквернова,
извънутри,166315,Df,true,false,извнутръ,
щьпа,166322,Nb,true,false,щепы,
кафтанишько,166323,Nb,true,false,каѳтанишко,
лити,166325,V-,false,false,льетъ|льет,льетъ|льет
съпаситель,166329,Nb,true,false,спасителя,
приобьщати,166331,V-,true,false,приѡбщаете,
братьскыи,166333,A-,true,false,брацкои,
башьня,166334,Nb,true,false,башне,
собачька,166336,Nb,true,false,собачка,
бесчиньникъ,166337,Nb,true,false,безчинники,
съмощи,166339,V-,true,false,смогъ|сможет|смогутъ|сможетъ|смогли|смогу,
караульщикъ,166341,Nb,true,false,караулщики|караулщик,
щелька,166343,Nb,true,false,щелька,щелька
батожъкъ,166346,Nb,true,false,батошка|батошки,
въшь,166347,Nb,true,false,вшеи,
ксения,166350,Ne,false,false,ѯенья,ѯенья
робячии,166351,A-,false,false,робячье,робячье
протълкати,166353,V-,true,false,протолкат,
хилъкъ,166357,Ne,true,false,хилку|хилъке,хилъке
лямъка,166358,Nb,true,false,лямку|лямке,
барка,166362,Nb,false,false,барку|баръку,баръку
выпълзти,166364,V-,true,false,выползу,
иръгень,166370,Ne,true,false,иръгеня|иргень|ꙇръгене,иръгеня|ꙇръгене
маленькыи,166372,A-,true,false,маленьки|маленки|маленекъ|маленко|маленка|маленких|маленкои|маленкимъ,маленьки
подъпряжька,166374,Nb,true,false,подпряшках,
кобелькъ,166375,Nb,true,false,кобелки,
възвалити,166377,V-,true,false,взвалила|взвалил,
помаленьку,166378,Df,true,false,помаленку,
чьто,166382,Dq,true,false,что,
мамъвриискыи,166383,A-,true,false,мамъврїиска,мамъврїиска
съпьрва,166385,Df,true,false,сперва,
балаганьць,166387,Nb,true,false,балаганецъ,
хоромьныи,166391,A-,true,false,хоромнои,
бродьня,166392,Nb,true,false,бродни,
пѣсьчьныи,166393,A-,true,false,песчаная,
засыпьныи,166394,A-,true,false,засыпная,
пытька,166396,Nb,true,false,пытки,
въстряска,166397,Nb,true,false,встряска,
голодьныи,166398,A-,true,false,голодные|голодною,
битие,166399,Nb,false,false,битья,битья
мѣшькъ,166400,Nb,true,false,мешку|мешка,
вьрба,166402,Nb,true,false,веръбы,веръбы
събродити,166404,V-,true,false,збродит|збродим,
тамошьнии,166406,A-,true,false,тамошнему|тамашнее|тамошнемоу,
нерча,166408,Ne,false,false,нерче|неръчи,неръчи
небольшии,166409,A-,true,false,неболшое|неболшим,
дѣтъкы,166416,Nb,true,false,дѣтки|дѣток,
мьртвьчии,166418,A-,true,false,мертвечьим|мертвечия,мертвечьим
кириловьна,166420,Ne,true,false,кириловна|Кириловънѣ|Кириловнѣ,Кириловънѣ
симеоновьна,166423,Ne,true,false,симеѡновна,
кусъкъ,166424,Nb,true,false,кусокъ,
мясьце,166425,Nb,true,false,мясца|мясцо,
колобъкъ,166426,Nb,true,false,колобок,
мучька,166427,Nb,true,false,мучки,
овьсьць,166428,Nb,true,false,ѡвсеца,
гривьнка,166430,Nb,true,false,гривенку|гривенок,
колдовати,166437,V-,false,false,колъдуя,колъдуя
отъгоняти,166440,V-,true,false,ѿгоняше,
достоиньство,166441,Nb,true,false,достоинству|достоинствꙋ|достоинства,
едесьскыи,166444,A-,true,false,едесскаго|едесскаг,
въскрѣсити,166445,V-,true,false,воскресила|воскр҃си,
кърмьчия,166446,Nb,true,false,кормчеи|кормчию,
мольбьствовати,166448,V-,true,false,молебъствовал,молебъствовал
бръсати,166451,V-,true,false,бросаютъ|бросаю,
бѣсьныи,166455,A-,true,false,бѣсному|бѣснова,
явьныи,166456,A-,true,false,явно,
тощьно,166459,Df,true,false,тощно,
отъсъхнути,166462,V-,true,false,ѿсохли,
дауръскыи,166463,A-,true,false,дауръское,дауръское
клячька,166465,Nb,true,false,клячки,
отъстати,166466,V-,true,false,ѿстат,
томьныи,166467,A-,true,false,томные|томнои|томнова,
куръчька,166470,Nb,true,false,курочка,
чьрньнькыи,166471,A-,true,false,черненька,черненька
сковородъка,166476,Nb,true,false,сковородку,
съсорити,166478,V-,true,false,ссорилъ,
робенъкъ,166480,Nb,true,false,робенка|робенька|робенок|робенку|робенокъ,робенька
засъхнути,166482,V-,true,false,засохли,
зимовье,166488,Nb,true,false,зимовье|зимовья,зимовье|зимовья
съмиряти,166490,V-,true,false,смиряя|смирѧх,
възнесеньскыи,166496,A-,true,false,вознесенском,
низенько,166497,Df,true,false,низенко,
отьчьскы,166498,Df,true,false,ѡтечески,
маленько,166499,Df,true,false,маленько|маленко,маленько
отъпускати,166500,V-,true,false,ѿпускалъ,
мунгальскыи,166501,A-,true,false,мунгальское|мунгалских,мунгальское
тунъгусъ,166502,Nb,true,false,тунъгусов,тунъгусов
отъвьртѣти,166506,V-,true,false,ѿвертя,
възръжати,166511,V-,true,false,взоржали,
възревѣти,166512,V-,true,false,взревѣли,
афанасевъ,166516,A-,false,false,аѳонасьевъ,аѳонасьевъ
сътащити,166517,V-,true,false,стащило,
батюшька,166518,Nb,true,false,батюшко|Батюшка|батюшка|батюшкꙋ|батюшъка|батюка,батюшъка
отъклонити,166519,V-,true,false,ѿклоня,
колесьчатыи,166521,A-,true,false,колешчатую,
куръкъ,166522,Nb,true,false,курок,
косьныи,166526,A-,true,false,косенъ,
съплыти,166527,V-,true,false,сплыл,
тельныи,166529,A-,true,false,телнои,
стряпанье,166533,Nb,true,false,стряпанье,стряпанье
дорожька,166534,Nb,true,false,дорошкою,
столько,166538,Df,true,false,столко,
розбьрати,166539,V-,true,false,розберетъ,
будьто,166542,Dq,true,false,бытто,
въвалити,166543,V-,true,false,ввалил,
ружье,166544,Nb,true,false,ружемъ,
съпустя,166545,R-,true,false,спустя,
набьрати,166546,V-,true,false,набрав,
вънѣ,166547,Df,true,false,внѣ,
овьчька,166550,Nb,true,false,ѡвечка|ѡвечок,
терентьюшко,166554,Ne,true,false,терентьюшко,терентьюшко
богодѣланьныи,166565,A-,true,false,бг҃одѣланное,
романовьскыи,166566,A-,true,false,романовъскаго,романовъскаго
богорасленьныи,166567,A-,true,false,бг҃орасленные,
невъздьржьныи,166581,A-,true,false,невоздержно,
подьржати,166584,V-,true,false,подержавъ,
иртышъ,166585,Ne,false,false,ирътише,ирътише
березовьскыи,166587,A-,true,false,березовскихъ,
варъваръ,166589,Nb,true,false,варъвари,варъвари
иноземьскыи,166591,A-,true,false,ꙇноземъских,ꙇноземъских
никонияньскыи,166593,A-,true,false,никониянъскую|никонияскои|никониянъскаго,никониянъскую|никониянъскаго
съединити,166596,V-,true,false,соединил|соедини|соединю|соединены,
бездѣлие,166599,Nb,false,false,бездѣлью|безделие,бездѣлью
цѣсарьвниныи,166602,A-,true,false,цр҃внины,
съединяти,166604,V-,true,false,соединяес|соединяю,
полъма,166605,Df,true,false,полъма,полъма
зълобѣсьныи,166607,A-,true,false,злобѣсовное,
намьрзати,166609,V-,true,false,намерзаютъ,
тихонькыи,166611,A-,true,false,тихонку,
пролубъка,166615,Nb,true,false,пролубку|пролубке|пролубка,
стрешьневъ,166618,Ne,true,false,стрешневу|стрешневъ,
окольничии,166619,A-,true,false,околничему,
помълчати,166620,V-,true,false,помолчалъ|помолчаль,
лукьянъ,166622,Ne,true,false,лукъяна,лукъяна
рътищевъ,166623,Ne,true,false,рътищевъ|ртищева,рътищевъ
пьстрыи,166627,A-,true,false,пестрые|пестро,
печатьныи,166630,A-,true,false,печатнои|печатных|печатному|печатнымъ,
възжелати,166631,V-,true,false,возжелала,
неладьныи,166632,A-,true,false,неладно,
съмѣреномудрыи,166633,A-,true,false,смиренномудра|смиреномѹдръ,
епископьство,166634,Nb,true,false,епскпство,
бъдръствовати,166635,V-,true,false,бодръствуи,бодръствуи
дьрзо,166639,Df,true,false,деръзо,деръзо
юродьство,166644,Nb,true,false,юродством,
кручиньныи,166646,A-,true,false,кручинен,
комнатьныи,166647,A-,true,false,комнатные,
жаръкыи,166649,A-,true,false,жаркую,
пестообразьныи,166652,A-,true,false,пестроѡбразных,
отъвезти,166653,V-,true,false,ѿвезли|отвес,
пафнутьевъ,166654,A-,true,false,паѳнутевъ|паѳнутеве|паѳнутьевъ|паѳнутева,паѳнутьевъ
съказъка,166657,Nb,true,false,скаску|скаски,
ярославьскыи,166658,A-,true,false,ярославскои|ерославскими|ꙗрославскаго,
подъдиячии,166660,A-,true,false,подьячим|Подъячей,подьячим|Подъячей
вътаи,166662,Df,true,false,втаи,
подъкрѣпляти,166663,V-,true,false,подкрепляетъ|подкрѣпляла|подкрѣпляи|подкрѣпляюще|подкрѣплѧите,
съзади,166665,Df,true,false,созади,
перемъчати,166666,V-,true,false,перемчали,
херувимьскыи,166669,A-,true,false,херувимскои|херувимъкую|херꙋвимскꙋю,херувимъкую
мятежьно,166670,Df,true,false,мятежно,
спальныи,166671,A-,true,false,спалному,
таинишьныи,166672,A-,true,false,таинишные,
воротыньскыи,166678,A-,true,false,воротынъскои|Воротынскова,воротынъскои
хованьскыи,166680,A-,true,false,хованъскова,хованъскова
прокопьевна,166681,Ne,true,false,прокопьевну,прокопьевну
никольскыи,166684,A-,true,false,николском|николское,
възнесениевъ,166685,A-,true,false,вознесениевъ,
тошьныи,166691,A-,true,false,тошнѣе,
сърание,166692,Nb,true,false,срание,
съцание,166693,Nb,true,false,сцанье,сцанье
отъкутати,166695,V-,true,false,ѿкутаютъ,
въкладъчикъ,166698,Nb,true,false,въкладчикъ,въкладчикъ
лубье,166700,Nb,true,false,лубье,лубье
отъдухъ,166702,Nb,true,false,ѿдух,
газьскыи,166705,A-,true,false,газскаго,
съборовати,166710,V-,true,false,соборовали,
дъхнути,166712,V-,true,false,дохнетъ,
страдальць,166713,Nb,true,false,страдалцов,
оскърбити,166714,V-,true,false,ѡскорбилъ|ѡскорбил|ѡскорбити|оскор꙽биша|ѡскорбив꙽ших꙽|ѡскорбисте,
свѣтьлобльщати,166715,V-,true,false,свѣтлоблещащия,
келарьство,166716,Nb,true,false,келарства,
дьрзновеньныи,166718,A-,true,false,дерзновенно,
далеконько,166721,Df,true,false,далеконко,
слезоточьць,166724,Nb,true,false,слезоточца,
отъкласти,166725,V-,true,false,ѿкладетъ,
комнатъка,166726,Nb,true,false,комнатке,
коченье,166730,Nb,true,false,кочением,
мьрзлыи,166731,A-,true,false,мерзлым,
уроженьць,166732,Nb,true,false,уроженецъ,
мезеньскыи,166733,A-,true,false,мезенскои,
родьня,166735,Nb,true,false,родня|родни,
уродьствовати,166737,V-,true,false,уродъствоват,уродъствоват
ладья,166738,Nb,true,false,ладе,
въвьрху,166741,Df,true,false,вверху,
ладьно,166745,Df,true,false,ладно,
рьвьнивыи,166748,A-,true,false,ревнив,
крутичькыи,166749,A-,true,false,крутицкои,
лаврентиевичь,166752,Ne,false,false,лаврентиевич|лаврентьевича,лаврентьевича
москъвитинъ,166753,Nb,true,false,москвитин|Москвитинъ,
единочадьныи,166754,A-,true,false,единочаденъ,
сапожьникъ,166755,Nb,true,false,сапожник,
сътолѣтьныи,166756,A-,true,false,столѣтен,
алъбанасъ,166760,Nb,true,false,алъбанасы|албанасы,алъбанасы
упорьство,166761,Nb,true,false,упоръствѣ,упоръствѣ
давьно,166762,Df,true,false,давно,
невъсклонно,166763,Df,true,false,невсклонно,
самодьржьство,166765,Nb,true,false,самодержство,
немятежьныи,166766,A-,true,false,немятежна,
помѣстьныи,166769,A-,true,false,помѣстныи,
сълагати,166770,V-,true,false,слагати|слагать|слагая|слагает,
знаменоносьць,166771,Nb,true,false,знаменоносцы|знаменосцы,
соловьчьскыи,166773,A-,true,false,соловецкїи|соловецкаго|Соловецкого,
волчонъкъ,166775,Nb,true,false,волчонки,
бльвати,166776,V-,true,false,блеват,
татаровья,166782,Nb,true,false,татаровя,
тълмачь,166784,Nb,true,false,толмачю,
воробиевъ,166787,A-,false,false,воробьевы|воробьевыхъ|воробьевых,воробьевы|воробьевыхъ|воробьевых
сътьникъ,166790,Nb,true,false,сотник|сотником|сотникъ,
сърати,166791,V-,true,false,срат|серет,
допьяна,166795,Df,true,false,допъяна,допъяна
матерьны,166796,Df,true,false,матерны,
ондрѣевьскыи,166797,A-,true,false,ѡндрѣевъское|ѡндрѣевскомъ,ѡндрѣевъское
слободъка,166805,Nb,true,false,слободке,
въвезти,166807,V-,true,false,ввезли,
богоподражательныи,166809,A-,true,false,бг҃оподражателное,
въпрямь,166813,Df,true,false,впрям,
