lemma,lemma_id,pos,lemma_has_jer,contains_whitespace,tokens,jer_tokens
отъмѣтати,125066,V-,true,false,ѿмѣтасте|ѿмѣтая|ѿмѣтати,
мои,125067,Pp,false,false,моихъ|мъи,мъи
обличение,125068,Nb,false,false,ѡбличении|ѡбличенья|обличениꙗ,ѡбличенья
възненавидѣти,125069,V-,true,false,възненавидѣша|възненавидить|возненавид҃ѣх|възненавидѣвъ|возненавиди|възненавидимъ|возненавидите,възненавидѣша|възненавидить|възненавидѣвъ|възненавидимъ
съвѣтъ,125070,Nb,true,false,свѣты|свѣтъ|съвѣти|съвѣтъ|совѣту|съвѣто|советѹ|совѣтѹ|совѣте|свѣта|съвѣтѣхъ|съвѣта|съвѣтѣ|съвѣтомʼ|съвѣтʼ|съвѣт|совѣт|савету|сѡвѣта|совѣтъ,съвѣти|съвѣтъ|съвѣто|съвѣтѣхъ|съвѣта|съвѣтѣ|съвѣтомʼ|съвѣтʼ|съвѣт
познати,125073,V-,false,false,познахъ|познаеши|познаша|позна|познати|познахом|познаѥмъ|пѡзнаѥть|познах|познают|познавши|познаем|познавъ|познавъше|познають|познано|познаютъ|позънаша|позналъ|познав꙽шаг|познавшимъ|познавше|познахомъ,познавъше|позънаша
поганьскыи,125078,A-,true,false,поганьския|поганьскѹю|поганьскоую,поганьския|поганьскѹю|поганьскоую
въпадати,125079,V-,true,false,впадаеть|впадаше,
досажение,125082,Nb,false,false,досаженье|досаженья|досаженїе|досаженьꙗ|досажениѥ|досажениꙗ|досаждения,досаженье|досаженья|досаженьꙗ
мозоль,125086,Nb,false,false,мзолье,мзолье
помиловати,125088,V-,false,false,помиловати|помиловашеть|помилую|помилова|помилуи|помиловани|помиловалъ|помилѹетъ|помилованъ|помилѹі|помилуі|помилуѥть|помилуите|помилѹи|помилѹѥть|помилꙋи|помьлꙋетъ|помилует|помиловал|помилꙋетъ|помиловал꙽|помилуетъ|помилоуи,помьлꙋетъ
обратити,125089,V-,false,false,ѡбратити|ѡбратѧт|ѡбратить|ѡбрѧщеть|ѡбратилъ|ѡбратите|ѡбратисте|ѡбращю|обратити|ѡбрѧщем|ѡбращающа|ѡбратиши|ѡбрати|обрѧщеши|ѡбратит|обративъшааго|обрати|обратимъ|обращь|ѡбратихом|ѡбратив|обратиша|ѡбращь|обратишѧ|обратим꙽,обративъшааго
възрастъ,125092,Nb,true,false,взрас та|взрастомь|возрастѹ|возрастѣ|возраста|възраста|въздраста|въздрастъмь|възрастомъ|воз꙽растꙋ|возрастом|возрастъ|възрастомь,възраста|въздраста|въздрастъмь|възрастомъ|възрастомь
вышегородъ,125108,Ne,false,false,вышегоруду|вышегородъ|вышегородѣ|вышегороду|вышегородомъ|вꙑшегородѹ|вꙑшегородѣ|вꙑшегородъмь|вꙑшегородъ|вышегорода|Вышегороду,вꙑшегородъмь
ольга,125109,Nb,true,false,ользѣ|вольга,ользѣ|вольга
ольжинъ,125110,A-,true,false,вользинъ|ѡльзины,вользинъ|ѡльзины
прѣбыти,125116,V-,false,false,пребывши|пребываше|пребыс|пребывъ|пребꙑ|пребꙑша|пребыти|пребысть|пребѹдѹ|прѣбы҃c|прѣбывъшю|прѣбыша|пребых|пребыв꙽шꙋ|пребоудете|пребыхъ,прѣбывъшю
мьста,125117,Ne,true,false,мьстѣ|м]ъс[т]ѣ,мьстѣ|м]ъс[т]ѣ
сани,125121,Nb,false,false,сани|санех|саньхъ|санѣи|саню|санми|санеи,саньхъ
пльсковъ,125122,Ne,true,false,плесковѣ|плъскове|пльсковѫ|пльскове|пльсковѹ|пльсковѣ|пльсковъ|пльсковоу|пльскова|пскова|псковъ|плескова|Псков|Пскова|Пскове|Пскову|пскову,плъскове|пльсковѫ|пльскове|пльсковѹ|пльсковѣ|пльсковъ|пльсковоу|пльскова
седмьдесятъ два,125133,Ma,true,true,о҃|о҃в,
възрасти,125134,V-,true,false,възрастъшю|въздрастъшим|взрослъ|въздрастъша|въздрастеть|въздрасте|воз꙽расте|возрасте|Въздрастьшоу|возрастъше,възрастъшю|въздрастъшим|въздрастъша|въздрастеть|въздрасте|Въздрастьшоу|возрастъше
възмужати,125135,V-,true,false,възмужавшю,възмужавшю
храбрыи,125137,A-,false,false,храбры|храбрымъ|храбра|храборъ|храбрыя|хръбъръ|храбри|храбъръ|храбрых|храбро|храбръ|храброму|храбріи|храбраго|храбрая|Храбрая|храбрыи|храбрꙑх|храбрии|храбрꙑе|храрую|храброю|храбреи,хръбъръ|храбъръ
воина,125139,Nb,false,false,воины|воин|воини|воину|воинѣ|воинѹ|воіною|воінѹ|въиноу|воина|воиною,въиноу
котьлъ,125141,Nb,true,false,котьла|котла|котлы|котловъ|котьлъ|котелъ|катлом,котьла|котьлъ
варити,125142,V-,false,false,варѧ|варимъ|варѧть|варивше|варено|варих|варити|варѧтъ|варитъ|варенои|варит|варѧт|варенаѧ|в]арено|варивъше|варенѣ|варѧщиихъ|варѧше|варивъ,варивъше
тънъкыи,125143,A-,true,false,тонку|тънъкъ|тонце|тонкую|тонко,тънъкъ
угълъ,125148,Nb,true,false,оуглех|ѹглѣ|ѹгълъ|ѹгълѣ|оуглы|угол|углу,ѹгълъ|ѹгълѣ
шатьръ,125151,Nb,true,false,шатра|шатеръ|шатрѣ|шатры|шатьръ|шатрꙑ|шатьры|шатьра|шатьру,шатьръ|шатьры|шатьра|шатьру
подъкладъ,125152,Nb,true,false,подъкладъ|подъклада,подъкладъ|подъклада
седьло,125154,Nb,true,false,сѣдло|седло|седла|сѣдла,
голова,125155,Nb,false,false,головахъ|головамъ|голову|головы|головѣ|голова|головою|головѹ|головъ|голове|голов҃|головꙑ|говою|голъвоу|головами|головꙋ|голоду|головах|галавою,голъвоу
такоже,125156,Df,false,false,такоже|Такъже|Такоже|також|также|так҃же|також҃|тако же|такожде|такѡж|такожъ|Также|Також|Такѡж,Такъже
съступити,125160,V-,true,false,съступиша|съступи|съступившим|сступиша|сступи|сступившим|състѹпи|сьстѹпи|състѹпиша|състоупи|състѹпившема,съступиша|съступи|съступившим|състѹпи|сьстѹпи|състѹпиша|състоупи|състѹпившема
седмьдесятъ четыре,125165,Ma,true,true,о҃д,
седмьдесятъ пять,125166,Ma,true,true,о҃е,
переяславьць,125167,Ne,true,false,переяславци|переяславьцю|переяславець|переꙗславець,переяславьцю
седмьдесятъ шесть,125168,Ma,true,true,о҃ѕ,
яропълкъ,125169,Ne,true,false,ярополкъ|ярополкомъ|ярополка|ярополку|ярополкъ-|ярополъкомъ|Ярополкъ|ꙗропълъ|ꙗропълкъ|ꙗропълкѹ|ѧропълкомь|ꙗропълкомь|ꙗропълка|ѧропълка|ꙗропълъкъ|ꙗрополкъ|Ꙗрополкъ|ꙗрополку|ꙗрополком|ꙗрополка|арополку|ꙗропорка|ꙗрополкомъ,ярополкъ-|ярополъкомъ|ꙗропълъ|ꙗропълкъ|ꙗропълкѹ|ѧропълкомь|ꙗропълкомь|ꙗропълка|ѧропълка|ꙗропълъкъ
володимеръ,125170,Ne,false,false,володимеръ|володимеромъ|володимера|володимеру|володимиръ|володимъръ|володмеръ|володімеръ|володимери|Володимеръ|Володимеру|володимеромь|володимерю|володимером|володїмеръ|володимерѧ|володимерь,володимъръ
бещисльныи,125172,A-,true,false,бещислено|бещисленъ|бещисленое|бещислены|бещисленоѥ,
въстужити,125174,V-,true,false,въстужіша,въстужіша
приступити,125177,V-,false,false,приступить|приступити|прїступиша|приступиша|приступи|приступиста|пристѹпѧт|пристѹпихомъ|пристѹпит|пристѹпити|пристѹпиша|пристѹпивъше|приступивъще|приступилъ|Приступивъше|приступивъше|приступльше|пристѹть|пристѹпивъ|пристѹпи|пристꙋстꙋпивъ|пристꙋпи|пристꙋпивъ|пристꙋпиша|пристꙋпити|пристоупимъ|приступя|приступит|приступил|приступили|приступивъ|пристꙋпльши|пристꙋпили,пристѹпивъше|приступивъще|Приступивъше|приступивъше|приступльше|пристꙋпльши
печенѣжьскыи,125182,A-,true,false,печенѣжьски|печенѣжьскии|печенѣжьскыи|печенѣзьстии,печенѣжьски|печенѣжьскии|печенѣжьскыи|печенѣзьстии
мьнѣти,125183,V-,true,false,мнѧхуть|мнѣша|мнѧше|мнѧть|мнѧхъ|мнѧще|мнѣти|мнѣвъ|мнит|мню|мнѧ|мьню|мним|мниши|мнѣлъ|мнѧху|мнить|мнѣхъ|мьнꙗ|мьнѣвъ|мьнѣвъше|мьнѣша|мнꙗщемъ|мьнить|мьнѣти|мьнѧаше|мьнѧщемъ|мьниши|мнѧщи|мняи|мня|мніте|мнѧста,мьню|мьнꙗ|мьнѣвъ|мьнѣвъше|мьнѣша|мьнить|мьнѣти|мьнѧаше|мьнѧщемъ|мьниши
съврѣщи,125185,V-,true,false,сверга|сверже|сверженъ|съвьргоша|съвѣргоша|съврѣщи|свергоша|съврьже,съвьргоша|съвѣргоша|съврѣщи|съврьже
подъступити,125188,V-,true,false,подъступимъ|подъступиша|путе,подъступимъ|подъступиша
умъчати,125191,V-,true,false,оумчимъ|умчалъ,
ольжичи,125192,Ne,true,false,ѡльжичи,ѡльжичи
въсѣсти,125196,V-,true,false,всѣдъше|всѣде|всѣдъ|всѣдоша|всѧдеть|въсѣсти|всѣдше|всѧду|въсѣдъ|въсѧдꙗше|въсѣде|всѣдʼ|всядемъ,всѣдъше|въсѣсти|въсѣдъ|въсѧдꙗше|въсѣде
въструбити,125197,V-,true,false,въструбиша,въструбиша
излѣзти,125198,V-,false,false,излѣзоша|изълѣзе|излѣзе|излѣзъ|излѣзъше|излезе|излѣзъша,изълѣзе|излѣзъше|излѣзъша
переяславьць,125201,Nb,true,false,переяславци|переяславьци|переꙗславьци|переꙗславци|переꙗславцѣ|переꙗславьцѣ|переꙗславцї|переяславчи,переяславьци|переꙗславьци|переꙗславьцѣ
разьно,125217,Df,true,false,разно|разно-|розно|раȥно,
бръня,125230,Nb,true,false,бронѣ|бръне|брънѧхъ|бронѧх,бръне|брънѧхъ
отъступити,125231,V-,true,false,ѿступища|ѡступи|ѿступи|ѿступивше|ѿстѹпитъ|ѿстꙋпити|ѿстѹпиша|ѿступиша|ѿстѹпи|ѿстѹпить|ѿстѹпихомъ|ѡтступили|ѿступивъ|отъстѹпивъ|ѿстꙋпихом|ѿстоупиша|ѿстоупить|ѿстꙋпиша|ѿстоупи|ѿстоупѧть|ѿстоупили|отступиша|ѿступиш|ѿступил|ѿступит|ѿстѹпите|ѿстѹпити|ѿстоупити|ѿстꙋпѧть,отъстѹпивъ
блюсти,125234,V-,false,false,блюдеши|блюсти|блюди|блюдуть|блюда|блюдѣте|блюдъ|блюдем|блюдѹтъ|блюсьти|блюсть|блюдеть|блюстъ|блюдѹче|блюде|блюдущю|блюдыи|блюдѹщи|блюды|нисти|блюдет|блюдѧше|блюдите,блюсьти
въбързѣ,125240,Df,true,false,вборзѣ|вборзе|во борожь|во брозѣ|въборозе|въбързѣ|вборъзѣ,въборозе|въбързѣ|вборъзѣ
цѣловати,125253,V-,false,false,цѣлова|цѣловавши|цѣлует|цѣлуеть|цѣловат|цѣловавше|цѣловавъ|цѣловаста|цѣловаша|целовати|цѣлуите|цѣлуѥши|цѣловаше|цѣловалъ|целова|целѹю|цѣлѹи|цѣловати|целовавъ|цѣловавъше|человаста|чѣловавъ|человали|цѣлѹю|цѣлѹѥмъ|цѣловали|цѣловала|цѣловавшим|цѣловатъ|цѣлують|целовавше|цѣлѹꙗ|цѣловавъшю|цѣлоуѥмъ|цѣлѹють|целовалъ|целовали|цѣлоуи|целовать|целоват|целуи,цѣловавъше|цѣловавъшю
съжалити,125255,V-,true,false,съжали|сжаливъ|сжалих|сжали|съжаливъ|сжалила|сжалї|съжалиша|зъжалих|зжалих|съжалих꙽,съжали|съжаливъ|съжалиша|зъжалих|съжалих꙽
събирати,125257,V-,true,false,собра|сбираю|сбираеть|сберѣте|сбирають|собравъ|събра|събирати|сбирати|збираетъ|збирати|събирающе|събираѥть|сбирает҃|събирають|събирающеи|събирающи|събирающиихъ|собираше|з꙽бирают|събирали,събра|събирати|събирающе|събираѥть|събирають|събирающеи|събирающи|събирающиихъ|събирали
отъпрѣти,125267,V-,true,false,ѿпрѣ,
розноличьныи,125294,A-,true,false,розноличныя|розноличнии,
купѣль,125295,Nb,false,false,купѣлью,купѣлью
ключьница,125300,Nb,true,false,ключницѣ,
греховьныи,125302,A-,true,false,грѣховною|грѣховьнаго|грѣховнѣмь,грѣховьнаго
познание,125308,Nb,false,false,познанье|познанїе,познанье
презвитеръ,125309,Nb,false,false,презвутеръ|презвутеры|презвитери|презвитера|презвутером|презвутеръмь,презвутеръмь
начатъкъ,125310,Nb,true,false,начатокъ|начатки|начатъкъ|начаткꙋ|начатком|начат꙽ки|начат꙽ка|начатцѣ,начатъкъ
примирение,125311,Nb,false,false,примиренью,примиренью
небесьныи,125312,A-,true,false,нбсное|нбсныи|нбнсаго|нбнсыя|нбсная|нбнсыхъ|нбнсѣмь|нбнсое|нбсныя|нбнсыи|нбснаго|нбснемъ|нбсномѹ|нбс҃нѣи|нбс҃ноѥ|нбс҃нѣмь|нбснии|нбсныхъ|нбс҃ноє|нб҃сныꙗ|нб҃снааго|нб҃сьнаꙗ|небесьнѣмь|нб҃сноѥ|нб҃снѣмь|нб҃сныи|нб҃сьныи|нб҃снаго|небесьноѥ|нб҃сьномѹ|нб҃сьныихъ|небесьнаꙗ|нб҃сьнааго|нб҃сьнаго|нбсныѧ|небесныѧ|небсному|небсныи|нбснаѧ|нбснѣи,нб҃сьнаꙗ|небесьнѣмь|нб҃сьныи|небесьноѥ|нб҃сьномѹ|нб҃сьныихъ|небесьнаꙗ|нб҃сьнааго|нб҃сьнаго
прѣдътещи,125313,V-,true,false,предътекущия|предтекущих,предътекущия
дьньница,125314,Nb,true,false,деньица|днеьница|д҃ньница|дьньница,деньица|днеьница|д҃ньница|дьньница
начальница,125316,Nb,true,false,началницю,
правьдьныи,125317,A-,true,false,првд҃нхъ|прв҃днму|праведенъ|прв҃днъ|пр҃вднии|пр҃вднмъ|прв҃дныя|праведными|праведну|праведною|праведно|праведнаго|праведныя|праведныи|праведнии|праведны|праведного|праведномъ|праведъныѧ|праведнымъ|праведных|праведныхъ|праведнемъ|првд҃нми|праведна|правьднꙑими|праведьна|правьдьныими|правьдьнааго|правьдьни|правьдьныꙗ|правьдьна|правьдьныимъ|првдныи|првдна|првдных|Праведно,праведъныѧ|правьднꙑими|праведьна|правьдьныими|правьдьнааго|правьдьни|правьдьныꙗ|правьдьна|правьдьныимъ
кальныи,125325,A-,true,false,кальни|калнѹ,кальни
възвеселити,125326,V-,true,false,възвеселѧт|возвеселит|възвеселите|възвеселим|возвеселиши|возвеселити|възвесели|воȥвеселиша|возвеселил|возвеселиша|возвеселѧт|возвеселих|возвеселитъ,възвеселѧт|възвеселите|възвеселим|възвесели
бесъмьртие,125327,Nb,true,false,бссмртье,бссмртье
прославляти,125330,V-,false,false,прославлѧють|прославлѧющая|прославлѧху|прославленъ|прославлѧеть|прославьлѧю|прославлѧют|прославлꙗюще|прославꙗше|прославлѧющааго|прославлѧше|прославлѧꙗ|прославлѧ|прославляя|прославляет|прославѧет|прославлѧемо|прославлѧет|прославлѧющаго|прославѧше|прославлѧю,прославьлѧю
любьчанинъ,125343,Ne,true,false,любечанинъ,
лъбъ,125358,Nb,true,false,лбѣ|лобъ|лъба|лбу,лъба
оковати,125360,V-,false,false,ѡковаше|ѡкованым|ѡковаша|ѡкована|ѡкова|оковавъше|оковавъ|окованъ|оковаша|ѡкѹю|окова|ѡкованы|ѡкаваны,оковавъше
осмьдесятъ единъ,125362,Ma,true,true,п҃а,
осмьдесятъ три,125363,Ma,true,true,п҃г,
гънати,125366,V-,true,false,гна|женуть|женеть|гонѧщаго|женущю|гнаша|женущи|гнати|женучи|гнаста|гнавшю|женѧшеть|женѹть|женѹщааго|гънаста|гънавъши|гнали,гънаста|гънавъши
заѣхати,125368,V-,false,false,заѣхавъ|заѣхавъшю,заѣхавъшю
вьсегда,125370,Df,true,false,всегда|вьсьгда|всѣгда|всегды|вьсегда|всѥгда,вьсьгда|вьсегда
отъмьстити,125373,V-,true,false,ѿмьстити|ѿмьстѧть,ѿмьстити|ѿмьстѧть
малъкъ,125374,Ne,true,false,малък,малък
двадесять и осмь,125375,Ma,true,true,к҃.и.и҃|к҃и,
осмьдесятъ пять,125376,Ma,true,true,п҃е,
опълчити,125377,V-,true,false,вполчита|ѡполчать|ѡполчен,
побѣщи,125382,V-,false,false,побѣгъшю|побѣже|побѣгоша,побѣгъшю
тѣсьнити,125384,V-,true,false,тѣснѧче,
съпихнути,125387,V-,true,false,спехнуша,
дьбрь,125388,Nb,true,false,дебрь|дебремъ|дьбрь|деберь|дебри,дьбрь
ольговыи,125391,A-,true,false,ѡльговъ,ѡльговъ
вьчера,125393,Df,true,false,вчера|вьчера,вьчера
трупие,125395,Nb,false,false,трупье|трупья|трупии|трѹпиѥ|трупиѥ|троупїа|трꙋпїѧ|трꙋпїа|трѹпїемъ|трѹпїѧ|трупіа,трупье|трупья
вънести,125397,V-,true,false,внесоша|вънесе|внесем,вънесе
ковьръ,125398,Nb,true,false,коврѣ|коверъ|ковры|ковъръ,ковъръ
вьручии,125399,Ne,true,false,вручии|вручога|вручего,
грькыни,125400,Nb,true,false,грекини|грекиню|грекинѣ|грькынѣ|гръкꙑни,грькынѣ|гръкꙑни
осмьдесятъ осмь,125403,Ma,true,true,п҃и,
рогъволодъ,125406,Ne,true,false,рогъволоду|рогъволодъ|рогъволода|роговолода|роговолоду|роговолодъ,рогъволоду|рогъволодъ|рогъволода
полотьскыи,125407,A-,true,false,полотьску|полотьскаго|плотьскыя|полочьскꙑи|полотьскꙑи|полотьскою|полот҃скꙑи|полотьскыи|полотьскꙋю|полотьскыѣ|полотскаго|полотьского|полоцкимъ,полотьску|полотьскаго|плотьскыя|полочьскꙑи|полотьскꙑи|полотьскою|полотьскыи|полотьскꙋю|полотьскыѣ|полотьского
заморие,125410,Nb,false,false,заморья|заморїꙗ|заморьꙗ|замориꙗ,заморья|заморьꙗ
туровьць,125413,Nb,true,false,туровци,
рогънѣдинъ,125416,A-,true,false,рогънѣдину,рогънѣдину
яропълчь,125418,A-,true,false,ярополча|ярополчимъ|ярополчю|ярополчичь|ꙗропълцемъ|ꙗрополчи|ꙗрополче,ꙗропълцемъ
рогъволожь,125420,A-,true,false,рогъволожю|роговоложи,рогъволожю
правьдьникъ,125427,Nb,true,false,првд҃нкъ|првд҃нци|прв҃дники|првд҃нка|праведницї|праведником|праведнику|праведника|праведник|правьдьници|правьдника|правьдьникъ|правьдьникомъ|праведницы|праведникъ|праведникоу,правьдьници|правьдника|правьдьникъ|правьдьникомъ
слухъ,125428,Nb,false,false,слуха|слухомъ|слух|слѹха|слѹхъмь|слꙋхи|слѹхꙋ|слухъ|слꙋхъ|слоухом|слꙋха,слѹхъмь
упъвати,125429,V-,true,false,оуповати|оуповають|уповах|оупова|ѹповающе|уповающааго|уповаю|уповахъ|ѹповающиихъ|ѹповающїмъ|ѹповаꙗ|ѹповати|ѹпъвающиимъ|ѹповах|ѹповахъ|уповая|ѹповаѧ|ѹповающꙋ|ѹповаите|ѹпова,ѹпъвающиимъ
мьзда,125431,Nb,true,false,мьзда|мьзды|мзда|мздѹ|мьздѹ|мьздѣ|мъзды|м꙽здѹ|мзды,мьзда|мьзды|мьздѹ|мьздѣ|мъзды
строение,125432,Nb,false,false,строенье|строенью|строѥнье|строенїи|строѥнья|строение|строенїемъ|с꙽троенїѧ|с꙽троенїем|с꙽троенїе|страение,строенье|строенью|строѥнье|строѥнья
вышьнии,125433,A-,true,false,вышнѧго|вышнии|вышнему|вꙑшнии|вышьнꙗаго|вышьнѧ҃аго|вышнїи|вышнем|выш꙽нѧго|вышнее|вышнюю,вышьнꙗаго|вышьнѧ҃аго
вѣньць,125435,Nb,true,false,вѣнець|вѣненцьь|венецъ|вѣньць|вѣньчь|вѣньцѧ|вѣнѣць|вѣньца|вѣньцьмь|вѣнцевъ|венец|вѣнецъ,вѣненцьь|вѣньць|вѣньчь|вѣньцѧ|вѣньца|вѣньцьмь
господьнии,125437,A-,true,false,гснѧ|гнсѧ|гньс|гсню|гсне,гньс
мышьца,125439,Nb,true,false,мышцею|мышцю|мышца,
противьникъ,125441,Nb,true,false,противника|противнику|противникъ,
мужьскы,125444,Df,true,false,мужьски|мужьскы|мѹжески|мѹжескы,мужьски|мужьскы
пятьнадесять,125456,Ma,true,false,е҃і|·е҃і|пятнадцать|.е҃і|е҃ι|пѧтьнадесѧт|еі|еі҃|е҃і҃|іе҃|15|пятнацет|пятнатцетъ|пятнатцет|ЕІ,пѧтьнадесѧт
дьмитрѣвичь,125457,A-,true,false,Дмитрѣевича|Дмитрѣевич|Дмитрѣевичь,
правънукъ,125459,Nb,true,false,правнука|правнукъ|правнукы|правнукомъ,
явити,125461,V-,false,false,яви|явлено|явити|явиста|явиша|явѧт|ꙗви|ꙗвим|ꙗвѧт|Яви|явит|ꙗвити|ꙗвивыи|ꙗвивъшю|ꙗвивъ|ꙗвльше|ꙗвльшимъ|ꙗвите|явивъше|ꙗвил|явили|явила|явилъ|явитъ|ꙗвлен꙽на|ꙗвит|ꙗвль|ꙗвлю|ꙗвленаѧ|ꙗвлена|явил,ꙗвивъшю|ꙗвльше|ꙗвльшимъ|явивъше
младеньць,125468,Nb,true,false,младенець|младенца|Младенец|млдца|младенцем|младнець|млднцу|младенец|младенецъ|младен꙽цем|младенцы|младен꙽цы|младен꙽ца|младенцꙋ|младеньцꙋ|младенци|младенцѹ|младенце|младенцех|младенцевъ,младеньцꙋ
исусъ,125469,Ne,false,false,і҃съ|іссу|ісъ|іс҃а|їссъ-|іс҃у|исс|ісс|їсса|іссѣ|Исуса|ис҃ѹ|їссъ|ис҃ъ|іс|іс҃ъ|иі҃съ|иіс|і҃с|іс҃|іѵ҃|їс҃е|исусѣ|ꙇсусъ|ꙇсѣ|ꙇс҃е|ꙇс҃а|їс҃ъ|ꙇс҃ѣ|ꙇс҃у|ꙇс҃|Іса҃|Іс҃а|Iс҃ѣ|Iс҃|Iс҃а|Iс҃е,їссъ-
чудотворьць,125471,Nb,true,false,чюдотворца|чюдотворьцевъ|чюдотворъцы|чюдотворцы|чюдотвор꙽ца|чюдотворецъ|чюдотворцев,чюдотворьцевъ|чюдотворъцы
хлѣбъ,125473,Nb,false,false,хлѣбъ|хлѣбомъ|хлѣбы|хлѧбі|хлѣба|хлѣб|хлѣбѡвъ|хлѣбовъ|хлѣбѣ|хлебе|хльбь|хлебы|хлебѣ|хлѣб҃|хлѣби|хлѣбов|хлѣбом|хлѣбꙋ|хлѣбѹ|хлѣбех|хлѣбї|хлеб|хлебꙋ|хлеба,хльбь
овьсяныи,125474,A-,true,false,овсанъ|ѡвсѧнаѧ|ѡвсѧныхъ|овсѧною|ѡвсѧное|ѡвсѧнои,
никъгдаже,125478,Dq,true,false,никогдаже,
недужьныи,125480,A-,true,false,недужныя|нѣдужныя,
сътечи,125481,V-,true,false,стекоша,
отъвьсюду,125485,Df,true,false,ѿвсюду|оттовсюду|отовсюду|ѿвсюдꙋ|ѿ всюдꙋ|ѿвсюдѹ,
съсати,125489,V-,true,false,сущих|ссѹщих|сцытъ|с꙽сати|сⸯсахꙋ,
митрополитъ,125495,Nb,false,false,митрополитомь|митрополитъ|митрополитом|митрополита|митрополиту|митрополит|митрополитомъ|митрополит҃|митрополититъ|митрополитоу|мїтрополитѹ|митрополитѹ|мктрополитъ|митрополіт҃|митрополитъмь|мїтропѡлитъ|митрофолита|митрофолитъ|митрополите|митрополиты|митрополитѣ,митрополитъмь
съборъ,125497,Nb,true,false,сборъ|Сборъ|сборѣхъ|сборѣ|зборѣ|зборъ|зборѣхъ|соборомъ|собора|сбора|съборъ|зборовъ|събором|съборы|собор|соборѣ|соборъ|ѕборе|зборе|собору|соборовъ,съборъ|събором|съборы
вельможа,125498,Nb,true,false,вельможа|велможии|велможе|вельможи|велможа|вельможами|вельможамъ|вельможь|велможь|велможамъ|велʼможамъ|велʼможами|велможи|велʼможа|велʼможи|велмож,вельможа|вельможи|вельможами|вельможамъ|вельможь
православьныи,125499,A-,true,false,православное|православные|православныи|православным|православнꙋю|православнѹю|православными|православную|православныхъ|православная|православна|православных|православныѧ|православнѣи,
крьстияньство,125500,Nb,true,false,крѣстьянство,крѣстьянство
прозьрѣти,125502,V-,true,false,прозрѣ|прозрить|прозираху|прозрѣста|прозьрꙗ|прозрꙗ|прозрѧи,прозьрꙗ
человѣчии,125507,A-,false,false,человечь|чл҃вчю|члв҃ча|чл҃ча|члчью|чл҃вѣчь|чл҃чѧ,члчью
зьрѣти,125508,V-,true,false,зрѧтъ|зрѧ|зрѣ|зрѣемо|зрѧщю|зрѣти|зри|зрѧща|зрѧще|зрите|зрещи|зерѧ|зрѧхѹ|зрѧщимъ|зьрꙗще|зьрꙗ|зьрѧаше|зрꙗ|зьрѧщю|зьрѧщемъ|зря|зриши|зрѧи|зримо|зрима|зрю|зримаѧ|зримыи,зьрꙗще|зьрꙗ|зьрѧаше|зьрѧщю|зьрѧщемъ
неизреченьныи,125510,A-,true,false,неизречньну|неиздреченьную|неиздреченьною|неиздреченьнѣмь|неиздреченьному|неизреченных|нѣизреченна|неиздреченьно|неизреченное|неизреченнѹю|неизреченʼными|неизречнʼныи|неизреченнʼыи|неизречнʼными|неизреченнѣм|неизреченныѧ,неизречньну|неиздреченьную|неиздреченьною|неиздреченьнѣмь|неиздреченьному|неиздреченьно
вьсьдѣ,125513,Df,true,false,везде|вездѣ|вьсьде,вьсьде
крьстиянинъ,125514,Nb,true,false,хесяномъ|хьсяны|хьсяномъ|хьсяни|хьсянъ|крѣстьянѣ—|хртїѧнъ|крестїѧне|хрстїѧнїна|крстьѧнїна|крс҃тьꙗномъ|крьстьꙗномъ|крс҃тьѧномъ|крстьяна|крѣстьянина|кртсьяны|крьстиꙗномъ|крестьянꙑ|крестьяня,хьсяны|хьсяномъ|хьсяни|хьсянъ|крѣстьянѣ—|крстьѧнїна|крс҃тьꙗномъ|крьстьꙗномъ|крс҃тьѧномъ|крстьяна|крѣстьянина|кртсьяны|крьстиꙗномъ|крестьянꙑ|крестьяня
чьствовати,125515,V-,true,false,чествоваху,
отънудь,125516,Df,true,false,отнюд|ѿнюдъ|ѿнюд|ѿнѹд|отнют|ѡтиноуд|отїнꙋд,
добродѣтель,125518,Nb,false,false,добродѣтели|добродетель|добродѣтелемъ|добродѣтелех|добродѣтель|добродѣтелью|добродѣтелми|добродѣтельми|добрѡдѣтель|добродѣтелїю|до бродѣтели,добродѣтелью|добродѣтельми
законьныи,125519,A-,true,false,законную|законномъ|законно|законного|законномѹ|законъное|законнои,законъное
чудотворьныи,125520,A-,true,false,чюдотворною|чюдотворнымъ|чюдотворную|чюдотворные|чюдотворных|чидотворных|чюдотворнаꙗ,
богатьство,125521,Nb,true,false,б҃атьство|б҃атьствѹ|б҃атьства|б҃атства|богатством|богатства|богатество|богатества|богатествѣ|богатествомъ|ба҃тьство|богатьство|бгатьство|богатствомъ|богатьс꙽твом|богатс꙽тва|бѡгатства|бѡгатьства,б҃атьство|б҃атьствѹ|б҃атьства|ба҃тьство|богатьство|бгатьство|богатьс꙽твом|бѡгатьства
