приготовити|V-|122801|prigotoviti|40|1|prigotov|e_sl
да|G-|58766|da||0|da|e_sl
просвѣтити|V-|68354|prosvětiti|40|1|prosvět|e_sl
десныи|A-|58816|desnъ|adj_hard|2|desn|e_sl
причастьникъ|Nb|68375|pričęstьnikъ|masc_o|2|pričęstьnik|e_sl
избьрати|V-|64727|jьzbьrati|51_abl|1|jьzbьr|e_sl
въздъхнути|V-|64582|vъzdъxnǫti|21|1|vъzdъx|e_sl
възглаголати|V-|64390|vъzgolgolati|52|1|vъzgolgol|ch_sl
сирѣчь|Df|66938|sirěčь||0|sirěčь|e_sl
животъ|Nb|65425|životъ|masc_o|2|život|e_sl
духъ|Nb|58909|duxъ|masc_o|2|dux|e_sl
прочии|A-|65949|pročь|adj_soft|2|proč|e_sl
разумѣвати|V-|64191|orzuměvati|54|1|orzuměva|ch_sl
аще|G-|58819|aћe||0|atje|ch_sl
мощи|V-|59413|moћi|11|1|mog|ch_sl
испасти|V-|85982|jьspasti|11|1|jьspad|e_sl
отъврѣщи|V-|65080|otъverћi|14|1|otъvŕ̥g|ch_sl
нежели|Df|137778|neželi||0|neželi|e_sl
обои|Ma|67911|obojь|pron_soft|2|oboj|e_sl
покланяти|V-|69245|poklańǢti|54|1|poklanjǢ|e_sl
страдати|V-|66822|stradati|52|1|strad|e_sl
умирати|V-|60057|umirati|54|1|umira|e_sl
убо|Df|58911|ubo||0|ubo|e_sl
зане|G-|71773|zańe||0|zanje|e_sl
сътяжати|V-|73481|sъtęžǢti|31|1|sъtęž|e_sl
измѣнити|V-|78997|jьzměniti|40|1|jьzměn|e_sl
тъкъмо#1|Df|59085|tъkъmo||0|tъkъmo|ch_sl
съмьрть|Nb|64177|sъmŕ̥tь|fem_i|2|sъmŕ̥t|e_sl
ради|R-|59331|radi||0|radi|e_sl
съконьчавати|V-|72135|sъkonьčǢvati|54|1|sъkonьčǢva|e_sl
вьсегда|Df|64969|vьxegъda||0|vьxegъda|e_sl
научити|V-|66564|naučiti|40|1|nauč|e_sl
павьлъ|Ne|73098|pavьlъ|masc_o_u|2|pavьl|e_sl
апостолъ|Nb|66565|apostolъ|masc_o|2|apostol|e_sl
прѣжде|Df|64254|perђe||0|perdje|ch_sl
хытрость|Nb|78941|xytrostь|fem_i|2|xytrost|e_sl
имѣти|V-|59090|jьměti|have|1||e_sl
егда|Dq|66511|jegъda||0|jegъda|e_sl
въмѣнити|V-|71759|vъměniti|40|1|vъměn|e_sl
сице|Df|68658|sike||0|sike|e_sl
яко|G-|58792|ako||0|ako|e_sl
вънѣшьнии|A-|66801|vъněšьńь|adj_soft|2|vъněšьnj|e_sl
тьля|Nb|66376|tьĺǢ|fem_ja|2|tьlj|e_sl
пагуба|Nb|66688|paguba|fem_a|2|pagub|e_sl
обрѣсти|V-|58937|obrěsti|rěsti|1|ob|e_sl
тъкъмо#2|Df|74339|tъkъmo||0|tъkъmo|ch_sl
чисти|V-|60144|čisti|ьt|1|č|e_sl
погыбати|V-|66247|pogybati|52|1|pogyb|e_sl
понеже|G-|65912|pońeže||0|ponježe|e_sl
любы|Nb|66231|ĺuby|fem_uu|2|ljub|e_sl
льсть|Nb|64213|lьstь|fem_i|2|lьst|e_sl
благоволити|V-|58927|bolgovoliti|40|1|bolgovol|ch_sl
неправьда|Nb|68736|nepravьda|fem_a|2|nepravьd|e_sl
ученикъ|Nb|59097|učenikъ|masc_o|2|učenik|e_sl
врѣмя|Nb|59030|vermę|nt_N|2|verm|ch_sl
распятие|Nb|84100|orspętьje|nt_jo|2|orspętьj|ch_sl
господьнь|A-|58991|gospodьńь|adj_soft|2|gospodьnj|ch_sl
прѣложити|V-|73331|perložiti|40|1|perlož|ch_sl
луна|Nb|64739|luna|fem_a|2|lun|e_sl
кръвь|Nb|60329|kry|fem_uu|2|kr|ch_sl
звѣзда|Nb|64741|gvězda|fem_a|2|gvězd|e_sl
явити|V-|65102|aviti|40|1|av|e_sl
коньчина|Nb|60291|konьčina|fem_a|2|konьčin|e_sl
слово|Nb|58855|slovo|nt_S|2|slov|e_sl
плъть|Nb|64697|plъtь|fem_i|2|plъt|e_sl
обычаи|Nb|65435|obyčǢjь|masc_jo|2|obyčǢj|e_sl
тварь|Nb|66147|tvarь|fem_i|2|tvar|e_sl
знамение|Nb|64232|znamenьje|nt_jo|2|znamenьj|e_sl
именовати|V-|67962|jьmenovati|61|1|jьmen|e_sl
положити|V-|64024|položiti|40|1|polož|e_sl
прѣдѣлъ|Nb|59564|perdělъ|masc_o|2|perděl|ch_sl
яко|Dq|58922|ako||0|ako|e_sl
гнѣвъ|Nb|65122|gněvъ|masc_o|2|gněv|e_sl
западъ|Nb|68273|zapadъ|masc_o|2|zapad|e_sl
закрыти|V-|69068|zakryti|18|1|zakr|e_sl
шьствие|Nb|68733|šьstvьje|nt_jo|2|šьstvьj|e_sl
моръ|Nb|68996|morъ|masc_o|2|mor|e_sl
помьркнути|V-|69135|pomŕ̥knǫti|21|1|pomŕ̥k|e_sl
законъ|Nb|66676|zakonъ|masc_o|2|zakon|e_sl
цьркъвьныи|A-|65896|kŕ̥kъvьnъ|adj_hard|2|kŕ̥kъvьn|e_sl
ярость|Nb|55811|jǢrostь|fem_i|2|jǢrost|e_sl
зѣло|Df|60265|gělo||0|gělo|e_sl
забыти|V-|64584|zabyti|pref_byti|1|za|e_sl
пакы|Df|58860|paky||0|paky|e_sl
потомь|Df|80000|potomь||0|potomь|e_sl
минути|V-|65932|minǫti|22|1|min|e_sl
постъ|Nb|65285|postъ|masc_o|2|post|e_sl
бѣдьныи|A-|67099|bědьnъ|adj_hard|2|bědьn|e_sl
цьркы|Nb|58999|kŕ̥ky|fem_uu|2|kŕ̥k|e_sl
власть|Nb|59477|volstь|fem_i|2|volst|ch_sl
тьмьница|Nb|66223|tьmьnika|fem_a_PV3|2|tьmьnik|e_sl
вѣрьныи|A-|68323|věrьnъ|adj_hard|2|věrьn|e_sl
нестроение|Nb|68995|nestrojenьje|nt_jo|2|nestrojenьj|e_sl
прѣстати|V-|67890|perstati|stati|1|per|ch_sl
потьрпѣти|V-|67455|potŕ̥pěti|31|1|potŕ̥p|e_sl
како|Dq|59433|kako||0|kako|e_sl
при|R-|58940|pri||0|pri|e_sl
иноплеменьникъ|Nb|68881|jьnoplemenьnikъ|masc_o|2|jьnoplemenьnik|e_sl
доньдеже|G-|148791|dońьdeže||0|donjьdeže|e_sl
врагъ|Nb|64025|vorgъ|masc_o|2|vorg|ch_sl
погубити|V-|59134|pogubiti|40|1|pogub|e_sl
отъбѣжати|V-|122842|otъběžǢti|31|1|otъběž|e_sl
тамо|Df|66599|tamo||0|tamo|e_sl
възвѣщати|V-|68553|vъzvěšћǢti|54|1|vъzvěstjǢ|e_sl
хвала|Nb|65116|xvala|fem_a|2|xval|e_sl
чинъ|Nb|67599|činъ|masc_o_u|2|čin|e_sl
прѣстолъ|Nb|66273|perstolъ|masc_o|2|perstol|ch_sl
приимати|V-|59330|prijьmati|52_abl|1|prijьm|e_sl
прѣходити|V-|67804|perxoditi|40|1|perxod|ch_sl
начало|Nb|64248|načęlo|nt_o|2|načęl|e_sl
рѣчь|Nb|67960|rěčь|fem_i|2|rěč|e_sl
пѣти|V-|80670|pěti|19|1|p|e_sl
ангелъ|Nb|59019|anǵelъ|masc_o|2|anǵel|e_sl
славити|V-|64508|slaviti|40|1|slav|e_sl
римьскыи|A-|69105|rimьskъ|adj_hard|2|rimьsk|e_sl
зьрѣти|V-|59926|zьrěti|31|1|zьr|e_sl
избавити|V-|66370|jьzbaviti|40|1|jьzbav|e_sl
начинание|Nb|150755|načinanьje|nt_jo|2|načinanьj|e_sl
прѣжде|R-|65945|perђe||0|perdje|ch_sl
подобати|V-|64241|podobati|54|1|podoba|e_sl
цѣлыи|A-|65206|kělъ|adj_hard|2|kěl|e_sl
съблюдати|V-|67735|sъbĺudati|54|1|sъbjuda|e_sl
кромѣ|R-|59247|kromě||0|kromě|e_sl
съставъ|Nb|133777|sъstavъ|masc_o|2|sъstav|e_sl
отьчии|A-|67356|otьčь|adj_soft|2|otьč|e_sl
божьство|Nb|79972|božьstvo|nt_o|2|božьstv|e_sl
равьныи|A-|66163|orvьnъ|adj_hard|2|orvьn|ch_sl
величьство|Nb|117900|veličьstvo|nt_o|2|veličьstv|e_sl
съзьдати|V-|59488|sъzьdati|52_abl|1|sъzьd|e_sl
ничьтоже|Px|59084|ničьtože|čьtože|2|ni|e_sl
болии|A-|65289|boĺь|adj_soft_comp|2|bolj|e_sl
рождение|Nb|66299|roђenьje|nt_jo|2|rodjenьj|ch_sl
обьщии|A-|73274|obьћь|adj_soft|2|obьtj|ch_sl
цѣсарьство|Nb|64245|kěsaŕьstvo|nt_o|2|kěsarjьstv|e_sl
вашь|Ps|59333|vašь|pron_soft|2|vaš|e_sl
съпасение|Nb|67717|sъpasenьje|nt_jo|2|sъpasenьj|e_sl
щедрота|Nb|122818|ščedrota|fem_a|2|ščedrot|e_sl
дѣва|Nb|67623|děva|fem_a|2|děv|e_sl
въплътити|V-|137945|vъplъtiti|40|1|vъplъt|e_sl
пострадати|V-|60334|postradati|52|1|postrad|e_sl
въскрьснути|V-|60069|vъskrьsnǫti|21|1|vъskrьs|e_sl
въздати|V-|58787|vъzdati|dati|1|vъz|e_sl
къжьдо|Px|67292|kъžьdo|kъžьdo|2|k|e_sl
цѣсарьствие|Nb|58998|kěsaŕьstvьje|nt_jo|2|kěsarjьstvьj|e_sl
коньць|Nb|64399|konьkь|masc_o_PV3|2|konьk|e_sl
въобразити|V-|81182|vъobraziti|40|1|vъobraz|e_sl
отъвѣщати|V-|59092|otъvěћǢti|54|1|otъvětjǢ|ch_sl
прѣступити|V-|68827|perstǫpiti|40|1|perstǫp|ch_sl
облѣщи|V-|58877|obvelћi|15|1|obvelk|ch_sl
въсприяти|V-|66332|vъsprijęti|12|1|vъsprijьm|e_sl
съвьршити|V-|65639|sъvŕ̥šiti|40|1|sъvŕ̥š|e_sl
воля|Nb|66351|voĺǢ|fem_ja|2|volj|e_sl
помянути|V-|68352|pomęnǫti|22|1|pomęn|e_sl
осудити|V-|65654|osǫditi|40|1|osǫd|e_sl
исповѣдати|V-|65711|jьspovědati|54|1|jьspověda|e_sl
петръ|Ne|59281|petrъ|masc_o_u|2|petr|e_sl
прилежати|V-|68597|priležǢti|31|1|prilež|e_sl
питие|Nb|123825|pitьje|nt_jo|2|pitьj|e_sl
страхъ|Nb|59228|straxъ|masc_o|2|strax|e_sl
нѣкъгда|Df|69040|někъgъda||0|někъgъda|e_sl
довольныи|A-|67758|dovolьnъ|adj_hard|2|dovolьn|e_sl
душа|Nb|60303|dušǢ|fem_ja|2|duš|e_sl
поминати|V-|68894|pominati|54|1|pomina|e_sl
молодыи|A-|64755|moldъ|adj_hard|2|mold|e_sl
изгънание|Nb|65651|jьzgъnanьje|nt_jo|2|jьzgъnanьj|e_sl
изволити|V-|67592|jьzvoliti|40|1|jьzvol|e_sl
дѣвица|Nb|65951|děvika|fem_a_PV3|2|děvik|e_sl
богатыи|A-|64089|bogatъ|adj_hard|2|bogat|e_sl
съчетати|V-|65444|sъčetati|54|1|sъčeta|e_sl
подвигъ|Nb|69056|podvigъ|masc_o|2|podvig|e_sl
духовьныи|A-|67799|duxovьnъ|adj_hard|2|duxovьn|e_sl
почивати|V-|66115|počivati|54|1|počiva|e_sl
домъ|Nb|59745|domъ|masc_u|2|dom|e_sl
распутие|Nb|58934|orspǫtьje|nt_jo|2|orspǫtьj|ch_sl
цѣсарьствовати|V-|68949|kěsaŕьstvovati|61|1|kěsarjьstv|e_sl
обрѣменити|V-|67122|obermeniti|40|1|obermen|ch_sl
повиньныи|A-|66192|povinьnъ|adj_hard|2|povinьn|e_sl
дробьныи|A-|81188|drobьnъ|adj_hard|2|drobьn|e_sl
евангелие|Nb|59036|jevanǵelьje|nt_jo|2|jevanǵelьj|e_sl
врачь|Nb|67910|vьračь|masc_ju|2|vьrač|ch_sl
слышати|V-|58797|slyšǢti|31|1|slyš|e_sl
горько|Df|69065|gorьko||0|gorьko|e_sl
зажещи|V-|67519|zažeћi|11|1|zažeg|ch_sl
свѣща|Nb|66187|sveћǢ|fem_ja|2|světj|ch_sl
прилѣпити|V-|65440|prilěpiti|40|1|prilěp|e_sl
възложити|V-|58951|vъzložiti|40|1|vъzlož|e_sl
пламы|Nb|68862|polmy|masc_N|2|polm|ch_sl
угасити|V-|68692|ugasiti|40|1|ugas|e_sl
съложити|V-|69381|sъložiti|40|1|sъlož|e_sl
риза|Nb|58952|riza|fem_a|2|riz|e_sl
помолити|V-|65149|pomodliti|40|1|pomodl|e_sl
скърбьныи|A-|64686|skr̥bьnъ|adj_hard|2|skr̥bьn|e_sl
прилежьно|Df|68768|priležьno||0|priležьno|e_sl
отълучити|V-|69306|otъlǫčiti|40|1|otъlǫč|e_sl
брѣмя|Nb|67549|bermę|nt_N|2|berm|ch_sl
тяжькыи|A-|67766|tęžьkъ|adj_hard|2|tęžьk|e_sl
пасти#1|V-|59251|pasti|11|1|pad|ch_sl
рыдати|V-|65947|rydati|54|1|ryda|e_sl
лежати|V-|60189|ležǢti|31|1|lež|e_sl
чии|Pi|60005|čьjь|pron_soft|2|čьj|e_sl
съконьчати|V-|64236|sъkonьčǢti|54|1|sъkonьčǢ|e_sl
злато|Nb|67808|zolto|nt_o|2|zolt|ch_sl
украсити|V-|68348|ukrasiti|40|1|ukras|e_sl
красьныи|A-|68072|krasьnъ|adj_hard|2|krasьn|e_sl
въмѣстити|V-|67537|vъměstiti|40|1|vъměst|e_sl
доброта|Nb|79310|dobrota|fem_a|2|dobrot|e_sl
свѣтьлыи|A-|66382|světьlъ|adj_hard|2|světьl|e_sl
кърма|Nb|66792|kr̥ma|fem_a|2|kr̥m|e_sl
бѣжати|V-|59428|běžǢti|31|1|běž|e_sl
болѣзнь|Nb|64247|bolěznь|fem_i|2|bolězn|e_sl
съмьртьныи|A-|65966|sъmŕ̥tьnъ|adj_hard|2|sъmŕ̥tьn|e_sl
обити|V-|69992|objьti|jьti|1|ob|e_sl
вьдова|Nb|67721|vьdova|fem_a|2|vьdov|e_sl
прѣзьрѣти|V-|83523|perzьrěti|31|1|perzьr|ch_sl
моление|Nb|84527|modĺenьje|nt_jo|2|modljenьj|e_sl
въздвигнути|V-|65283|vъzdvignǫti|21|1|vъzdvig|e_sl
буря|Nb|66787|buŕǢ|fem_ja|2|burj|e_sl
съньмъ|Nb|65724|sъnьmъ|masc_o|2|sъnьm|e_sl
ожити|V-|68821|ožiti|11|1|oživ|e_sl
устрашати|V-|69471|ustrašǢti|54|1|ustrašǢ|e_sl
отъступити|V-|67889|otъstǫpiti|40|1|otъstǫp|e_sl
дияволъ|Nb|67795|dьjǢvolъ|masc_o|2|dьjǢvol|e_sl
пьрстъ|Nb|67764|pŕ̥stъ|masc_o|2|pŕ̥st|e_sl
напълнити|V-|68756|napĺ̥niti|40|1|napĺ̥n|e_sl
испустити|V-|69662|jьspustiti|40|1|jьspust|e_sl
запалити|V-|122378|zapaliti|40|1|zapal|e_sl
порохъ|Nb|66319|porxъ|masc_o|2|porx|e_sl
осѣнити|V-|67632|osěniti|40|1|osěn|e_sl
больныи|A-|69617|bolьnъ|adj_hard|2|bolьn|e_sl
поклонити|V-|58892|pokloniti|40|1|poklon|e_sl
лаяти|V-|140613|lajǢti|53|1|laj|e_sl
земьныи|A-|66254|zemьnъ|adj_hard|2|zemьn|e_sl
прѣдъстати|V-|79311|perdъstati|stati|1|perdъ|ch_sl
сльза|Nb|65278|slьza|fem_a|2|slьz|e_sl
жителинъ|Nb|68778|žitelinъ|masc_o|2|žitelin|e_sl
отроча|Nb|65277|otročę|nt_NT|2|otroč|e_sl
народъ|Nb|59137|narodъ|masc_o|2|narod|e_sl
съкрушати|V-|59204|sъkrušǢti|54|1|sъkrušǢ|e_sl
далече|Df|66858|daleče||0|daleče|e_sl
обычьныи|A-|73243|obyčьnъ|adj_hard|2|obyčьn|e_sl
прочисти|V-|149727|pročisti|ьt|1|proč|e_sl
домашьнии|A-|68404|domašьńь|adj_soft|2|domašьnj|e_sl
крьстити|V-|58873|krьstiti|40|1|krьst|e_sl
каженикъ|Nb|67539|kaženikъ|masc_o|2|kaženik|e_sl
филипъ|Ne|66089|filipъ|masc_o|2|filip|e_sl
древле|Df|68552|drevĺe||0|drevje|e_sl
извѣстити|V-|73294|jьzvěstiti|40|1|jьzvěst|e_sl
стѣна|Nb|82924|stěna|fem_a|2|stěn|e_sl
разорити|V-|64124|orzoriti|40|1|orzor|ch_sl
храмина|Nb|67990|xormina|fem_a|2|xormin|ch_sl
грѣшьникъ|Nb|65555|grěšьnikъ|masc_o|2|grěšьnik|e_sl
рьвьновати|V-|79299|rьvьnovati|61|1|rьvьn|e_sl
изгънати|V-|60252|jьzgъnati|51_abl|1|jьzgъn|e_sl
бранити|V-|65357|borniti|40|1|born|ch_sl
велѣти|V-|65281|velěti|31|1|vel|e_sl
любодѣиныи|A-|66267|ĺubodějьnъ|adj_hard|2|ljubodějьn|e_sl
ругати|V-|65879|rǫgati|54|1|rǫga|e_sl
судьба|Nb|150757|sǫdьba|fem_a|2|sǫdьb|e_sl
гонити|V-|68256|goniti|40|1|gon|e_sl
кричати|V-|65824|kričǢti|31|1|krič|e_sl
чаяти|V-|65910|čǢjǢti|53|1|čǢj|e_sl
ужаснути|V-|60138|užǢsnǫti|21|1|užǢs|e_sl
извести|V-|120908|jьzvesti|11|1|jьzvez|e_sl
чрѣво|Nb|66866|červo|nt_o|2|červ|ch_sl
небытие|Nb|138441|nebytьje|nt_jo|2|nebytьj|e_sl
бытие|Nb|130553|bytьje|nt_jo|2|bytьj|e_sl
причисти|V-|65857|pričisti|ьt|1|prič|e_sl
захария|Ne|67605|zaxarijǢ|masc_ja|2|zaxarij|e_sl
пророкъ|Nb|59475|prorokъ|masc_o|2|prorok|e_sl
посадити|V-|66634|posaditi|40|1|posad|e_sl
свободити|V-|69371|svoboditi|40|1|svobod|e_sl
острыи|A-|67749|ostrъ|adj_hard|2|ostr|e_sl
въвести|V-|66369|vъvesti|11|1|vъved|e_sl
горьница|Nb|65073|gorьnika|fem_a_PV3|2|gorьnik|e_sl
въпити|V-|58988|vъpiti|17|1|vъp|e_sl
простити|V-|79323|prostiti|40|1|prost|e_sl
съгрѣшити|V-|67443|sъgrěšiti|40|1|sъgrěš|e_sl
ли|Du|59119|li||0|li|e_sl
еи|I-|67094|????||0|????|ch_sl
помазати|V-|65934|pomazati|52|1|pomaz|e_sl
съдравыи|A-|65557|sъdorvъ|adj_hard|2|sъdorv|ch_sl
гърдыи|A-|67657|gr̥dъ|adj_hard|2|gr̥d|e_sl
противити|V-|66276|protiviti|40|1|protiv|e_sl
съмѣреныи|A-|67660|sъměŕenъ|adj_hard|2|sъměŕen|e_sl
съволочи|V-|65757|sъvelћi|15|1|sъvelk|e_sl
пожити|V-|76374|požiti|11|1|poživ|e_sl
угълъ|Nb|59756|ǫgъlъ|masc_o|2|ǫgъl|e_sl
воевода|Nb|64251|vojevoda|masc_a|2|vojevod|e_sl
приступати|V-|69100|pristǫpati|54|1|pristǫpa|e_sl
мълва|Nb|64859|ml̥va|fem_a|2|ml̥v|e_sl
данилъ|Ne|64407|daniilъ|masc_o|2|daniil|ch_sl
житие|Nb|64116|žitьje|nt_jo|2|žitьj|e_sl
показати|V-|64255|pokazati|52|1|pokaz|e_sl
печальныи|A-|69310|pečǢlьnъ|adj_hard|2|pečǢlьn|e_sl
живыи|A-|60155|živъ|adj_hard|2|živ|e_sl
прибити|V-|138589|pribiti|17|1|prib|e_sl
другъ|Nb|66288|drugъ|masc_o|2|drug|e_sl
постити|V-|66061|postiti|40|1|post|e_sl
пастырь|Nb|65129|pastyŕь|masc_jo|2|pastyrj|e_sl
подати|V-|66669|podati|dati|1|po|e_sl
цѣсарица|Nb|68630|kěsarika|fem_a_PV3|2|kěsarik|e_sl
въсхотѣти|V-|66545|vъsxotěti|will|1|vъs|e_sl
послушати|V-|64029|poslušǢti|54|1|poslušǢ|e_sl
радовати|V-|65752|radovati|61|1|rad|e_sl
лисъ|Nb|68548|lisъ|masc_o|2|lis|e_sl
пружати|V-|65282|prǫžǢti|54|1|prǫžǢ|e_sl
възити|V-|65811|vъzjьti|jьti|1|vъz|e_sl
клятва|Nb|66271|klętva|fem_a|2|klętv|e_sl
лукавыи|A-|66386|lǫkavъ|adj_hard|2|lǫkav|e_sl
приходити|V-|64261|prixoditi|40|1|prixod|e_sl
любыи|A-|82684|ĺubъ|adj_hard|2|ljub|e_sl
вьрхъ|Nb|67832|vŕ̥xъ|masc_u|2|vŕ̥x|e_sl
сънимати|V-|67899|sъnьmati|52_abl|1|sъnьm|ch_sl
проповѣдати|V-|58868|propovědati|54|1|propověda|e_sl
число|Nb|69024|čislo|nt_o|2|čisl|e_sl
прѣдание|Nb|59033|perdanьje|nt_jo|2|perdanьj|ch_sl
колѣно|Nb|64136|kolěno|nt_o|2|kolěn|e_sl
поясъ|Nb|58879|pojǢsъ|masc_o|2|pojǢs|e_sl
гласъ|Nb|58926|golsъ|masc_o|2|gols|ch_sl
приспѣти|V-|66116|prispěti|32|1|prisp|e_sl
съложение|Nb|69221|sъloženьje|nt_jo|2|sъloženьj|e_sl
мьнѣти|V-|65681|mьněti|31|1|mьn|e_sl
отъдати|V-|67450|otъdati|dati|1|otъ|e_sl
въскорѣ|Df|65358|vъskorě||0|vъskorě|e_sl
отъвести|V-|79114|otъvesti|11|1|otъved|e_sl
мучити|V-|59242|mǫčiti|40|1|mǫč|e_sl
тьрновыи|A-|65749|tŕ̥novъ|adj_hard|2|tŕ̥nov|e_sl
съняти|V-|65927|sъnęti|12|1|sъnьm|e_sl
острогъ|Nb|68965|ostrogъ|masc_o|2|ostrog|e_sl
тьмьныи|A-|66384|tьmьnъ|adj_hard|2|tьmьn|e_sl
исходъ|Nb|68532|jьsxodъ|masc_o|2|jьsxod|e_sl
привести|V-|750020|privesti|11|1|prived|e_sl
довьлѣти|V-|66528|dovьlěti|dovleti|1||e_sl
чьрньць|Nb|73248|čŕ̥nьkь|masc_o_PV3|2|čŕ̥nьk|e_sl
пльвати|V-|65753|pĺьvati|52_abl|1|pĺьv|e_sl
пияньство|Nb|69017|pьjǢnьstvo|nt_o|2|pьjǢnьstv|e_sl
прѣдати|V-|58768|perdati|dati|1|per|ch_sl
бѣсъ|Nb|59256|běsъ|masc_o|2|běs|e_sl
бѣсити|V-|73301|běsiti|40|1|běs|e_sl
вълкъ|Nb|68610|vĺ̥kъ|masc_o|2|vĺ̥k|e_sl
чаша|Nb|65115|čǢšǢ|fem_ja|2|čǢš|e_sl
вънѣ|R-|80923|vъně||0|vъně|e_sl
сътязати|V-|60139|sъtęgati|54|1|sъtęga|e_sl
крьстъ|Nb|65083|krьstъ|masc_o|2|krьst|e_sl
приступити|V-|60215|pristǫpiti|40|1|pristǫp|e_sl
старьць|Nb|59340|starьkь|masc_o_PV3|2|starьk|e_sl
колико|Du|64453|koliko||0|koliko|e_sl
нужда|Nb|68751|nǫђǢ|fem_ja|2|nǫdj|ch_sl
нѣкъто|Px|67064|někъto|kъto|2|ně|e_sl
потрясти|V-|67228|potręsti|11|1|potręs|e_sl
научение|Nb|79165|naučenьje|nt_jo|2|naučenьj|e_sl
бѣсовьскыи|A-|73291|běsovьskъ|adj_hard|2|běsovьsk|e_sl
напасти|V-|65662|napasti|11|1|napad|e_sl
затворити|V-|66345|zatvoriti|40|1|zatvor|e_sl
пустити|V-|58846|pustiti|40|1|pust|e_sl
мятежь|Nb|64244|mętežь|masc_jo|2|mętež|e_sl
ремень|Nb|58894|remy|masc_N|2|rem|ch_sl
нарочитыи|A-|69643|naročitъ|adj_hard|2|naročit|e_sl
покаяние|Nb|58870|pokajǢnьje|nt_jo|2|pokajǢnьj|e_sl
възмутити|V-|69264|vъzmǫtiti|40|1|vъzmǫt|e_sl
съвести|V-|79628|sъvesti|11|1|sъved|e_sl
въспять|Df|64410|vъspętь||0|vъspętь|e_sl
искати|V-|59132|jьskati|iskati|1|jьsk|e_sl
бояти|V-|59140|bojǢti|31|1|boj|e_sl
мало|Df|66567|malo||0|malo|e_sl
льгъкыи|A-|139363|lьgъkъ|adj_hard|2|lьgъk|e_sl
нѣкыи|Px|68397|někъjь|kъjь|2|něk|e_sl
вина|Nb|65853|vina|fem_a|2|vin|e_sl
издъхнути|V-|65890|jьzdъxnǫti|21|1|jьzdъx|e_sl
гражданинъ|Nb|68947|gorђǢninъ|masc_anin|2|gorђǢ|ch_sl
съгрѣшение|Nb|59338|sъgrěšenьje|nt_jo|2|sъgrěšenьj|e_sl
погрети|V-|68551|pogreti|11|1|pogreb|e_sl
вести|V-|120206|vesti|11|1|vez|e_sl
кыи|Pr|69249|kъjь|kъjь|2|k|e_sl
раздѣление|Nb|68703|orzděĺenьje|nt_jo|2|orzděljenьj|ch_sl
събыти|V-|65855|sъbyti|pref_byti|1|sъ|e_sl
милыи|A-|64446|milъ|adj_hard|2|mil|e_sl
възможьныи|A-|64738|vъzmožьnъ|adj_hard|2|vъzmožьn|e_sl
прѣльстити|V-|64237|perlьstiti|40|1|perlьst|ch_sl
правьда|Nb|66526|pravьda|fem_a|2|pravьd|e_sl
дряхлыи|A-|65641|dręxlъ|adj_hard|2|dręxl|e_sl
вънимати|V-|66453|vъnьmati|52_abl|1|vъnьm|ch_sl
полагати|V-|65931|polagati|54|1|polaga|e_sl
съблазнъ|Nb|67327|sъblaznъ|masc_o|2|sъblazn|e_sl
съходити|V-|58921|sъxoditi|40|1|sъxod|e_sl
съблажняти|V-|58815|sъblažńǢti|54|1|sъblaznjǢ|e_sl
блазнити|V-|69308|blazniti|40|1|blazn|e_sl
врѣменьныи|A-|66761|vermenьnъ|adj_hard|2|vermenьn|ch_sl
повелѣние|Nb|67680|povelěnьje|nt_jo|2|povelěnьj|e_sl
радити|V-|59922|raditi|40|1|rad|e_sl
прѣтъкнути|V-|67797|pertъknǫti|21|1|pertъk|ch_sl
съкрушити|V-|64900|sъkrušiti|40|1|sъkruš|e_sl
слушати|V-|68536|slušǢti|54|1|slušǢ|e_sl
хълмъ|Nb|67752|xl̥mъ|masc_o|2|xl̥m|e_sl
перестати|V-|67890|perstati|stati|1|per|e_sl
помощи|V-|65205|pomoћi|11|1|pomog|ch_sl
худыи|A-|73326|xudъ|adj_hard|2|xud|e_sl
обрѣтати|V-|66161|obrětati|54|1|obrěta|e_sl
витати|V-|66832|vitati|54|1|vita|e_sl
воронъ|Nb|68684|vornъ|masc_o|2|vorn|e_sl
орьлъ|Nb|68276|orьlъ|masc_o|2|orьl|e_sl
убояти|V-|59760|ubojǢti|31|1|uboj|e_sl
бездъна|Nb|68258|bezdъna|fem_a|2|bezdъn|e_sl
трепетати|V-|65809|trepetati|52|1|trepet|e_sl
дивии|A-|58886|divьjь|adj_soft|2|divьj|ch_sl
ударити|V-|66152|udariti|40|1|udar|e_sl
събити|V-|81566|sъbiti|18|1|sъb|e_sl
дъждь|Nb|69482|dъžђь|masc_jo|2|dъzdj|ch_sl
между|R-|65433|meђu||0|medju|ch_sl
погыбѣльныи|A-|69538|pogybělьnъ|adj_hard|2|pogybělьn|e_sl
правьдьникъ|Nb|65559|pravьdьnikъ|masc_o|2|pravьdьnik|e_sl
авраамль|A-|60151|avraamĺь|adj_soft|2|avraamj|ch_sl
сквьрнавыи|A-|81185|skvŕ̥navъ|adj_hard|2|skvŕ̥nav|e_sl
правьдьныи|A-|66286|pravьdьnъ|adj_hard|2|pravьdьn|e_sl
блудьникъ|Nb|78973|blǫdьnikъ|masc_o|2|blǫdьnik|e_sl
язва|Nb|68588|jǢzva|fem_a|2|jǢzv|e_sl
