lemma,lemma_id,pos,lemma_has_jer,tokens,jer_tokens
мощи,120838,V-,false,мѡгуть|можеть|мѡжеть|мо]гѹ|можеши|могоша|могуть|моглъ|можаше|можемъ|може|мози|могу|могъ|могы|можете|могуще|могохъ|можьшь|мощи|можевѣ|могуче|мозите|можаста|мозѣте|можем|можахѹ|можахѹть|могѹ|могѹть|мога|могущю|могшю|могшим|могущаꙗ|могущи|можааше|могыи|можааху|могѹщѹѹмѹ|можахꙋ|могꙋть|могꙋ|могли|может|могох|моги|могутъ|могло|можетъ|могїи|могꙋще|мѡжете|мѡжем|могѹща|могѹщаго|мѡжетъ|могѹт|могѹще|могѹщемѹ|можеш|магли|магу|можешъ|могоущаа|могоут|мѡгыи|могꙋщемоу|мѡгꙋщоу|могоущемоу,можьшь
въсхвалити,120846,V-,true,въсхвалѧть|въсхвалить|вос꙽хвалѧт|восхвалю|восхвалити|восхвалѧт,въсхвалѧть|въсхвалить
наказание,120853,Nb,false,НАКАЗАНИЕ|Наказанїе|наказанїе|наказанιе|наказанїи|накзанїю|наказанїемъ|наказанїю|наказанию|наказании|наказание|наказанья|наказанье|наказаньѥ|наказаньꙗ|наказания|наказаниѥ|наказани|наказаниемъ|наказанїем,наказанья
село,120872,Nb,false,селу|села|сьла|селѣ|селех|зелѧх|селъ|сѣлъ|селы|селѣхъ|село|селомъ|селом|селхѣ|сел|селам|селамъ|селе,сьла
хотѣти,120882,V-,false,хотѣти|хѡщеть|хотѧ|хочѹ|хотело|хоцьть|хоцць|хоцьши|хоцѫ|хотѣли|хочет|хощет|хощете|хочешь|хочешъ|хотѧше|хощеть|хотѧщихъ|хочеть|хотѧще|хотѣ|хочмеъ|хотѧть|хочемъ|хощемъ|хочю|хоче|хочете|хощеши|хощю|хочеши|хотѧщи|хотѧху|хотѣлъ|хотѣвъ|хощь|хотѧи|хотѧт|хотѧшеть|Хотѧщю|хотѧщю|хочета|хотѧче|хотѣхом|хотѣша|хотѣхъ|хощешь|хотѧща|хотѧщим|хочем|хотѧх|хотѣвшим|хоцю|хотелъ|хотѧхѹ|хоцемъ|хотѣхѹ|хотимъ|хотѣвше|хотѧхуть|хочеш|хощем|хотѧщюю|хотите|хотѧщих|хотѧщимъ|хотꙗть|хотꙗщю|хотꙗше|хотꙗхѹ|хотꙗщи|хотꙗща|хотꙗ|хотꙗщюѹмѹ|хотꙗщихъ|хотꙗщемъ|хотѧщемъ|хотѧщема|хотѧаше|хотиѧ|хотѧхꙋ|хощетъ|хощꙋ|хотели|хотѧци|хотѧчи|хъчьть|хощу|хотѣть|хотим|хотяше|хотяще|хощѹ|Хощу|хотятъ|хотять|хотя|хотят|хочетъ|хотѧщꙋ|хотѧщїи|хотѣх|хотѧщемꙋ|хотѧщемѹ|хотѣл|хотѧщемоу|хѡтѧ|хощоу|хотѧщоу,хоцьть|хоцьши|хъчьть
мьстити,120884,V-,true,мьстити|мьстѧ|мсти|мстити|мьстіла|мьсти|мьстилъ|мьстите|мьстить|мьщю|мстить,мьстить|мьщю|мьсти
възѧти,120886,V-,true,,
отътуда,121052,Df,true,ѿтуда|отътѹда|ѿтѹда,
вънизъ,121053,Df,true,внизъ,
възяти,121054,V-,true,взѧти|взѧлъ|возметь|возмуть|вземше|възалъ|възме|въз[ѧти]|възѧле|возѧло|возмете|възъми|възми|возми|возметъ|возмет|возмѧ|возмѹтъ|возмѣтъ|взѧть|возмешь|возмѹ|взѧ|взѧша|возьми|вземъ|возьметь|возьмешь|вземши|возмета|взѧх|възма|возмеши|възму|возма|взѧтъ|възмѣте|възмѧше|взѧта|взѧста|взѧхом|възмешь|възмете|возму|възѧ|възѧшѧ|възѧша|възьмъше|възѧшь|възѧста|въземъше|възьми|възѧта|възміте|взѧли|взѧсте|взѧт҃|възмуть|взем|взѧл|възмем|возмемъ|възмевѣ|возмем҃|возмут|възметь|възмет|възꙗти|възьмъ|възьмѣте|възꙗтъ|възьмеши|възѧти|възьмемъ|възѧтъ|възьметь|възѧтѹ|възьмъшю|взѧхъ|возмоуть|възмемъ|взѧт|вземʼше|вземь|вʼзем|оузѧли|взѧле|взѧлѣ|оузѧти|възмьть|возмꙋ|взалъ|взала|взяша|взя|взял|взять|взят|взаша|вȥем|вȥѧти|вȥѧт|взяти|вѕяти|вѕѧти|взяв|взяли|взявъ|възявъ|взялъ|взяла|возмѣшъ|взятъ|взем꙽ше|в꙽зѧ|взѧт꙽|возмѣте|в꙽зѧти|вѕѧ|взятии|вѕят|вѕять|взятого|вѕѧтъ,възме|возьметь|возьмешь|възму|възмѧше|възмешь|възмете|възѧ|възѧшѧ|възѧша|възѧшь|възѧста|възмуть|възмем|възмевѣ|възметь|възмет|възꙗтъ|възьмеши|възьмемъ|възѧтъ|възьметь|възмемъ|възмьть
кыевьскыи,121056,A-,true,киѥвьскѡ|киевьскимъ|киевьския|киевьстии|кыевстии|кыѥвьскыя|кꙑѥвьскꙑи|кыѥвьскыи|кыѥвьскыꙗ|кыевьскаго|кыѥвьскои|кыевьскыи|киевскому|кыѥвьскую|кыевьскому|києвьскии|кіевскый|кіевскаго|кіевскимъ|киевскаго|киевъскаго|кїевьскаго,
лодья,121059,Nb,true,лѡдью|лѡдию|лодиѧ|лодьѧхъ|лодьях|лодья|лодью|лѧдехъ|лодьѣ|лодьямъ|лодьи|лодьі|лодьею|лодьяхъ|лодеи|лодии|лодьꙗхъ|лодьѥ|лодиꙗхъ|лодьꙗх|лодьꙗми|лодьꙗмъ|лодию|лодїи|лѡдїами,лодья|лодьѥ
дѣтьскыи,121065,A-,true,дѣтьскому|дѣтьскии|дѣтескъ|дѣтьска|дѣтьскомъ|дѣтьскых|дѣтьскыи|дѣтьску|дѣтьскою|дѣтьскыѣ|дѣдьцкимъ|дѣтского|дѣтьскомоу|дѣтьского|дѣткого|дѣтскых|дѣтьское,
угърьское,121069,A-,true,,
присълати,121073,V-,true,пришли|пришле|пришлю|присъте|присоли|присълана|присли|пришили|присъли|присолеши|прислите|прислꙑ|присла|прислала|Присла|пришлите|прислю|прислаша|пришлеши|прислалъ|прислани|прїславъ|приславъ|прислеть|приславъше|прислал|Прислаша|Присласта|присълеть|пришлют|присланы|прислан|прислать,присълеть
къняжичь,121078,Nb,true,кнѧжича|кнѧжичѣ|кнѧжиць|кнѧжичѧ|кнѧжицѧ|кнѧжицю,
къняжии,121081,A-,true,,
къдѣ,121088,Dq,true,кдѣ|кодь|гдѣ|где|кде|идѣ|къде|дѣ,
олъминъ,121089,A-,true,ѡлъминъ,
съмьрть,121107,Nb,true,смерть|см҃рть|см҃рти|смр҃тию|смерти|см҃ртьми|сьмерти|смрти|см҃рь|смр҃ть|смр҃ти|см҃ртью|смсрть|смр҃тью|смрт҃ью|смѣрти|съмрьть|сьмьрть|съмрьти|съмьрть|съмьрти|съмьртию|съмьрьти|съмьрьть|см҃ртї|смерʼти|смрть|смертию|смѣрть|смертью|смертїю,съмрьти|съмьрьти
гривьна,121112,Nb,true,гр҃и|гривна|гри|грив|гривну|гривьнъ|гривьна|гр҃внъ|гривене|гривни|гривьнѣ|гривънѣ|гривенъ|гривны|гривнѣ|грви|грв҃нъ|грв҃нѣ|грив҃нъ|грвн҃ъ|грвн҃ѣ|гр҃внѣ|грв҃н|грив҃|гривен|гривьну|гривьны|гривьнѹ|гривнъ|гривноу|гривнѹ|гривне,гривьнъ|гривьнѣ|гривьны
девятьдесятъ,121123,Ma,true,ч҃|ҁ҃,
льгъкыи,121129,A-,true,легкое|легъку|легкых|льжѣе|льгъкъмь|льгче|легкие|лехче|легкими|лехки,
противьныи,121130,A-,true,противенъ|противнаго|противных|противныхъ|противныя|противьныя|противна|противным|противнымъ|противныꙗ|противьныихъ|противьн,
въдати,121135,V-,true,вдалъ|въдасть|въдале|водала|водале|въдаль|въд[а]ле|вдадуче|вдаша|въдали|въдавъ|въдаша|вдасть|вдадѧть|въдаи|вдамы|вдахомъ|вда|вдаси|вдаи|вдавъ|вдасте|вдаста|вдаимы|вдахъ|вдам|въдати|въда|вдадимъ|вдати|вданъ|вданаѧ|вдаѧ,въдасть|въдаша|въда
щьлягъ,121136,Nb,true,щьлѧгу,
тиверьци,121140,Nb,true,тиверьци|тѣверци|тѣверьцѣ|тиверци,
цѣсарьствовати,121144,V-,true,црствовати|цртсвова|цртсвоваста|црт҃вти|цр҃твовавъ|цр҃твова|ц҃рьствова|црствуета|цртсвують|црствуеть|црс҃твующю|цсртвовати|Црствоующꙋющꙋ|црствꙋющїи|црствꙋющимъ|црствꙋющемꙋ|црствующемъ|црствовав꙽шаго|цр҃юет|црствовавшаго|црствоуетъ|црствовавша|цр҃ьствова|црствꙋющемⸯ,ц҃рьствова|цр҃ьствова
угъринъ,121153,Nb,true,оугри|угри|урогъ|оугры|угры|ѹгром|ѹгръ|ѹгры|оугръ|ѹгре|ѹгри|вугрѣхъ|ꙋгры|оугромъ|оугре|угринъ,
половьци,121157,Nb,true,,
словѣньскыи,121199,A-,true,словѣнескъ|словѣньскии|словѣньская|словѣньскую|словѣньску|словѣньска|словѣньскихъ|словѣньския|словѣньское|словѣнѣскъ|словеньская|словеньскыхъ|словеньску|словеньскыя|словѣньскыя|словеньскую|словѣньскыи|слѡвеньска|словеньскоую|словеньскомꙋ|словеньстѣи,
прогънати,121201,V-,true,прогнаша|прогна|прогнавше|прогнатье|прогнавъ|прогнаста|прожени|прогнати|прогнатъ|проженевѣ|проженем|прогънати|прогънанъ|прогьнавъша|проженемъ,прогнатье
отътолѣ,121213,Df,true,ѿтоле|ѿтолѣ|ѿтоль|ѡттолѣ|отътолѣ|ѿтоля|ѿтодѣ,
угърьскыи,121214,A-,true,оугорьски|оугорьска|оугорьское|оугрьскымь|оугърескъ|оугорьстѣи|ѹгрьскаꙗ|оугрьскую|оугорьскыя|ѹгорскыѧ|ѹгорскаг|ѹгорскы|ѹгорскѹю|угорьскими|Угорскыи,
фрачьскыи,121215,A-,true,фрачьску|фрачьскую,
македоньскыи,121216,A-,true,макидоньску|македоньскымъ|македоньскым|македоньску,
пьрвое,121225,Df,true,первоѥ|первїе|первое|пьрвоѥ|пѣрвое|пьрьвоѥ|пръвое|пѣрвоѥ|первои,
кънига,121227,Nb,true,КНИГА|книги|гниги|книгамъ|книгы|книгами|книгахъ|книг҃|книгъ|кникы|кьнигы|кънигахъ|кънигъ|кънигы|кн҃гѣ|кн҃ге|кн҃гу|кн҃гъ|кн҃ги|книга|кн҃гою|книгу|кн҃гами|кн҃гам|книгах|к҃нге|кн҃га|книгам|книгѹ|книгамⸯ,кънигъ
българе,121229,Nb,true,болгары|болгаре|болгарѣх|болъгаромъ|болгаромъ|болъгаре|болары|болъгары|българе|българи|болгаръ|болгарехъ|бълѧре,
крьстити,121232,V-,true,крстихом|крстити|крти|рщ҃на|кр҃щнмъ|кр҃щна|крсти|крст|кр҃щю|кртси|крсть|крстила|крстит|кртсиши|крствшю|кр҃тще|кртсить|крстиши|крстиша|крстлъ|кр҃щну|крстившим|крстихомъ|кртсивъ|крстилъ|кртсиша|крс҃тща|крстѧт|крщсеным|крѣщена|крстившаго|крьсти|крестил|крстили|крестит|крстил|крстис|крещу|крстят|крестити|крстисте|кр҃щеных,крьсти
протълковати,121238,V-,true,протолковалъ|протолковати|протолковала|протол꙽коваша|протолковаше,
грьчьскыи,121240,A-,true,гречьстѣмь|гречьску|гречьска|гречьскимъ|гречьскими|гречьскому|гречьскую|гречьския|гречьскии|гречьскою|гречьскыя|гречьскы|гречьскои|гречьстѣи|грьцьскꙑи|грѣчьскѣи|грѣчьскои|грьчьскꙑи|грьчьскаꙗ|грѣчькому|грѣцька|грѣцькои|грѣцькыма|грѣцкымъ|грѣцькы|грѣцькою|грѣцкыя|грецьскаго|грецьскыи|греческыѧ|греческаго|греческои|греческїа|греческы|греческих|греческаа|греческую|греческыи|греческоую|Греческаа|греческаѧ,
латиньскыи,121241,A-,true,латыньску|латиньскому|латинескомоу|латинескымь|латинескии|латинеского|латинескыи|латинескъмь|латиньскыи|Латинескомоу|Латинес҃комоу|латинескимь|латинскии|латинескои|латинескими|латинскими|латиньскꙑмь|латиньскомоу|латинска|латиньскѹю,
тѣмьже,121244,Df,true,,
кънижьныи,121245,A-,true,книжного|книжные|книжнаго|книжная|книжное|книжными|книжныхъ|книженъ|книжных|книжныи|книжнѣи|книжна|книжнаа,
съказати,121246,V-,true,съка[ж]ита|сказат|скажетъ|сказать|сказати|сказають|скажемъ|сказа|сказахомъ|ска|сказающе|скажите|скажють|скажю|сказаѥть|сказахъ|скажем|скажм|сказаша|сказахом|съкажемъ|съказаша|съказаати|скаша|сказали|сказах|сказал|сказалъ|сказала|сказано|скажу|скажи|сказают|скажем꙽|сказает|скаѕали|скаѕала|скаѕал|скажет,съкажемъ|съказаша
съзъвати,121248,V-,true,созва|Созва|съзываше|сзывая|съзва|созвавъ|созваша|съзови|съзъва|съзъвавъ|зозвавъ,съзываше|съзва|съзъва
съставливати,121260,V-,true,съставливати|составливали|составливати|составливал,
азъбукъвьныи,121261,A-,true,азъбуковьная|азъбѹковная,
словѣньскы,121262,Df,true,словѣньски|словеньскы,
величие,121266,Nb,false,виличья|величья|величью|величиꙗ|величія|величиї,величья
псалътырь,121268,Nb,true,псл҃трь|плтсырь|плст҃рь|псалтырь|пс҃лтырь|ѱалтыр|ѱалтырях|псалтирѣ|псалтыри,
букы,121273,Nb,false,букъвъ|Бꙋки,букъвъ
господьнь,121279,A-,true,гсни|гснѧ|гнсимъ|гсднихъ|гснихъ|гн҃и|гнсѧ|гнси|г҃не|гсне|гснь|гнсь|гсню|гнсе|гн҃ѧ|гн҃е|гн҃ь|гс҃ни|господьни|гн҃ю|гсних|г҃нѧ|гс҃нѧ|Господе|Господне|Господня|Господень|гсдня|гсдним|гд҃ню|гд҃ним|гд҃ня|гсдни|гсдне|господни|гсднимъ|гд҃ни|г҃нь|Гснѧ|Гн҃ь|Гн҃и|Гсни|Гн҃ѧ,
написати,121280,V-,false,напишите|написаны|напиши|напис|напишемъ|написахомъ|напсахомъ|написана|написано|напишю|написно|напсавъ|напишеть|написавъ|написахъ|написах|написани|напис҃вшѣ|написа|написати|Написахъ|напише|напьсахъ|напсати|написав|написалъ|написал|написать|написанъ|написали|напишѹт|написанѡ|написавь,напьсахъ
римьскыи,121282,A-,true,римьскии|рамьскии|римскыи|римьскꙑи|римьскыи|римʼскои|римскои|римским|римски|римскую|римъскои|римскаго|римскаа|Римскаа,
ръпътати,121285,V-,true,ропьщють|роптати|ропьщют|роп꙽ща,ропьщють|ропьщют
испълнити,121286,V-,true,исполнит|исполнить|исполънишъ|исполнити|исполнилъ|исполнитъ|исполниша|исполни|исполнивъ|испълни|испълненъ|испълнивъ|испълъни|испълънѥнъ|исполнен|исполня|ꙇсполня|ісплънени|испольни|исполниши|исполню|исполненъ|исполнены|исполнено|испѡлнѧт|исполнѧше|исполних,исполънишъ|испълни|испълъни
възглаголати,121287,V-,true,възъгл҃ть|възг҃лють|возг҃лю|възгл҃ють|възг҃лю,възъгл҃ть|възг҃лють|възгл҃ють|възг҃лю
отъвѣщевати,121288,V-,true,ѿвечевай|ѿвѣщевати|ѿвѣщеваху|отъвѣщааваше|ѿвѣщева|ѿвѣщеваше|ѿвѣщевахꙋ|отвѣщевашѣ|ѿвѣшеваше,отъвѣщааваше
отълучити,121291,V-,true,ѿлѹчит|ѿлученъ|ѿлучи|ѿлѹчиша|ѿлучени|отълѹчити|отьлѹчити|ѿлѹчи|ѿлѹчилъ|ѿлѹчить|ѿлѹчихъ|отлучит|ѿлучит|ѿлучю|ѿлѹчите|ѿлꙋчи,
доньде,121292,G-,true,донде,
вълкъ,121294,Nb,true,волци|волкъ|вълъкъ|вълкомъ|влъци|влъкомъ|волцꙑ|волком|волки|волковъ|волка|волков|волцы|вѡлцы|вѡлкы|вѡлкъ,
овьца,121295,Nb,true,ѡвцѣ|ѡвцю|ѡвца|овцѣ|ѡвцѧ|овьчь|овьца|овьць|овцы|ѡвець|ѡвцы|овца|ѡвцам|овецъ|ѡвецъ|ѡвцами,овьчь|овьць
дългота,122418,Nb,true,долготу|дълготы|долготою|дѡлгота|дол꙽готѹ|длъготѹ|долготоу,дълготы
полудьние,122420,Nb,true,полуденья|полъдне|полудн҃ье|полудн҃ьи|полъдн҃е|полѹдьнию|полѹдн҃ию|полѹдн҃ие|полуднію,полуденья
къжьдо,122428,Px,true,комѹждо|кождо|комуждо|когождо|кожьдо|къжьдо|къждо|когоджо|комѹжьдо|комꙋждо|комоуждо,
умъножити,122430,V-,true,оумножит|оумножившемъ|оумножиша|оумножить|оумножившим|оумножило|ѹмножиша|ѹмножилъ|ꙋмножиша|умножиша|ѹмноживыи|ѹмножить|ѹмъноживъ|ѹмножи|ѹмножити|умножить|оумнѡжит,
съзьдати,122433,V-,true,созданна|создавшаго|создати|созда|съзижемъ|создах|създалъ|сзижю|создалъ|создавъ|създаша|създа|създаста|създана|създахъ|создана|создал|създавъ|съзьданѣ|съзьдавыи|съзьда на|создахъ|създати|создании|созданъ|создан|созданнїи|созданныи|создаста|создаша|созиждѹ|созиждꙋ,създаша|създа|създаста|създахъ
стълпъ,122434,Nb,true,столпѹ|столпъ|столпа|столпѣ|столпья|столпы|столпом|столпꙑ|стълпꙑ|столпи|стълпъ|стълпа|стълъпъ|столʼпы|стлъпъ|стлъпа|стол꙽бы|стѡлпъ,столпья|стлъпа
събрати,122437,V-,true,,
зьдати,122440,V-,true,здати|зижють|зижа|зьдати|зижющеи|зиж꙽демым|зиждемым|зиждемымъ|зданныи,
съвьршити,122584,V-,true,совершиши|совершивъ|совершити|соверши|свершенъ|сверши|свершиша|свершену|съвѣршена|съвѣршиша|съвѣршенѹ|съвѣрьши|съвьршиша|съвьрши|съвершиша|съврьшивъше|съвьрьшити|съвьрьши|съвьрьшено|съверши|совершенъ|совер꙽шили|совершенаѧ|съвершити|совръшилъ|совер꙽ши|съверъши|съвершили|совръши|Совершены,съвѣршиша|съвьршиша|съвьрши|съвершиша|съвьрьши|съверши|съверъши|совръши
сънити,122585,V-,true,снидеть|сниде|съниде|сниду|снити|Сниде|снидоша|сы.идевѣ|сънидоша|снидем|снидет|сніде|снидохом꙽|снидохом|снидоут,съниде|сънидоша
расѣяти,122589,V-,false,расъсѣя|расъсѣю|расѣю|разсѣѧти,расъсѣя|расъсѣю
раздѣление,122636,Nb,false,раздѣленьи|раздѣленья|разделение|раздѣленїи,раздѣленья
въсточьныи,122637,A-,true,въсточныя|всточнымъ|всточныя|въсточныи|въсточнаго|въсточною|восточнаго|восточными|въсточную,
полудьньныи,122638,A-,true,полуденьная|полуденьныя|полѹдьньныи|полѹдн҃ьн꙽наго,
полунощьныи,122639,A-,true,полунощныя|полънощныя|полунощныхъ|полунощнымъ|полунощных|полѹнощьноѥ|полꙋнощнеи|полѹнощнаго|полꙋнѡщныѧ,
врѣмя,122672,Nb,false,времѧ|времѣни|врѣмѧ|времени|въремени|времѧнѣх|времѧна|времяна|времѧне|времене|времена|временемь|врѣм҃|врем҃|временомъ|врѣменъ|времꙗ|временемъ|время|врѣмя|временъ|време|временам|временех|времяни|временем,въремени
българьскыи,122674,A-,true,болгарьска|болъгарьскаяь|болгарьскаго|болъгарьску|болгарьску|болгарьскыи|болгарьскую|болгарьскым|бѡлгарскаго,
хьрвать,122678,Nb,true,,
сьрбь,122680,Nb,true,серебь|серби,
мазовъшане,122697,Nb,true,мазовшане|мазовъшаны|мазовшаны,
дрьгъвичи,122703,Nb,true,дреговичи,
рѣчька,122704,Nb,true,рѣчьки|рѣчку|рѣчкы|рѣчкꙑ|рѣчки|рѣч’ки,рѣчьки
вътечи,122705,V-,true,втечеть|вътечеть|втечет,вътечеть
вьрхъ,122744,R-,true,верхъ,
цьсарьградъ,122790,Nb,true,,
оковьскыи,122792,A-,true,оковьскаго,
полуночие,122794,Nb,false,полуночью|полунощье|полуночья,полуночья
вълга,122795,Nb,true,,
семьдесятъ,122796,Ma,true,70,
хвалисьскыи,122798,A-,true,хвалисьское|хвалитьскаа,
понтьскыи,122811,A-,true,понетьское|поньскаго,
дънѣпрьскыи,122817,A-,true,днѣпрьское|днѣпрьскою|днѣпрьскомь,
въсияти,122844,V-,true,восияеть|восия|восья|въсиꙗ|въсиꙗвъ|въсиꙗвъшю|въсїꙗше|восїѧти|восїѧвших,восья|въсиꙗ|въсїꙗше
въздвигнути,122846,V-,true,въздвигнути|въздвигъшю|Въздвиже|въздвигнувъ|въздвиже|въздвигнѹш҃|въздвїгни|въздвигнет|въздвигше|воздвигнути|воздвиг|воздвигъ|воз꙽движе|воздвигнет|воз꙽двигнꙋти|воздвигнѹти|воз꙽двигнѹти|въздвигнеть,Въздвиже|въздвиже|въздвигнѹш҃|въздвигнет|въздвигнеть
крьстъ,122848,Nb,true,крстъ|крстовъ|крсты|креста|крстѣ|крстмъ|крста|крсту|кр҃тъ|кртсы|кртсѣ|кртса|кртсу|кртсъ|кртсе|кртсмь|крстмь|крсь|крсть|крт҃а|крѣс҃|крс҃тъ|крс҃тꙑ|крс҃та|крс҃тѹ|крьс҃|крс҃тмь|кртсомъ|крьстѣ|крьсты|кр҃стъ|скресты|крѣсты|кр҃ты|кр҃тов|крстом|крстомъ|кр҃томъ|кресть|крестѣ,
сълѣзти,122851,V-,true,сълѣзъ|сълѣзоша|слѣзъ|слѣзе|слѣз,сълѣзоша
дивьно,122879,Df,true,дивно,
пережечи,122882,V-,false,пережьгуть|пережьгоша,пережьгуть|пережьгоша
съвлѣщи,122884,V-,true,совлокуть|совлече|звлекоша|съвьлече|совлекше,съвьлече
бити,122889,V-,false,били|бьѥть|биѥть|бити|беите|биѧ|бїеши|бїѧ|бїетъ|бить|бьетъ|биющемѹ|бьють|бивше|битъ|бивши|бившемъ|бьевѣ|бившимъ|бьем|бьеми|бьяхут|бья|биша|бьемъ|бьющим|би|бивъше|би[ꙗ|бивъ|бїша|бьꙗхѹть|биите|биѥмъ|бьюче|бьюще|бьючи|б]ьꙗхуть|бьющимъ|бьют|беем|бьꙗхуть|бьꙗшеть|бьхуть|бьеть|бьꙗхут|бьєных҃|бьену|биющи|биющемъ|биюща|биющю|биѥми|биꙗ|бїенъ|бїахꙋ|бьаше|бьахꙋ|бьєт|бьꙗхꙋ|бьѧ|бьющ|бьꙗше|бито|билъ|бьет|биють|бияшѣ|Биша|бил|бив|были|бъет|бит|бьеш|биет|бью|било|бьютъ|бїи|била|беи,бьѥть|бьетъ|бьють|бьевѣ|бьем|бьяхут|бьемъ|бьꙗхѹть|б]ьꙗхуть|бьют|бьꙗхуть|бьꙗшеть|бьхуть|бьеть|бьꙗхут|бьаше|бьахꙋ|бьєт|бьꙗхꙋ|бьꙗше|бьет|бъет|бьеш|бью|бьютъ
добити,122890,V-,false,добьють|добиша,добьють
мъвение,122899,Nb,true,мовенье,
никътоже,122925,Px,true,никтѡ же|никъто же|никто же|никтож|никому же|никимже|никтоже|никогоже|никомуже|никомѹж҃|никого же|никомѹ же|никомѹже|никомȣже|никътоже|никомоуже|никомоу же|никому жь|ник꙽тоже|никогож|никто ж|никтѡж,
съмысльныи,122945,A-,true,смышленаѧ|смышлены|смышленыхъ|смыслени|смыслену|смыслены|смысленъ|смыслень|смыслении|смысленый,
съвѣдѣти,122988,V-,true,свѣдуще|свѣсть|свѣмы|свѣвѣ|свѣдущю|свѣдущему|свѣдыи|съвѣде|съвѣдѣ|съвѣдꙗаху|съвѣмъ|съвѣдѹщю|свѣдꙋщихъ|с꙽вѣдꙋщѹ|съвѣдыи|свѣдꙋще|свѣдоуще,съвѣде|съвѣдѣ|съвѣдꙗаху|съвѣмъ
перевозьникъ,122989,Nb,true,перевозникъ,
чьсть,122993,Nb,true,честь|чсть|чти|чьти|чстью|честью|чтсь|цьстию|чс҃тью|чьстью|чс҃ть|чс҃ти|цьстью|чесью|чть|чтсью|чьсти|чьстию|чьсть|чести|чстїю|ч꙽ти,
сърубити,123017,V-,true,срубѧть|сруби|сърѹбиша|сърѹби|съроубиша|сърубиша|срѹбиша|срꙋбиста,сърѹбиша|сърѹби|съроубиша|сърубиша
съконьчати,123023,V-,true,сконьчати|сконча|скончаша|скончает|скончали|сконьцѧ|сконьча|съконьчаша|съконьчати|сконьчаимъ|съконьчаите|съконьча|съконьчають|съконьчаѥть|сконʼча|скончал|скончалъ|скончати|скончаю|скончаста|скончаете|скончаите,сконьцѧ|сконьча|съконьчаша|сконьчаимъ|съконьча|съконьчають|съконьчаѥть
дьржати,123024,V-,true,держить|держати|дерьжать|держишь|держит|держат|держано|держала|держать|держа|держитъ|дерьжит|дерано|дерьжати|дерати|держї|держи|держимъ|дерьжаху|держаше|держаще|держащю|держими|держалъ|дрьжѧти|дьржаше|дрьжаще|дьржаще|дьржати|дьрьжа|держаша|державша|держиши|держим|держахут|дѣржит|дѣржим|дѣржати|дьржа|дрьжимъ|дьрьжаще|доржати|держашу|держѧлъ|держащемѹ|держали|держав|державъ|держите|дръжаше,дерьжит|дерьжаху|дьржаше|дьрьжа|дьржа|дрьжимъ|дръжаше
къняжение,123025,Nb,true,кнѧженье|кнѧнье|кнѧженья|кнѧжение|кнжн҃ие|кнжн҃иꙗ|кнж҃ние|кнѧженьи|кнѧжения|кн҃жениє|кнꙗжении|кнꙗжениꙗ|кънꙗжение|кнѧжениꙗ|кнѧжениѥ|кнѧжении|княжении|кнѧженїе|кнѧженїѧ|кнѧженїа,кнѧженья
вьрхъ,123047,Nb,true,верхъ|вьрхꙑ|вьрха|вьрьха|вьрьхѹ|верхꙋ|верʼха|верʼхꙋ|вьрхоу|вьрхъ|верху,вьрха|вьрьха|вьрхоу
персьскыи,123075,A-,true,перьскаго,
объринъ,123076,Nb,true,ѡбри|ѡбърину|ѡбърѣна|ѡбърѣ|ѡбъринъ|ѡбрѣ,ѡбърѣна
яти,123107,V-,false,иметь|ꙗлъи|ꙗлъ|ѧла|ѧти|имешь|иметъ|имет|имѹтъ|мет|я|яша|емше|имуть|яли|имуче|ими|имъше|ялъ|яста|имъ|емъ|ятома|ята|яти|ѥмше|имем|имы|имевѣ|ятъ|имемъ|яла|ꙗша|имѹть|ꙗ|ꙗта|ꙗти|имъш҃|емшю|ꙗтъ|имѣте|имемь|имете|ꙗста|имъши|имыи|ѥмы|ꙗли|ꙗтомъ|имьть|имем꙽|имѹщим,имьть
дулѣбьскыи,123110,A-,true,дулѣпьскимъ,
въпрячи,123113,V-,true,въпрѧчи,
гърдыи,123118,A-,true,гордымъ|горди|гордаго|гордым|гърдыимъ|гръдыѧ|горды,
помьрѣти,123120,V-,true,,
погыбнути,123158,V-,false,погибло|погибнеть|погибли|погибнетъ|погибоша|погибе|погынуша|погыну|погыбнете|погыбнуста|погыбе|погыбнути|погыбоша|погыбнут|погыбшаго|погыбнеть|погыбло|погꙑбе|погыбли|погыбънуть|погыбнем|погыбнемъ|погыбнѹти|погибнете|погибнет|погибнꙋт|погинут,погыбънуть
наслѣдъкъ,123159,Nb,true,наслѣдъка|наслѣдника,наслѣдъка
мъножьство,123172,Nb,true,множествомъ|множьство|множьства|множьству|множство|множьствомь|множьствѣ|мъножьство|множ҃ствомъ|множ҃ство|множ҃ствомь|множства|мьножьствомь|множество|мьножьство|множьствъмь|множьствѹ|мъножьства|множствомъ|множества|множествоу|мʼножество|мнѡжство|множствꙋ|мнѡжес꙽твом|множжес꙽тво|мнѡжес꙽тво|множс꙽твꙋ|множс꙽тво|множес꙽тво,множьства|мъножьства
