id,lemma,pos,normalised,count,Mst,MstCol,NovMarg,OstrCol,RusPrav,Usp,Varl,bitflag
2727,напаяти,V-,напаꙗті,1,,,,,,usp-sbor,,32
2728,наводити,V-,наводіті,1,,,,,,usp-sbor,,32
2729,прокыи,A-,прокьіі,2,,,,,,usp-sbor,,32
2730,съповѣдание,Nb,съповѣданіе,2,,,,,,usp-sbor,,32
2731,негли,Df,неглі,1,,,,,,usp-sbor,,32
2732,пьшеница,Nb,пьшеніца,1,,,,,,usp-sbor,,32
2733,съмясти,V-,съмꙗсті,3,,,,,,usp-sbor,,32
2734,прѣдъставити,V-,прѣдъставіті,1,,,,,,usp-sbor,,32
2735,непокоривыи,A-,непокорівьіі,1,,,,,,usp-sbor,,32
2736,одъждити,V-,одъждіті,1,,,,,,usp-sbor,,32
2737,источити,V-,істочіті,1,,,,,,usp-sbor,,32
2738,крастель,Nb,крастель,1,,,,,,usp-sbor,,32
2739,пища,Nb,піща,2,,,,,,usp-sbor,,32
2740,напълнити,V-,напълніті,5,,,,,,usp-sbor,,32
2741,възвеселити,V-,възвеселіті,1,,,,,,usp-sbor,,32
2742,сухыи,A-,сухьіі,1,,,,,,usp-sbor,,32
2743,масло,Nb,масло,8,,,,,,usp-sbor,,32
2744,съньзти,V-,съньзті,1,,,,,,usp-sbor,,32
2745,сииже,Pd,сііже,1,,,,,,usp-sbor,,32
2746,раздрѣшити,V-,раздрѣшіті,1,,,,,,usp-sbor,,32
2747,прѣобидѣти,V-,прѣобідѣті,2,,,,,,usp-sbor,,32
2748,миновати,V-,міноваті,3,,,,,,usp-sbor,,32
2749,пьрвомученикъ,Nb,пьрвомученікъ,1,,,,,,usp-sbor,,32
2750,трудоватыи,A-,трудоватьіі,1,,,,,,usp-sbor,,32
2751,десятыи,Mo,десꙗтьіі,1,,,,,,usp-sbor,,32
2752,налияти,V-,наліꙗті,2,,,,,,usp-sbor,,32
2753,викия,Nb,вікіꙗ,2,,,,,,usp-sbor,,32
2754,довьлѣти,V-,довьлѣті,1,,,,,,usp-sbor,,32
2755,вълияти,V-,въліꙗті,2,,,,,,usp-sbor,,32
2756,утрие,Nb,утріе,1,,,,,,usp-sbor,,32
2757,излияти,V-,ізліꙗті,1,,,,,,usp-sbor,,32
2758,привезти,V-,прівезті,2,,,,,,usp-sbor,,32
2759,кърчага,Nb,кърчага,2,,,,,,usp-sbor,,32
2760,парамонарь,Nb,парамонарь,1,,,,,,usp-sbor,,32
2761,иже,Dq,іже,1,,,,,,usp-sbor,,32
2762,хлѣбьць,Nb,хлѣбьць,1,,,,,,usp-sbor,,32
2763,прѣслушати,V-,прѣслушаті,2,,,,,,usp-sbor,,32
2764,помыслити,V-,помьісліті,9,,,,,,usp-sbor,,32
2765,изрѣзати,V-,ізрѣзаті,1,,,,,,usp-sbor,,32
2766,вьчера,Df,вьчера,2,,,,,,usp-sbor,,32
2767,приходити,A-,пріходіті,1,,,,,,usp-sbor,,32
2768,кошь,Nb,кошь,1,,,,,,usp-sbor,,32
2769,укрухъ,Nb,укрухъ,1,,,,,,usp-sbor,,32
2770,въсыпати,V-,въсьіпаті,1,,,,,,usp-sbor,,32
2771,рѣчьныи,A-,рѣчьньіі,1,,,,,,usp-sbor,,32
2772,струя,Nb,струꙗ,1,,,,,,usp-sbor,,32
2773,въспомяновение,Nb,въспомꙗновеніе,1,,,,,,usp-sbor,,32
2774,изгънание,Nb,ізгънаніе,3,,,,,,usp-sbor,,32
2775,игуменьство,Nb,ігуменьство,5,,,,,,usp-sbor,,32
2776,подвижьникъ,Nb,подвіжьнікъ,1,,,,,,usp-sbor,,32
2777,потрудити,V-,потрудіті,2,,,,,,usp-sbor,,32
2778,макъ,Nb,макъ,1,,,,,,usp-sbor,,32
2779,сълъгати,V-,сълъгаті,1,,,,,,usp-sbor,,32
2780,сътворение,Nb,сътвореніе,1,,,,,,usp-sbor,,32
2781,постьныи,A-,постьньіі,5,,,,,,usp-sbor,,32
2782,отънуду,Df,отънуду,1,,,,,,usp-sbor,,32
2783,испещи,V-,іспещі,1,,,,,,usp-sbor,,32
2784,готовити,V-,готовіті,1,,,,,,usp-sbor,,32
2785,мѣсити,V-,мѣсіті,1,,,,,,usp-sbor,,32
2786,лѣяти,V-,лѣꙗті,2,,,,,,usp-sbor,,32
2787,укропъ,Nb,укропъ,1,,,,,,usp-sbor,,32
2788,жаба,Nb,жаба,1,,,,,,usp-sbor,,32
2789,осквьрнити,V-,осквьрніті,2,,,,,,usp-sbor,,32
2790,съблюдение,Nb,съблюденіе,3,,,,,,usp-sbor,,32
2791,гадъ,Nb,гадъ,2,,,,,,usp-sbor,,32
2792,прѣсѣчение,Nb,прѣсѣченіе,1,,,,,,usp-sbor,,32
2793,дрѣвяныи,A-,дрѣвꙗньіі,4,,,,,,usp-sbor,,32
2794,кандило,Nb,канділо,4,,,,,,usp-sbor,,32
2795,вълияние,Nb,въліꙗніе,1,,,,,,usp-sbor,,32
2796,льняныи,A-,льнꙗньіі,1,,,,,,usp-sbor,,32
2797,лияти,V-,ліꙗті,1,,,,,,usp-sbor,,32
2798,мышь,Nb,мьішь,1,,,,,,usp-sbor,,32
2799,плавати,V-,плаваті,1,,,,,,usp-sbor,,32
2800,съсудъ,Nb,съсудъ,4,,,,,,usp-sbor,,32
2801,утонути,V-,утонуті,1,,,,,,usp-sbor,,32
2802,съмотрѣние,Nb,съмотрѣніе,2,,,,,,usp-sbor,,32
2803,похулити,V-,похуліті,1,,,,,,usp-sbor,,32
2804,невѣрьство,Nb,невѣрьство,1,,,,,,usp-sbor,,32
2805,невѣрьствовати,V-,невѣрьствоваті,1,,,,,,usp-sbor,,32
2806,та,Df,та,1,,,,,,usp-sbor,,32
2807,избыти,V-,ізбьіті,1,,,,,,usp-sbor,,32
2808,боголюбивыи,A-,боголюбівьіі,1,,,,,,usp-sbor,,32
2809,непростыи,A-,непростьіі,1,,,,,,usp-sbor,,32
2810,дъждь,Nb,дъждь,5,,,,,,usp-sbor,,32
2811,належание,Nb,належаніе,1,,,,,,usp-sbor,,32
2812,вечеря,Nb,вечерꙗ,1,,,,,,usp-sbor,,32
2813,ключарь,Nb,ключарь,1,,,,,,usp-sbor,,32
2814,опроворотити,V-,опроворотіті,1,,,,,,usp-sbor,,32
2815,тъщии,A-,тъщіі,2,,,,,,usp-sbor,,32
2816,ниць,A-,ніць,3,,,,,,usp-sbor,,32
2817,пиво,Nb,піво,1,,,,,,usp-sbor,,32
2818,опровратити,V-,опровратіті,1,,,,,,usp-sbor,,32
2819,бъчьвь,Nb,бъчьвь,1,,,,,,usp-sbor,,32
2820,правѣ,Df,правѣ,1,,,,,,usp-sbor,,32
2821,трѣба,Nb,трѣба,1,,,,,,usp-sbor,,32
2822,хлѣвина,Nb,хлѣвіна,2,,,,,,usp-sbor,,32
2823,затваряти,V-,затварꙗті,1,,,,,,usp-sbor,,32
2824,покрапляти,V-,покраплꙗті,1,,,,,,usp-sbor,,32
2825,доселѣ,Df,доселѣ,1,,,,,,usp-sbor,,32
2826,въоружити,V-,въоружіті,1,,,,,,usp-sbor,,32
2827,изгонити,V-,ізгоніті,1,,,,,,usp-sbor,,32
2828,тъкъмо#2,Df,тъкъмо#2,1,,,,,,usp-sbor,,32
2829,древле,Df,древле,1,,,,,,usp-sbor,,32
2830,мѣсильница,Nb,мѣсільніца,1,,,,,,usp-sbor,,32
2831,пакостьствовати,V-,пакостьствоваті,1,,,,,,usp-sbor,,32
2832,испечение,Nb,іспеченіе,1,,,,,,usp-sbor,,32
2833,съглядати,V-,съглꙗдаті,2,,,,,,usp-sbor,,32
2834,сусѣкъ,Nb,сусѣкъ,6,,,,,,usp-sbor,,32
2835,еда,Df,еда,2,,,,,,usp-sbor,,32
2836,помести,V-,поместі,2,,,,,,usp-sbor,,32
2837,отруби,Nb,отрубі,3,,,,,,usp-sbor,,32
2838,четверъ,Ma,четверъ,1,,,,,,usp-sbor,,32
2839,пригърща,Nb,прігърща,2,,,,,,usp-sbor,,32
2840,илия,Ne,іліꙗ,1,,,,,,usp-sbor,,32
2841,вьдовица,Nb,вьдовіца,3,,,,,,usp-sbor,,32
2842,прѣпитати,V-,прѣпітаті,1,,,,,,usp-sbor,,32
2843,гладьныи,A-,гладьньіі,1,,,,,,usp-sbor,,32
2844,гобино,Nb,гобіно,2,,,,,,usp-sbor,,32
2845,прѣсыпати,V-,прѣсьіпаті,1,,,,,,usp-sbor,,32
2846,чрѣсъ,R-,чрѣсъ,2,,,,,,usp-sbor,,32
2847,въспятити,V-,въспꙗтіті,1,,,,,,usp-sbor,,32
2848,земьныи,A-,земьньіі,1,,,,,,usp-sbor,,32
2849,чьтоже,Px,чьтоже,2,,,,,,usp-sbor,,32
2850,сѣяти,V-,сѣꙗті,1,,,,,,usp-sbor,,32
2851,жати,V-,жаті,1,,,,,,usp-sbor,,32
2852,ниже,C-,ніже,3,,,,,,usp-sbor,,32
2853,житьница,Nb,жітьніца,1,,,,,,usp-sbor,,32
2854,питати,V-,пітаті,1,,,,,,usp-sbor,,32
2855,унии,A-,уніі,1,,,,,,usp-sbor,,32
2856,вьселукавыи,A-,вьселукавьіі,2,,,,,,usp-sbor,,32
2857,вълагати,V-,вълагаті,1,,,,,,usp-sbor,,32
2858,запрѣщати,V-,запрѣщаті,1,,,,,,usp-sbor,,32
2859,нѣкако,Df,нѣкако,1,,,,,,usp-sbor,,32
2860,зълокъзньныи,A-,зълокъзньньіі,1,,,,,,usp-sbor,,32
2861,вълкъ,Nb,вълкъ,1,,,,,,usp-sbor,,32
2862,отъкрыти,V-,отъкрьіті,1,,,,,,usp-sbor,,32
2863,прѣчистыи,A-,прѣчістьіі,1,,,,,,usp-sbor,,32
2864,показовати,V-,показоваті,1,,,,,,usp-sbor,,32
2865,надълежати,V-,надълежаті,1,,,,,,usp-sbor,,32
2866,пламы,Nb,пламьі,2,,,,,,usp-sbor,,32
2867,вьрхъ,Nb,вьрхъ,2,,,,,,usp-sbor,,32
2868,комара,Nb,комара,1,,,,,,usp-sbor,,32
2869,зьдати,V-,зьдаті,3,,,,,,usp-sbor,,32
2870,дуга,Nb,дуга,1,,,,,,usp-sbor,,32
2871,заѣхати,V-,заѣхаті,1,,,,,,usp-sbor,,32
2872,сава#1,Ne,сава#1,1,,,,,,usp-sbor,,32
2873,потомь,Df,потомь,3,,,,,,usp-sbor,,32
2874,разумѣвати,V-,разумѣваті,1,,,,,,usp-sbor,,32
2875,грясти,V-,грꙗсті,1,,,,,,usp-sbor,,32
2876,освящати,V-,освꙗщаті,1,,,,,,usp-sbor,,32
2877,отаи,R-,отаі,1,,,,,,usp-sbor,,32
2878,жидъ,Nb,жідъ,1,,,,,,usp-sbor,,32
2879,прѣпирати,V-,прѣпіраті,1,,,,,,usp-sbor,,32
2880,досажати,V-,досажаті,1,,,,,,usp-sbor,,32
2881,отъметьникъ,Nb,отъметьнікъ,1,,,,,,usp-sbor,,32
2882,безаконьникъ,Nb,безаконьнікъ,1,,,,,,usp-sbor,,32
2883,огражати,V-,огражаті,1,,,,,,usp-sbor,,32
2884,твьрдыи,A-,твьрдьіі,2,,,,,,usp-sbor,,32
2885,плѣнити,V-,плѣніті,1,,,,,,usp-sbor,,32
2886,сълучити,V-,сълучіті,1,,,,,,usp-sbor,,32
2887,мимо,R-,мімо,1,,,,,,usp-sbor,,32
2888,покывати,V-,покьіваті,1,,,,,,usp-sbor,,32
2889,съдьржание,Nb,съдьржаніе,1,,,,,,usp-sbor,,32
2890,прѣдъизвѣщати,V-,прѣдъізвѣщаті,1,,,,,,usp-sbor,,32
2891,прикладати,V-,прікладаті,1,,,,,,usp-sbor,,32
2892,слухъ,Nb,слухъ,2,,,,,,usp-sbor,,32
2893,чистота,Nb,чістота,1,,,,,,usp-sbor,,32
2894,исправляти,V-,ісправлꙗті,1,,,,,,usp-sbor,,32
2895,съмятение,Nb,съмꙗтеніе,2,,,,,,usp-sbor,,32
2896,боголюбьць,Nb,боголюбьць,1,,,,,,usp-sbor,,32
2897,бѣдити,V-,бѣдіті,1,,,,,,usp-sbor,,32
2898,причетати,V-,прічетаті,1,,,,,,usp-sbor,,32
2899,неправьдьныи,A-,неправьдьньіі,4,,,,,,usp-sbor,,32
2900,вельзавелинъ,A-,вельзавелінъ,1,,,,,,usp-sbor,,32
2901,укоризньныи,A-,укорізньньіі,1,,,,,,usp-sbor,,32
2902,прогнѣвати,V-,прогнѣваті,1,,,,,,usp-sbor,,32
2903,прогънание,Nb,прогънаніе,2,,,,,,usp-sbor,,32
2904,иже,C-,іже,2,,,,,,usp-sbor,,32
2905,епистолия,Nb,епістоліꙗ,3,,,,,,usp-sbor,,32
2906,древьнии,A-,древьніі,2,,,,,,usp-sbor,,32
2907,гонитель,Nb,гонітель,1,,,,,,usp-sbor,,32
2908,убоиникъ,Nb,убоінікъ,1,,,,,,usp-sbor,,32
2909,прочисти,V-,прочісті,1,,,,,,usp-sbor,,32
2910,разгнѣвати,V-,разгнѣваті,2,,,,,,usp-sbor,,32
2911,львъ,Nb,львъ,1,,,,,,usp-sbor,,32
2912,рикнути,V-,рікнуті,1,,,,,,usp-sbor,,32
2913,промъкнути,V-,промъкнуті,1,,,,,,usp-sbor,,32
2914,поточение,Nb,поточеніе,2,,,,,,usp-sbor,,32
2915,осудити,V-,осудіті,1,,,,,,usp-sbor,,32
2916,супротивити,V-,супротівіті,1,,,,,,usp-sbor,,32
2917,затъчение,Nb,затъченіе,2,,,,,,usp-sbor,,32
2918,еда,Du,еда,2,,,,,,usp-sbor,,32
2919,благодатьство,Nb,благодатьство,1,,,,,,usp-sbor,,32
2920,лишение,Nb,лішеніе,1,,,,,,usp-sbor,,32
2921,нудити,V-,нудіті,1,,,,,,usp-sbor,,32
2922,отълучение,Nb,отълученіе,1,,,,,,usp-sbor,,32
2923,опечаловати,V-,опечаловаті,1,,,,,,usp-sbor,,32
2924,жадати,V-,жадаті,2,,,,,,usp-sbor,,32
2925,дьрзнути,V-,дьрзнуті,2,,,,,,usp-sbor,,32
2926,завидѣти,V-,завідѣті,1,,,,,,usp-sbor,,32
2927,успѣшьныи,A-,успѣшьньіі,1,,,,,,usp-sbor,,32
2928,прѣложение,Nb,прѣложеніе,1,,,,,,usp-sbor,,32
2929,обличение,Nb,обліченіе,1,,,,,,usp-sbor,,32
2930,давьныи,A-,давьньіі,1,,,,,,usp-sbor,,32
2931,въпустити,V-,въпустіті,1,,,,,,usp-sbor,,32
2932,успѣти,V-,успѣті,1,,,,,,usp-sbor,,32
2933,дьржава,Nb,дьржава,1,,,,,,usp-sbor,,32
2934,обличити,V-,облічіті,1,,,,,,usp-sbor,,32
2935,износити,V-,ізносіті,1,,,,,,usp-sbor,,32
2936,сътъ,Nb,сътъ,1,,,,,,usp-sbor,,32
2937,играти,V-,іграті,3,,,,,,usp-sbor,,32
2938,гусльныи,A-,гусльньіі,1,,,,,,usp-sbor,,32
2939,органьныи,A-,органьньіі,1,,,,,,usp-sbor,,32
2940,замарьныи,A-,замарьньіі,1,,,,,,usp-sbor,,32
2941,пискъ,Nb,піскъ,1,,,,,,usp-sbor,,32
2942,гласити,V-,гласіті,1,,,,,,usp-sbor,,32
2943,въсклонити,V-,въсклоніті,1,,,,,,usp-sbor,,32
2944,игра,Nb,ігра,1,,,,,,usp-sbor,,32
2945,сърѣтати,V-,сърѣтаті,1,,,,,,usp-sbor,,32
2946,сумьнѣти,V-,сумьнѣті,1,,,,,,usp-sbor,,32
2947,ектения,Nb,ектеніꙗ,1,,,,,,usp-sbor,,32
2948,камение,Nb,каменіе,1,,,,,,usp-sbor,,32
2949,присьнодѣвыи,A-,прісьнодѣвьіі,1,,,,,,usp-sbor,,32
2950,приятие,Nb,пріꙗтіе,2,,,,,,usp-sbor,,32
2951,прилежати,V-,прілежаті,1,,,,,,usp-sbor,,32
2952,строи,Nb,строі,1,,,,,,usp-sbor,,32
2953,народъ,Nb,народъ,1,,,,,,usp-sbor,,32
2954,съвратити,V-,съвратіті,1,,,,,,usp-sbor,,32
2955,копание,Nb,копаніе,1,,,,,,usp-sbor,,32
2956,ино,Df,іно,1,,,,,,usp-sbor,,32
2957,съградити,V-,съградіті,2,,,,,,usp-sbor,,32
2958,онъдѣ,Df,онъдѣ,1,,,,,,usp-sbor,,32
2959,управление,Nb,управленіе,1,,,,,,usp-sbor,,32
2960,достояние,Nb,достоꙗніе,1,,,,,,usp-sbor,,32
2961,искусити,V-,іскусіті,2,,,,,,usp-sbor,,32
2962,достоино,Df,достоіно,1,,,,,,usp-sbor,,32
2963,осиляти,V-,осілꙗті,1,,,,,,usp-sbor,,32
2964,камыкъ,Nb,камьікъ,1,,,,,,usp-sbor,,32
2965,приразити,V-,пріразіті,1,,,,,,usp-sbor,,32
2966,отъскакати,V-,отъскакаті,1,,,,,,usp-sbor,,32
2967,заступьникъ,Nb,заступьнікъ,3,,,,,,usp-sbor,,32
2968,сирыи,A-,сірьіі,1,,,,,,usp-sbor,,32
2969,худость,Nb,худость,1,,,,,,usp-sbor,,32
2970,ризьныи,A-,різьньіі,1,,,,,,usp-sbor,,32
2971,невѣгласъ,Nb,невѣгласъ,2,,,,,,usp-sbor,,32
2972,усмихати,V-,усміхаті,1,,,,,,usp-sbor,,32
2973,поругание,Nb,поруганіе,1,,,,,,usp-sbor,,32
2974,обидѣти,V-,обідѣті,3,,,,,,usp-sbor,,32
2975,насилие,Nb,насіліе,1,,,,,,usp-sbor,,32
2976,избавляти,V-,ізбавлꙗті,1,,,,,,usp-sbor,,32
2977,кыпѣти,V-,кьіпѣті,1,,,,,,usp-sbor,,32
2978,козьлина,Nb,козьліна,1,,,,,,usp-sbor,,32
2979,цѣсарьскыи,A-,цѣсарьскьіі,1,,,,,,usp-sbor,,32
2980,богоугодьно,Df,богоугодьно,1,,,,,,usp-sbor,,32
2981,отъшьствие,Nb,отъшьствіе,1,,,,,,usp-sbor,,32
2982,богоугодьныи,A-,богоугодьньіі,1,,,,,,usp-sbor,,32
2983,стояние,Nb,стоꙗніе,1,,,,,,usp-sbor,,32
2984,братолюбие,Nb,братолюбіе,1,,,,,,usp-sbor,,32
2985,възгрозити,V-,възгрозіті,1,,,,,,usp-sbor,,32
2986,распалити,V-,распаліті,1,,,,,,usp-sbor,,32
2987,противьныи,A-,протівьньіі,2,,,,,,usp-sbor,varlaam,96
2988,лукавьство,Nb,лукавьство,1,,,,,,usp-sbor,,32
2989,пронырьство,Nb,проньірьство,1,,,,,,usp-sbor,,32
2990,мытарьство,Nb,мьітарьство,1,,,,,,usp-sbor,,32
2991,провести,V-,провесті,1,,,,,,usp-sbor,,32
2992,деместикъ,Nb,деместікъ,1,,,,,,usp-sbor,,32
2993,прѣставление,Nb,прѣставленіе,3,,,,,,usp-sbor,,32
2994,възитие,Nb,възітіе,1,,,,,,usp-sbor,,32
2995,паства,Nb,паства,1,,,,,,usp-sbor,,32
2996,освитати,V-,освітаті,1,,,,,,usp-sbor,,32
2997,кричати,V-,крічаті,1,,,,,,usp-sbor,,32
2998,разлучение,Nb,разлученіе,1,,,,,,usp-sbor,,32
2999,утроба,Nb,утроба,1,,,,,,usp-sbor,,32
3000,сънабъдѣти,V-,сънабъдѣті,1,,,,,,usp-sbor,,32
3001,единоумие,Nb,едіноуміе,1,,,,,,usp-sbor,,32
3002,издыхание,Nb,іздьіханіе,1,,,,,,usp-sbor,,32
3003,работати,V-,работаті,1,,,,,,usp-sbor,,32
3004,прирокъ,Nb,прірокъ,1,,,,,,usp-sbor,,32
3005,заклинати,V-,заклінаті,1,,,,,,usp-sbor,,32
3006,омывати,V-,омьіваті,1,,,,,,usp-sbor,,32
3007,скудѣние,Nb,скудѣніе,1,,,,,,usp-sbor,,32
3008,умаляти,V-,умалꙗті,1,,,,,,usp-sbor,,32
3009,скважьня,Nb,скважьнꙗ,1,,,,,,usp-sbor,,32
3010,полежати,V-,полежаті,1,,,,,,usp-sbor,,32
3011,обавление,Nb,обавленіе,1,,,,,,usp-sbor,,32
3012,изрещи,V-,ізрещі,1,,,,,,usp-sbor,,32
3013,опрятати,V-,опрꙗтаті,1,,,,,,usp-sbor,,32
3014,прострѣти,V-,прострѣті,1,,,,,,usp-sbor,,32
3015,крьстообразьнѣ,Df,крьстообразьнѣ,1,,,,,,usp-sbor,,32
3016,прѣложити,V-,прѣложіті,1,,,,,,usp-sbor,,32
3017,болесть,Nb,болесть,4,,,,,,usp-sbor,,32
3018,присѣдѣти,V-,прісѣдѣті,1,,,,,,usp-sbor,,32
3019,пооблачити,V-,пооблачіті,1,,,,,,usp-sbor,,32
3020,разбѣгнути,V-,разбѣгнуті,1,,,,,,usp-sbor,,32
3021,запечатьлѣти,V-,запечатьлѣті,1,,,,,,usp-sbor,,32
3022,приплодъкъ,Nb,пріплодъкъ,1,,,,,,usp-sbor,,32
3023,обѣтъ,Nb,обѣтъ,1,,,,,,usp-sbor,,32
3024,пограбити,V-,пограбіті,1,,,,,,usp-sbor,,32
3025,писание,Nb,пісаніе,1,,,,,,usp-sbor,,32
3026,задъ,Nb,задъ,1,,,,,,usp-sbor,,32
3027,лукъньце,Nb,лукъньце,1,,,,,,usp-sbor,,32
3028,кононъ,Ne,кононъ,2,,,,,,usp-sbor,,32
3029,знаемыи,A-,знаемьіі,1,,,,,,usp-sbor,,32
3030,уязвити,V-,уꙗзвіті,1,,,,,,usp-sbor,,32
3031,наущение,Nb,наущеніе,1,,,,,,usp-sbor,,32
3032,клиросъ,Nb,кліросъ,1,,,,,,usp-sbor,,32
3033,софия,Ne,софіꙗ,1,,,,,,usp-sbor,,32
3034,жечи,V-,жечі,1,,,,,,usp-sbor,,32
3035,ослабление,Nb,ослабленіе,1,,,,,,usp-sbor,,32
3036,палъка,Nb,палъка,2,,,,,,usp-sbor,,32
3037,почути,V-,почуті,1,,,,,,usp-sbor,,32
3038,отъступление,Nb,отъступленіе,1,,,,,,usp-sbor,,32
3039,прѣстатие,Nb,прѣстатіе,1,,,,,,usp-sbor,,32
3040,исцѣлити,V-,ісцѣліті,1,,,,,,usp-sbor,,32
3041,умьртвие,Nb,умьртвіе,1,,,,,,usp-sbor,,32
3042,зьдание,Nb,зьданіе,1,,,,,,usp-sbor,,32
3043,осупати,V-,осупаті,1,,,,,,usp-sbor,,32
3044,съгражение,Nb,съграженіе,1,,,,,,usp-sbor,,32
3045,разьно,Df,разьно,1,,,,,,usp-sbor,,32
3046,мирьно,Df,мірьно,1,,,,,,usp-sbor,,32
3047,супротивъ,R-,супротівъ,1,,,,,,usp-sbor,,32
3048,котера,Nb,котера,1,,,,,,usp-sbor,,32
3049,въздвизати,V-,въздвізаті,1,,,,,,usp-sbor,,32
3050,супостатьныи,A-,супостатьньіі,1,,,,,,usp-sbor,,32
3051,въставляти,V-,въставлꙗті,1,,,,,,usp-sbor,,32
3052,отъставити,V-,отъставіті,1,,,,,,usp-sbor,,32
3053,тъщати,V-,тъщаті,1,,,,,,usp-sbor,,32
3054,костянтинъградъ,Ne,костꙗнтінъградъ,1,,,,,,usp-sbor,,32
3055,влахерна,Ne,влахерна,1,,,,,,usp-sbor,,32
3056,пострижение,Nb,постріженіе,1,,,,,,usp-sbor,,32
3057,окушати,V-,окушаті,1,,,,,,usp-sbor,,32
3058,указание,Nb,указаніе,1,,,,,,usp-sbor,,32
