wiki_form|generated_match|lcs_match|match_desinence_idx|match_code
сенно́го|сенного|sěnьnogo|3|adj_hard|1
сенны́х|сенных|sěnьnyxъ|17|adj_hard|1
сенно́му|сенному|sěnьnomu|4|adj_hard|1
сенны́м|сенным|sěnьnymь|6|adj_hard|1
сенну́ю|сенную|sěnьnǫjǫ|23|adj_hard|1
сенно́ю|сенною|sěnьnojǫ|27|adj_hard|1
сенны́ми|сенными|sěnьnymi|20|adj_hard|1
сенно́м|сенном|sěnьnomь|5|adj_hard|1
серде́чный||||adj_hard|0
серде́чное|сердечное|sṝdьčьnoje|43|adj_hard|1
серде́чная|сердечная|sṝdьčьnajǢ|22|adj_hard|1
серде́чные|сердечные|sṝdьčьnyję̌|15|adj_hard|1
серде́чного|сердечного|sṝdьčьnogo|3|adj_hard|1
серде́чной|сердечной|sṝdьčьnъjь|1|adj_hard|1
серде́чных|сердечных|sṝdьčьnyxъ|17|adj_hard|1
серде́чному|сердечному|sṝdьčьnomu|4|adj_hard|1
серде́чным|сердечным|sṝdьčьnymь|6|adj_hard|1
серде́чную|сердечную|sṝdьčьnǫjǫ|23|adj_hard|1
серде́чною|сердечною|sṝdьčьnojǫ|27|adj_hard|1
серде́чными|сердечными|sṝdьčьnymi|20|adj_hard|1
серде́чном|сердечном|sṝdьčьnomь|5|adj_hard|1
серде́чен||||adj_hard|0
серде́чно|сердечно|sṝdьčьno|49|adj_hard|1
серде́чна|сердечна|sṝdьčьna|8|adj_hard|1
серде́чны|сердечны|sṝdьčьny|21|adj_hard|1
се́рдце||||nt_o_PV3|0
сердца́||||nt_o_PV3|0
се́рдца||||nt_o_PV3|0
серде́ц|сердец|sṝdьkь|59|nt_o_PV3|1
се́рдцу||||nt_o_PV3|0
сердца́м||||nt_o_PV3|0
се́рдцем||||nt_o_PV3|0
сердца́ми||||nt_o_PV3|0
сердца́х||||nt_o_PV3|0
серебро́||||nt_o|0
серебра́||||nt_o|0
сере́бр||||nt_o|0
серебру́||||nt_o|0
серебра́м||||nt_o|0
серебро́м||||nt_o|0
серебра́ми||||nt_o|0
серебре́||||nt_o|0
серебра́х||||nt_o|0
серп|серп|sṝpъ|1|masc_o|1
серпы́|серпы|sṝpy|16|masc_o|1
серпа́|серпа|sṝpa|3|masc_o|1
серпо́в|серпов|sṝpovъ|17|masc_o|1
серпу́|серпу|sṝpu|4|masc_o|1
серпа́м|серпам|sṝpamъ|18|masc_o|1
серпо́м|серпом|sṝpOmь|6|masc_o|1
серпа́ми|серпами|sṝpami|20|masc_o|1
серпе́|серпе|sṝpě|5|masc_o|1
серпа́х|серпах|sṝpaxъ|19|masc_o|1
сожгу́||||11|0
сожжём||||11|0
сожжёшь||||11|0
сожжёте||||11|0
сожжёт||||11|0
сожгу́т||||11|0
сжёг|сжег|sъžegъ|10|11|1
сожгли́||||11|0
сожгла́||||11|0
сожгло́||||11|0
сожжёмте||||11|0
сожги́|сожги|sъžьgi|29|11|1
сожги́те||||11|0
сжёгший||||11|0
сожжённый||||11|0
сжёгши|сжегши|sъžegъši|149|11|1
си́льный||||adj_hard|0
си́льное|сильное|silьnoje|43|adj_hard|1
си́льная|сильная|silьnajǢ|22|adj_hard|1
си́льные|сильные|silьnyję̌|15|adj_hard|1
си́льного|сильного|silьnogo|3|adj_hard|1
си́льной|сильной|silьnъjь|1|adj_hard|1
си́льных|сильных|silьnyxъ|17|adj_hard|1
си́льному|сильному|silьnomu|4|adj_hard|1
си́льным|сильным|silьnymь|6|adj_hard|1
си́льную|сильную|silьnǫjǫ|23|adj_hard|1
си́льною|сильною|silьnojǫ|27|adj_hard|1
си́льными|сильными|silьnymi|20|adj_hard|1
си́льном|сильном|silьnomь|5|adj_hard|1
силён|силен|silьnъ|7|adj_hard|1
си́льно|сильно|silьno|49|adj_hard|1
сильна́|сильна|silьna|8|adj_hard|1
си́льны|сильны|silьny|21|adj_hard|1
сильны́|сильны|silьny|21|adj_hard|1
сильно|сильно|silьnо|0|non_infl|1
сия́ю||||54|0
сия́ем||||54|0
сия́ешь||||54|0
сия́ете||||54|0
сия́ет||||54|0
сия́ют||||54|0
сия́л||||54|0
сия́ли||||54|0
сия́ла||||54|0
сия́ло||||54|0
сия́й||||54|0
сия́йте||||54|0
сия́ющий||||54|0
сия́вший||||54|0
сия́я||||54|0
сия́в||||54|0
сия́вши||||54|0
ска́зываю|сказываю|sъkazyvajǫ|1|54|1
ска́зываем|сказываем|sъkazyvajemъ|7|54|1
ска́зываешь||||54|0
ска́зываете|сказываете|sъkazyvajete|6|54|1
ска́зывает|сказывает|sъkazyvajetQ|3|54|1
ска́зывают|сказывают|sъkazyvajǫtQ|9|54|1
ска́зывал|сказывал|sъkazyvalъ|40|54|1
ска́зывали|сказывали|sъkazyvali|148|54|1
ска́зывала|сказывала|sъkazyvala|146|54|1
ска́зывало|сказывало|sъkazyvalo|147|54|1
ска́зывай||||54|0
ска́зывайте||||54|0
ска́зывающий||||54|0
ска́зывавший||||54|0
ска́зываемый||||54|0
ска́зывая|сказывая|sъkazyvaję|37|54|1
ска́зывав|сказывав|sъkazyvavъ|39|54|1
ска́зывавши|сказывавши|sъkazyvavъši|149|54|1
сказа́ние||||nt_jo|0
сказа́ния||||nt_jo|0
сказа́ний||||nt_jo|0
сказа́нию||||nt_jo|0
сказа́ниям||||nt_jo|0
сказа́нием||||nt_jo|0
сказа́ниями||||nt_jo|0
сказа́нии||||nt_jo|0
сказа́ниях||||nt_jo|0
скажу́|скажу|sъkažǫ|1|52|1
ска́жем|скажем|sъkažemъ|7|52|1
ска́жешь||||52|0
ска́жете|скажете|sъkažete|6|52|1
ска́жет|скажет|sъkažetQ|3|52|1
ска́жут|скажут|sъkažǫtQ|9|52|1
сказа́л|сказал|sъkazalъ|40|52|1
сказа́ли|сказали|sъkazali|148|52|1
сказа́ла|сказала|sъkazala|146|52|1
сказа́ло|сказало|sъkazalo|147|52|1
ска́жемте||||52|0
скажи́|скажи|sъkaži|29|52|1
скажи́те|скажите|sъkažite|33|52|1
сказа́вший||||52|0
ска́занный||||52|0
сказа́в|сказав|sъkazavъ|39|52|1
сказа́вши|сказавши|sъkazavъši|149|52|1
скве́рна|скверна|skvṝna|22|fem_a|1
скве́рны|скверны|skvṝny|24|fem_a|1
скве́рн|скверн|skvṝnъ|38|fem_a|1
скве́рне|скверне|skvṝně|25|fem_a|1
скве́рнам|сквернам|skvṝnamъ|39|fem_a|1
скве́рну|скверну|skvṝnǫ|23|fem_a|1
скве́рной||||fem_a|0
скве́рною|скверною|skvṝnojǫ|27|fem_a|1
скве́рнами|сквернами|skvṝnami|41|fem_a|1
скве́рнах|сквернах|skvṝnaxъ|40|fem_a|1
скве́рный||||adj_hard|0
скве́рное|скверное|skvṝnoje|43|adj_hard|1
скве́рная|скверная|skvṝnajǢ|22|adj_hard|1
скве́рные|скверные|skvṝnyję̌|15|adj_hard|1
скве́рного|скверного|skvṝnogo|3|adj_hard|1
скве́рной|скверной|skvṝnъjь|1|adj_hard|1
скве́рных|скверных|skvṝnyxъ|17|adj_hard|1
скве́рному|скверному|skvṝnomu|4|adj_hard|1
скве́рным|скверным|skvṝnymь|6|adj_hard|1
скве́рную|скверную|skvṝnǫjǫ|23|adj_hard|1
скве́рною|скверною|skvṝnojǫ|27|adj_hard|1
скве́рными|скверными|skvṝnymi|20|adj_hard|1
скве́рном|скверном|skvṝnomь|5|adj_hard|1
скве́рен||||adj_hard|0
скве́рно|скверно|skvṝno|49|adj_hard|1
скверна́|скверна|skvṝna|8|adj_hard|1
скве́рны́|скверны|skvṝny|21|adj_hard|1
скверносло́вие||||nt_jo|0
скверносло́вия||||nt_jo|0
скверносло́вий||||nt_jo|0
скверносло́вию||||nt_jo|0
скверносло́виям||||nt_jo|0
скверносло́вием||||nt_jo|0
скверносло́виями||||nt_jo|0
скверносло́вии||||nt_jo|0
скверносло́виях||||nt_jo|0
скла́дываю|складываю|sъkladyvajǫ|1|54|1
скла́дываем|складываем|sъkladyvajemъ|7|54|1
скла́дываешь||||54|0
скла́дываете|складываете|sъkladyvajete|6|54|1
скла́дывает|складывает|sъkladyvajetQ|3|54|1
скла́дывают|складывают|sъkladyvajǫtQ|9|54|1
скла́дывал|складывал|sъkladyvalъ|40|54|1
скла́дывали|складывали|sъkladyvali|148|54|1
скла́дывала|складывала|sъkladyvala|146|54|1
скла́дывало|складывало|sъkladyvalo|147|54|1
скла́дывай||||54|0
скла́дывайте||||54|0
скла́дывающий||||54|0
скла́дывавший||||54|0
скла́дываемый||||54|0
скла́дывая|складывая|sъkladyvaję|37|54|1
скла́дывав|складывав|sъkladyvavъ|39|54|1
скла́дывавши|складывавши|sъkladyvavъši|149|54|1
скую́|скую|sъkujǫ|1|61|1
скуём|скуем|sъkujemъ|7|61|1
скуёшь||||61|0
скуёте|скуете|sъkujete|6|61|1
скуёт|скует|sъkujetQ|3|61|1
скую́т|скуют|sъkujǫtQ|9|61|1
скова́л|сковал|sъkovalъ|40|61|1
скова́ли|сковали|sъkovali|148|61|1
скова́ла|сковала|sъkovala|146|61|1
скова́ло|сковало|sъkovalo|147|61|1
скуёмте||||61|0
ску́й||||61|0
ску́йте||||61|0
скова́вший||||61|0
ско́ванный||||61|0
скова́в|сковав|sъkovavъ|39|61|1
скова́вши|сковавши|sъkovavъši|149|61|1
сколько|сколько|sъkolьko|0|non_infl|1
ско́рбь|скорбь|skṛbь|22|fem_i|1
ско́рби|скорби|skṛbi|24|fem_i|1
скорбе́й|скорбей|skṛbьjь|38|fem_i|1
скорбя́м|скорбям|skṛbǢmъ|39|fem_i|1
ско́рбью|скорбью|skṛbьjǫ|27|fem_i|1
скорбя́ми|скорбями|skṛbǢmi|41|fem_i|1
скорбя́х|скорбях|skṛbǢxъ|40|fem_i|1
скопе́ц|скопец|skopьkь|1|masc_o_PV3|1
скопцы́||||masc_o_PV3|0
скопца́||||masc_o_PV3|0
скопцо́в||||masc_o_PV3|0
скопцу́||||masc_o_PV3|0
скопца́м||||masc_o_PV3|0
скопцо́м||||masc_o_PV3|0
скопца́ми||||masc_o_PV3|0
скопце́||||masc_o_PV3|0
скопца́х||||masc_o_PV3|0
скоплю́|скоплю|sъkopĺǫ|1|40|1
ско́пим|скопим|sъkopimъ|7|40|1
ско́пишь||||40|0
ско́пите|скопите|sъkopite|6|40|1
ско́пит|скопит|sъkopitQ|3|40|1
ско́пят|скопят|sъkopętQ|9|40|1
скопи́л|скопил|sъkopilъ|40|40|1
скопи́ли|скопили|sъkopili|148|40|1
скопи́ла|скопила|sъkopila|146|40|1
скопи́ло|скопило|sъkopilo|147|40|1
ско́пимте||||40|0
скопи́|скопи|sъkopi|11|40|1
скопи́те|скопите|sъkopite|6|40|1
скопи́вший||||40|0
ско́пленный||||40|0
скопи́в|скопив|sъkopivъ|39|40|1
скопи́вши|скопивши|sъkopivъši|149|40|1
скоплю́|скоплю|sъkopĺǫ|1|40|1
скопи́м|скопим|sъkopimъ|7|40|1
скопи́шь||||40|0
скопи́те|скопите|sъkopite|6|40|1
скопи́т|скопит|sъkopitQ|3|40|1
скопя́т|скопят|sъkopętQ|9|40|1
скопи́л|скопил|sъkopilъ|40|40|1
скопи́ли|скопили|sъkopili|148|40|1
скопи́ла|скопила|sъkopila|146|40|1
скопи́ло|скопило|sъkopilo|147|40|1
скопи́|скопи|sъkopi|11|40|1
скопя́щий||||40|0
скопи́вший||||40|0
скопи́мый||||40|0
скоплённый||||40|0
скопя́|скопя|sъkopę|36|40|1
скопи́в|скопив|sъkopivъ|39|40|1
скопи́вши|скопивши|sъkopivъši|149|40|1
ско́рбный||||adj_hard|0
ско́рбное||||adj_hard|0
ско́рбная||||adj_hard|0
ско́рбные||||adj_hard|0
ско́рбного||||adj_hard|0
ско́рбной||||adj_hard|0
ско́рбных||||adj_hard|0
ско́рбному||||adj_hard|0
ско́рбным||||adj_hard|0
ско́рбную||||adj_hard|0
ско́рбною||||adj_hard|0
ско́рбными||||adj_hard|0
ско́рбном||||adj_hard|0
ско́рбен|скорбен|skṛbьnъ|7|adj_hard|1
ско́рбно||||adj_hard|0
ско́рбна||||adj_hard|0
ско́рбны||||adj_hard|0
скорблю́|скорблю|skṛbĺǫ|1|31|1
скорби́м|скорбим|skṛbimъ|7|31|1
скорби́шь||||31|0
скорби́те|скорбите|skṛbite|6|31|1
скорби́т|скорбит|skṛbitQ|3|31|1
скорбя́т|скорбят|skṛbętQ|9|31|1
скорбе́л|скорбел|skṛbělъ|40|31|1
скорбе́ли|скорбели|skṛběli|148|31|1
скорбе́ла|скорбела|skṛběla|146|31|1
скорбе́ло|скорбело|skṛbělo|147|31|1
скорби́|скорби|skṛbi|29|31|1
скорбя́щий||||31|0
скорбе́вший||||31|0
скорбя́|скорбя|skṛbę|36|31|1
скорбе́в|скорбев|skṛběvъ|39|31|1
скорбе́вши|скорбевши|skṛběvъši|149|31|1
сконча́ние||||nt_jo|0
сконча́ния||||nt_jo|0
сконча́ний||||nt_jo|0
сконча́нию||||nt_jo|0
сконча́ниям||||nt_jo|0
сконча́нием||||nt_jo|0
сконча́ниями||||nt_jo|0
сконча́нии||||nt_jo|0
сконча́ниях||||nt_jo|0
скоро́мный||||adj_hard|0
скоро́мное||||adj_hard|0
скоро́мная||||adj_hard|0
скоро́мные||||adj_hard|0
скоро́много||||adj_hard|0
скоро́мной||||adj_hard|0
скоро́мных||||adj_hard|0
скоро́мному||||adj_hard|0
скоро́мным||||adj_hard|0
скоро́мную||||adj_hard|0
скоро́мною||||adj_hard|0
скоро́мными||||adj_hard|0
скоро́мном||||adj_hard|0
скоро́мен|скоромен|skormьnъ|7|adj_hard|1
скоро́мно||||adj_hard|0
скоро́мна||||adj_hard|0
скоро́мны||||adj_hard|0
скрыва́ю|скрываю|sъkryvajǫ|1|54|1
скрыва́ем|скрываем|sъkryvajemъ|7|54|1
скрыва́ешь||||54|0
скрыва́ете|скрываете|sъkryvajete|6|54|1
скрыва́ет|скрывает|sъkryvajetQ|3|54|1
скрыва́ют|скрывают|sъkryvajǫtQ|9|54|1
скрыва́л|скрывал|sъkryvalъ|40|54|1
скрыва́ли|скрывали|sъkryvali|148|54|1
скрыва́ла|скрывала|sъkryvala|146|54|1
скрыва́ло|скрывало|sъkryvalo|147|54|1
скрыва́й||||54|0
скрыва́йте||||54|0
скрыва́ющий||||54|0
скрыва́вший||||54|0
скрыва́емый||||54|0
скрыва́я|скрывая|sъkryvaję|37|54|1
скрыва́в|скрывав|sъkryvavъ|39|54|1
скрыва́вши|скрывавши|sъkryvavъši|149|54|1
скро́ю||||18|0
скро́ем||||18|0
скро́ешь||||18|0
скро́ете||||18|0
скро́ет||||18|0
скро́ют||||18|0
скры́л|скрыл|sъkrylъ|40|18|1
скры́ли|скрыли|sъkryli|148|18|1
скры́ла|скрыла|sъkryla|146|18|1
скры́ло|скрыло|sъkrylo|147|18|1
скро́емте||||18|0
скро́й|скрой|sъkrъjь|29|18|1
скро́йте|скройте|sъkrъjьte|35|18|1
скры́вший||||18|0
скры́тый||||18|0
скры́в|скрыв|sъkryvъ|39|18|1
скры́вши|скрывши|sъkryvъši|149|18|1
слага́ю|слагаю|sъlagajǫ|1|54|1
слага́ем|слагаем|sъlagajemъ|7|54|1
слага́ешь||||54|0
слага́ете|слагаете|sъlagajete|6|54|1
слага́ет|слагает|sъlagajetQ|3|54|1
слага́ют|слагают|sъlagajǫtQ|9|54|1
слага́л|слагал|sъlagalъ|40|54|1
слага́ли|слагали|sъlagali|148|54|1
