же,Df,же
англъ,Nb,а̄н҃ђлъ
рече,V-,рече
женама,Nb,женама
не,Df,не
боіта,V-,боӣта
сѧ,Pk,сѧ
въі,Pp,въі
вѣдѣ,V-,вѣдѣ
бо,Df,бо
ѣко,G-,ѣ̄ко
іса,Ne,ӣс҃а
распѧтааго,V-,распѧтаа̄го
іштета,V-,ӣштета
нѣстъ,V-,Нѣстъ
сьде,Df,сьде
въста,V-,въста
бо,Df,бо
ѣкоже,Dq,ѣ̄коже
рече,V-,рече
прідѣта,V-,прідѣта
і,C-,ӣ
відіта,V-,відіта
мѣсто,Nb,мѣсто
ідеже,Dq,ӣдеже
лежа,V-,лежа
гь,Nb,г҃ь
і,C-,ӣ
скоро,Df,скоро
шедъші,V-,шедъші
рьцѣта,V-,рьцѣта
оученікомъ,Nb,о̄ученикомъ
его,Pp,е̄го
ѣко,G-,ѣ̄ко
въста,V-,въста
отъ,R-,ѡ̄̄тъ
мрътвъііхъ,A-,мрътвъиӣхъ
і,C-,ӣ
се,I-,се
варѣетъ,V-,варѣе̄тъ
въі,Pp,въи
въ,R-,въ
галілеі,Ne,галілеӣ
тоу,Df,тоу
і,C-,ӣ
оузьріте,V-,о̄уӡьріте
се,I-,се
рѣхъ,V-,рѣхъ
вама,Pp,вама
і,C-,Ӣ
ішедъші,V-,ӣшедъші
ѧдро,Df,ѧ̄дро
отъ,R-,о̄тъ
гроба,Nb,гроба
съ,R-,съ
страхомъ,Nb,страхомъ
і,C-,ӣ
радостіѭ,Nb,радостіѭ̄
веліеѭ,A-,велие̄ѭ̄
тѣсте,V-,тѣсте
възвѣстітъ,V-,въӡвѣститъ
оученікомъ,Nb,о̄ученікомъ
его,Pp,е̄го
і,C-,Ӣ
се,I-,се
ісъ,Ne,ӣс҃ъ
сьрѣте,V-,сьрѣте
ѣ,Pp,ѣ̄
глѧ,V-,г҃лѧ
радоуіта,V-,Радоуӣта
сѧ,Pk,сѧ
онѣ,Pd,О̄н[ѣ]
же,Df,же
прістѫпьші,V-,прістѫпьши
ѧсте,V-,ѧ̄сте
сѧ,Pk,сѧ
за,R-,ӡа
нозѣ,Nb,ноѕѣ
его,Pp,е̄го
і,C-,ӣ
поклоністе,V-,поклонисте
сѧ,Pk,сѧ
емоу,Pp,е̄моу
тогда,Df,Тогда
гла,V-,г҃ла
іма,Pp,ӣма
ісъ,Ne,ӣс҃ъ
не,Df,не
боіта,V-,боӣта
сѧ,Pk,сѧ
ідѣта,V-,Ӣдѣта
і,C-,ӣ
възвѣстіта,V-,въӡвѣстита
братіі,Nb,братіӣ
моеі,Ps,мое̄ӣ
да,G-,да
ідѫт,V-,ӣдѫт
въ,R-,въ
галілеѭ,Ne,галилеѭ̄
і,C-,ӣ
тоу,Df,тоу
мѧ,Pp,мѧ
відѧдѧтъ,V-,видѧ{дѧ}тъ
ідѫштема,V-,ӣдѫщема
же,Df,же
іма,Pp,ӣма
се,I-,Се
етері,Px,е̄тері
от,R-,от҃
коустодіѧ,Nb,коустодиѧ̄
прішедъше,V-,пришедъше
въ,R-,въ
градъ,Nb,градъ
вьзвѣстішѧ,V-,Вьӡвѣстишѧ
архіереомъ,Nb,а̄рхі᾽ерео̄мъ
въсѣ,Px,въсѣ
бъівъшаа,V-,бъівъшаа̄
і,C-,ӣ
събьрашѧ,V-,събьрашѧ
сѧ,Pk,сѧ
старці,Nb,старц̄і
сьвѣтъ,Nb,сьвѣтъ
же,Df,же
сътворьше,V-,сътворьше
съребро,Nb,съребро
много,A-,много
дашѧ,V-,дашѧ
воіномъ,Nb,воӣномъ
глште,V-,г҃лще
рьцѣте,V-,Рьцѣте
ѣко,G-,ѣ̄ко
оученіці,Nb,о̄ученици
его,Pp,е̄го
ноштіѭ,Nb,нощиѭ̄
прішедъше,V-,прішедъше
оукрадошѧ,V-,о̄украдошѧ
і,C-,ӣ
намъ,Pp,намъ
сьпѧштемъ,V-,сьпѧштемъ
і,C-,ӣ
аште,G-,а̄ще
се,Pd,се
оуслъішано,V-,о̄услъишано
бѫдетъ,V-,бѫдетъ
оу,R-,о̄у
ігемона,Nb,ӣђемона
мъі,Pp,мъі
оутолімъ,V-,о̄утолімъ
і,C-,и
і,C-,ӣ
въі,Pp,въі
бес,R-,бес
печалнъі,Nb,печал᾽нъи
сътворім,V-,сътворим
оні,Pd,о̄ні
же,Df,же
пріемъше,V-,прие̄мъше
сребро,Nb,сребро
сътворішѧ,V-,сътворішѧ
ѣкоже,Dq,ѣ̄коже
наоучені,V-,нао̄учені
бъішѧ,V-,бъішѧ
і,C-,Ӣ
промьче,V-,промьче
сѧ,Pk,сѧ
слово,Nb,слово
се,Pd,се
въ,R-,въ
іюдеіхъ,Nb,ӣю̄деӣхъ
і,C-,ӣ
до,R-,до
сего,Pd,сего
дьне,Nb,дьне
едінъі,Ma,῾Е̄дінъі
же,Df,же
на,R-,на
десѧте,Ma,десѧте
оученікъ,Nb,о̄ученікъ
ідѫ,V-,Ӣдѫ
въ,R-,въ
галілеѭ,Ne,галілеѭ̄
въ,R-,въ
горѫ,Nb,горѫ
ѣможе,Dq,ѣ̄може
повелѣ,V-,повелѣ
імъ,Pp,ӣмъ
ісъ,Ne,ӣс҃ъ
і,C-,ӣ
відѣвідѣвъше,V-,відѣ{відѣ}въше
і,C-,и
поклонішѧ,V-,поклонішѧ
сѧ,Pk,сѧ
емоу,Pp,е̄моу
ові,Pd,о̄ві
же,Df,же
оусѫмнѣшѧ,V-,оу̑сѫмнѣшѧ
сѧ,Pk,сѧ
і,C-,῾И
прістѫплъ,V-,пристѫплъ
ісъ,Ne,ӣс҃ъ
рече,V-,рече
імъ,Pp,ӣмъ
глѧ,V-,г҃лѧ
дана,V-,Дана
мі,Pp,ми
ест,V-,е̄ст
вьсѣка,A-,вьсѣка
власть,Nb,власть
на,R-,на
нбсі,Nb,н҃бси
і,C-,ӣ
на,R-,на
земі,Nb,ӡемі
шедъше,V-,шедъше
оубо,Df,о̄убо
наоучіте,V-,нао̄учіте
въсѧ,Px,въсѧ
ѧзкъі,Nb,ѧ̄ӡ҃къи
крстѧште,V-,к҃рстѧште
ѧ,Pp,ѧ̄
въ,R-,въ
імѧ,Nb,ӣмѧ
оца,Nb,о̄ц҃а
і,C-,ӣ
сна,Nb,с҃на
і,C-,ӣ
стаааго,A-,с҃҃тааа̄го
дха,Nb,д҃ха
оучѧште,V-,о̄учѧще
ѧ,Pp,ѧ̄
блюсті,V-,блюсті
вьсѣ,Px,вьсѣ
еліко,Pr,е̄лико
заповѣдахъ,V-,ӡаповѣдахъ
вам,Pp,вам·
і,C-,и
се,I-,се
азь,Pp,а̄ӡь
сь,Pd,сь
вамі,Pp,вами
есмь,V-,е̄смь
въ,R-,въ
сѧ,Pk,сѧ
дьні,Nb,дьні·
до,R-,до
съконьчаніѣ,Nb,съконьчаниѣ̄
вака,Nb,вака
амін,I-,А̄мин
зачѧло,Nb,Ӡачѧло
евгліѣ,Nb,е̄в҃ђліѣ̄
ісхва,A-,ӣс҃хва
сна,Nb,с҃на
бжіѣ,A-,б҃жіѣ
ѣкоже,Dq,ѣ̄коже
естъ,V-,᾽естъ
пісано,V-,пісано
въ,R-,въ
пррцѣхъ,Nb,п҃ррцѣхъ
се,I-,Се
азъ,Pp,а̄̄ӡъ
посълѭ,V-,посълѭ
англъ,Nb,а̄н҃ђлъ
моі,Ps,мо᾽и
прѣдъ,R-,прѣдъ
ліцемъ,Nb,ліцемъ
твоімъ,Ps,твоӣмъ
і,C-,ӣ
оуготовітъ,V-,оуготовітъ
пѫть,Nb,пѫть
твоі,Ps,твоӣ
глас,Nb,Глас҃
въпіѭштааго,V-,въпіѭ̄щаа̄го
въ,R-,въ
поустъіні,Nb,поустъині
оуготоваіте,V-,о̄уготоваӣте
пѫть,Nb,пѫть
гнъ,Nb,г҃нъ
правъі,A-,Правъи
творіте,V-,творите
стьзѧ,Nb,стьѕѧ
его,Pp,е̄го
бъіс,V-,Бъис҃
іоанъ,Ne,ӣо̄᾽анъ
крстѧ,V-,к҃рстѧ
въ,R-,въ
поустъіні,Nb,поустъині
проповѣдаѧ,V-,проповѣдаѧ̄
кршттеніе,Nb,к҃рщ{т}ение̄
въ,R-,въ
оставленініе,Nb,о̄ставлени{ни}е̄
грѣховъ,Nb,грѣховъ
ісхождааше,V-,ӣсхождаа̄ше
же,Df,же
кь,R-,кь
немоу,Pp,немоу
всѣ,Px,вс̄ѣ
іюдеіска,A-,ӣю̄деӣска
страна,Nb,страна
іерсмлѣне,Nb,ӣе̄рсмл҃ѣне
і,C-,ӣ
крштаахѫ,V-,к҃рщаа̄хѫ
сѧ,Pk,сѧ
всі,Px,вс̄и
от,R-,от҃
него,Pp,него
въ,R-,въ
ерданстѣі,A-,е̄рда᾽нстѣӣ
рѣцѣ,Nb,рѣцѣ
ісповѣдаѭште,V-,ӣсповѣдаѭ̄ще
грѣхъі,Nb,грѣхъі
своѧ,Pt,своѧ̄
бѣ,V-,бѣ
же,Df,же
іоанъ,Ne,ӣо̄а̄нъ
власъі,Nb,власъи
вельбѫжді,A-,вельбѫжд̄и
і,C-,ӣ
поѣсъ,Nb,поѣ̄съ
оусніѣнъ,A-,о̄усниѣ̄нъ
імъі,V-,ӣмъи
о,R-,о̄
чрѣслѣхъ,Nb,чрѣслѣхъ
своіхъ,Pt,своӣхъ
і,C-,ӣ
ѣдъі,V-,ѣ̄дъи
акріді,Nb,а̄криді
і,C-,ӣ
медъ,Nb,медъ
дівіі,A-,дівіӣ
і,C-,ӣ
проповѣдааше,V-,проповѣдаа̄ше
глѧ,V-,г҃лѧ
грѧдетъ,V-,Грѧдетъ
крѣплеі,A-,крѣплеӣ
мене,Pp,мене
емоуже,Pr,Ем̄̄оуже
нѣсмъ,V-,нѣсмъ
достоінъ,A-,достоӣнъ
поклон,V-,поклон
сѧ,Pk,с̄ѧ
раздрѣшіті,V-,раӡдрѣшити
ремене,Nb,ремене
сапогоу,Nb,сапогоу
его,Pp,е̄го
азь,Pp,а̄ӡь
оубо,Df,о̄убо
крсііхъ,V-,к҃рсііхъ
въ,R-,въ
водоѭ,Nb,водоѭ̄
а,C-,а̄
тъ,Pd,тъ
крстітъ,V-,к҃рститъ
въі,Pp,въи
дхмъ,Nb,д҃хмъ
стъіімъ,A-,с҃тъиӣмъ
ізіде,V-,ӣӡиде
ісъ,Ne,ӣс҃ъ
въ,R-,въ
поусто,A-,поусто
мѣсто,Nb,мѣсто
і,C-,῾И
тоу,Df,тоу
млтвѫ,Nb,м҃л҃твѫ
дѣаше,V-,дѣа̄ше
і,C-,῾И
гьнашѧ,V-,гьнашѧ
і,C-,ӣ
сімонъ,Ne,симонъ
і,C-,ӣ
іже,Pr,і̄же
сь,R-,сь
німь,Pp,нимь
бѣахѫ,V-,бѣа̄хѫ
і,C-,Ӣ
обрѣтъше,V-,обрѣтъше
і,C-,ӣ
глашѧ,V-,г҃лашѧ
емоу,Pp,е̄моу
ѣко,G-,Ѣ̄ко
въсі,Px,въси
іскѫтъ,V-,ӣскѫтъ
тебе,Pp,тебе
і,C-,и҃
гла,V-,г҃л҃а҃
ім,Pp,ӣм҃҃̅
ідѣмъ,V-,идѣмъ
въ,R-,въ
бліжьнѧѧ,A-,ближьнѧѧ̄
въсі,Px,въси
і,C-,ѝ
градъі,Nb,градъи
да,G-,да
і,C-,ӣ
тоу,Df,тоу
проповѣдѣ,V-,проповѣдѣ
на,R-,на
се,Pd,се
бо,Df,бо
прід,Nb,прид
і,C-,Ӣ
бѣ,V-,бѣ
проповѣдаѧ,V-,проповѣдаѧ̄
на,R-,на
сьньміштііхъ,V-,сьньмищиӣхъ
іхъ,Pp,᾽ихъ
вь,R-,Вь
въсеі,Px,въсеӣ
галілеі,Ne,галилеӣ
і,C-,᾽и
бѣсъі,Nb,бѣсъі
ізгонѧ,V-,᾽иӡгонѧ
і,C-,ӣ
пріде,V-,пріде
кь,R-,кь
немоу,Pp,немоу
прокаженъ,A-,прокаженъ
молѧ,V-,молѧ
і,C-,ӣ
і,C-,ӣ
на,R-,на
колѣноу,Nb,колѣноу
падаѧ,V-,падаѧ̄
і,C-,ӣ
глѧ,V-,г҃лѧ
емоу,Pp,е̄моу
ѣко,G-,ѣ̄ко
аште,G-,а̄ще
хоштеші,V-,хощеши
гі,Nb,г҃и
можеші,V-,можеши
мѧ,Pp,мѧ
ічістіті,V-,ӣчіститі
ісъ,Ne,Ӣс҃ъ
же,Df,же
млсрдовавъ,V-,м҃л҃срдовавъ
простеръ,V-,Простеръ
рѫкѫ,Nb,рѫкѫ
коснѫ,V-,коснѫ
і,C-,ӣ
і,C-,Ӣ
гла,V-,г҃ла
емоу,Pp,е̄моу
хоштѫ,V-,хощѫ
ічісті,V-,ӣчісти
сѧ,Pk,сѧ
і,C-,ӣ
рекьшоу,V-,рекьшоу
емоу,Pp,᾽емоу
абіе,Df,а̄бие
отіде,V-,о̄тіде
проказа,Nb,прокаӡа
отъ,R-,о̄тъ
него,Pp,него
і,C-,ӣ
чістъ,A-,чистъ
бъіс,V-,бъис҃
і,C-,ӣ
запрѣштъ,V-,ӡапрѣштъ
емоу,Pp,е̄моу
абіе,Df,а̄бие̄
і,C-,ӣ
ізгьна,A-,ӣӡгьна
і,C-,ӣ
і,C-,Ӣ
гла,V-,г҃ла
емоу,Pp,᾽емоу
блюді,V-,блюді
сѧ,Pk,сѧ
нікомоуже,Px,никомоуже
нічесоже,Px,ничесоже
не,Df,не
рьці,V-,рьци
нъ,C-,нъ
шедъ,V-,шедъ
покажі,V-,покажи
сѧ,Pk,сѧ
іереові,Nb,ӣѐрео̄ві
і,C-,᾽и
прінесі,V-,принеси
за,R-,ӡа
очіштеніе,Nb,᾽очіщение̄
твое,Ps,твое̄
ѣкоже,Dq,Ѣ̄коже
повелѣ,V-,повелѣ
мосіі,Ne,мосіӣ
въ,R-,Въ
сьвѣдѣтельство,Nb,сьвѣдѣтельство
імъ,Pp,ӣмъ
въніде,V-,въниде
ісъ,Ne,ӣс҃ъ
въ,R-,въ
капернаоумъ,Ne,каперн̄ао̄умъ
і,C-,ӣ
слоухъ,Nb,слоухъ
бъіс,V-,бъис҃
ѣко,G-,ѣ̄ко
въ,R-,въ
домоу,Nb,домоу
естъ,V-,е̄стъ
абіе,Df,а̄бие̄
събьрашѧ,V-,събьрашѧ
сѧ,Pk,сѧ
мнозі,A-,мн̄оѕі
ѣко,G-,᾽ѣко
кь,R-,кь
томоу,Pd,томоу
не,Df,не
въмѣштаті,V-,въмѣщаті
сѧ,Pk,сѧ
ні,C-,ни
прі,R-,прі
двьрехъ,Nb,дв̄ьрехъ
і,C-,Ӣ
глааше,V-,г҃лаа̄ше
імъ,Pp,ӣмъ
слово,Nb,слово
і,C-,Ӣ
прідѫ,V-,придѫ
кь,R-,кь
немоу,Pp,немоу
носѧште,V-,носѧще
ослаблена,V-,о̄слаблена
жіламі,Nb,жіламі
носімъ,V-,носімъ
четъірьмі,Ma,четъирьмі
і,C-,῾И
не,Df,не
могѫште,V-,могѫште
прістѫпіті,V-,прістѫпити
кь,R-,кь
немоу,Pp,немоу
народомъ,Nb,народомъ
откръішѧ,V-,Ѡт҃кръишѧ
покровъ,Nb,покровъ
ідеже,Dq,ӣдеже
бѣ,V-,бѣ
і,C-,ӣ
прокопавъше,V-,прокопавъше
съвѣсішѧ,V-,съвѣсишѧ
одръ,Nb,᾽одръ
на,R-,на
немъже,Pr,немъже
ослабленъі,V-,о̄слабленъі
сьлежааше,V-,сьлежаа̄ше
і,C-,Ӣ
відѣвъ,V-,видѣвъ
ісъ,Ne,ӣс҃ъ
вѣрѫ,Nb,вѣрѫ
іхъ,Pp,ӣхъ
гла,V-,г҃ла
ослабленоумоу,V-,о̄слабленоумоу
чѧдо,Nb,Чѧдо
отпоуштаѭтъ,V-,Ѡт҃поуштаѭ̆тъ
сѧ,Pk,сѧ
грѣсі,Nb,грѣсі
твоі,Ps,твоӣ
бѣахѫ,V-,бѣа̄хѫ
же,Df,же
етері,Px,е̄тери
от,R-,от҃
кьніжьнікь,Nb,кьніжьнікь
сѣдѧште,V-,сѣдѧще
і,C-,ӣ
помъішлѣѭште,V-,помъішлѣѭ̄ще
въ,R-,въ
срдціхъ,Nb,с҃рдцихъ
своіхъ,Pt,своӣхъ
чьто,Pi,чьто
сь,Pd,сь
тако,Df,тако
глетъ,V-,г҃летъ
власвіміѭ,Nb,власвими᾽ѭ
кьто,Pi,кьто
можетъ,V-,можетъ
отпоуштаті,V-,от҃поуштаті
грѣхъі,Nb,грѣхъі
тъкьмо,V-,тъкьмо
едінъ,Ma,е̄дінъ
бъ,Nb,б҃ъ
і,C-,῾И
абіе,Df,а̄бие
разоумѣ,V-,раӡоумѣ
ісъ,Ne,ӣс҃ъ
дхмъ,Nb,д҃хмъ
своімъ,Pt,своӣмъ
ѣко,G-,ѣ̄ко
тако,Df,тако
помъішлѣѭтъ,V-,помъішлѣѭ̄тъ
въ,R-,въ
себѣ,Pk,себѣ
і,C-,ӣ
рече,V-,рече
імъ,Pp,имъ
чьто,Pi,чьто
сі,Pd,си
помъішлѣете,V-,помъишлѣе̄те
въ,R-,въ
срдцііхъ,Nb,с҃рдциӣхъ
вашіхъ,Ps,вашіхъ
чьто,Pi,чьто
естъ,V-,е̄стъ
оудобьнѣе,Df,о̄удобьнѣе̄
решті,V-,рещи
ослабленоумоу,V-,о̄слабленоумоу
отпоуштаѭтъ,V-,ѡ̄̄тпоущаѭ̄тъ
ті,Pp,ти
сѧ,Pk,сѧ
грѣсі,Nb,грѣсі
лі,Du,Ли
решті,V-,рещи
въстані,V-,въста҃ні
і,C-,ӣ
възьмі,V-,въӡьми
одръ,Nb,о̄дръ
твоі,Ps,твоӣ
і,C-,ӣ
ході,V-,ходи
нъ,C-,Нъ
да,G-,да
оувѣсте,V-,о̄увѣсте
ѣко,G-,ѣ̄ко
власть,Nb,власть
іматъ,V-,ӣматъ
снъ,Nb,с҃нъ
члвчь,A-,ч҃҃лвчь
отпоуштаті,V-,ѡт҃поущати
на,R-,на
земі,Nb,ӡеми
грѣхъі,Nb,грѣхъі
і,C-,ӣ
гла,V-,г҃ла
ослабленоумоу,V-,ослабленоумоу
тебѣ,Pp,Тебѣ
глѭ,V-,г҃лѭ
вьстані,V-,вьстани
і,C-,ӣ
възьмі,V-,въӡьми
одръ,Nb,о̄дръ
твоі,Ps,твоӣ
і,C-,Ӣ
ізіде,V-,ӣӡіде
абіе,Df,а̄бие
прѣдъ,R-,прѣдъ
вьсѣмі,Px,вьсѣми
ѣко,G-,ѣ̄ко
дівіті,V-,дівіті
сѧ,Pk,сѧ
въсѣмъ,Px,въсѣмъ
і,C-,ӣ
славіті,V-,славиті
ба,Nb,б҃а
глѭштемъ,V-,г҃лѭштемъ
ѣко,G-,Ѣ̆ко
ніколіже,Df,николиже
сіце,Df,сице
відѣхомъ,V-,видѣхомъ
мімо,Df,мимо
грѧдъі,V-,грѧдъи
ісъ,Ne,ӣс҃ъ
відѣ,V-,видѣ
левгіѭ,Nb,лев᾽ђиѭ̄
алфеова,A-,алфео̄ва
сѣдѧшть,V-,сѣдѧщь
на,R-,на
мъітьніці,Nb,мъітьници
і,C-,ӣ
гла,V-,г҃ла
емоу,Pp,᾽емоу
по,R-,По
мнѣ,Pp,мнѣ
грѧді,V-,грѧді
і,C-,ӣ
въставъ,V-,въставъ
въ,R-,въ
слѣдъ,Nb,слѣдъ
его,Pp,его
іде,V-,ӣде
і,C-,ӣ
бъіс,V-,бъис҃
възлежѧштоу,V-,въӡлежѧщоу
емоу,Pp,е̄моу
въ,R-,въ
домоу,Nb,домоу
его,Pp,е̄го
і,C-,ӣ
мнозі,A-,мн̄оѕи
мъітарі,Nb,мъітарі
і,C-,ӣ
грѣшніці,Nb,грѣшници
възлежаахѫ,V-,въӡлежаа̄хѫ
съ,R-,съ
ісмъ,Ne,ӣс҃мъ
і,C-,᾽и
оученікъі,Nb,оученикъи
его,Pp,е̄го
бѣхѫ,V-,Бѣхѫ
бо,Df,бо̅
мнозі,A-,мн̄оѕі
і,C-,ӣ
по,R-,по
нем,Pp,нем
ідѫ,V-,ӣдѫ
і,C-,Ӣ
кьніжьніці,Nb,кьнижьници
і,C-,ӣ
фарісеі,Nb,фарисеӣ
відѣвъше,V-,відѣвъше
і,C-,ӣ
ѣдѫштъ,V-,ѣ̄дѫщъ
съ,R-,съ
мъітарі,Nb,мъитарі
і,C-,ӣ
грѣшьнікъі,Nb,грѣшьнікъі
глаахѫ,V-,г҃лаа̄хѫ
оученікомъ,Nb,о̄ученикомъ
его,Pp,е̄го
чьто,Pi,чьто
ѣко,Df,ѣ̄ко
съ,R-,съ
мъітарі,Nb,мъитарі
і,C-,ӣ
грѣшънікъі,Nb,грѣшъникъи
ѣстъ,V-,ѣ̄стъ
і,C-,ӣ
піетъ,V-,пие̄тъ
слъішавъ,V-,Слъи҃шавъ
же,Df,же
ісъ,Ne,ӣс҃ъ
гла,V-,г҃ла
імъ,Pp,ӣмъ
ѣко,G-,ѣ̄ко
не,Df,не
трѣбоуѭтъ,V-,трѣбоуѭ̄тъ
съдравіі,A-,съдравиӣ
врача,Nb,врача
нъ,C-,нъ
болѧштіі,V-,болѧшт̄іӣ
не,Df,Не
прідъ,V-,прідъ
прізъват,V-,пріӡъват
праведънікъ,Nb,праведъникъ
нъ,C-,нъ
грѣшьнікъі,Nb,грѣшьникъі
на,R-,на
покааніе,Nb,покаа̄ни᾽е
хождааше,V-,хождаа̄ше
ісъ,Ne,ӣс҃ъ
въ,R-,въ
сѫботъ,Nb,сѫботъ
скозѣ,R-,скоӡѣ
сѣаніѣ,Nb,сѣа̄ніѣ̄
і,C-,Ӣ
начѧ,V-,начѧ
оученіці,Nb,о̄ученици
его,Pp,᾽его
пѫть,Nb,пѫть
творіті,V-,творіті
въстрьгаѭште,V-,въстрьгаѭще
класъі,Nb,класъи
і,C-,ӣ
фарісеі,Nb,фарісе᾽и
глаахѫ,V-,г҃лаа̄хѫ
емоу,Pp,е̄моу
віждь,V-,Віждь
что,Pi,чт̄о
творѧтъ,V-,творѧтъ
въ,R-,въ
сѫбот,Nb,сѫбот
егоже,Pr,е̄гоже
не,Df,не
достоітъ,V-,достоӣтъ
і,C-,ӣ
ть,Pd,ть
гла,V-,г҃ла
імъ,Pp,ӣмъ
нѣсте,V-,нѣсте
лі,Du,ли
ніколіже,Df,николіже
чълі,V-,чълі
чьто,Pi,чьто
сътворі,V-,сътворі
ддъ,Ne,д҃дъ
егда,Dq,е̄гда
трѣбова,V-,трѣбова
і,C-,ӣ
възьалка,V-,въӡьа̄лка̄
самъ,Pd,самъ
і,C-,᾽и
іже,Pr,і̄же
бѣахѫ,V-,бѣ᾽ахѫ
сь,R-,сь
німъ,Pp,нимъ
како,Du,како
въніде,V-,въніде
въ,R-,въ
дом,Nb,дом
бжіі,A-,б҃жіи
прі,R-,прі
авіатарѣ,Nb,а̄виа̄тарѣ
архіереі,Nb,а̄рхіе̄реӣ
і,C-,ӣ
хлѣбъі,Nb,хлѣбъи
прѣдъложеніѣ,Nb,прѣдъложениѣ̄
сънѣстъ,V-,сънѣстъ
іхъже,Pr,ӣхъже
не,Df,не
достоѣаше,V-,достоѣ̄а̄ше
ѣсті,V-,ѣ̄сти
тькьмо,Df,тькьмо
іереомъ,Nb,ӣе̄рео̄мъ
едінѣм,Ma,е̄дінѣм
і,C-,᾽и
дастъ,V-,дастъ
і,C-,ӣ
сѫштіімъ,V-,сѫштиӣмъ
сь,R-,сь
німъ,Pp,нимъ
і,C-,Ӣ
глааше,V-,г҃лаа̄ше
імъ,Pp,ӣмъ
сѫбота,Nb,сѫбота
члка,Nb,ч҃лка
радьма,Df,радьма
бъіс,V-,бъіс҃
а,C-,А̄
не,Df,не
члкъ,Nb,ч҃лкъ
сѫботъі,Nb,сѫботъі
раді,R-,раді
тѣмъже,Px,тѣмъже
гь,Nb,г҃ь
естъ,V-,᾽естъ
снъ,Nb,с҃нъ
члчь,A-,ч҃лчь
сѫботѣ,Nb,сѫботѣ
і,C-,Ӣ
въніде,V-,въниде
пакъі,Df,пакъи
въ,R-,въ
сьньміште,Nb,сьньмище
і,C-,ӣ
бѣ,V-,бѣ
тоу,Df,тоу
члкъ,Nb,ч҃лкъ
соухѫ,A-,соухѫ
рѫкѫ,Nb,рѫкѫ
імъі,V-,ӣмъи
і,C-,ӣ
назіраахѫ,V-,наӡіраа̄хѫ
і,C-,ӣ
аште,G-,а̄ще
въ,R-,въ
сѫботѫ,Nb,сѫботѫ
іцѣлітъі,V-,ӣцѣлітъи
да,G-,да
на,R-,на
нь,Pp,нь
възглѭ,V-,в҃ъӡ/глѭ
і,C-,ӣ
гла,V-,г҃ла
члкоу,Nb,ч҃лкоу
імѫштоумоу,V-,ӣмѫщюмоу
соухѫ,A-,соухѫ
рѫкѫ,Nb,рѫкѫ
стані,V-,стані
по,R-,по
срѣдѣ,Nb,срѣдѣ
і,C-,῾И
гла,V-,г҃҃ла
імъ,Pp,имъ
достоітъ,V-,Достоитъ
лі,Du,ли
въ,R-,въ
сѫботѫ,Nb,сѫботѫ
добро,A-,добро
сътворіті,V-,сътворити
лі,Du,ли
зьло,A-,ӡьло
сътворіті,V-,сътворити
дшѫ,Nb,д҃шѫ
спсті,V-,с҃псти
лі,Du,ли
погоубіті,V-,погоубіти
оні,Pd,о̄ни
же,Df,же
млъчаахѫ,V-,млъ̄чаа̄хѫ
і,C-,Ӣ
възьрѣвъ,V-,въӡьрѣвъ
на,R-,на
нѧ,Pp,нѧ
гнѣвомъ,Nb,гнѣвомъ
скръбѧ,V-,с̄кръбѧ
о,R-,о̄
окамененіі,Nb,о̄каменениӣ
срдць,Nb,с҃рдць
іх,Pp,ӣх
гла,V-,г҃ла
члкоу,Nb,ч҃лкоу
прострі,A-,Прострі
рѫкѫ,Nb,рѫкѫ
твоѭ,Ps,твоѭ̄
і,C-,ӣ
прострѣтъ,V-,прострѣтъ
і,C-,ӣ
оутвръді,V-,о̄утвръди
сѧ,Pk,сѧ
рѫка,Nb,рѫка
его,Pp,его
съдрава,A-,съдрава
ѣко,G-,Ѣ̄ко
і,C-,ӣ
дроугаѣ,A-,дроугаѣ
послѣдовааше,V-,Послѣдоваа̄ше
ісві,Ne,ӣс҃ві
народъ,Nb,народъ
мъногь,A-,мъногь
і,C-,Ӣ
оугнѣтаахѫ,V-,о̄угнѣтаа̄хѫ
і,Pp,ӣ
і,C-,Ӣ
се,I-,се
жена,Nb,жена
етера,Px,е̄тера
сѫшті,V-,Сѫщи
въ,R-,въ
точеніі,Nb,точеніӣ
кръве,Nb,кръве
лѣтъ,Nb,лѣтъ
б,Ma,б҃
і,C-,і҃̅
і,C-,ӣ
много,Df,мно̄го
пострадавъші,V-,пострадавъші
отъ,R-,о̄тъ
многь,A-,м̄но̄гь
врачеі,Nb,врачеӣ
і,C-,᾽ӣ
іздаѣвъші,V-,ӣӡдаѣ̄въші
въсе,Px,въсе
свое,Pt,свое̄
і,C-,ӣ
ні,Df,ні
едіноѧ,Ma,е̄діноѧ̄
пользѧ,Nb,польѕѧ
обрѣтъші,V-,о̄брѣтъші
нъ,C-,нъ
паче,Df,паче
въ,R-,въ
горее,Nb,горее̄
въпадъші,V-,въпадъші
слъішавъші,V-,слъішавъші
о,R-,о̄
ісѣ,Ne,ӣс҃ѣ
прішедъші,V-,прішедъші
въ,R-,въ
народѣ,Nb,народѣ
сь,Pd,сь
заді,Df,ӡаді
прікоснѫ,V-,прікоснѫ
сѧ,Pk,сѧ
різѣ,Nb,риӡѣ
его,Pp,е̄го
глааше,V-,г҃лаа̄ше
бо,Df,бо
ѣко,G-,ѣ̄ко
аште,G-,а̄ште
прікоснѫ,V-,прикоснѫ
сѧ,Pk,сѧ
