н҄ьже|ньже|244188|Codex Zographensis|John 6
вьнидѫ|вьнідѫ|244189|Codex Zographensis|John 6
оученици|оученіці|244190|Codex Zographensis|John 6
его|его|244191|Codex Zographensis|John 6
ꙇ|і|244192|Codex Zographensis|John 6
ѣко|ѣко|244193|Codex Zographensis|John 6
не|не|244194|Codex Zographensis|John 6
вьниде|вьніде|244195|Codex Zographensis|John 6
съ|съ|244196|Codex Zographensis|John 6
оученикꙑ|оученікъі|244197|Codex Zographensis|John 6
своꙇми|своімі|244198|Codex Zographensis|John 6
и҃с|іс|244199|Codex Zographensis|John 6
въ|въ|244200|Codex Zographensis|John 6
корабл҄ь|корабль|244201|Codex Zographensis|John 6
нъ|нъ|244202|Codex Zographensis|John 6
едини|едіні|244203|Codex Zographensis|John 6
оученици|оученіці|244204|Codex Zographensis|John 6
его|его|244205|Codex Zographensis|John 6
ꙇдѫ|ідѫ|244206|Codex Zographensis|John 6
ꙇ|і|244207|Codex Zographensis|John 6
ини|іні|244208|Codex Zographensis|John 6
придѫ|прідѫ|244209|Codex Zographensis|John 6
корабли|кораблі|244210|Codex Zographensis|John 6
отъ|отъ|244211|Codex Zographensis|John 6
тивериѣдꙑ|тіверіѣдъі|244212|Codex Zographensis|John 6
близъ|блізъ|244213|Codex Zographensis|John 6
мѣста|мѣста|244214|Codex Zographensis|John 6
ꙇдеже|ідеже|244215|Codex Zographensis|John 6
ѣшѧ|ѣшѧ|244216|Codex Zographensis|John 6
хлѣбꙑ|хлѣбъі|244217|Codex Zographensis|John 6
хвалѫ|хвалѫ|244218|Codex Zographensis|John 6
въздавъшю|въздавъшоу|244219|Codex Zographensis|John 6
г҃ю|гю|244220|Codex Zographensis|John 6
егда|егда|244221|Codex Zographensis|John 6
же|же|244222|Codex Zographensis|John 6
видѣшѧ|відѣшѧ|244223|Codex Zographensis|John 6
народи|народі|244224|Codex Zographensis|John 6
ѣко|ѣко|244225|Codex Zographensis|John 6
ꙇ҃с|іс|244226|Codex Zographensis|John 6
не|не|244227|Codex Zographensis|John 6
бꙑстъ|бъістъ|244228|Codex Zographensis|John 6
тоу|тоу|244229|Codex Zographensis|John 6
ни|ні|244230|Codex Zographensis|John 6
оученикъ|оученікъ|244231|Codex Zographensis|John 6
его|его|244232|Codex Zographensis|John 6
вьлѣзѫ|вьлѣзѫ|244233|Codex Zographensis|John 6
сами|самі|244234|Codex Zographensis|John 6
въ|въ|244235|Codex Zographensis|John 6
корабл҄ѧ|кораблѧ|244236|Codex Zographensis|John 6
ꙇ|і|244237|Codex Zographensis|John 6
придѫ|прідѫ|244238|Codex Zographensis|John 6
въ|въ|244239|Codex Zographensis|John 6
каперънаоумъ|каперънаоумъ|244240|Codex Zographensis|John 6
ꙇск[оу]ѭште|іскоуѭште|244241|Codex Zographensis|John 6
и҃са|іса|244242|Codex Zographensis|John 6
ꙇ|і|244243|Codex Zographensis|John 6
обрѣтъше|обрѣтъше|244244|Codex Zographensis|John 6
і|і|244245|Codex Zographensis|John 6
об|об|244246|Codex Zographensis|John 6
онъ|онъ|244247|Codex Zographensis|John 6
полъ|полъ|244248|Codex Zographensis|John 6
морѣ|морѣ|244249|Codex Zographensis|John 6
ꙇ|і|244250|Codex Zographensis|John 6
рѣшѧ|рѣшѧ|244251|Codex Zographensis|John 6
емоу|емоу|244252|Codex Zographensis|John 6
равви|равві|244253|Codex Zographensis|John 6
когда|когда|244254|Codex Zographensis|John 6
сѣмо|сѣмо|244255|Codex Zographensis|John 6
приде|пріде|244256|Codex Zographensis|John 6
ѡтъвѣшта|отъвѣшта|244257|Codex Zographensis|John 6
ꙇмъ|імъ|244258|Codex Zographensis|John 6
и҃с|іс|244259|Codex Zographensis|John 6
ꙇ|і|244260|Codex Zographensis|John 6
рече|рече|244261|Codex Zographensis|John 6
амин|амін|244262|Codex Zographensis|John 6
амин|амін|244263|Codex Zographensis|John 6
г҃лѭ|глѭ|244264|Codex Zographensis|John 6
вамъ|вамъ|244265|Codex Zographensis|John 6
ꙇштете|іштете|244266|Codex Zographensis|John 6
мене|мене|244267|Codex Zographensis|John 6
не|не|244268|Codex Zographensis|John 6
ѣко|ѣко|244269|Codex Zographensis|John 6
видѣсте|відѣсте|244270|Codex Zographensis|John 6
знамениѣ|знаменіѣ|244271|Codex Zographensis|John 6
нъ|нъ|244272|Codex Zographensis|John 6
ѣко|ѣко|244273|Codex Zographensis|John 6
ѣли|ѣлі|244274|Codex Zographensis|John 6
есте|есте|244275|Codex Zographensis|John 6
хлѣбꙑ|хлѣбъі|244276|Codex Zographensis|John 6
ꙇ|і|244277|Codex Zographensis|John 6
насꙑтисте|насъітісте|244278|Codex Zographensis|John 6
сѧ|сѧ|244279|Codex Zographensis|John 6
дѣлаꙇте|дѣлаіте|244280|Codex Zographensis|John 6
брашьно|брашьно|244281|Codex Zographensis|John 6
гꙑбл҄ѭштее|гъіблѭштее|244282|Codex Zographensis|John 6
въ|въ|244283|Codex Zographensis|John 6
животѣ|жівотѣ|244284|Codex Zographensis|John 6
вѣчьнѣмь|вѣчьнѣмь|244285|Codex Zographensis|John 6
еже|еже|244286|Codex Zographensis|John 6
с҃нъ|снъ|244287|Codex Zographensis|John 6
ч҃скꙑ|чскъі|244288|Codex Zographensis|John 6
вамъ|вамъ|244289|Codex Zographensis|John 6
дастъ|дастъ|244290|Codex Zographensis|John 6
сего|сего|244291|Codex Zographensis|John 6
бо|бо|244292|Codex Zographensis|John 6
о҃ць|оць|244293|Codex Zographensis|John 6
знамена|знамена|244294|Codex Zographensis|John 6
б҃ъ|бъ|244295|Codex Zographensis|John 6
рѣшѧ|рѣшѧ|244296|Codex Zographensis|John 6
же|же|244297|Codex Zographensis|John 6
къ|къ|244298|Codex Zographensis|John 6
н҄емоу|немоу|244299|Codex Zographensis|John 6
чьто|чьто|244300|Codex Zographensis|John 6
сътворимъ|сътворімъ|244301|Codex Zographensis|John 6
да|да|244302|Codex Zographensis|John 6
дѣлаемъ|дѣлаемъ|244303|Codex Zographensis|John 6
дѣла|дѣла|244304|Codex Zographensis|John 6
б҃жиѣ|бжіѣ|244305|Codex Zographensis|John 6
ѡтъвѣшта|отъвѣшта|244306|Codex Zographensis|John 6
и҃с|іс|244307|Codex Zographensis|John 6
ꙇ|і|244308|Codex Zographensis|John 6
рече|рече|244309|Codex Zographensis|John 6
ꙇмъ|імъ|244310|Codex Zographensis|John 6
се|се|244311|Codex Zographensis|John 6
естъ|естъ|244312|Codex Zographensis|John 6
дѣло|дѣло|244313|Codex Zographensis|John 6
б҃жие|бжіе|244314|Codex Zographensis|John 6
да|да|244315|Codex Zographensis|John 6
вѣроуете|вѣроуете|244316|Codex Zographensis|John 6
въ|въ|244317|Codex Zographensis|John 6
тъ|тъ|244318|Codex Zographensis|John 6
егоже|егоже|244319|Codex Zographensis|John 6
посъла|посъла|244320|Codex Zographensis|John 6
онъ|онъ|244321|Codex Zographensis|John 6
рѣшѧ|рѣшѧ|244322|Codex Zographensis|John 6
же|же|244323|Codex Zographensis|John 6
емоу|емоу|244324|Codex Zographensis|John 6
кое|кое|244325|Codex Zographensis|John 6
оубо|оубо|244326|Codex Zographensis|John 6
тꙑ|тъі|244327|Codex Zographensis|John 6
твориши|творіші|244328|Codex Zographensis|John 6
знамение|знаменіе|244329|Codex Zographensis|John 6
да|да|244330|Codex Zographensis|John 6
видимъ|відімъ|244331|Codex Zographensis|John 6
ꙇ|і|244332|Codex Zographensis|John 6
вѣрѫ|вѣрѫ|244333|Codex Zographensis|John 6
ꙇмемъ|імемъ|244334|Codex Zographensis|John 6
тебѣ|тебѣ|244335|Codex Zographensis|John 6
Чьто|чьто|244336|Codex Zographensis|John 6
дѣлаеши|дѣлаеші|244337|Codex Zographensis|John 6
ѡ҃ци|оці|244338|Codex Zographensis|John 6
наши|наші|244339|Codex Zographensis|John 6
ѣшѧ|ѣшѧ|244340|Codex Zographensis|John 6
манⸯна|манна|244341|Codex Zographensis|John 6
въ|въ|244342|Codex Zographensis|John 6
поустꙑн҄и|поустъіні|244343|Codex Zographensis|John 6
ѣкоже|ѣкоже|244344|Codex Zographensis|John 6
естъ|естъ|244345|Codex Zographensis|John 6
псано|псано|244346|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244347|Codex Zographensis|John 6
съ|съ|244348|Codex Zographensis|John 6
н҃бесе|нбесе|244349|Codex Zographensis|John 6
дастъ|дастъ|244350|Codex Zographensis|John 6
ꙇмъ|імъ|244351|Codex Zographensis|John 6
ѣсти|ѣсті|244352|Codex Zographensis|John 6
Рече|рече|244353|Codex Zographensis|John 6
же|же|244354|Codex Zographensis|John 6
ꙇмъ|імъ|244355|Codex Zographensis|John 6
и҃с|іс|244356|Codex Zographensis|John 6
амин|амін|244357|Codex Zographensis|John 6
амин|амін|244358|Codex Zographensis|John 6
г҃лѭ|глѭ|244359|Codex Zographensis|John 6
вамъ|вамъ|244360|Codex Zographensis|John 6
не|не|244361|Codex Zographensis|John 6
моси|мосі|244362|Codex Zographensis|John 6
дастъ|дастъ|244363|Codex Zographensis|John 6
вамъ|вамъ|244364|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244365|Codex Zographensis|John 6
съ|съ|244366|Codex Zographensis|John 6
н҃се|нсе|244367|Codex Zographensis|John 6
нъ|нъ|244368|Codex Zographensis|John 6
о҃ць|оць|244369|Codex Zographensis|John 6
моі|моі|244370|Codex Zographensis|John 6
даетъ|даетъ|244371|Codex Zographensis|John 6
вамъ|вамъ|244372|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244373|Codex Zographensis|John 6
ꙇстинънꙑи|істінънъіі|244374|Codex Zographensis|John 6
съ|съ|244375|Codex Zographensis|John 6
н҃ебсе|небсе|244376|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244377|Codex Zographensis|John 6
бо|бо|244378|Codex Zographensis|John 6
б҃жі|бжі|244379|Codex Zographensis|John 6
естъ|естъ|244380|Codex Zographensis|John 6
съходѧи|съходѧі|244381|Codex Zographensis|John 6
съ|съ|244382|Codex Zographensis|John 6
н҃бсе|нбсе|244383|Codex Zographensis|John 6
ꙇ|і|244384|Codex Zographensis|John 6
даѩи|даѧі|244385|Codex Zographensis|John 6
живота|жівота|244386|Codex Zographensis|John 6
мироу|міроу|244387|Codex Zographensis|John 6
рѣшѧ|рѣшѧ|244388|Codex Zographensis|John 6
же|же|244389|Codex Zographensis|John 6
къ|къ|244390|Codex Zographensis|John 6
н҄емоу|немоу|244391|Codex Zographensis|John 6
г҃и|гі|244392|Codex Zographensis|John 6
вьсегда|вьсегда|244393|Codex Zographensis|John 6
даждь|даждь|244394|Codex Zographensis|John 6
намъ|намъ|244395|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244396|Codex Zographensis|John 6
сь|сь|244397|Codex Zographensis|John 6
рече|рече|244398|Codex Zographensis|John 6
же|же|244399|Codex Zographensis|John 6
ꙇмъ|імъ|244400|Codex Zographensis|John 6
и҃с|іс|244401|Codex Zographensis|John 6
Азъ|азъ|244402|Codex Zographensis|John 6
есмь|есмь|244403|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244404|Codex Zographensis|John 6
животънꙑ|жівотънъі|244405|Codex Zographensis|John 6
грѧдꙙи|грѧдѧі|244406|Codex Zographensis|John 6
по|по|244407|Codex Zographensis|John 6
мьнѣ|мьнѣ|244408|Codex Zographensis|John 6
не|не|244409|Codex Zographensis|John 6
ꙇматъ|іматъ|244410|Codex Zographensis|John 6
възлакати|възлакаті|244411|Codex Zographensis|John 6
сѧ|сѧ|244412|Codex Zographensis|John 6
ꙇ|і|244413|Codex Zographensis|John 6
вѣроуѩі|вѣроуѧі|244414|Codex Zographensis|John 6
въ|въ|244415|Codex Zographensis|John 6
мѧ|мѧ|244416|Codex Zographensis|John 6
не|не|244417|Codex Zographensis|John 6
ꙇматъ|іматъ|244418|Codex Zographensis|John 6
въждѧдати|въждѧдаті|244419|Codex Zographensis|John 6
сѧ|сѧ|244420|Codex Zographensis|John 6
никогдаже|нікогдаже|244421|Codex Zographensis|John 6
нъ|нъ|244422|Codex Zographensis|John 6
рѣхъ|рѣхъ|244423|Codex Zographensis|John 6
вамъ|вамъ|244424|Codex Zographensis|John 6
ѣко|ѣко|244425|Codex Zographensis|John 6
ꙇ|і|244426|Codex Zographensis|John 6
видѣсте|відѣсте|244427|Codex Zographensis|John 6
мѧ|мѧ|244428|Codex Zographensis|John 6
ꙇ|і|244429|Codex Zographensis|John 6
не|не|244430|Codex Zographensis|John 6
вѣроуете|вѣроуете|244431|Codex Zographensis|John 6
ми|мі|244432|Codex Zographensis|John 6
Вьсе|вьсе|244433|Codex Zographensis|John 6
еже|еже|244434|Codex Zographensis|John 6
дастъ|дастъ|244435|Codex Zographensis|John 6
мьнѣ|мьнѣ|244436|Codex Zographensis|John 6
о҃ць|оць|244437|Codex Zographensis|John 6
къ|къ|244438|Codex Zographensis|John 6
мьнѣ|мьнѣ|244439|Codex Zographensis|John 6
придетъ|прідетъ|244440|Codex Zographensis|John 6
ꙇ|і|244441|Codex Zographensis|John 6
грѧдѫштаго|грѧдѫштаго|244442|Codex Zographensis|John 6
къ|къ|244443|Codex Zographensis|John 6
мьнѣ|мьнѣ|244444|Codex Zographensis|John 6
не|не|244445|Codex Zographensis|John 6
ꙇжденѫ|іжденѫ|244446|Codex Zographensis|John 6
вънъ|вънъ|244447|Codex Zographensis|John 6
ѣко|ѣко|244448|Codex Zographensis|John 6
сънидъ|сънідъ|244449|Codex Zographensis|John 6
съ|съ|244450|Codex Zographensis|John 6
н҃се|нсе|244451|Codex Zographensis|John 6
да|да|244452|Codex Zographensis|John 6
не|не|244453|Codex Zographensis|John 6
твор҄ѭ|творѭ|244454|Codex Zographensis|John 6
вол҄ѧ|волѧ|244455|Codex Zographensis|John 6
моеѩ|моеѧ|244456|Codex Zographensis|John 6
нъ|нъ|244457|Codex Zographensis|John 6
вол҄ѭ|волѭ|244458|Codex Zographensis|John 6
посълавъшаего|посълавъшаего|244459|Codex Zographensis|John 6
мѧ|мѧ|244460|Codex Zographensis|John 6
Се|се|244461|Codex Zographensis|John 6
естъ|естъ|244462|Codex Zographensis|John 6
вол҄ѣ|волѣ|244463|Codex Zographensis|John 6
посълавъшаего|посълавъшаего|244464|Codex Zographensis|John 6
мѧ|мѧ|244465|Codex Zographensis|John 6
о҃ца|оца|244466|Codex Zographensis|John 6
да|да|244467|Codex Zographensis|John 6
вьсѣко|вьсѣко|244468|Codex Zographensis|John 6
еже|еже|244469|Codex Zographensis|John 6
дастъ|дастъ|244470|Codex Zographensis|John 6
ми|мі|244471|Codex Zographensis|John 6
не|не|244472|Codex Zographensis|John 6
погоубл҄ѫ|погоублѫ|244473|Codex Zographensis|John 6
отъ|отъ|244474|Codex Zographensis|John 6
н҄его|него|244475|Codex Zographensis|John 6
нъ|нъ|244476|Codex Zographensis|John 6
въскрѣшѫ|въскрѣшѫ|244477|Codex Zographensis|John 6
ѩ|ѧ|244478|Codex Zographensis|John 6
въ|въ|244479|Codex Zographensis|John 6
послѣдьн҄и|послѣдьні|244480|Codex Zographensis|John 6
дьнь|дьнь|244481|Codex Zographensis|John 6
Се|се|244482|Codex Zographensis|John 6
бо|бо|244483|Codex Zographensis|John 6
естъ|естъ|244484|Codex Zographensis|John 6
вол҄ѣ|волѣ|244485|Codex Zographensis|John 6
о҃ца|оца|244486|Codex Zographensis|John 6
моего|моего|244487|Codex Zographensis|John 6
да|да|244488|Codex Zographensis|John 6
вьсѣкъ|вьсѣкъ|244489|Codex Zographensis|John 6
видѧі|відѧі|244490|Codex Zographensis|John 6
с҃на|сна|244491|Codex Zographensis|John 6
ꙇ|і|244492|Codex Zographensis|John 6
вѣроуѩи|вѣроуѧі|244493|Codex Zographensis|John 6
вь|вь|244494|Codex Zographensis|John 6
н҄его|него|244495|Codex Zographensis|John 6
ꙇ|і|244496|Codex Zographensis|John 6
въскрѣшѫ|въскрѣшѫ|244497|Codex Zographensis|John 6
ꙇ|і|244498|Codex Zographensis|John 6
азъ|азъ|244499|Codex Zographensis|John 6
въ|въ|244500|Codex Zographensis|John 6
послѣдьни|послѣдьні|244501|Codex Zographensis|John 6
дьнь|дьнь|244502|Codex Zographensis|John 6
Ръпътахѫ|ръпътахѫ|244503|Codex Zographensis|John 6
же|же|244504|Codex Zographensis|John 6
ꙇюдеи|іюдеі|244505|Codex Zographensis|John 6
о|о|244506|Codex Zographensis|John 6
н҄емь|немь|244507|Codex Zographensis|John 6
ѣко|ѣко|244508|Codex Zographensis|John 6
рече|рече|244509|Codex Zographensis|John 6
азъ|азъ|244510|Codex Zographensis|John 6
есмь|есмь|244511|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244512|Codex Zographensis|John 6
съшьдꙑ|съшьдъі|244513|Codex Zographensis|John 6
съ|съ|244514|Codex Zographensis|John 6
н҃се|нсе|244515|Codex Zographensis|John 6
ꙇ|і|244516|Codex Zographensis|John 6
г҃лахѫ|глахѫ|244517|Codex Zographensis|John 6
не|не|244518|Codex Zographensis|John 6
сь|сь|244519|Codex Zographensis|John 6
ли|лі|244520|Codex Zographensis|John 6
естъ|естъ|244521|Codex Zographensis|John 6
с҃нъ|снъ|244522|Codex Zographensis|John 6
ꙇосифовъ|іосіфовъ|244523|Codex Zographensis|John 6
емоуже|емоуже|244524|Codex Zographensis|John 6
мꙑ|мъі|244525|Codex Zographensis|John 6
знаемъ|знаемъ|244526|Codex Zographensis|John 6
о҃ца|оца|244527|Codex Zographensis|John 6
ꙇ|і|244528|Codex Zographensis|John 6
матерь|матерь|244529|Codex Zographensis|John 6
како|како|244530|Codex Zographensis|John 6
оубо|оубо|244531|Codex Zographensis|John 6
сь|сь|244532|Codex Zographensis|John 6
г҃летъ|глетъ|244533|Codex Zographensis|John 6
ѣко|ѣко|244534|Codex Zographensis|John 6
съ|съ|244535|Codex Zographensis|John 6
н҃се|нсе|244536|Codex Zographensis|John 6
сънидъ|сънідъ|244537|Codex Zographensis|John 6
Ѡтъвѣшта|отъвѣшта|244538|Codex Zographensis|John 6
же|же|244539|Codex Zographensis|John 6
и҃с|іс|244540|Codex Zographensis|John 6
ꙇ|і|244541|Codex Zographensis|John 6
рече|рече|244542|Codex Zographensis|John 6
ꙇмъ|імъ|244543|Codex Zographensis|John 6
не|не|244544|Codex Zographensis|John 6
ръпъштите|ръпъштіте|244545|Codex Zographensis|John 6
междю|междоу|244546|Codex Zographensis|John 6
собоѭ|собоѭ|244547|Codex Zographensis|John 6
никътоже|нікътоже|244548|Codex Zographensis|John 6
не|не|244549|Codex Zographensis|John 6
можетъ|можетъ|244550|Codex Zographensis|John 6
прити|пріті|244551|Codex Zographensis|John 6
къ|къ|244552|Codex Zographensis|John 6
мьнѣ|мьнѣ|244553|Codex Zographensis|John 6
аште|аште|244554|Codex Zographensis|John 6
не|не|244555|Codex Zographensis|John 6
о҃ць|оць|244556|Codex Zographensis|John 6
посълавꙑ|посълавъі|244557|Codex Zographensis|John 6
мѧ|мѧ|244558|Codex Zographensis|John 6
привлѣчетъ|прівлѣчетъ|244559|Codex Zographensis|John 6
его|его|244560|Codex Zographensis|John 6
ꙇ|і|244561|Codex Zographensis|John 6
азъ|азъ|244562|Codex Zographensis|John 6
въскрѣшѫ|въскрѣшѫ|244563|Codex Zographensis|John 6
его|его|244564|Codex Zographensis|John 6
въ|въ|244565|Codex Zographensis|John 6
послѣдьн҄и|послѣдьні|244566|Codex Zographensis|John 6
дьнь|дьнь|244567|Codex Zographensis|John 6
естъ|естъ|244568|Codex Zographensis|John 6
пⸯсано|псано|244569|Codex Zographensis|John 6
въ|въ|244570|Codex Zographensis|John 6
п҃рорцѣхъ|прорцѣхъ|244571|Codex Zographensis|John 6
ꙇ|і|244572|Codex Zographensis|John 6
бѫдѫтъ|бѫдѫтъ|244573|Codex Zographensis|John 6
вьси|вьсі|244574|Codex Zographensis|John 6
оучени[ци|оученіці|244575|Codex Zographensis|John 6
б҃мь|бмь|244576|Codex Zographensis|John 6
Вьсѣкъ|вьсѣкъ|244577|Codex Zographensis|John 6
слꙑшавꙑ|слъішавъі|244578|Codex Zographensis|John 6
отъ|отъ|244579|Codex Zographensis|John 6
о҃ца|оца|244580|Codex Zographensis|John 6
ꙇ|і|244581|Codex Zographensis|John 6
навꙑкъ|навъікъ|244582|Codex Zographensis|John 6
придетъ|прідетъ|244583|Codex Zographensis|John 6
къ|къ|244584|Codex Zographensis|John 6
мьнѣ|мьнѣ|244585|Codex Zographensis|John 6
не|не|244586|Codex Zographensis|John 6
ѣко|ѣко|244587|Codex Zographensis|John 6
о҃ца|оца|244588|Codex Zographensis|John 6
видѣлъ|відѣлъ|244589|Codex Zographensis|John 6
естъ|естъ|244590|Codex Zographensis|John 6
къто|къто|244591|Codex Zographensis|John 6
тъкъмо|тъкъмо|244592|Codex Zographensis|John 6
сꙙи|сѧі|244593|Codex Zographensis|John 6
отъ|отъ|244594|Codex Zographensis|John 6
б҃а|ба|244595|Codex Zographensis|John 6
тъ|тъ|244596|Codex Zographensis|John 6
видѣ|відѣ|244597|Codex Zographensis|John 6
о҃ца|оца|244598|Codex Zographensis|John 6
амин|амін|244599|Codex Zographensis|John 6
амин|амін|244600|Codex Zographensis|John 6
г҃лѭ|глѭ|244601|Codex Zographensis|John 6
вамъ|вамъ|244602|Codex Zographensis|John 6
вѣроуѩи|вѣроуѧі|244603|Codex Zographensis|John 6
въ|въ|244604|Codex Zographensis|John 6
мѧ|мѧ|244605|Codex Zographensis|John 6
ꙇматъ|іматъ|244606|Codex Zographensis|John 6
живота|жівота|244607|Codex Zographensis|John 6
вѣчьнаего|вѣчьнаего|244608|Codex Zographensis|John 6
Азъ|азъ|244609|Codex Zographensis|John 6
есмь|есмь|244610|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244611|Codex Zographensis|John 6
животънꙑ|жівотънъі|244612|Codex Zographensis|John 6
Ѡ҃ци|оці|244613|Codex Zographensis|John 6
н]аши|наші|244614|Codex Zographensis|John 6
ѣшѧ|ѣшѧ|244615|Codex Zographensis|John 6
маннѫ|маннѫ|244616|Codex Zographensis|John 6
въ|въ|244617|Codex Zographensis|John 6
поустꙑн҄и|поустъіні|244618|Codex Zographensis|John 6
ꙇ|і|244619|Codex Zographensis|John 6
оумрѣшѧ|оумрѣшѧ|244620|Codex Zographensis|John 6
Сь|сь|244621|Codex Zographensis|John 6
естъ|естъ|244622|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244623|Codex Zographensis|John 6
съходѧі|съходѧі|244624|Codex Zographensis|John 6
съ|съ|244625|Codex Zographensis|John 6
н҃бсе|нбсе|244626|Codex Zographensis|John 6
да|да|244627|Codex Zographensis|John 6
аште|аште|244628|Codex Zographensis|John 6
къто|къто|244629|Codex Zographensis|John 6
отъ|отъ|244630|Codex Zographensis|John 6
н҄его|него|244631|Codex Zographensis|John 6
ѣстъ|ѣстъ|244632|Codex Zographensis|John 6
не|не|244633|Codex Zographensis|John 6
оумьретъ|оумьретъ|244634|Codex Zographensis|John 6
Азъ|азъ|244635|Codex Zographensis|John 6
есмь|есмь|244636|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244637|Codex Zographensis|John 6
живꙑ|жівъі|244638|Codex Zographensis|John 6
съшьдꙑ|съшьдъі|244639|Codex Zographensis|John 6
съ|съ|244640|Codex Zographensis|John 6
н҃бсе|нбсе|244641|Codex Zographensis|John 6
аште|аште|244642|Codex Zographensis|John 6
къто|къто|244643|Codex Zographensis|John 6
сънѣстъ|сънѣстъ|244644|Codex Zographensis|John 6
отъ|отъ|244645|Codex Zographensis|John 6
хлѣба|хлѣба|244646|Codex Zographensis|John 6
сего|сего|244647|Codex Zographensis|John 6
живъ|жівъ|244648|Codex Zographensis|John 6
бѫдетъ|бѫдетъ|244649|Codex Zographensis|John 6
въ|въ|244650|Codex Zographensis|John 6
вѣкъ|вѣкъ|244651|Codex Zographensis|John 6
хлѣбъ|хлѣбъ|244652|Codex Zographensis|John 6
бо|бо|244653|Codex Zographensis|John 6
ꙇже|іже|244654|Codex Zographensis|John 6
азъ|азъ|244655|Codex Zographensis|John 6
дамь|дамь|244656|Codex Zographensis|John 6
плъть|плъть|244657|Codex Zographensis|John 6
моѣ|моѣ|244658|Codex Zographensis|John 6
естъ|естъ|244659|Codex Zographensis|John 6
ѭже|ѭже|244660|Codex Zographensis|John 6
азъ|азъ|244661|Codex Zographensis|John 6
дамь|дамь|244662|Codex Zographensis|John 6
за|за|244663|Codex Zographensis|John 6
животъ|жівотъ|244664|Codex Zographensis|John 6
вьсего|вьсего|244665|Codex Zographensis|John 6
мира|міра|244666|Codex Zographensis|John 6
пьр҄ѣахѫ|пьрѣахѫ|244667|Codex Zographensis|John 6
же|же|244668|Codex Zographensis|John 6
сѧ|сѧ|244669|Codex Zographensis|John 6
ꙇюдеи|іюдеі|244670|Codex Zographensis|John 6
междю|междоу|244671|Codex Zographensis|John 6
собоѭ|собоѭ|244672|Codex Zographensis|John 6
г҃л҄ѭште|глѭште|244673|Codex Zographensis|John 6
како|како|244674|Codex Zographensis|John 6
можетъ|можетъ|244675|Codex Zographensis|John 6
сь|сь|244676|Codex Zographensis|John 6
дати|даті|244677|Codex Zographensis|John 6
плъть|плъть|244678|Codex Zographensis|John 6
своѭ|своѭ|244679|Codex Zographensis|John 6
намъ|намъ|244680|Codex Zographensis|John 6
ѣсти|ѣсті|244681|Codex Zographensis|John 6
рече|рече|244682|Codex Zographensis|John 6
же|же|244683|Codex Zographensis|John 6
ꙇмъ|імъ|244684|Codex Zographensis|John 6
и҃с|іс|244685|Codex Zographensis|John 6
амин|амін|244686|Codex Zographensis|John 6
амин|амін|244687|Codex Zographensis|John 6
г҃лѭ|глѭ|244688|Codex Zographensis|John 6
вамъ|вамъ|244689|Codex Zographensis|John 6
аште|аште|244690|Codex Zographensis|John 6
не|не|244691|Codex Zographensis|John 6
сънѣсте|сънѣсте|244692|Codex Zographensis|John 6
плъти|плъті|244693|Codex Zographensis|John 6
с҃на|сна|244694|Codex Zographensis|John 6
ч҃скаго|чскаго|244695|Codex Zographensis|John 6
ꙇ|і|244696|Codex Zographensis|John 6
пиети|піеті|244697|Codex Zographensis|John 6
кръви|кръві|244698|Codex Zographensis|John 6
его|его|244699|Codex Zographensis|John 6
живота|жівота|244700|Codex Zographensis|John 6
не|не|244701|Codex Zographensis|John 6
ꙇмате|імате|244702|Codex Zographensis|John 6
вь|вь|244703|Codex Zographensis|John 6
себѣ|себѣ|244704|Codex Zographensis|John 6
ѣдꙙи|ѣдѧі|244705|Codex Zographensis|John 6
моѭ|моѭ|244706|Codex Zographensis|John 6
плъть|плъть|244707|Codex Zographensis|John 6
ꙇ|і|244708|Codex Zographensis|John 6
пиѩі|піѧі|244709|Codex Zographensis|John 6
моѭ|моѭ|244710|Codex Zographensis|John 6
кръвь|кръвь|244711|Codex Zographensis|John 6
ꙇматъ|іматъ|244712|Codex Zographensis|John 6
живота|жівота|244713|Codex Zographensis|John 6
вѣчьнаего|вѣчьнаего|244714|Codex Zographensis|John 6
ꙇ|і|244715|Codex Zographensis|John 6
азъ|азъ|244716|Codex Zographensis|John 6
въскрѣшѫ|въскрѣшѫ|244717|Codex Zographensis|John 6
і|і|244718|Codex Zographensis|John 6
въ|въ|244719|Codex Zographensis|John 6
послѣдьн҄и|послѣдьні|244720|Codex Zographensis|John 6
дьнь|дьнь|244721|Codex Zographensis|John 6
Плъть|плъть|244722|Codex Zographensis|John 6
бо|бо|244723|Codex Zographensis|John 6
моѣ|моѣ|244724|Codex Zographensis|John 6
ꙇстинъное|істінъное|244725|Codex Zographensis|John 6
естъ|естъ|244726|Codex Zographensis|John 6
брашьно|брашьно|244727|Codex Zographensis|John 6
