шоуіца,767
десніца,768
таіна,769
авѣ,770
ѣко#1,771
ліцемѣръ,772
распѫтіе,773
стоѣті,774
въспрііматі,775
клѣть,776
затворіті,777
ѧзъічьнікъ,778
глаголаніе,779
трѣбоваті,780
прошеніе,781
цѣсарьствіе,782
хлѣбъ,783
настаті,784
дьньсь,785
длъгъ,786
отъпоуштаті,787
длъжьнікъ,788
въвесті,789
съгрѣшеніе,790
постіті,791
просмраждаті,792
ліце,793
помазаті,794
оумъіті,795
съкръіваті,796
съкровіште,797
ідеже,798
чрьвь,799
тьлѣ,800
тьліті,801
тать,802
подъкопаваті,803
красті,804
свѣтільнікъ,805
простъ,806
свѣтьлъ,807
лѫкавъ,808
свѣтъ#1,809
тьма#1,810
тѣ,811
кольмі,812
нікъііже,813
работаті,814
неродіті,815
мамона,816
пешті,817
ѣсті,818
облѣшті,819
боліі,820
одежда,821
пътіца,822
сѣті,823
жѧті,824
жітьніца,825
пітѣті,826
паче,827
лоучіі,828
лакъть,829
съмотріті,830
крінъ,831
сельнъ,832
расті,833
троуждаті,834
прѧсті,835
соломонъ,836
сѣно,837
оутрѣ,838
огнь,839
въметаті,840
одѣѣті,841
маловѣръ,842
одѣті,843
оутрѣі,844
оутрьнь,845
довьлѣті,846
осѫждаті,847
осѫдіті,848
сѫдіті,849
мѣра,850
мѣріті,851
възмѣріті,852
сѫчьць,853
брьвьно,854
сь,855
прьвѣе,856
оузьрѣті,857
пьсъ,858
пометаті,859
бісьръ,860
свініѣ,861
попьраті,862
вратіті,863
растръгнѫті,864
тлѣшті,865
отврѣсті,866
обрѣтаті,867
отврьзаті,868
еда,869
камъі,870
ръіба,871
зміѣ,872
лѫкавьнъ,873
оумѣті,874
даѣніе,875
чѧдо,876
еліко,877
пророкъ,878
ѫзъкъ,879
врата,880
пространъ,881
шірокъ,882
пагоуба,883
въходіті,884
коль,885
тѣснъ,886
мало,887
лъжь,888
пріходіті,889
овьчь,890
вънѫтрь,891
влькъ,892
хъіштьнікъ,893
познаті,894
обіматі,895
трьніе,896
грознъ,897
рѣпіе,898
смокъі,899
дрѣво,900
посѣкаті,901
въмѣтаті,902
пророчьствоваті,903
бѣсъ,904
ісповѣдѣті,905
ніколіже,906
знаті,907
дѣлаті,908
безаконіе,909
мѫдръ,910
съзьдаті,911
храміна,912
съніті,913
дъждь,914
рѣка,915
възвѣѣті,916
вѣтръ,917
напасті,918
основаті,919
боуі,920
пѣсъкъ,921
опрѣті,922
раздроушеніе,923
веліі,924
съконьчаті,925
дівіті,926
власть,927
къніжьнікъ,928
фарісеі,929
гора,930
слѣдъ,931
прокаженъ,932
прістѫпіті,933
кланѣті,934
іштістіті,935
прострѣті,936
коснѫті,937
абіе,938
проказа,939
нікътоже,940
повѣдѣті,941
показаті,942
архіереі,943
несті,944
мосі,945
съвѣдѣніе,946
каперънаоумъ,947
сътьнікъ,948
отрокъ,949
лежаті,950
ослабіті,951
лютѣ,952
страдаті,953
іцѣліті,954
іцѣлѣті,955
ібо,956
воінъ,957
грѧсті,958
толікъ,959
въстокъ,960
западъ,961
възлешті,962
авраамъ,963
ісаакъ,964
кромѣштьніі,965
плачь,966
скрьжьтъ,967
вѣроваті,968
възвратіті,969
съдравъ,970
петровъ,971
тъшта,972
жешті,973
прікоснѫті,974
въстаті,975
слоужіті,976
поздѣ,977
бѣсьнъ,978
недѫжьнъ,979
събъіті,980
ісаіѣ,981
недѫгъ,982
болѣзнь,983
понесті,984
окрьстъ,985
полъ#1,986
едінъ,987
оучітель,988
ѣможе,989
лісъ,990
ѣзвіна,991
гнѣздо,992
къде,993
подъклоніті,994
погреті,995
мрьтвъ,996
мрьтвьць,997
корабль,998
трѫсъ,999
море,1000
покръіваті,1001
вльна,1002
възбоудіті,1003
страшівъ,1004
запрѣтіті,1005
тішіна,1006
чоудіті,1007
послоушаті,1008
страна,1009
геръгесіньскъ,1010
сърѣсті,1011
жаль,1012
ісходіті,1013
възъпіті,1014
вѣ,1015
сѣмо,1016
мѫчіті,1017
далече,1018
пасті#2,1019
свінъ,1020
оустрьміті,1021
брѣгъ,1022
оутонѫті,1023
бѣжаті,1024
