id,lemma,pos,count
13013,погаснути,V-,2
13014,пардужь,A-,1
13015,буиство,Nb,2
13016,хынова,Ne,2
13017,сънести,V-,2
13018,лелѣяти,V-,4
13019,шарокань,A-,1
13020,жадьныи,A-,1
13021,изронити,V-,2
13022,цвѣлити,V-,1
13023,нечьстьныи,A-,2
13024,харалугъ,Nb,1
13025,закалити,V-,1
13026,сѣдина,Nb,2
13027,мъноговои,A-,1
13028,быля,Nb,1
13029,могутъ,Nb,1
13030,татранинъ,Nb,1
13031,шельбиры,Nb,1
13032,топчакы,Nb,1
13033,ревугы,Nb,1
13034,ольберы,Nb,1
13035,засапожьникъ,Nb,1
13036,прадѣдьнии,A-,1
13037,диво,Nb,4
13038,помолодити,V-,3
13039,мыть,Nb,1
13040,възбивати,V-,1
13041,непособие,Nb,1
13042,наниче,Df,1
13043,римъ#2,Ne,1
13044,прѣлетѣти,V-,1
13045,раскропити,V-,1
13046,вылияти,V-,1
13047,чага,Nb,1
13048,шереширъ,Nb,1
13049,удалыи,A-,3
13050,златити,V-,3
13051,стремя,Nb,2
13052,осмомыслъ,Nb,1
13053,златокованыи,A-,1
13054,ширяти,V-,1
13055,паворозъ,Nb,1
13056,деремела,Ne,1
13057,утьрпнути,V-,1
13058,болого,Nb,2
13059,шестокрильць,Nb,1
13060,непобѣдьныи,A-,1
13061,расхытити,V-,1
13062,кое,Du,1
13063,притрепати,V-,2
13064,чръленыи,A-,1
13065,исхытити,V-,4
13066,приодѣти,V-,1
13067,полизати,V-,1
13068,жемчужьныи,A-,1
13069,ожерелие,Nb,1
13070,голосъ,Nb,2
13071,понизити,V-,1
13072,въньзити,V-,1
13073,седмыи,A-,1
13074,дотъкнути,V-,1
13075,бѣлъградъ,Ne,1
13076,утръгнути,V-,1
13077,вазнь,Nb,1
13078,новъградъ,Ne,1
13079,*рашити,V-,1
13080,дудутъки,Ne,1
13081,молотити,V-,1
13082,токъ,Nb,1
13083,дорискати,V-,1
13084,прѣрыскати,V-,1
13085,припѣвъка,Nb,1
13086,пътиць,Nb,1
13087,хоботъ,Nb,1
13088,пахати#2,V-,2
13089,ярославьнинъ,A-,1
13090,зегъзица,Nb,2
13091,бебрянъ,A-,1
13092,ярославьна,Ne,3
13093,вѣтрило,Nb,1
13094,насильныи,A-,1
13095,хыновьскыи,A-,5
13096,ковылие,Nb,1
13097,развѣяти,V-,1
13098,словутичь,Ne,1
13099,кобяковъ,A-,2
13100,трьсвѣтьлыи,A-,1
13101,съпрящи,V-,1
13102,прыснути,V-,1
13103,смъркъ,Nb,1
13104,доньць,Ne,4
13105,овлуръ,Ne,2
13106,свиснути,V-,1
13107,гороностаи,Nb,1
13108,тръстие,Nb,1
13109,гоголь,Nb,2
13110,заутрокъ,Nb,2
13111,трусити,V-,1
13112,чаица,Nb,1
13113,чьрнядь,Nb,1
13114,рострѣти,V-,1
13115,сорока,Nb,2
13116,въстрокотати,V-,1
13117,помълкнути,V-,1
13118,лозие,Nb,1
13119,дятьлъ,Nb,1
13120,текътъ,Nb,1
13121,соколичь,Nb,1
13122,рострѣляти,V-,1
13123,сокольць,Nb,2
13124,ходына,Ne,1
13125,пѣснотворьць,Nb,1
13126,кагань,A-,1
13127,пирогощая,A-,3
13128,пермь,Ne,11
13129,скрижаль,Nb,1
13130,чувьствьныи,A-,2
13131,пермь,Nb,1
13132,святительство,Nb,2
13133,добродѣяние,Nb,3
13134,прѣдъположити,V-,1
13135,учительство,Nb,1
13136,простыни,Nb,2
13137,врѣдоумьныи,A-,1
13138,плетение,Nb,1
13139,риторьскыи,A-,1
13140,вѣтиискыи,A-,1
13141,платоновыи,A-,1
13142,аристотелевыи,A-,1
13143,хитрорѣчие,Nb,1
13144,испроста,Df,1
13145,обильно,Df,3
13146,исаия,Nb,1
13147,дародавьць,Nb,1
13148,въдыхати,V-,1
13149,благодатьныи,A-,1
13150,иоиль,Ne,2
13151,излѣяти,V-,1
13152,нераздѣлимыи,A-,1
13153,отягъчити,V-,1
13154,дебельство,Nb,1
13155,острупити,V-,1
13156,струпъ,Nb,1
13157,бесплодьныи,A-,1
13158,несѣкомыи,A-,1
13159,валакъ,Ne,1
13160,уничижение,Nb,1
13161,възнепъщевати,V-,1
13162,ци,G-,1
13163,зазорьныи,A-,1
13164,ухыщряти,V-,1
13165,убѣдити,V-,2
13166,досужныи,A-,1
13167,зълосьтьныи,A-,1
13168,подробьну,Df,1
13169,двиньскыи,A-,1
13170,хрьстияныи,A-,2
13171,конархати,V-,1
13172,чьтьць,Nb,1
13173,добропамятьство,Nb,1
13174,скоровычение,Nb,1
13175,быстрость,Nb,1
13176,доброразумичьныи,A-,1
13177,иже,C-,8
13178,тъщетьныи,A-,1
13179,острота,Nb,1
13180,грамотичьныи,A-,1
13181,расъмотрити,V-,2
13182,маловрѣменьныи,A-,3
13183,быстрина,Nb,1
13184,травьныи,A-,2
13185,съторица,Nb,1
13186,поспѣвати,V-,1
13187,умилити,V-,9
13188,богословъ,Ne,1
13189,затворъ,Ne,1
13190,парфении,Ne,1
13191,калинъ,Ne,1
13192,потружати,V-,2
13193,трѣзвие,Nb,1
13194,безълобие,Nb,2
13195,приобрѣтати,V-,1
13196,прорастати,V-,1
13197,грезнъ,Nb,1
13198,процвитати,V-,1
13199,трудолюбивыи,A-,1
13200,съподвизальць,Nb,1
13201,разгъбение,Nb,1
13202,любомудрие,Nb,2
13203,съвѣдѣние,Nb,1
13204,чьрньчьствовати,V-,1
13205,претьрпѣвати,V-,1
13206,присвяти,V-,1
13207,маслина,Nb,1
13208,благолѣпие,Nb,1
13209,приметати,V-,1
13210,умьдливати,V-,1
13211,доньдеже,Df,1
13212,разумичьныи,A-,1
13213,съвъпросьникъ,Nb,1
13214,събесѣдьникъ,Nb,1
13215,съвъдворяти,V-,1
13216,утрьновати,V-,1
13217,скоропытьнѣ,Df,1
13218,гоньзати,V-,1
13219,старьчьскыи,A-,1
13220,бразда,Nb,2
13221,благоизволение,Nb,1
13222,учительныи,A-,1
13223,мудролюбие,Nb,1
13224,вѣдание,Nb,1
13225,трудолюбьнѣ,Df,1
13226,хытрѣ,Df,1
13227,гораздѣ,Df,1
13228,съчинити,V-,5
13229,митяи,Ne,1
13230,прѣвести,V-,2
13231,издавьна,Df,6
13232,разгарати,V-,1
13233,възисковати,V-,1
13234,испытовати,V-,1
13235,объсѣсти,V-,2
13236,иноязычьникъ,Nb,4
13237,двиняне,Nb,1
13238,вилежане,Nb,1
13239,вычежане,Nb,1
13240,пѣнежане,Nb,1
13241,южане,Nb,1
13242,сыряне,Nb,1
13243,вятьчане,Nb,1
13244,лопь,Ne,2
13245,гогуличи,Nb,3
13246,пертасы,Nb,1
13247,чюсовая,Ne,1
13248,вымь,Ne,1
13249,вычегда,Ne,4
13250,сѣверьныи,A-,1
13251,вятъка,Ne,1
13252,болгаръ,Ne,1
13253,удобьздьныи,A-,1
13254,богословьныи,A-,1
13255,избесѣдовати,V-,1
13256,богоученыи,A-,1
13257,направляти,V-,3
13258,съподвизати,V-,1
13259,письменьныи,A-,4
13260,пермьянинъ,Nb,3
13261,баснотворьць,Nb,1
13262,баснь,Nb,2
13263,баяти,V-,2
13264,миротворение,Nb,1
13265,истиньствовати,V-,1
13266,истрошити,V-,1
13267,веселеилъ,Ne,1
13268,благоговѣиныи,A-,1
13269,азъ,Nb,2
13270,елиньскыи,A-,4
13271,грамотьничикъ,Nb,1
13272,алфъ,Nb,1
13273,алфавита,Nb,2
13274,сирияньскыи,A-,1
13275,алефъбе,Nb,1
13276,угорьскыи,A-,1
13277,афакавасака,Nb,1
13278,абуръ,Nb,1
13279,буръ,Nb,1
13280,гаи,Nb,1
13281,дои,Nb,1
13282,жои,Nb,1
13283,зата,Nb,1
13284,зита,Nb,1
13285,коке,Nb,1
13286,леи,Nb,1
13287,мено,Nb,1
13288,нено,Nb,1
13289,во,Nb,1
13290,пѣи,Nb,1
13291,реи,Nb,1
13292,сии,Nb,1
13293,таи,Nb,1
13294,цю,Nb,1
13295,черы,Nb,1
13296,шуя,Nb,1
13297,ю,Nb,1
13298,скудьныи,A-,2
13299,ижити,V-,1
13300,жидовьскы,Df,1
13301,елиньскы,Df,1
13302,римьскы,Df,1
13303,стълпотворение,Nb,1
13304,землемѣрие,Nb,1
13305,персъ,Nb,1
13306,астрономия,Nb,1
13307,бытиискыи,A-,1
13308,грамотикия,Nb,1
13309,риторикия,Nb,1
13310,афинѣискыи,A-,1
13311,нужати,V-,2
13312,панамидъ,Ne,1
13313,алфа,Nb,1
13314,вита,Nb,1
13315,кадомъ,Ne,1
13316,милисии,Ne,1
13317,грамотикъ,Nb,2
13318,симонидъ,Ne,1
13319,епихарии,Ne,1
13320,дъвогласьныи,A-,1
13321,девятьдесятьныи,Mo,1
13322,девятьсътьныи,Mo,1
13323,калугеръ,Nb,2
13324,присьнопомьнимыи,A-,1
13325,въединеныи,A-,1
13326,уединѣти,V-,1
13327,уединеныи,A-,2
13328,съмыслодавьць,Nb,1
13329,прѣложение,Nb,2
13330,перетълмачити,V-,1
13331,обавити,V-,2
13332,переводити,V-,1
13333,акула,Ne,1
13334,сумаховъ,A-,1
13335,дивья,Df,1
13336,удобыи,A-,2
13337,постраяти,V-,1
13338,мефодъ,Ne,1
13339,моравьскыи,A-,1
13340,пермьянинъ,Ne,1
13341,идолослужение,Nb,4
13342,обоямо,Df,1
13343,обоюду,Df,2
13344,пакыбытиискыи,A-,1
13345,поучевати,V-,1
13346,овьча,Nb,4
13347,къгда,Du,1
13348,мамаи,Ne,11
13349,вѣчьновати,V-,1
13350,митрополичь,A-,2
13351,цвьтѣти,V-,2
13352,гобьзовати,V-,1
13353,добролѣпьнѣ,Df,1
13354,крьщати,V-,1
13355,доброчьстивыи,A-,1
13356,твьрдѣ,Df,1
13357,чьрствыи,A-,1
13358,крѣпъцѣ,Df,2
13359,възвѣдати,V-,1
13360,съкровьныи,A-,2
13361,вътаю,Df,2
13362,сътрѣти,V-,1
13363,лицемѣровати,V-,1
13364,подругъ,Nb,1
13365,клеветарь,Nb,1
13366,умѣтельство,Nb,1
13367,недовѣдомыи,A-,1
13368,раздрѣшити,V-,2
13369,страньнолюбие,Nb,1
13370,учрѣждение,Nb,2
13371,истрошати,V-,1
13372,пьшеницедатель,Nb,1
13373,прѣкърмити,V-,3
13374,житодавьць,Nb,1
13375,цѣнити,V-,1
13376,устьньныи,A-,1
13377,дъвогубьныи,A-,1
13378,питѣние,Nb,1
13379,прѣдъставляти,V-,2
13380,приплавати,V-,1
13381,отъплавати,V-,1
13382,увѣтъ,Nb,2
13383,новокрещеныи,A-,7
13384,благохвалити,V-,1
13385,порождение,Nb,2
13386,увядати,V-,2
13387,обручити,V-,5
13388,обручение,Nb,1
13389,убужати,V-,1
13390,истьлѣти,V-,1
13391,новорожденыи,A-,1
13392,зыбати,V-,1
13393,трьвълнение,Nb,1
13394,младеньствовати,V-,3
13395,маловѣрьныи,A-,1
13396,челюсть,Nb,1
13397,измълкнути,V-,2
13398,засъвѣдѣтельствовати,V-,2
13399,случати,V-,1
13400,бльвотина,Nb,2
13401,тина,Nb,1
13402,невѣрьствие,Nb,1
13403,здравыи,A-,1
13404,льстьчии,A-,1
13405,милитъ,Ne,1
13406,ефесьскыи,A-,1
13407,паствити,V-,3
13408,развращеныи,A-,1
13409,въстъргати,V-,1
13410,прѣокрасти,V-,1
13411,подънимати,V-,2
13412,упасти#2,V-,2
13413,довъльнѣ,Df,1
13414,единочадыи,A-,1
13415,извѣстовати,V-,1
13416,прѣподобие,Nb,1
13417,куприанъ,Ne,2
13418,священотаиныи,A-,1
13419,законоправило,Nb,1
13420,въпросъ,Nb,1
13421,человѣкъ,Ne,1
13422,поболѣти,V-,1
13423,сълежати,V-,1
13424,прѣдъсѣдѣти,V-,1
13425,навѣщати,V-,1
13426,уподиякъ,Nb,1
13427,епистолия,Nb,4
13428,развратьникъ,Nb,4
13429,расходъ,Nb,1
13430,раздоръ,Nb,2
13431,кумирослужение,Nb,1
13432,томление,Nb,1
13433,уложити,V-,1
13434,завѣщати,V-,1
13435,расхульникъ,Nb,1
13436,зъловѣрьникъ,Nb,1
13437,еликоже,Dq,1
13438,душепользьныи,A-,4
13439,расправити,V-,1
13440,розрядити,V-,1
13441,кадильница,Nb,1
13442,отъходьныи,A-,1
13443,промълвити,V-,1
13444,въздрѣмати,V-,2
13445,безмятежьно,Df,1
13446,прѣполовление,Nb,1
13447,пентикостия,Nb,1
13448,пятьдесятьница,Nb,1
13449,амасиискыи,A-,1
13450,сътворение,Nb,2
13451,сътъ,Ma,1
13452,костянтинополь,A-,1
13453,дорофеи,Ne,1
13454,ниль,Ne,1
13455,витовтъ,Ne,1
13456,кестутиевичь,Ne,1
13457,токтамышь,Ne,1
13458,мамаевъ,A-,2
13459,завължьскыи,A-,1
13460,темирькутлуи,Ne,1
13461,посѣтитель,Nb,3
13462,мъногомутьныи,A-,1
13463,притяжание,Nb,1
13464,насадитель,Nb,1
13465,поборьникъ,Nb,1
13466,иовъ,Ne,2
13467,опочивение,Nb,1
13468,провожение,Nb,1
13469,гражаньскыи,A-,1
13470,прѣсловущии,A-,1
13471,сирыи,A-,5
13472,осязати,V-,1
13473,ризьница,Nb,2
13474,горе,I-,4
13475,очистьникъ,Nb,1
13476,печальникъ,Nb,1
13477,ходатаиствовати,V-,1
13478,тиуньскыи,A-,1
13479,обльгъчати,V-,1
13480,ушкуиникъ,Nb,1
13481,поруха,Nb,2
13482,пѣнеза,Ne,1
13483,священотаиникъ,Nb,1
13484,богопроповѣдьникъ,Nb,1
13485,нельстьныи,A-,1
13486,заблужати,V-,1
13487,гороплѣньныи,A-,1
13488,вълкохищьныи,A-,1
13489,сиротьство,Nb,2
13490,богопрѣданьныи,A-,1
13491,правосудие,Nb,1
13492,законодавьць,Nb,1
13493,законоположьникъ,Nb,1
13494,благовѣстьникъ,Nb,1
13495,чиститель,Nb,1
13496,исцѣлитель,Nb,1
13497,излишьствовати,V-,1
13498,скудьствовати,V-,1
13499,убожати,V-,1
13500,руководитель,Nb,1
13501,проводьникъ,Nb,1
13502,сьрпъ,Nb,4
13503,прѣподобьникъ,Nb,3
13504,непостыдьныи,A-,2
13505,непосрамьныи,A-,2
13506,сребролюбивыи,A-,1
13507,мьздоимьныи,A-,1
13508,поспѣшьныи,A-,1
13509,проповѣдь,Nb,2
13510,ублажити,V-,2
13511,отънуду,Du,1
13512,храпъ,Ne,1
13513,блажити,V-,2
13514,асиискыи,A-,1
13515,въстьрзати,V-,1
13516,класъ,Nb,2
13517,млатити,V-,1
13518,твои,Pt,1
13519,съпострадание,Nb,1
13520,мѣзиныи,A-,2
13521,опоздити,V-,1
13522,умалити,V-,2
13523,иововъ,A-,1
13524,почути,V-,2
13525,зълоприлучьныи,A-,1
13526,женихъ,Nb,9
13527,хранилище,Nb,1
13528,дължьновати,V-,1
13529,невѣстокраситель,Nb,1
13530,пѣснокраситель,Nb,1
13531,вьдовьство,Nb,2
13532,отълетѣти,V-,2
13533,прѣсякнути,V-,2
13534,прѣсъхнути,V-,1
13535,уврачевати,V-,1
13536,баловати,V-,1
13537,свистати,V-,1
13538,отъполошити,V-,1
13539,распудити,V-,4
13540,мятати,V-,1
13541,кърмьникъ,Nb,2
13542,безврѣмяние,Nb,1
13543,подъпора,Nb,1
13544,позыбати,V-,1
13545,пошибати,V-,1
13546,неутѣшимыи,A-,1
13547,рама,Ne,1
13548,благословие,Nb,1
13549,тугыи,A-,1
13550,наплакати,V-,1
13551,новоовъдовѣти,V-,1
13552,почутити,V-,1
13553,агавие,Nb,1
13554,надро,Nb,1
13555,угаснути,V-,2
13556,ликовати,V-,1
13557,умиленыи,A-,3
13558,ликъствовати,V-,1
13559,рыдальныи,A-,2
13560,опечальныи,A-,1
13561,чьртожьныи,A-,1
13562,мрачьныи,A-,1
13563,учьрнити,V-,2
13564,прѣмѣнение,Nb,2
13565,жалостьныи,A-,8
13566,прѣукрашение,Nb,1
13567,бескрасие,Nb,1
13568,невѣстьскыи,A-,1
13569,повеселити,V-,1
13570,соузъ,Nb,1
13571,асафатовъ,A-,1
13572,фезвитянинъ,Nb,1
13573,въсхытити,V-,2
13574,четвероконьныи,Nb,1
13575,милоть,Nb,2
13576,ниневитьскыи,A-,1
13577,иезекии,Ne,1
13578,июдѣя,Ne,1
13579,манасии,Ne,1
13580,развалити,V-,1
13581,ахавъ,Ne,1
13582,самариискыи,A-,1
13583,запустѣние,Nb,1
13584,сионовъ,A-,1
13585,иеремиинъ,A-,1
13586,въчинити,V-,2
13587,вавилоньскыи,A-,2
13588,вьрбие,Nb,1
13589,органъ,Nb,1
13590,сужитие,Nb,1
13591,захлипати,V-,1
13592,безгласие,Nb,1
13593,скудьнѣ,Df,1
13594,повъздьржати,V-,1
13595,мъногоплачие,Nb,1
13596,женьскы,Df,1
13597,невѣстиньскы,Df,1
13598,вьдовьствовати,V-,1
13599,причитати,V-,1
13600,въспущати,V-,2
13601,увѣщание,Nb,1
13602,павьлии,A-,1
13603,въселеныи,A-,1
13604,ухлѣбити,V-,1
13605,увѣщати,V-,3
13606,отъдъхновение,Nb,1
13607,утѣшительныи,A-,1
13608,лѣчити,V-,1
13609,упивание,Nb,1
13610,FIXME,A-,1
13611,изобиль,Df,1
13612,поскърбѣти,V-,3
13613,уневѣстити,V-,1
13614,распространити,V-,3
13615,неодьржимыи,A-,2
13616,съдѣтельныи,A-,1
13617,недвижимыи,A-,3
13618,язычьныи,A-,1
13619,неплодити,V-,1
13620,удолѣти,V-,1
13621,непрѣклоньныи,A-,1
13622,непотрясомыи,A-,1
13623,непоколѣблемыи,A-,1
13624,непозыблемыи,A-,1
13625,незазорьныи,A-,1
13626,раздьрание,Nb,1
13627,сверѣпие,Nb,1
13628,мирьныи,Nb,2
13629,благовѣрьство,Nb,1
13630,дългодьньствовати,V-,1
13631,христоименитыи,A-,1
13632,осеневъ,Ne,1
13633,сугровъ,Ne,2
13634,сална,Ne,1
13635,орьница,Nb,1
13636,бѣль,Nb,1
13637,желниъ,Ne,1
13638,дрючанинъ,Nb,1
13639,диогеневичь,Ne,1
13640,сорочининъ,Nb,1
13641,галинъ,Ne,1
13642,чешуевъ,Ne,1
13643,ясыни,Nb,1
13644,порфирогенитъ,Ne,1
13645,гюргевьскыи,A-,1
13646,прѣблаженыи,A-,3
13647,зъломыслъ,Nb,1
13648,поповьскыи,A-,1
13649,жалостивъ,A-,1
13650,добродьньство,Nb,1
13651,присунути,V-,1
13652,изгонъ,Nb,1
13653,барочь,Ne,1
13654,бронь,Ne,1
13655,испостигнути,V-,1
13656,полкъстѣнь,Ne,1
13657,селукъ,Ne,1
13658,ташь,Ne,1
13659,ратьмирь,A-,1
13660,локна,Ne,1
13661,сътъснути,V-,3
13662,подъучати,V-,1
13663,успѣяти,V-,1
13664,городьнъ,Ne,1
13665,кльчьскъ,Ne,1
13666,стрѣжевъ,Ne,1
13667,воитѣшичь,Ne,1
13668,изъяславьць,Nb,1
13669,перестряти,V-,2
13670,острашити,V-,1
13671,логожанинъ,Nb,2
13672,изъяславьць,A-,1
13673,воротиславъ,Ne,1
13674,мьстиславьна,Ne,1
13675,неколочь,Ne,1
13676,унести,V-,2
13677,печерянинъ,Nb,1
13678,нарядьныи,A-,1
13679,горислава,Ne,1
13680,посагъ,Nb,1
13681,маркелъ,Ne,1
13682,городъкъ,Ne,12
13683,баручь,Ne,1
13684,съступление,Nb,1
13685,пълчище,Nb,4
13686,яруновичь,Ne,1
13687,тудъковичь,Ne,1
13688,маричиничь,Ne,1
13689,жирята,Ne,1
13690,володимѣрьныи,A-,1
13691,посульць,Nb,1
13692,льстьныи,A-,3
13693,береньдѣи,Nb,18
13694,горина,Ne,1
13695,курьскыи,A-,1
13696,оже,Df,2
13697,ци,Du,4
13698,коранья,Ne,1
13699,малотинъ,Ne,1
13700,перепустити,V-,1
13701,погробъ,Nb,1
13702,городъчьскыи,A-,1
13703,стрякы,Ne,3
13704,попасти#2,V-,1
13705,болеславичь,Ne,1
13706,чьрньскъ,Ne,1
13707,васильковьныи,A-,1
13708,володимѣръко,Ne,38
13709,банъ,Ne,1
13710,серетъ,Ne,2
13711,рожьнь,A-,1
13712,ушиця,Ne,2
13713,мѣлъка,Ne,1
13714,гать,Nb,1
13715,ако,G-,3
13716,перельстити,V-,1
13717,обрещи,V-,1
13718,увьрнути,V-,1
13719,каневьскыи,A-,2
13720,гробьница,Nb,1
13721,радосынь,Ne,1
13722,боришь,A-,1
13723,перебыти,V-,1
13724,переньлѣи,Nb,1
13725,пособие,Nb,4
13726,туровьскыи,A-,2
13727,корачевъ,Ne,2
13728,шварно,Ne,2
13729,домолити,V-,1
13730,марица,Ne,1
13731,потъртати,V-,1
13732,сестричичь,Nb,1
13733,доспѣвати,V-,2
13734,чьрторыя,Ne,2
13735,добрынъка,Ne,2
13736,радило,Ne,2
13737,повабити,V-,5
13738,рагуило,Ne,1
13739,уворотити,V-,1
13740,направо,Df,1
13741,съскочити,V-,2
13742,въмъчати,V-,1
13743,кожуховъ,A-,1
13744,съмъчати,V-,1
13745,въсходъ,Nb,1
13746,поврѣзти,V-,2
13747,волочи,V-,1
13748,бабинъ,A-,1
13749,тържькъ,Nb,1
13750,носовъ,A-,1
13751,руда,Ne,1
13752,божьскы,Ne,1
13753,похромнути,V-,1
13754,углечь,A-,1
13755,поворотити,V-,3
13756,подъмълвити,V-,2
13757,вьяхань,Ne,1
13758,кудъновъ,A-,1
13759,пършане,Nb,2
13760,отъслушати,V-,1
13761,янъчинъ,A-,2
13762,каневъ,Ne,5
13763,ендрихъ,Ne,1
13764,чемеринъ,Ne,1
13765,пересъпьница,Ne,8
13766,володимиръковъ,A-,1
13767,шумьскъ,Ne,1
13768,муравица,Ne,1
13769,пополохъ,Nb,2
13770,приѣздити,V-,2
13771,прѣжьдати,V-,1
13772,пожидати,V-,1
13773,посълие,Nb,1
13774,тъкнути,V-,1
13775,възволочити,V-,1
13776,супротивие,Nb,1
13777,седьльныи,A-,1
13778,просунути,V-,1
13779,комоньство,Nb,1
13780,стырь,Ne,1
13781,розмълвити,V-,1
13782,освоити,V-,1
13783,турпѣи,Nb,2
13784,ближии,A-,1
13785,прострашити,V-,1
13786,володимѣръковичь,Ne,5
13787,чьртовъ,A-,1
13788,събѣгнути,V-,1
13789,утрии,A-,9
13790,розирати,V-,1
13791,съдѣловати,V-,1
13792,мыльскъ,Ne,2
13793,яропълчьчь,A-,1
13794,володимѣръковъ,A-,3
13795,надъстигнути,V-,1
13796,мичьскъ,Ne,1
13797,воробичи,Ne,1
13798,лугъ,Ne,1
13799,борьць,Nb,1
13800,витечевьскыи,A-,1
13801,долобьскыи,A-,1
13802,витечевъ,Ne,3
13803,ино,C-,2
13804,отътъргати,V-,1
13805,присѣщи,V-,1
13806,тълкнути,V-,5
13807,перепетова,Ne,1
13808,рутъ,Ne,3
13809,ноздри,Nb,1
13810,грязъкыи,A-,1
13811,мажево,Ne,1
13812,передъгородие,Nb,2
13813,ниотъкудаже,Df,1
13814,въстягати,V-,1
13815,сапогынь,Ne,1
13816,роставити,V-,1
13817,лящи,V-,1
13818,кърчевъ,Ne,1
13819,зажитьникъ,Nb,1
13820,постряти,V-,2
13821,притягнути,V-,1
13822,санокъ,Ne,1
13823,роставляти,V-,1
13824,глуховъ,Ne,1
13825,сновъ,Ne,1
13826,гуричевъ,Ne,1
13827,канинъ,Ne,1
13828,семынь,Ne,1
13829,перестрашити,V-,1
13830,отъполонити,V-,2
13831,песло,Ne,1
13832,мачеха,Ne,1
13833,олешье,Ne,1
13834,розгонъ,Nb,1
13835,козьльскъ,Ne,1
13836,пирятинъ,Ne,1
13837,святославьць,Ne,1
13838,упередити,V-,1
13839,боловесъ,Ne,1
13840,розбѣгнути,V-,1
13841,улюбѣти,V-,1
13842,моровиискъ,Ne,1
13843,поросье,Ne,1
13844,мачешичь,Ne,1
13845,братичичь,Nb,1
13846,замышливати,V-,1
13847,дубеньць,Ne,1
13848,розгляда,Nb,1
13849,изъяславьна,Ne,1
13850,несторъ,Ne,3
13851,непокорьство,Nb,1
13852,купльныи,A-,1
13853,гомъи,Ne,1
13854,ньрль,Ne,1
13855,расхытание,Nb,1
13856,дънище,Nb,1
13857,въщижь,Ne,1
13858,изморити,V-,1
13859,леонтианьскыи,A-,1
13860,нестеръ,Ne,1
13861,перехватити,V-,1
13862,нестеровъ,A-,1
13863,утопити,V-,1
13864,бряхимовъ,Ne,1
13865,поликарпъ,Ne,1
13866,пронырьливыи,A-,1
13867,льстьць,Nb,1
13868,лъжии,A-,1
13869,феодорьць,Ne,3
13870,добромыслити,V-,1
13871,цѣление,Nb,1
13872,разгнѣвити,V-,2
13873,изнебыти,V-,1
13874,заточение,Nb,1
13875,простьць,Nb,1
13876,безмилостивыи,A-,1
13877,порѣзывати,V-,1
13878,выжигати,V-,1
13879,урѣзати,V-,2
13880,распинати,V-,1
13881,немилостивьнѣ,Df,1
13882,измълвити,V-,1
13883,потрѣбляти,V-,1
13884,незаконьнѣ,Df,1
13885,изрыти,V-,1
13886,равьнити,V-,1
13887,вьсемощьныи,A-,1
13888,убожити,V-,1
13889,богатити,V-,1
13890,умьрщвляти,V-,2
13891,оживляти,V-,1
13892,прѣмудрьно,Df,1
13893,звѣроядивыи,A-,1
13894,наскакати,V-,2
13895,пѣсочьнъ,Ne,1
13896,дѣдина,Nb,1
13897,передь,Df,1
13898,перепетовьскыи,A-,2
13899,полоное,Ne,1
13900,сѣмычь,Ne,1
13901,утеча,Nb,2
13902,объѣхати,V-,1
13903,яновъ,A-,1
13904,крепляти,V-,1
13905,стяговьникъ,Nb,2
13906,чьлка,Nb,1
13907,стяговыи,A-,1
13908,сътъргнути,V-,1
13909,михалъковъ,A-,2
13910,натъкнути,V-,1
13911,прилъбица,Nb,1
13912,стегно,Nb,1
13913,толгыи,Ne,2
13914,аже,Df,1
13915,очивѣсто,Df,1
13916,соромляти,V-,1
13917,доколѣ,Du,2
13918,непогодие,Nb,1
13919,жидиславичь,Ne,3
13920,семое,Ne,1
13921,юргевичь,Ne,4
13922,избраникъ,Nb,1
13923,изъѣздъ,Nb,2
13924,вьсепрѣчистыи,A-,2
13925,боголюбое,Ne,2
13926,омрачити,V-,2
13927,охотивыи,A-,1
13928,вражьдьныи,A-,1
13929,помрачати,V-,1
13930,ижигати,V-,1
13931,кучьковъ,A-,2
13932,аньбалъ,Ne,2
13933,асинъ,Ne,1
13934,кучьковичь,Ne,1
13935,ложьница,Nb,2
13936,отъломити,V-,1
13937,въсовати,V-,1
13938,торопъ,Nb,1
13939,ригати,V-,1
13940,клирошанинъ,Nb,2
13941,боголюбьскыи,A-,3
13942,уничити,V-,1
13943,туне,Df,5
13944,феодулъ,Ne,1
13945,лучинъ,A-,1
13946,дрѣмание,Nb,1
13947,осияти,V-,1
13948,единодушьныи,A-,1
13949,сынъкъ,Nb,1
13950,изънезапа,Df,2
13951,юргии,Ne,1
13952,дѣдильць,Ne,2
13953,въскладывати,V-,1
13954,каменьникъ,Nb,1
13955,вьсеславля,Ne,1
13956,постигати,V-,1
13957,недоѣхати,V-,1
13958,загорие,Nb,1
13959,розъняти,V-,1
13960,ростиславляя,Ne,1
13961,мерьская,Ne,1
13962,пасынъкъ,Nb,1
13963,благосьрдыи,A-,2
13964,обьчии,A-,1
13965,шибутовичь,Ne,1
13966,перестояти,V-,2
13967,липицѣ,Ne,1
13968,груна,Nb,1
13969,юриевьскыи,A-,1
13970,сампсонъ,Ne,1
13971,страньноприимьць,Nb,1
13972,степанъковичь,Ne,1
13973,вьсеволодовъ,A-,1
13974,болярьскыи,A-,1
13975,юргевъ,A-,3
13976,росудити,V-,1
13977,шьрньскыи,A-,1
