id,lemma,pos,count
3299,дьньсь,Df,18
3300,затрещати,V-,1
3301,громъ,Nb,23
3302,высота,Nb,12
3303,кыдати,V-,2
3304,раступити,V-,5
3305,сюду,Df,3
3306,пролубъка,Nb,3
3307,строение,Nb,15
3308,напити,V-,4
3309,сытыи,A-,7
3310,содвинути,V-,1
3311,надобѣ,Df,31
3312,забывати,V-,16
3313,уговаривати,V-,2
3314,стрешьневъ,Ne,2
3315,родионъ,Ne,3
3316,окольничии,A-,1
3317,потѣшити,V-,4
3318,помълчати,V-,2
3319,поманивати,V-,1
3320,милостыня,Nb,35
3321,лукьянъ,Ne,1
3322,михаиловичь,Ne,24
3323,рътищевъ,Ne,2
3324,кузмичь,Ne,1
3325,елизаровъ,Ne,1
3326,гладити,V-,3
3327,пьстрыи,A-,2
3328,кърмъ,Nb,13
3329,клѣть,Nb,10
3330,наволочити,V-,1
3331,симеоновъ,A-,1
3332,печатьныи,A-,4
3333,възжелати,V-,1
3334,неладьныи,A-,1
3335,колесьница,Nb,4
3336,съмѣреномудрыи,A-,2
3337,възискати,V-,17
3338,потаковьникъ,Nb,2
3339,епископьство,Nb,1
3340,бъдръствовати,V-,1
3341,дрѣмати,V-,4
3342,супостатъ,Nb,6
3343,заболѣти,V-,1
3344,высълати,V-,9
3345,переѣздъ,Nb,1
3346,юродивыи,A-,3
3347,дьрзо,Df,1
3348,корета,Nb,3
3349,письмо,Nb,44
3350,протянути,V-,1
3351,доставати,V-,1
3352,тѣсьнота,Nb,9
3353,съвьсѣмь,Df,5
3354,крыльце,Nb,9
3355,покоиникъ,Nb,4
3356,юродьство,Nb,1
3357,шаловати,V-,2
3358,дружьба,Nb,10
3359,кручиньныи,A-,1
3360,комнатьныи,A-,1
3361,оглашати,V-,1
3362,думати,V-,28
3363,желѣзо,Nb,19
3364,расыпати,V-,5
3365,вълѣзти,V-,26
3366,жаръкыи,A-,1
3367,подъ,Nb,2
3368,побирати,V-,1
3369,чьстьно,Df,12
3370,федосья,Ne,2
3371,морозова,Ne,2
3372,пестообразьныи,A-,1
3373,поволочи,V-,2
3374,отъвезти,V-,2
3375,пафнутьевъ,A-,6
3376,присылка,Nb,2
3377,тоже,Df,59
3378,отрицати,V-,7
3379,лѣзти,V-,3
3380,съказъка,Nb,3
3381,укоризна,Nb,11
3382,брань,Nb,59
3383,посъланьникъ,Nb,6
3384,козма,Ne,11
3385,ярославьскыи,A-,3
3386,приѣзжати,V-,5
3387,подъдиячии,A-,2
3388,патриаршии,A-,1
3389,та,Df,11
3390,явѣ,Df,15
3391,вътаи,Df,3
3392,подъкрѣпляти,V-,5
3393,отъступати,V-,4
3394,благочьстие,Nb,14
3395,прѣтьрпѣти,V-,14
3396,опутати,V-,4
3397,отрещи,V-,7
3398,горюнъ,Nb,3
3399,съвезти,V-,4
3400,съзади,Df,1
3401,перемъчати,V-,1
3402,ель,Df,4
3403,дотащити,V-,1
3404,херувимьскыи,A-,3
3405,мятежьно,Df,1
3406,спальныи,A-,1
3407,досмотрѣти,V-,2
3408,таинишьныи,A-,1
3409,шишь,Nb,1
3410,дементии,Ne,3
3411,башмаковъ,Ne,2
3412,дожьдати,V-,9
3413,жалование,Nb,11
3414,какыи,Pi,27
3415,надежа,Nb,19
3416,повести,V-,18
3417,мостъ,Nb,37
3418,полуголова,Nb,7
3419,осипъ,Ne,2
3420,саловъ,Ne,1
3421,никола,Ne,36
3422,болото,Nb,9
3423,ледьникъ,Nb,11
3424,никита,Ne,7
3425,суждальскыи,A-,9
3426,перевезти,V-,12
3427,въздыхати,V-,2
3428,насыпати,V-,3
3429,пѣсъкъ,Nb,3
3430,воротыньскыи,A-,2
3431,громада,Nb,3
3432,листъ,Nb,5
3433,подавати,V-,21
3434,нарокъ,Nb,2
3435,хованьскыи,A-,1
3436,вьрхъ,Ne,3
3437,феодосия,Ne,2
3438,гълѣбовичь,Ne,12
3439,прокопьевна,Ne,1
3440,розвести,V-,2
3441,антихристъ,Nb,5
3442,охота,Nb,2
3443,жупелъ,Nb,1
3444,прѣисподьнии,A-,2
3445,никольскыи,A-,2
3446,възнесениевъ,A-,1
3447,присѣщеине,Nb,1
3448,келарь,Nb,25
3449,никодимъ,Ne,2
3450,привозъ,Nb,1
3451,ожесточати,V-,2
3452,заваляти,V-,1
3453,окошко,Nb,8
3454,дымъ,Nb,8
3455,тошьныи,A-,1
3456,сърание,Nb,1
3457,съцание,Nb,1
3458,прокурити,V-,1
3459,отъкутати,V-,1
3460,дворянинъ,Nb,18
3461,богдановичь,Ne,1
3462,камынинъ,Ne,1
3463,въкладъчикъ,Nb,1
3464,покричати,V-,1
3465,лубье,Nb,1
3466,розломати,V-,2
3467,отъдухъ,Nb,1
3468,перепити,V-,1
3469,табакъ,Nb,1
3470,газьскыи,A-,1
3471,пудъ,Nb,3
3472,выняти,V-,11
3473,падати,V-,12
3474,законоучитель,Nb,1
3475,риторъ,Nb,1
3476,попросити,V-,1
3477,отворити,V-,12
3478,посѣдѣти,V-,8
3479,наругати,V-,2
3480,отъказати,V-,3
3481,съборовати,V-,1
3482,причащати,V-,5
3483,сегда,Df,2
3484,дъхнути,V-,2
3485,келеиникъ,Nb,3
3486,блаженыи,A-,298
3487,обитель,Nb,12
3488,страдальць,Nb,1
3489,уза,Nb,5
3490,оскърбити,V-,6
3491,повѣдѣти,V-,16
3492,запирати,V-,4
3493,свѣтьлобльщати,V-,1
3494,проводити,V-,20
3495,понаказати,V-,2
3496,келарьство,Nb,1
3497,покыдати,V-,1
3498,хотя,Df,7
3499,трапеза,Nb,24
3500,бестрашьныи,A-,3
3501,дьрзновеньныи,A-,1
3502,пользовати,V-,10
3503,коли,Du,2
3504,суетьныи,A-,7
3505,краи,Nb,5
3506,доживати,V-,1
3507,прославити,V-,53
3508,али,C-,4
3509,въздѣти,V-,10
3510,рязань,Ne,17
3511,ларионъ,Ne,14
3512,рѣдъкыи,A-,4
3513,плеть,Nb,6
3514,нудити,V-,10
3515,причастие,Nb,6
3516,вьсяко,Df,9
3517,грянути,V-,1
3518,полата,Nb,35
3519,вънъ,Df,20
3520,далеконько,Df,1
3521,дъвои,Ma,19
3522,погоня,Nb,1
3523,подълѣ,R-,9
3524,пробѣжати,V-,3
3525,таити,V-,11
3526,прогнѣвити,V-,1
3527,утаити,V-,13
3528,храбрыи,A-,42
3529,воинъ,Nb,16
3530,подвижьникъ,Nb,5
3531,слезоточьць,Nb,1
3532,отъкласти,V-,1
3533,покои,Nb,20
3534,комнатъка,Nb,1
3535,полежати,V-,6
3536,понужати,V-,5
3537,лѣнивыи,A-,11
3538,роскачати,V-,1
3539,черево,Nb,4
3540,аршинъ,Nb,3
3541,зимьнии,A-,5
3542,босикомъ,Df,1
3543,устюгъ,Ne,7
3544,мразъ,Nb,8
3545,коченье,Nb,1
3546,мьрзлыи,A-,1
3547,ръвати,V-,3
3548,страньствовати,V-,3
3549,мытоимьць,Nb,2
3550,уроженьць,Nb,1
3551,мезеньскыи,A-,1
3552,дядя,Nb,5
3553,родьня,Nb,2
3554,висѣлица,Nb,5
3555,уродьствовати,V-,1
3556,обѣщати,V-,49
3557,сълъгати,V-,11
3558,ладья,Nb,1
3559,зацѣпити,V-,1
3560,петля,Nb,1
3561,висѣти,V-,3
3562,въвьрху,Df,1
3563,обѣщание,Nb,12
3564,потопление,Nb,2
3565,выпихнути,V-,1
3566,дѣвьство,Nb,6
3567,борьба,Nb,3
3568,съхранити,V-,40
3569,добро,Df,7
3570,глубина,Nb,10
3571,грети,V-,3
3572,дружина,Nb,250
3573,достигнути,V-,15
3574,бъдрыи,A-,2
3575,диковина,Nb,1
3576,ладьно,Df,1
3577,уродивыи,A-,1
3578,крѣпъко,Df,47
3579,проходити,V-,8
3580,инокъ,Nb,15
3581,авраамии,Ne,1
3582,рьвьнивыи,A-,1
3583,истекати,V-,2
3584,испещи,V-,9
3585,крутичькыи,A-,1
3586,истиха,Df,1
3587,отъступление,Nb,2
3588,феодоровъ,A-,5
3589,удавление,Nb,1
3590,лука,Ne,38
3591,лаврентиевичь,Ne,2
3592,въмѣстѣ,Df,4
3593,повѣсити,V-,12
3594,москъвитинъ,Nb,2
3595,единочадьныи,A-,1
3596,сапожьникъ,Nb,1
3597,сътолѣтьныи,A-,1
3598,въпросити,V-,23
3599,пилатъ,Ne,8
3600,постати,V-,1
3601,въселеньскыи,A-,8
3602,отъврѣсти,V-,27
3603,уста,Nb,59
3604,посрамити,V-,13
3605,упрямыи,A-,1
3606,палестина,Ne,1
3607,сьрбь,Nb,3
3608,алъбанасъ,Nb,2
3609,волохъ,Nb,8
3610,римлянинъ,Nb,6
3611,ляхъ,Nb,73
3612,упорьство,Nb,1
3613,учитель,Nb,35
3614,римъ#1,Ne,27
3615,давьно,Df,5
3616,невъсклонно,Df,1
3617,православие,Nb,5
3618,насилие,Nb,17
3619,туркскыи,A-,1
3620,магометъ,Ne,27
3621,немощьныи,A-,16
3622,самодьржьство,Nb,1
3623,немятежьныи,A-,1
3624,мелетии,Ne,6
3625,антиохиискыи,A-,8
3626,феодоритъ,Ne,3
3627,дамаскинъ,Nb,4
3628,максимъ,Ne,7
3629,грькъ,Nb,3
3630,помѣстьныи,A-,2
3631,съборъ,Nb,55
3632,сълагати,V-,10
3633,повелѣвати,V-,19
3634,знаменоносьць,Nb,2
3635,гурии,Ne,2
3636,съмоленьскыи,A-,2
3637,варсонофии,Ne,3
3638,чудотворьць,Nb,12
3639,соловьчьскыи,A-,3
3640,выслушати,V-,1
3641,волчонъкъ,Nb,1
3642,бльвати,V-,1
3643,глупыи,A-,4
3644,съмыслити,V-,5
3645,неученыи,A-,2
3646,умѣти,V-,48
3647,вѣрити,V-,10
3648,досажение,Nb,7
3649,нѣ,Df,5
3650,побранити,V-,2
3651,прахъ,Nb,3
3652,отрясати,V-,1
3653,безаконьныи,A-,5
3654,закричати,V-,6
3655,обесчьстити,V-,2
3656,груда,Nb,1
3657,сорокъ,Ma,7
3658,татаровья,Nb,1
3659,уваровъ,Ne,1
3660,постояти,V-,9
3661,отъскочити,V-,3
3662,тълмачь,Nb,1
3663,денисъ,Ne,2
3664,архиереи,Nb,8
3665,прѣподобьныи,A-,155
3666,незълобивыи,A-,5
3667,литургисати,V-,1
3668,уродъ,Nb,2
3669,славьныи,A-,30
3670,бесчьстьныи,A-,2
3671,дионисии,Nb,2
3672,воробиевъ,A-,3
3673,епифании,Ne,4
3674,обругати,V-,2
3675,неотъступьно,Df,2
3676,сътьникъ,Nb,4
3677,беречи,V-,36
3678,сърати,V-,2
3679,нужица,Nb,1
3680,радѣти,V-,2
3681,рассуждати,V-,2
3682,клобукъ,Nb,4
3683,рогатыи,A-,3
3684,ставьць,Nb,4
3685,испивати,V-,3
3686,допьяна,Df,1
3687,матерьны,Df,1
3688,ондрѣевьскыи,A-,2
3689,шпыняти,V-,1
3690,вѣдомъ,Nb,2
3691,велѣние,Nb,6
3692,обороняти,V-,2
3693,конюшии,A-,3
3694,марковъ,Ne,1
3695,крикъ,Nb,1
3696,стыръ,Nb,1
3697,лобковъ,Ne,1
3698,приписати,V-,1
3699,савинъ,A-,1
3700,слободъка,Nb,1
3701,юрьи,Ne,41
3702,лутохинъ,Ne,1
3703,въвезти,V-,1
3704,правовѣрие,Nb,2
3705,артемонъ,Ne,1
3706,ближьнии,A-,16
3707,богоподражательныи,A-,1
3708,умерети,V-,4
3709,латышь,Nb,1
3710,безвѣрие,Nb,1
3711,сюды,Df,3
3712,елико,Dq,22
3713,въпрямь,Df,2
3714,дѣлити,V-,4
3715,съискывати,V-,1
3716,докамѣстъ,G-,1
3717,съискати,V-,8
3718,погладити,V-,3
3719,мука#1,Nb,31
3720,озълобити,V-,3
3721,искусити,V-,15
3722,искушение,Nb,12
3723,казнити,V-,33
3724,никифоръ,Ne,12
3725,пустозерье,Ne,3
3726,порука,Nb,11
3727,укланяти,V-,3
3728,властелинъскыи,A-,1
3729,навѣтъ,Nb,1
3730,чем,Df,1
3731,пригодити,V-,14
3732,сълюбити,V-,1
3733,богознамение,Nb,1
3734,дияконовъ,A-,2
3735,сънискание,Nb,2
3736,гостиньць,Nb,4
3737,отъвѣтъ,Nb,21
3738,прѣжереченыи,A-,24
3739,испужати,V-,2
3740,виноватыи,A-,19
3741,невѣдомо,Df,1
3742,съворовати,V-,1
3743,трои,Ma,4
3744,крѣпъкыи,A-,35
3745,непополъзновеньныи,A-,1
3746,розвѣщати,V-,1
3747,стороньныи,A-,1
3748,научати,V-,5
3749,подъкрѣпити,V-,3
3750,дивьно,Df,6
3751,огньныи,A-,19
3752,льгъко,Df,6
3753,елагинъ,Ne,1
3754,неизмѣньно,Df,4
3755,паисии,Ne,1
3756,александриискыи,A-,6
3757,еретичьскыи,A-,4
3758,съборище,Nb,1
3759,плаха,Nb,2
3760,прочитати,V-,7
3761,наказъ,Nb,19
3762,приговорити,V-,2
3763,казнь,Nb,31
3764,сърубъ,Nb,3
3765,сѣчи,V-,12
3766,плюнути,V-,2
3767,кърмля,Nb,4
3768,благовѣрие,Nb,3
3769,гърло,Nb,7
3770,попоити#1,V-,2
3771,запястие,Nb,1
3772,отъсѣчи,V-,11
3773,съпасителевъ,A-,2
3774,бездушьныи,A-,1
3775,одушевленыи,A-,1
3776,гладъкыи,A-,1
3777,щупати,V-,2
3778,забити,V-,1
3779,отъкусити,V-,1
3780,вражии,A-,12
3781,вырости,V-,4
3782,величина,Nb,1
3783,тупенекъ,Nb,2
3784,пустыньникъ,Nb,1
3785,епифаний,Nb,1
3786,тощьнѣ,Df,1
3787,умильныи,A-,4
3788,отъсѣщи,V-,3
3789,правость,Nb,1
3790,старьцевъ,A-,8
3791,прѣкрьстити,V-,8
3792,потяти,V-,9
3793,спекулаторъ,Nb,1
3794,налагати,V-,2
3795,миловати,V-,16
3796,трясти,V-,6
3797,выколупати,V-,1
3798,объдьржати,V-,9
3799,трепетьныи,A-,4
3800,пожалѣти,V-,1
3801,зажити,V-,2
3802,поперегъ,R-,2
3803,гугнивыи,A-,3
3804,богомати,Nb,11
3805,пустозерьскыи,A-,1
3806,въздухъ,Nb,7
3807,чисто,Df,13
3808,ясныи,A-,6
3809,накосъ,Df,1
3810,послужити,V-,9
3811,дрожь,Nb,1
3812,трепетъ,Nb,8
3813,валити,V-,1
3814,разумьныи,A-,16
3815,невѣрьныи,A-,15
3816,старобытьныи,A-,1
3817,недоразумьно,Df,1
3818,ладонь,Nb,1
3819,другорядъ,Df,1
3820,нынѣшьнии,A-,15
3821,никонияне,Nb,2
3822,медъ,Nb,48
3823,осыпати,V-,1
3824,замъкъ,Nb,13
3825,стражь,Nb,9
3826,десятеро,Ma,1
3827,стрѣщи,V-,12
3828,повьсюду,Df,4
3829,соломонъ,Ne,25
3830,въспѣти,V-,14
3831,вирсавия,Ne,1
3832,прѣкрасьныи,A-,5
3833,млѣко,Nb,16
3834,зракъ,Nb,5
3835,луча,Nb,6
3836,сияти,V-,19
3837,павьловъ,A-,4
3838,хыщьникъ,Nb,5
3839,убиица,Nb,7
3840,мытарь,Nb,2
3841,лицемѣрьць,Nb,1
3842,неука,Nb,1
3843,несъмысльныи,A-,7
3844,ученыи,A-,1
3845,диалектика,Nb,1
3846,риторика,Nb,1
3847,философия,Nb,3
3848,невѣжда,Nb,3
3849,съглупати,V-,1
3850,вонифантиевичь,Ne,1
3851,ефрѣмъ,Ne,10
3852,сиринъ,Nb,3
3853,двоюродныи,A-,2
3854,промѣняти,V-,3
3855,гораздыи,A-,10
3856,прилежание,Nb,11
3857,прѣставити,V-,198
3858,неправо,Df,3
3859,отьцевъ,A-,3
3860,заѣздити,V-,1
3861,мокрыи,A-,6
3862,недоумѣти,V-,9
3863,озълобляти,V-,1
3864,ужина,Nb,5
3865,келеиныи,A-,3
3866,полунощьница,Nb,5
3867,кафизма,Nb,1
3868,завъпити,V-,1
3869,герасимъ,Ne,6
3870,прогнѣвати,V-,10
3871,съмутити,V-,3
3872,гълка,Nb,3
3873,вьсегосподованьныи,A-,1
3874,госпожа,Nb,8
3875,каяти,V-,23
3876,потрѣбьникъ,Nb,1
3877,дружьнии,A-,2
3878,межу,R-,55
3879,другъ,Pc,67
3880,веселити,V-,30
3881,обуревати,V-,1
3882,кадило,Nb,10
3883,подъносити,V-,1
3884,бѣсьновати,V-,4
3885,нѣмыи,A-,7
3886,глухыи,A-,5
3887,василиевъ,A-,5
3888,съкорчити,V-,1
3889,кольце,Nb,2
3890,очъхнути,V-,1
3891,указывати,V-,5
3892,съвязати,V-,20
3893,жьрновыи,A-,1
3894,отътолѣ,Df,66
3895,проглаголати,V-,6
3896,цѣсаревичь,Nb,3
3897,мальчикъ,Nb,1
3898,пособляти,V-,1
3899,сундовикъ,Ne,2
3900,лопатище,Ne,2
3901,сундовикъ,Nb,1
3902,мурашькинъ,Ne,1
3903,лысково,Ne,1
3904,отънимати,V-,2
3905,пополоскати,V-,1
3906,простряпати,V-,1
3907,освятити,V-,14
3908,поглядывати,V-,1
3909,иларионъ,Ne,5
3910,рязаньскыи,A-,23
3911,мучитель,Nb,3
3912,умолити,V-,15
3913,прѣступление,Nb,7
3914,коротати,V-,1
3915,слабоумие,Nb,1
3916,лицемѣрие,Nb,1
3917,лъжа,Nb,17
3918,братоненавидѣние,Nb,5
3919,самолюбие,Nb,1
3920,одѣяти,V-,1
3921,осужение,Nb,4
3922,нѣчьто,Px,20
3923,говьно,Nb,1
3924,отъвьсюду,Df,9
3925,воняти,V-,4
3926,конура,Nb,2
3927,поврѣщи,V-,15
3928,кирилушько,Ne,1
3929,перемѣнити,V-,6
3930,съсати,V-,6
3931,очищати,V-,7
3932,наводити,V-,9
3933,чотъкы,Nb,3
3934,кирилъ,Ne,12
3935,въставати,V-,2
3936,докамѣстъ,Dq,1
3937,квасъ,Nb,12
3938,тронути,V-,4
3939,досаждати,V-,1
3940,заставливати,V-,1
3941,стряпати,V-,7
3942,украсти,V-,19
3943,тьщати,V-,2
3944,обѣдъ,Nb,29
3945,ястие,Nb,5
3946,брашьно,Nb,60
3947,напьхати,V-,2
3948,глътати,V-,1
3949,въздивиячити,V-,1
3950,сътягнути,V-,1
3951,окрочити,V-,1
3952,гробъ,Nb,43
3953,саванъ,Nb,2
3954,сорокоустъ,Nb,2
3955,лещи,V-,18
3956,заутра,Df,42
3957,приковати,V-,3
3958,ладити,V-,2
3959,несъвьршеныи,A-,1
3960,приставити,V-,19
3961,псалътырь,Nb,13
3962,отълучати,V-,4
3963,федоръ,Ne,38
3964,шумѣти,V-,5
3965,нестроиство,Nb,1
3966,домочадица,Nb,1
3967,фетина,Ne,2
3968,утьрпѣти,V-,1
3969,печаль,Nb,86
3970,сьрдитыи,A-,1
3971,въздивяти,V-,1
3972,ломати,V-,1
3973,исправление,Nb,13
3974,паучина,Nb,3
3975,тьрзати,V-,1
3976,съвѣсть,Nb,13
3977,настася,Ne,2
3978,такоже,Df,112
3979,гърьница,Nb,1
3980,стегати,V-,1
3981,епитимия,Nb,9
3982,часть,Nb,47
3983,жрѣбии,Nb,17
3984,исусовъ,A-,4
3985,отъбити,V-,4
3986,съблудити,V-,1
3987,досадити,V-,1
3988,литургия,Nb,25
3989,притворъ,Nb,19
3990,панамарь,Nb,38
3991,вышатати,V-,1
3992,пробои,Nb,1
3993,розгоняти,V-,1
3994,разломати,V-,2
3995,кънягынинъ,A-,2
3996,узьникъ,Nb,1
3997,живати,V-,1
3998,деревьня,Nb,29
3999,пакость,Nb,46
4000,поплакати,V-,2
4001,възрадовати,V-,16
4002,величие,Nb,10
4003,възвеселити,V-,17
4004,поучити,V-,16
4005,неприязнь,Nb,3
4006,розвякати,V-,1
4007,повѣсть,Nb,26
4008,давьно,A-,1
4009,кабы,Df,1
4010,евфимия,Ne,4
4011,хорошо,Df,17
4012,начинати,V-,23
4013,омьртвѣти,V-,2
4014,вьсепѣтыи,A-,2
4015,свободьныи,A-,22
4016,заговорити,V-,1
4017,освободити,V-,1
4018,прокуда,Nb,1
4019,въвьсе,Df,1
4020,страньныи,A-,22
4021,блазновато,Df,1
4022,пособити,V-,10
4023,кумыци,Nb,1
4024,съблюсти,V-,25
4025,съвьршеньство,Nb,1
4026,възрастъ,Nb,21
4027,хозяинъ,Nb,2
4028,благоугодьныи,A-,4
4029,позавидѣти,V-,1
4030,навести,V-,17
4031,елизаръ,Ne,2
4032,противьныи,A-,23
4033,простояти,V-,1
4034,благохытрыи,A-,1
4035,лѣность,Nb,11
4036,задрѣмати,V-,1
4037,усънути,V-,17
4038,пробудити,V-,2
4039,кадити,V-,4
4040,распустити,V-,5
4041,поклоньныи,A-,2
4042,плачь,Nb,66
4043,постьлати,V-,3
4044,блюдо,Nb,8
4045,дрѣво,Nb,44
4046,мъноговѣтвьныи,A-,1
4047,повѣвати,V-,1
4048,пътичии,A-,1
4049,давешьнии,A-,2
4050,плакание,Nb,3
4051,папьрть,Nb,2
4052,испросити,V-,12
4053,исправити,V-,24
4054,благочиньныи,A-,1
4055,прижити,V-,2
4056,услышати,V-,77
4057,замужемъ,A-,1
4058,робятишьки,Nb,1
4059,кокушька,Nb,1
4060,блекотати,V-,1
4061,запрѣщати,V-,5
4062,вывезти,V-,3
4063,агафья,Ne,2
4064,принашивати,V-,1
4065,грыжьныи,A-,3
4066,скърбѣти,V-,9
4067,младеньчьство,Nb,1
4068,презвитерьскыи,A-,2
4069,чувьство,Nb,3
4070,вытерети,V-,8
4071,шульнятъка,Nb,1
4072,миновати,V-,7
4073,исцѣляти,V-,3
4074,человѣколюбие,Nb,5
4075,касати,V-,11
4076,пуживати,V-,1
4077,глубокыи,A-,4
4078,исповѣдывати,V-,2
4079,столикъ,Nb,1
4080,поскакывати,V-,3
4081,устрашити,V-,9
4082,мьртвьць,Nb,12
4083,непогребеныи,A-,1
4084,вьрхънии,A-,5
4085,дъска,Nb,14
4086,роскрыти,V-,1
4087,шевелити,V-,1
4088,стихарь,Nb,1
4089,пощупати,V-,2
4090,ухыщрение,Nb,2
4091,облазнити,V-,1
4092,служьба,Nb,55
4093,старопоставленыи,V-,1
4094,служити,V-,54
4095,възлещи,V-,7
4096,умълкнути,V-,5
4097,прискочити,V-,1
4098,пълкъ,Nb,152
4099,щербатыи,A-,1
4100,сѣмо,Df,27
4101,завьрнути,V-,1
4102,назнаменовати,V-,2
4103,исчезнути,V-,13
4104,стонати,V-,7
4105,латина,Nb,4
4106,латыньникъ,Nb,1
4107,приклякывати,V-,1
4108,латыньскыи,A-,4
4109,прѣдъстояти,V-,10
4110,утрудити,V-,7
4111,въстащити,V-,1
4112,раслабѣти,V-,17
4113,выложити,V-,3
4114,прѣпроводити,V-,3
4115,немощьствовати,V-,1
4116,гудъкъ,Nb,2
4117,искра,Nb,3
4118,бльщати,V-,3
4119,невещьствьньныи,A-,1
4120,оздравѣти,V-,1
4121,радость,Nb,83
4122,затопити,V-,1
4123,выкынути,V-,1
4124,хыжа,Nb,3
4125,походити,V-,4
4126,вышибити,V-,2
4127,подъдыменье,Nb,1
4128,опечалити,V-,4
4129,стихъ,Nb,3
4130,умучити,V-,1
4131,съвалити,V-,2
4132,безумие,Nb,8
4133,каковыи,Pi,12
4134,лѣпкыи,A-,1
4135,священие,Nb,7
4136,агньць,Nb,13
4137,получити,V-,22
4138,опасьно,Df,2
4139,расъмотрѣние,Nb,4
4140,гонение,Nb,2
4141,служение,Nb,5
4142,запасьныи,A-,6
4143,исповѣдѣти,V-,5
4144,утрьнии,A-,15
4145,коробъчька,Nb,1
4146,платочекъ,Nb,1
4147,свѣчька,Nb,1
4148,лъжьчька,Nb,1
4149,водица,Nb,1
4150,коробъка,Nb,1
4151,причащение,Nb,3
4152,опалити,V-,1
4153,приобьщение,Nb,1
4154,очистити,V-,22
4155,сквьрна,Nb,8
4156,опаляти,V-,2
4157,прѣдълежати,V-,13
4158,прилѣпляти,V-,3
4159,благо,Nb,19
4160,благодарьныи,A-,5
4161,поклоньць,Nb,1
4162,гладьныи,A-,4
4163,гладъ,Nb,39
4164,сѣть,Nb,19
4165,протокъ,Nb,1
4166,перекыдати,V-,1
4167,язь,Nb,1
4168,щука,Nb,1
4169,дивьныи,A-,26
4170,испълнити,V-,55
4171,зависть,Nb,15
4172,ловушька,Nb,1
4173,бродъ,Nb,9
4174,лодыжька,Nb,1
4175,лягушька,Nb,1
4176,человѣколюбьць,Nb,14
4177,польза,Nb,34
4178,рыбъка,Nb,3
4179,безводьныи,A-,3
4180,кручинити,V-,1
4181,гноити,V-,1
4182,съвѣтъ,Nb,41
4183,почьто,Du,23
4184,дръва,Nb,22
4185,подвизати,V-,30
4186,огорьчати,V-,1
4187,радошьныи,A-,1
4188,съвити,V-,1
4189,клубъ,Nb,2
4190,середъка,Nb,1
4191,чадо,Nb,110
4192,възсылати,V-,3
4193,построити,V-,3
4194,сльзьныи,A-,1
4195,клочькъ,Nb,1
4196,раскопати,V-,4
4197,тьрпѣние,Nb,19
4198,убогыи,A-,54
4199,шашька,Ne,1
4200,трѣснути,V-,3
4201,накласти,V-,2
4202,насрѣди,R-,1
4203,въспотѣти,V-,1
4204,розъѣсти,V-,1
4205,гонъ,Nb,1
4206,полъночь,Nb,4
4207,съкынути,V-,1
4208,рубаха,Nb,1
4209,сухыи,A-,11
4210,тафтяныи,A-,4
4211,възлѣзти,V-,3
4212,вьршина,Nb,1
4213,шубьнко,Nb,1
4214,угасати,V-,3
4215,неплодьныи,A-,1
4216,посѣкати,V-,5
4217,безгодьныи,A-,3
4218,нечаемыи,A-,1
4219,чьрвь,Nb,6
4220,съгрѣти,V-,4
4221,ринути,V-,1
4222,силка,Nb,1
4223,нехотя,Df,1
4224,обмерзнути,V-,1
4225,отрѣзати,V-,2
4226,пълзти,V-,3
4227,владѣти,V-,11
4228,само,Df,1
4229,допълзти,V-,1
4230,вътащити,V-,1
4231,робятка,Nb,1
4232,молочько,Nb,3
4233,цѣсаревьна,Nb,1
4234,ирина,Ne,3
4235,михаиловa,Ne,1
4236,обиходъ,Nb,39
4237,хлебнути,V-,1
4238,истещи,V-,2
4239,наимъ,Nb,2
4240,проволочи,V-,1
4241,подавити,V-,4
4242,наклонити,V-,2
4243,кусъ,Nb,5
4244,крошьчька,Nb,1
4245,въспомянути,V-,12
4246,крошька,Nb,2
4247,колотити,V-,1
4248,агриппина,Ne,1
4249,розбѣжати,V-,1
4250,локътишько,Nb,1
4251,печение,Nb,1
4252,рыгнути,V-,1
4253,древьнии,A-,10
4254,юдифь,Ne,1
4255,есфирь,Ne,1
4256,мардохеи,Ne,1
4257,девора,Ne,1
4258,мужеумьныи,A-,1
4259,баракъ,Ne,2
4260,зелень,Nb,1
4261,величати,V-,14
4262,прославляти,V-,26
4263,лъжехристъ,Nb,1
4264,нарицати,V-,27
4265,жидъ,Nb,7
4266,только,Dq,39
4267,изганяти,V-,1
4268,знаменати,V-,11
4269,нерадѣние,Nb,3
4270,образовати,V-,1
4271,мѣзиньць,Nb,1
4272,мѣзиньныи,A-,2
4273,въкупѣ,Df,39
4274,указательныи,A-,2
4275,великосредьныи,A-,3
4276,человѣчьство,Nb,4
4277,нероженыи,A-,3
4278,прѣвѣчьныи,A-,2
4279,въплъщение,Nb,3
4280,сѣдѣние,Nb,2
4281,стояние,Nb,6
4282,отълучение,Nb,2
4283,прогънание,Nb,6
4284,киринѣискыи,A-,1
4285,кириловъ,A-,2
4286,максимовъ,A-,1
4287,мелетиевъ,A-,1
4288,единако,Df,3
4289,назидати,V-,1
4290,адамовъ,A-,3
4291,падение,Nb,5
4292,въсклонити,V-,3
4293,въстание,Nb,4
4294,уставъ,Nb,22
4295,опьрати,V-,3
4296,доводити,V-,1
4297,пометати,V-,6
4298,гърдыни,Nb,7
4299,субота,Nb,43
4300,поясныи,A-,1
4301,изравняти,V-,1
