749,цѣсарьградьскыи,A-,цѣсарьградьскьіі
750,лѣвыи,A-,лѣвьіі
751,копие,Nb,копіе
752,гузьно,Nb,гузьно
753,обязати,V-,обѣзаті
754,ширинъка,Nb,шірінъка
755,котъ,F-,котъ
756,ачукъ,F-,ачукъ
757,передъ,R-,передъ
758,позолотити,V-,позолотіті
759,цѣловати,V-,цѣловаті
760,копыто,Nb,копьіто
761,сыпати,V-,сьіпаті
762,цвѣтъ,Nb,цвѣтъ
763,никоторыи,Px,нікоторьіі
764,мясо,Nb,мѣсо
765,яловичина,Nb,ѣловічіна
766,курятина,Nb,курѣтіна
767,ли,Df,лі
768,свинина,Nb,свініна
769,свиния,Nb,свініѣ
770,сыта,Nb,сьіта
771,плохыи,A-,плохьіі
772,брынець,Nb,брьінець
773,кичири,Nb,кічірі
774,трава,Nb,трава
775,прияти,V-,пріѣті
776,лъжица,Nb,лъжіца
777,каша,Nb,каша
778,гърньць,Nb,гърньць
779,съкрыти,V-,съкрьіті
780,посмотрѣти,V-,посмотрѣті
781,яства,Nb,ѣства
782,покрывати,V-,покрьіваті
783,платъ,Nb,платъ
784,никъто,Px,нікъто
785,вѣдѣти,V-,вѣдѣті
786,въстокъ,Nb,въстокъ
787,русьскы,Df,русьскьі
788,оба,Ma,оба
789,подъимати,V-,подъіматі
790,класти,V-,класті
791,тѣмя,Nb,тѣмѣ
792,ложити,V-,ложіті
793,ниць,A-,ніць
794,истягнути,V-,істѣгнуті
795,поклонъ,Nb,поклонъ
796,садити,V-,садіті
797,омывати,V-,омьіваті
798,нога,Nb,нога
799,пополаскывати,V-,пополаскьіваті
800,без,R-,без
801,двьрь,Nb,двьрь
802,жечи,V-,жечі
803,пепелъ,Nb,пепелъ
804,бабити,V-,бабіті
805,дъчи,Nb,дъчі
806,добронравие,Nb,добронравіе
807,кланяти,V-,кланѣті
808,чьрньчьскы,Df,чьрньчьскьі
809,дотыкати,V-,дотьікаті
810,говорити,V-,говоріті
811,первоть,Nb,первоть
812,иерусалимъ,Ne,іерусалімъ
813,мякъка,Ne,мѣкъка
814,индѣискы,Df,індѣіскьі
815,парватъ,Ne,парватъ
816,шия,Nb,шіѣ
817,жемчугъ,Nb,жемчугъ
818,яхонтъ,Nb,ѣхонтъ
819,обручь,Nb,обручь
820,пьрстьнь,Nb,пьрстьнь
821,златыи,A-,златьіі
822,олло,F-,олло
823,оакъ,F-,оакъ
824,вънутрь,Df,вънутрь
825,рогъ,Nb,рогъ
826,оковати,V-,оковаті
827,мѣдь,Nb,мѣдь
828,колокольць,Nb,колокольць
829,подъковати,V-,подъковаті
830,зъвати,V-,зъваті
831,корова,Nb,корова
832,калъ,Nb,калъ
833,пещи,V-,пешті
834,хлѣбъ,Nb,хлѣбъ
835,попелъ,Nb,попелъ
836,мазати,V-,мазаті
837,лице,Nb,ліце
838,тѣло,Nb,тѣло
839,знамя,Nb,знамѣ
840,понедѣльникъ,Nb,понедѣльнікъ
841,единошьды,Df,едіношьдьі
842,какъпа,F-,какъпа
843,чекътѹръ,F-,чекътоуръ
844,а,F-,а
845,учузе,F-,учузе
846,дерь,F-,дерь
847,иларсень,F-,іларсень
848,ики,F-,ікі
849,акечаны,F-,акечаньі
850,илѧ,F-,ілѧ
851,атырьсень,F-,атьірьсень
852,атле,F-,атле
853,берь,F-,берь
854,бѹлара,F-,боулара
855,досторъ,F-,досторъ
856,акулъ,F-,акулъ
857,каравашь,F-,каравашь
858,учузъ,F-,учузъ
859,чаръ,F-,чаръ
860,фуна,F-,фуна
861,хубъ,F-,хубъ
862,бемъ,F-,бемъ
863,хубѣсия,F-,хубѣсіѣ
864,капкара,F-,капкара
865,амьчукъ,F-,амьчукъ
866,кичи,F-,кічі
867,хошь,F-,хошь
868,пятьнадесять,Ma,пѣтьнадесѣть
869,улубагрь,Nb,улубагрь
870,въскрьсение,Nb,въскрьсеніе
