id,lemma,pos,count
4353,оловѣнъ,A-,2
4354,ѫродьнъ,A-,2
4355,прѣзорьнъ,A-,1
4356,свѣнѥ,R-,1
4357,иоулиꙗни,Ne,18
4358,владꙑчица,Nb,2
4359,прѣльщати,V-,4
4360,боуѥсть,Nb,5
4361,томитель,Nb,8
4362,непрѣподобьнъ,A-,12
4363,примꙑшлꙗти,V-,5
4364,и,G-,1
4365,госпожда,Nb,15
4366,правь,Df,3
4367,наоучениѥ,Nb,1
4368,отътръгнѫти,V-,5
4369,развѣ,Df,14
4370,обѣщавати,V-,13
4371,ѫродъ,A-,5
4372,безоумль,A-,8
4373,колъ,Nb,2
4374,въврѣти,V-,1
4375,митѣ,Df,1
4376,?,A-,1
4377,блѫдилище,Nb,1
4378,цѧтоимьство,Nb,1
4379,прьвоѥ,Df,21
4380,ръзати,V-,1
4381,и,Nb,3
4382,павьль,A-,2
4383,иоулиꙗнинъ,A-,1
4384,ѫродьскꙑ,Df,1
4385,простити,V-,14
4386,слоужительница,Nb,1
4387,дарьствовати,V-,7
4388,прѣхвальнъ,A-,3
4389,покропити,V-,2
4390,крьстиꙗнъ,Nb,106
4391,акꙑ,Df,156
4392,соуровѣ,Df,3
4393,непрѣподобьнѣ,Df,1
4394,обльгъчавати,V-,3
4395,аѵрилиꙗнь,Ne,4
4396,мѣнити,V-,16
4397,блѫдъ,Nb,7
4398,льгъчити,V-,1
4399,оумꙑшляи,Nb,1
4400,просмиꙗти,V-,1
4401,люблѥникъ,Nb,2
4402,оукрашение,Nb,1
4403,аѵрилиꙗнь,Nb,2
4404,дръвa,Nb,3
4405,иждещи,V-,1
4406,таже,Df,1
4407,прѣкръсти,V-,3
4408,крьстьнъ,A-,21
4409,истрѧсти,V-,3
4410,пещьница,Nb,3
4411,оубожьство,Nb,5
4412,безълобьнъ,A-,9
4413,отъдалече,Df,1
4414,коумирослоужениѥ,Nb,4
4415,сѣчьць,Nb,2
4416,аѵрилиꙗнь,A-,1
4417,напрасно,Df,18
4418,родьство,Nb,17
4419,?,V-,2
4420,коумирь,Nb,9
4421,подъстьлати,V-,2
4422,багърѣница,Nb,3
4423,цѣсарьскъ,A-,20
4424,избѣжати,V-,3
4425,осклабити,V-,7
4426,зълосъмрьтьнъ,A-,3
4427,коумиръ,Nb,20
4428,дии,Ne,2
4429,сотонинъ,A-,8
4430,влъшьбьнъ,A-,2
4431,блѫдьникъ,Nb,3
4432,дъчи,Nb,2
4433,та,Pd,1
4434,похотѣти,V-,2
4435,съвъкоуплꙗти,V-,2
4436,влъхвовьнъ,A-,1
4437,прѣтварꙗти,V-,1
4438,овогда,Df,7
4439,крилатъ,A-,1
4440,доброродьнъ,A-,4
4441,литоус,Ne,1
4442,асиискъ,A-,2
4443,дѫбъ,Nb,14
4444,семелии,Ne,1
4445,кадъмовъ,A-,1
4446,кронъ,Ne,1
4447,ереꙗ,Ne,1
4448,божьскъ,A-,3
4449,ѫродъ,Nb,1
4450,блѧсти,V-,4
4451,богочьстивъ,A-,7
4452,ѥдьнъ,Ma,54
4453,оужасть,Nb,10
4454,евъга,Ne,14
4455,въздрьвьновати,V-,2
4456,порода,Nb,22
4457,прѣслоушаниѥ,Nb,3
4458,породьнъ,A-,6
4459,троудьнъ,A-,8
4460,съто,Nb,6
4461,оуслꙑшание,Nb,1
4462,различиѥ,Nb,2
4463,правьдивъ,A-,26
4464,стенаниѥ,Nb,4
4465,строи,Nb,11
4466,ослоушаниѥ,Nb,4
4467,послоушаниѥ,Nb,14
4468,архангелъ,Nb,15
4469,мирьскъ,A-,9
4470,бесплътьнъ,A-,13
4471,опалꙗти,V-,3
4472,ѥже,Df,1
4473,оуспѣвати,V-,2
4474,врьста,Nb,12
4475,плътьскъ,A-,5
4476,съпрѣбꙑвати,V-,1
4477,оутомити,V-,1
4478,диꙗволъ,Ne,2
4479,пригваждати,V-,2
4480,диꙗволь,A-,20
4481,чловѣчьство,Nb,4
4482,непригвождьнъ,A-,1
4483,непостраданьнъ,A-,1
4484,божьство,Nb,25
4485,съпожити,V-,1
4486,съпричѧстьникъ,Nb,5
4487,измѣнꙗти,V-,2
4488,различьнѣ,Df,1
4489,дрѧзга,Nb,1
4490,тратати,V-,1
4491,ожидати,V-,16
4492,длъготрьпѧ,A-,2
4493,оукарꙗти,V-,9
4494,надежда,Nb,20
4495,побѣждати,V-,6
4496,пронꙑривъ,A-,6
4497,къзнь,Nb,4
4498,прижагати,V-,2
4499,проповѣдьникъ,Nb,4
4500,досадитель,Nb,2
4501,хоульникъ,Nb,3
4502,прижиѕати,V-,1
4503,бесрамьнъ,A-,1
4504,ꙗрити,V-,2
4505,нанести,V-,9
4506,беспрѣстани,Df,4
4507,позоровати,V-,4
4508,самодрьжьць,Nb,5
4509,неправьдьнѣ,Df,3
4510,четврьтъ,Ma,1
4511,мартъ,Nb,26
4512,вънъ,R-,7
4513,сѣчьца,Nb,3
4514,протѧгнѫти,V-,11
4515,прѣкрьстити,V-,7
4516,вънѣ,R-,11
4517,прихаждати,V-,2
4518,окрѫгъ,R-,2
4519,отъгонити,V-,5
4520,зълочьстьнъ,A-,3
4521,бѣшениѥ,Nb,4
4522,крьстиꙗньскъ,A-,31
4523,мирьнѣ,Df,5
4524,василискъ,Ne,21
4525,маѯимиꙗнъ,Ne,2
4526,прѣмѣньникъ,Nb,1
4527,асклипиодъ,Ne,1
4528,агрипа,Ne,1
4529,въсточьнъ,A-,4
4530,призьваниѥ,Nb,2
4531,въпьсати,V-,4
4532,пожалити,V-,2
4533,команъ,Ne,3
4534,хоумиꙗньскъ,A-,1
4535,отъходити,V-,9
4536,агрипъ,Ne,1
4537,амасиискъ,A-,1
4538,коумиръскъ,A-,5
4539,петасъ,Ne,1
4540,серафимъ,Ne,1
4541,тьмьничьникъ,Nb,1
4542,команьскъ,A-,1
4543,амасиꙗ,Ne,1
4544,магистриꙗнъ,Nb,2
4545,оноуща,Nb,3
4546,гвоздии,Nb,13
4547,вънозити,V-,1
4548,полѣти,V-,3
4549,команъ,Nb,1
4550,доити#2,V-,51
4551,елинꙑни,Nb,1
4552,троꙗни,Nb,1
4553,гостити,V-,2
4554,аворовъ,A-,1
4555,опакꙑ,Df,4
4556,длъгъ,A-,5
4557,звънъ,Nb,1
4558,въскочити,V-,15
4559,облиствьнѣти,V-,1
4560,издав,Df,1
4561,ривати,V-,1
4562,господꙑни,Nb,1
4563,бѣсити,V-,8
4564,ицѣлѣвати,V-,1
4565,воѥводинъ,A-,4
4566,питати,V-,9
4567,смѣхъ,Nb,7
4568,пѣтиѥ,Nb,7
4569,красовати,V-,4
4570,маловрѣменьнъ,A-,13
4571,оутриѥ,Nb,14
4572,комана,Ne,1
4573,аполоновъ,A-,3
4574,невидимъ,A-,21
4575,помльчати,V-,9
4576,слоути,V-,4
4577,крада,Nb,3
4578,жьрьць,Nb,17
4579,наречениѥ,Nb,3
4580,знаменовати,V-,2
4581,неиздреченьнъ,A-,3
4582,невънѧтъ,A-,1
4583,неисповѣданъ,A-,1
4584,саваоѳъ,F-,3
4585,тъчиѭ,Df,104
4586,прѣмѫждрꙗти,V-,1
4587,благꙑни,Nb,11
4588,въобразити,V-,2
4589,въдоунѫти,V-,2
4590,нечоувьствьнъ,A-,2
4591,скврьнавъ,A-,13
4592,лъжеименьнъ,A-,3
4593,дробьнъ,A-,1
4594,ѫтрь,Df,9
4595,тѧжьцѣ,Df,2
4596,обоуѥнъ,A-,3
4597,инако,Df,10
4598,влъхвованиѥ,Nb,3
4599,а,G-,12
4600,влъхвъ,Nb,29
4601,избегати,V-,1
4602,врѣдъ,Nb,21
4603,прѣпростѣ,Df,1
4604,беждоушьнъ,A-,2
4605,диоскоръ,Ne,1
4606,спекоулаторъ,Nb,1
4607,златица,Nb,11
4608,маринъ,Ne,1
4609,чоудотворѥниѥ,Nb,1
4610,кононъ,Ne,32
4611,исаѵриꙗ,Ne,3
4612,въплъщениѥ,Nb,2
4613,оусъмощрѥниѥ,Nb,1
4614,походити,V-,5
4615,исаѵрьскъ,A-,3
4616,прѣльсть,Nb,25
4617,горьнь,A-,4
4618,проповѣданиѥ,Nb,5
4619,несторъ,Ne,2
4620,нада,Ne,1
4621,видана,Ne,5
4622,исаѵрьскъ,Ne,1
4623,благовѣрьнъ,A-,7
4624,оглашати,V-,3
4625,комъканиѥ,Nb,4
4626,невидимо,Df,2
4627,видимо,Df,1
4628,кажаниѥ,Nb,1
4629,извѣсто,Df,4
4630,неистьлѣниѥ,Nb,3
4631,жизнь,Nb,78
4632,архангеловъ,A-,3
4633,оугодьникъ,Nb,3
4634,чьсть,A-,1
4635,пещера,Nb,28
4636,съборъ,Nb,45
4637,прѣгꙑни,Nb,1
4638,растоꙗти,V-,3
4639,въорѫжити,V-,1
4640,прѣдълежати,V-,12
4641,въскричати,V-,13
4642,съвъплъчениѥ,Nb,1
4643,рать,Nb,29
4644,нѫждьнъ,A-,7
4645,мощи,Nb,12
4646,бесловесьнъ,A-,5
4647,неподвижьнъ,A-,1
4648,камꙑкъ,Nb,18
4649,чрьнило,Nb,2
4650,млатъ,Nb,2
4651,племѧ,Nb,7
4652,творьць,Nb,22
4653,слоуговати,V-,9
4654,дрьзъ,A-,9
4655,кръвавъ,A-,1
4656,лѫка,Nb,4
4657,неразлѫченъ,A-,2
4658,триименьнъ,A-,2
4659,рьвьнивъ,A-,3
4660,отъмьстити,V-,3
4661,чистость,Nb,1
4662,мѧтежьникъ,Nb,1
4663,сътрьпѣти,V-,31
4664,ожесточити,V-,2
4665,съпасьнъ,A-,11
4666,бъшиѭ,Df,7
4667,ставити,V-,24
4668,сладъко,Df,5
4669,ѥдъва,G-,1
4670,благоголѣньнъ,A-,1
4671,въслѣдовати,V-,8
4672,ходъ,Nb,4
4673,горьнъ,A-,1
4674,отъчаꙗти,V-,9
4675,довести,V-,5
4676,невидимѣ,Df,1
4677,ломити,V-,2
4678,върѫщати,V-,1
4679,вънезаапь,Df,5
4680,невидѣниѥ,Nb,3
4681,въслѣдъ,R-,8
4682,безоковати,V-,1
4683,въспрѣтити,V-,8
4684,клонити,V-,1
4685,валити,V-,2
4686,въздивити,V-,3
4687,покорꙗти,V-,2
4688,акꙑ,G-,2
4689,ослаблꙗти,V-,3
4690,казати,V-,25
4691,прѣльстьникъ,Nb,1
4692,прилежьнѣ,Df,2
4693,прѣщениѥ,Nb,9
4694,извѣщати,V-,21
4695,кононовъ,A-,3
4696,одолѣти,V-,14
4697,съборьнъ,A-,10
4698,видана,Nb,1
4699,чоудо,Mo,1
4700,отъпадениѥ,Nb,2
4701,прокъ,Nb,1
4702,диꙗволовъ,A-,7
4703,примꙑслити,V-,6
4704,ратьникъ,Nb,11
4705,гоубитель,Nb,2
4706,подарꙗти,V-,1
4707,оуспѣхъ,Nb,22
4708,отъгънати,V-,17
4709,съдолѣти,V-,1
4710,распалиньнъ,A-,2
4711,сѫмьнѣти,V-,6
4712,очивистъ,Df,1
4713,молитвьнъ,A-,5
4714,сквожьнꙗ,Nb,1
4715,старица,Nb,1
4716,прьвъ,A-,12
4717,зарещи,V-,1
4718,съвласти,V-,1
4719,мльчаниѥ,Nb,14
4720,съсѫмьнѣти,V-,1
4721,кꙑиже,Px,2
4722,есе,I-,7
4723,остаꙗти,V-,4
4724,копии,Ne,3
4725,лѫща,Nb,4
4726,боль,Nb,2
4727,тъкати,V-,3
4728,тъщати,V-,15
4729,полоучити,V-,27
4730,обнажити,V-,7
4731,сътещи,V-,6
4732,манастꙑрь,Nb,59
4733,омрьтвѣти,V-,2
4734,образовати,V-,3
4735,исполоу,Df,1
4736,отънемощи,V-,7
4737,дрьзость,Nb,10
4738,палениѥ,Nb,1
4739,съповѣдати,V-,26
4740,похоулити,V-,10
4741,запрьва,Df,4
4742,сълоучити,V-,19
4743,прѣобидѣти,V-,30
4744,исаѵриꙗ,Nb,1
4745,възоръ,Nb,2
4746,сверѣпъ,A-,10
4747,небрѣщи,V-,21
4748,въспрѣщениѥ,Nb,5
4749,нивьнъ,A-,1
4750,сѣтиѥ,Nb,3
4751,осѣти,V-,1
4752,сланоутъкъ,Nb,3
4753,пѫтьникъ,Nb,2
4754,плодьнъ,A-,4
4755,неблюдомъ,A-,1
4756,потрьѕати,V-,1
4757,трьѕати,V-,4
4758,накласти,V-,1
4759,несꙑтъ,A-,6
4760,потьнъ,A-,2
4761,тѧгость,Nb,2
4762,тольми,Df,7
4763,непослоушьливъ,A-,1
4764,въкопати,V-,2
4765,лакомъ,A-,1
4766,несꙑтьство,Nb,1
4767,съдрьжати,V-,8
4768,събити,V-,1
4769,отъганꙗти,V-,2
4770,погнѣвати,V-,1
4771,несꙑтость,Nb,2
4772,татьбина,Nb,1
4773,нꙑнѣшьнии,A-,7
4774,заградьнъ,A-,1
4775,любо,Df,10
4776,тъчьнъ,A-,17
4777,пригонити,V-,1
4778,различь,A-,5
4779,кобꙑла,Nb,1
4780,коза,Nb,6
4781,неблюдомѣ,Df,1
4782,присѧгнѫти,V-,5
4783,властельскъ,A-,3
4784,пазоуха,Nb,5
4785,жѧтелꙗнинъ,Nb,3
4786,бьрати,V-,5
4787,почоути,V-,5
4788,клицати,V-,4
4789,испочити,V-,2
4790,похватити,V-,3
4791,съзажда,Df,1
4792,поривати,V-,1
4793,осъпꙑ,Nb,1
4794,прогънати,V-,11
4795,кръчагъ,Nb,2
4796,печатьлѣти,V-,10
4797,олово,Nb,2
4798,магнъ,Ne,6
4799,икониискъ,A-,2
4800,нисии,Ne,10
4801,оусоровъ,A-,4
4802,орѫдиѥ,Nb,4
4803,которичь,A-,1
4804,прѣдъсѣсти,V-,3
4805,кобь,Nb,2
4806,съплетъкъ,Nb,1
4807,добь,A-,2
4808,прѣподобнѣ,Df,1
4809,съповѣданиѥ,Nb,7
4810,старѣишиньство,Nb,5
4811,мѧсти,V-,5
4812,сѣдинꙑ,Nb,6
4813,веселъ,A-,6
4814,пострашити,V-,1
4815,иѥреиство,Nb,2
4816,лѣпъ,A-,32
4817,ходатаи,Nb,12
4818,нагота,Nb,2
4819,грьчьскꙑ,A-,1
4820,грѫбъ,A-,7
4821,неоустроѥнъ,A-,1
4822,ꙗснъ,A-,5
4823,исаврьскъ,A-,2
4824,точити,V-,3
4825,мѫдрити,V-,1
4826,безбожьнъ,A-,13
4827,крамольникъ,Nb,2
4828,акꙑ,Dq,31
4829,даꙗниѥ,Mo,1
4830,прѣмѣновати,V-,1
4831,изъобрѣсти,V-,1
4832,оседълати,V-,2
4833,гонезнѫти,V-,10
4834,исаври,Nb,1
4835,таже,C-,7
4836,хлѣвина,Nb,14
4837,освѧтити,V-,7
4838,вьсꙗчьскꙑ,Df,8
4839,прилежаниѥ,Nb,4
4840,ѥже,Dq,4
4841,казатель,Nb,1
4842,епискоупъ,Nb,106
4843,кръчажьнъ,A-,2
4844,печать,Nb,9
4845,искочити,V-,5
4846,мрачьнъ,A-,3
4847,въздоухъ,Nb,16
4848,отъвъсѫдъ,Df,1
4849,възградити,V-,4
4850,диомидии,Ne,1
4851,коутонъ,Ne,1
4852,никъто,Px,2
4853,слъньчьнъ,A-,3
4854,заходъ,Nb,2
4855,оудавити,V-,6
4856,мостъ,Nb,2
4857,дьньшьнь,A-,10
4858,зарокъ,Nb,1
4859,любоимѣньнъ,A-,1
4860,алъчьба,Nb,13
4861,съкѫтати,V-,1
4862,отъбѣгнѫти,V-,8
4863,намѣнити,V-,7
4864,цѣлениѥ,Nb,2
4865,послоушьствовати,V-,7
4866,новоꙗвити,V-,3
4867,ѳеодоръ,Ne,13
4868,калистъ,Ne,2
4869,васои,Ne,4
4870,мѫченичьскъ,A-,5
4871,съвъкоуплѥниѥ,Nb,4
4872,съкоупити,V-,3
4873,хрьстолюбьнъ,A-,1
4874,оупражнѥниѥ,Nb,1
4875,съпьсати,V-,4
4876,строитель,Nb,6
4877,санъ,Nb,25
4878,лѣпотьнъ,A-,1
4879,острѣ,Df,1
4880,страстьничьскъ,A-,1
4881,наслаждениѥ,Nb,2
4882,соугоубь,A-,7
4883,тьлѣньнъ,A-,4
4884,нетльнѣньнъ,A-,1
4885,вѣчьно,Df,1
4886,воиньство,Nb,7
4887,въсчоудити,V-,4
4888,шьствиѥ,Nb,6
4889,сарациньскъ,A-,1
4890,боголюбьць,Nb,3
4891,тихость,Nb,7
4892,позоратаи,Nb,1
4893,срацини,Ne,1
4894,поплѣнити,V-,3
4895,срацини,Nb,10
4896,иждеже,Df,1
4897,амемоурмниинъ,A-,2
4898,амемоурмнии,Nb,5
4899,побѣдьнъ,A-,4
4900,дроугъ,Mo,5
4901,амории,Ne,1
4902,плъчити,V-,2
4903,клати,V-,2
4904,прокꙑи,A-,8
4905,ослаблѥниѥ,Nb,2
4906,животворити,V-,4
4907,вьсьжде,Df,14
4908,колѥниѥ,Nb,2
4909,лютьць,Nb,1
4910,оубиваниѥ,Nb,2
4911,новосвѣтьлъ,A-,1
4912,благовѣриѥ,Nb,3
4913,подвижьникъ,Nb,1
4914,строуꙗ,Nb,2
4915,цвѣтьць,Nb,6
4916,объходьнъ,A-,1
4917,прѣдобръ,A-,2
4918,срациньскъ,A-,6
4919,болꙗринъ,Nb,8
4920,облазнити,V-,1
4921,чистѣ,Df,4
4922,крѣпѣ,Df,1
4923,повадити,V-,1
4924,пакостьникъ,Nb,9
4925,знаменитъ,A-,2
4926,верига,Nb,9
4927,непобѣдимъ,A-,15
4928,покарꙗти,V-,8
4929,которати,V-,1
4930,добль,A-,24
4931,ѥдиносѫщьнъ,A-,1
4932,тигрьскъ,A-,1
4933,тоуижде,Df,1
4934,страстоносьць,Nb,3
4935,стежеръ,Nb,1
4936,проспаѳеръ,Nb,1
4937,скопьць,Nb,3
4938,кондачьскъ,A-,1
4939,непричѧстьникъ,Nb,1
4940,тлъкъ,Nb,4
4941,крьстиꙗньство,Nb,1
4942,ѥдьнако,Df,1
4943,прилогъ,Nb,1
4944,оукоръ,Nb,4
4945,страстьникъ,Nb,5
4946,оунꙑлъ,A-,2
4947,оустити,V-,7
4948,възвѧзати,V-,1
4949,прѣтрьпѣниѥ,Nb,2
4950,почоудити,V-,1
4951,третии,Ma,1
4952,обꙑчьнъ,A-,8
4953,пооущати,V-,7
4954,дѣдъ,Nb,3
4955,доблѥ,Df,6
4956,мѫжьскꙑ,Df,3
4957,любьнъ,A-,1
4958,позорище,Nb,5
4959,играти,V-,6
4960,въторъ,A-,1
4961,никꙑиже,Pr,1
4962,тъчьно,Df,4
4963,мьздодавьць,Nb,2
4964,лѣствица,Nb,3
4965,доходити,V-,2
4966,великодоушьнъ,A-,1
4967,съмꙑслъ,Nb,12
4968,безмилостивъ,A-,1
4969,патрикии,Nb,2
4970,проспаѳеръ,Ne,1
4971,спаѳаръ,Nb,1
4972,троудьникъ,Nb,1
4973,нетьлѣньнъ,A-,1
4974,свѣтити,V-,5
4975,троинъ,A-,1
4976,ѳекла,Ne,2
4977,правовѣрьнъ,A-,17
4978,похвальнъ,A-,5
4979,течениѥ,Nb,17
4980,ѥдинооумьнъ,A-,3
4981,полата,Nb,5
4982,извѣстити,V-,9
4983,приснъ,A-,7
4984,таибьно,Nb,3
4985,лѣпо,Df,10
4986,вѣщати,V-,19
4987,помꙑслъ,Nb,13
4988,погрѣшити,V-,5
4989,небогъ,A-,4
4990,прибꙑтъкъ,Nb,1
4991,врьхоу,Df,1
4992,плавати,V-,4
4993,лоуча,Nb,3
4994,христо(со)любьць,Nb,1
4995,подражатель,Nb,2
4996,исповѣдьникъ,Nb,5
4997,отишиѥ,Nb,5
4998,простꙑни,Nb,4
4999,оустрои,Nb,3
5000,говѣниѥ,Nb,5
5001,хоудъ,A-,21
5002,присѣщениѥ,Nb,5
5003,сѫпротивьнъ,A-,7
5004,севастиꙗ,Ne,4
5005,ликинии,Ne,2
5006,благовѣрьнѣ,Df,2
5007,ноуждати,V-,4
5008,агриколаи,Ne,5
5009,бꙑстръ,A-,2
5010,кападокиискъ,A-,2
5011,непобѣдьнъ,A-,2
5012,дометиꙗнъ,Ne,3
5013,исѵхии,Ne,1
5014,змарагдъ,Ne,1
5015,мелитонъ,Ne,2
5016,ираклии,Ne,2
5017,алеѯандръ,Ne,56
5018,еѵтѵхии,Ne,2
5019,лѵсимахъ,Ne,1
5020,доменъ,Ne,3
5021,сакердонъ,Ne,1
5022,кѵрионъ,Ne,9
5023,сѵноикъ,Ne,1
5024,ѯанѳии,Ne,1
5025,севрианъ,Ne,1
5026,екъдикии,Ne,1
5027,акакии,Ne,1
5028,гаии,Ne,1
5029,аѳанасии,Ne,1
5030,горконии,Ne,1
5031,оуалъ,Ne,10
5032,иоулиꙗнъ,Ne,3
5033,сисинии,Ne,8
5034,филиктимонъ,Ne,1
5035,оуалерии,Ne,2
5036,клавдии,Ne,1
5037,прискъ,Ne,1
5038,ѳеодоулъ,Ne,1
5039,флаѵии,Ne,1
5040,леонтии,Ne,1
5041,аггии,Ne,1
5042,аетии,Ne,1
5043,никалъ,Ne,1
5044,хоудионъ,Ne,1
5045,илиадии,Ne,1
5046,канъдидъ,Ne,6
5047,оуалериꙗнъ,Ne,2
5048,оуспѣшьнъ,A-,5
5049,доблѥсть,Nb,2
5050,ѥдьногласиѥ,Nb,1
5051,одолѣвати,V-,4
5052,зълокъзньнъ,A-,3
5053,мъногоглаголати,V-,1
5054,изволѥниѥ,Nb,9
5055,ѥлико,Du,3
5056,храбръ,A-,5
5057,ѥльма,G-,32
5058,сверѣповати,V-,1
5059,неподобьнъ,A-,4
5060,завидьливъ,A-,2
5061,въздроути,V-,2
5062,влачити,V-,9
5063,льгъко,Df,2
5064,аглаии,Ne,1
5065,капикларии,Nb,4
5066,тврьдѣ,Df,3
5067,доуѯовъ,A-,2
5068,доуѯъ,Nb,8
5069,осмъ,Ma,1
5070,побѣгати,V-,1
5071,ниѥдинъ,Px,10
5072,псалъмосъ,Nb,2
5073,влъшьство,Nb,5
5074,бестоудьнъ,A-,5
5075,бещьствиѥ,Nb,2
5076,податель,Nb,1
5077,блазнъ,Nb,1
5078,диꙗволь,Nb,1
5079,опашь,Nb,2
5080,лисиꙗ,Ne,1
5081,нетьлѣниѥ,Nb,3
5082,законьнѣ,Df,1
5083,лѣвъ,A-,6
5084,стоудень,Nb,11
5085,стоуденъ,A-,7
5086,бридъкъ,A-,1
5087,въскраи,Df,1
5088,банꙗ,Nb,10
5089,избѣгнѫти,V-,2
5090,прибѣжати,V-,3
5091,съклѣщати,V-,1
5092,разлиꙗти,V-,1
5093,ледъ,Nb,5
5094,помаꙗниѥ,Nb,2
5095,кротити,V-,1
5096,фараонъ,Nb,1
5097,мокръ,A-,1
5098,обльгъчити,V-,1
5099,лютость,Nb,3
5100,топло,Df,1
5101,топлъ,A-,8
5102,како,Dq,10
5103,въчисти,V-,6
5104,четꙑрe,Mo,1
5105,коликъ,Px,2
5106,тридесѧть девѧть,Ma,1
5107,съврѣщи,V-,8
5108,прѣмѣнити,V-,12
5109,рѫгъ,Nb,2
5110,ѥдьнодоушьнъ,A-,1
5111,остатъкъ,Nb,2
5112,измрѣти,V-,6
5113,извѧзати,V-,1
5114,прѣбивати,V-,2
5115,возъ,Nb,1
5116,въскласти,V-,1
5117,прѣвести,V-,3
5118,крѣпъко,Df,1
5119,съмести,V-,1
5120,въсꙑпати,V-,3
5121,клирикъ,Nb,4
5122,каланъдꙑ,Nb,1
5123,двадесѧтъ шесть,Ma,1
5124,ферварь,Nb,2
5125,самовластьць,Nb,1
5126,василии,Ne,7
5127,архиепискоупъ,Nb,30
5128,мѫченичь,A-,3
5129,оуказаниѥ,Nb,5
5130,приꙗзнь,Nb,4
5131,обьщь,A-,23
5132,извѣсть,Nb,1
5133,гонѥниѥ,Nb,9
5134,съдꙑханиѥ,Nb,1
5135,ѥдинѥниѥ,Nb,2
5136,състоꙗниѥ,Nb,1
5137,равьночьстьнъ,A-,1
5138,чоудимъ,A-,3
5139,нъ,Du,1
5140,трѫтъ,Nb,5
5141,оимьскъ,A-,1
5142,непрѣборѥмъ,A-,1
5143,волѥ,I-,4
5144,състроити,V-,3
5145,прѣдъпоказати,V-,1
5146,начрьтаниѥ,Nb,1
5147,добльство,Nb,1
5148,побраньскъ,A-,1
5149,словописатель,Nb,1
5150,шарописатель,Nb,1
5151,начрьтати,V-,4
5152,оукрашати,V-,1
5153,чрьтати,V-,2
5154,пооустити,V-,3
5155,оуказати,V-,6
5156,дѣꙗниѥ,Nb,11
5157,похвалѥниѥ,Nb,3
5158,безградьникъ,Nb,1
5159,градьникъ,Nb,1
5160,прѣношениѥ,Nb,1
5161,кꙑижьдо,Px,15
5162,отъвьсѫдоу,Df,8
5163,тьло,Nb,1
5164,хꙑтрьць,Nb,5
5165,съдѣтель,Nb,3
5166,павьловъ,A-,1
5167,въсꙑнѥниѥ,Nb,1
5168,приложениѥ,Nb,2
5169,велииство,Nb,5
5170,ращениѥ,Nb,2
5171,оимьство,Nb,1
5172,браньскъ,A-,1
5173,дѣльма,R-,77
5174,именитъ,A-,1
5175,повѣданиѥ,Nb,1
5176,звѣриньскъ,A-,1
5177,плести,V-,1
5178,неослабимъ,A-,1
5179,распѧтиѥ,Nb,5
5180,пропасть,Nb,3
5181,вощага,Nb,1
5182,прѣнемощи,V-,1
5183,страданиѥ,Nb,6
5184,дрьзо,Df,1
5185,ѡ҄ле,I-,7
5186,браниѥ,Nb,2
5187,въстѫпати,V-,2
5188,ово,C-,6
5189,ласканиѥ,Nb,3
5190,тѣшити,V-,2
5191,съвратити,V-,9
5192,покоушати,V-,7
5193,настоꙗниѥ,Nb,1
5194,безврѣменьнъ,A-,1
5195,обꙑкнѫти,V-,9
5196,зълодѣискъ,A-,2
5197,примꙑшлѥниѥ,Nb,2
5198,ласкати,V-,2
5199,оумꙑшлениꙗ,Nb,1
5200,безмѣрьнъ,A-,3
5201,богоборьць,Nb,2
5202,пагоубьнъ,A-,6
5203,тъщета,Nb,4
5204,отъводити,V-,2
5205,блаженьство,Nb,1
5206,говѣти,V-,2
5207,отрочии,A-,1
5208,дрьзѣ,Df,1
5209,оужасьнъ,A-,6
5210,величавъ,A-,2
5211,прѣвъзвьрѣти,V-,1
5212,съматрꙗти,V-,1
5213,изобрѣсти,V-,5
5214,оумꙑшлѥниѥ,Nb,3
5215,ѥстьство,Nb,39
5216,вѣꙗти,V-,3
5217,съмрьзнѫти,V-,2
5218,осинꙗти,V-,1
5219,съсѣдати,V-,1
5220,зꙑбати,V-,10
5221,съгръждати,V-,1
5222,сълѧцати,V-,1
5223,напраснъ,A-,2
5224,неиздричемъ,A-,1
5225,болѣзньнъ,A-,7
5226,мразити,V-,1
5227,чоуиство,Nb,1
5228,отъпадати,V-,4
5229,въбѣгати,V-,1
5230,въносити,V-,2
5231,находити,V-,3
5232,присѫдити,V-,1
5233,полѥ,Nb,3
5234,прѣтворити,V-,4
5235,съноузьнъ,A-,1
5236,помрьзнѫти,V-,2
5237,подраживъ,A-,1
5238,рѣꙗти,V-,2
5239,мразьнъ,A-,1
5240,грабити,V-,3
5241,съвлачити,V-,5
5242,отълагати,V-,2
5243,тьлѣти,V-,2
5244,дѣльма,Df,6
5245,щѧдѣти,V-,5
5246,оими,Nb,4
5247,съмрьзениѥ,Nb,1
5248,сластьнъ,A-,1
5249,дожьдати,V-,2
5250,патриархъ,Nb,21
5251,ликовати,V-,10
5252,дрьзновениѥ,Nb,12
5253,въздѣꙗти,V-,1
5254,съвоинъ,Nb,2
5255,зажда,Nb,1
5256,благоприѩтьнъ,A-,1
5257,вьсежегомъ,A-,1
5258,вьсесъжежениѥ,Nb,1
5259,оутѣшьнъ,A-,1
5260,подавати,V-,3
5261,стражьда,Nb,1
5262,проваждати,V-,5
5263,добльно,Df,1
5264,ниѥдинъже,Px,9
