torot_word|pos|morph_tag|deep_cleaned|lemma|sentence_no|pres_before|pres_after|text_id|subtitle_id|autotagged|subtitle_short|book_no|chapter|verse|variant_no
Кънигъі|||кънігъі||5500000| | |10|1|1|MATT 1.1|1|1|1|1
рождьства|||рождьства||5500000|| |10|1|1|MATT 1.1|1|1|1|1
і҃схва|||ісхва||5500000|| · |10|1|1|MATT 1.1|1|1|1|1
с҃нѹ|||сноу||5500000|| |10|1|1|MATT 1.1|1|1|1|1
давъідова|||давъідова||5500000|| · |10|1|1|MATT 1.1|1|1|1|1
с҃нѹ|||сноу||5500000|| |10|1|1|MATT 1.1|1|1|1|1
аврамлѣ|||аврамлѣ||5500000|| ·|10|1|1|MATT 1.1|1|1|1|1
аврамъ|||аврамъ||5500001| | |10|1|1|MATT 1.2|1|1|2|1
роди|||роді||5500001|| |10|1|1|MATT 1.2|1|1|2|1
и҅сака|||ісака||5500001|| · |10|1|1|MATT 1.2|1|1|2|1
и҅сакъ|||ісакъ||5500001|| |10|1|1|MATT 1.2|1|1|2|1
же|||же||5500001|| |10|1|1|MATT 1.2|1|1|2|1
роди|||роді||5500001|| |10|1|1|MATT 1.2|1|1|2|1
и҅ꙗкова|||іѣкова||5500001|| · |10|1|1|MATT 1.2|1|1|2|1
и҅ꙗковъ|||іѣковъ||5500001|| |10|1|1|MATT 1.2|1|1|2|1
же|||же||5500001|| |10|1|1|MATT 1.2|1|1|2|1
роди|||роді||5500001|| |10|1|1|MATT 1.2|1|1|2|1
и҅юдѫ|||іюдѫ||5500001|| |10|1|1|MATT 1.2|1|1|2|1
и|||і||5500001||҅ |10|1|1|MATT 1.2|1|1|2|1
братиѭ|||братіѭ||5500001||҅ |10|1|1|MATT 1.2|1|1|2|1
е҅го|||его||5500001|| ·|10|1|1|MATT 1.2|1|1|2|1
и҅юда|||іюда||5500002| | |10|1|1|MATT 1.3|1|1|3|1
же|||же||5500002|| |10|1|1|MATT 1.3|1|1|3|1
роди|||роді||5500002|| |10|1|1|MATT 1.3|1|1|3|1
фареса|||фареса||5500002|| |10|1|1|MATT 1.3|1|1|3|1
и|||і||5500002||҅ |10|1|1|MATT 1.3|1|1|3|1
зар҅ра|||зарра||5500002|| |10|1|1|MATT 1.3|1|1|3|1
о҅тъ|||отъ||5500002|| |10|1|1|MATT 1.3|1|1|3|1
тамаръі|||тамаръі||5500002|| · |10|1|1|MATT 1.3|1|1|3|1
фаресъ|||фаресъ||5500002|| |10|1|1|MATT 1.3|1|1|3|1
же|||же||5500002|| |10|1|1|MATT 1.3|1|1|3|1
роди|||роді||5500002|| |10|1|1|MATT 1.3|1|1|3|1
е҅фрома|||ефрома||5500002|| |10|1|1|MATT 1.3|1|1|3|1
е҅фромъ|||ефромъ||5500002|| |10|1|1|MATT 1.3|1|1|3|1
же|||же||5500002|| · |10|1|1|MATT 1.3|1|1|3|1
роди|||роді||5500002|| |10|1|1|MATT 1.3|1|1|3|1
арама|||арама||5500002|| ·|10|1|1|MATT 1.3|1|1|3|1
арамъ|||арамъ||5500003| | |10|1|1|MATT 1.4|1|1|4|1
же|||же||5500003|| |10|1|1|MATT 1.4|1|1|4|1
роди|||роді||5500003|| · |10|1|1|MATT 1.4|1|1|4|1
аминадава|||амінадава||5500003|| · |10|1|1|MATT 1.4|1|1|4|1
аминадавь|||амінадавь||5500003|| |10|1|1|MATT 1.4|1|1|4|1
же|||же||5500003|| |10|1|1|MATT 1.4|1|1|4|1
роди|||роді||5500003|| |10|1|1|MATT 1.4|1|1|4|1
насона|||насона||5500003|| · |10|1|1|MATT 1.4|1|1|4|1
насонъ|||насонъ||5500003|| |10|1|1|MATT 1.4|1|1|4|1
же|||же||5500003|| |10|1|1|MATT 1.4|1|1|4|1
роди|||роді||5500003|||10|1|1|MATT 1.4|1|1|4|1
воаза|||воаза||5500004| | · |10|1|1|MATT 1.5|1|1|5|1
о҅тъ|||отъ||5500004|| |10|1|1|MATT 1.5|1|1|5|1
харавъі|||харавъі||5500004|| · |10|1|1|MATT 1.5|1|1|5|1
воо҅зъ|||воозъ||5500004|| |10|1|1|MATT 1.5|1|1|5|1
же|||же||5500004|| |10|1|1|MATT 1.5|1|1|5|1
роди|||роді||5500004|| · |10|1|1|MATT 1.5|1|1|5|1
о҅вида|||овіда||5500004|| |10|1|1|MATT 1.5|1|1|5|1
о҅тъ|||отъ||5500004|| |10|1|1|MATT 1.5|1|1|5|1
рꙋти|||роуті||5500004|| |10|1|1|MATT 1.5|1|1|5|1
о҅видъ|||овідъ||5500004|| |10|1|1|MATT 1.5|1|1|5|1
же|||же||5500004|| |10|1|1|MATT 1.5|1|1|5|1
роди|||роді||5500004|| · |10|1|1|MATT 1.5|1|1|5|1
и҅е҅сеꙗ|||іесеѣ||5500004|| ·|10|1|1|MATT 1.5|1|1|5|1
и҅е҅сеі|||іесеі||5500005| | |10|1|1|MATT 1.6|1|1|6|1
же|||же||5500005|| |10|1|1|MATT 1.6|1|1|6|1
роди|||роді||5500005|| · |10|1|1|MATT 1.6|1|1|6|1
д҃да|||дда||5500005|| |10|1|1|MATT 1.6|1|1|6|1
ц҃ра|||цра||5500005|| · |10|1|1|MATT 1.6|1|1|6|1
д҃дъ|||ддъ||5500005|| |10|1|1|MATT 1.6|1|1|6|1
же|||же||5500005|| |10|1|1|MATT 1.6|1|1|6|1
ц҃рь|||црь||5500005|| · |10|1|1|MATT 1.6|1|1|6|1
роди|||роді||5500005|| |10|1|1|MATT 1.6|1|1|6|1
соломона|||соломона||5500005|| · |10|1|1|MATT 1.6|1|1|6|1
о҅тъ|||отъ||5500005|| |10|1|1|MATT 1.6|1|1|6|1
ѹринъіѧ|||оурінъіѧ||5500005||҅ ·|10|1|1|MATT 1.6|1|1|6|1
соломонъ|||соломонъ||5500006| | |10|1|1|MATT 1.7|1|1|7|1
же|||же||5500006|| · |10|1|1|MATT 1.7|1|1|7|1
роди|||роді||5500006|| |10|1|1|MATT 1.7|1|1|7|1
ровоома|||ровоома||5500006|| · |10|1|1|MATT 1.7|1|1|7|1
ровоомъ|||ровоомъ||5500006|| |10|1|1|MATT 1.7|1|1|7|1
же|||же||5500006|| · |10|1|1|MATT 1.7|1|1|7|1
роди|||роді||5500006|| |10|1|1|MATT 1.7|1|1|7|1
авида|||авіда||5500006|| |10|1|1|MATT 1.7|1|1|7|1
авидъ|||авідъ||5500006|| |10|1|1|MATT 1.7|1|1|7|1
же|||же||5500006|| |10|1|1|MATT 1.7|1|1|7|1
роди|||роді||5500006|| |10|1|1|MATT 1.7|1|1|7|1
аса|||аса||5500006|| ·|10|1|1|MATT 1.7|1|1|7|1
асъ|||асъ||5500007| | |10|1|1|MATT 1.8|1|1|8|1
же|||же||5500007|| |10|1|1|MATT 1.8|1|1|8|1
роди|||роді||5500007|| · |10|1|1|MATT 1.8|1|1|8|1
асафата|||асафата||5500007|| · |10|1|1|MATT 1.8|1|1|8|1
асафатъ|||асафатъ||5500007|| |10|1|1|MATT 1.8|1|1|8|1
же|||же||5500007|| · |10|1|1|MATT 1.8|1|1|8|1
роди|||роді||5500007|| |10|1|1|MATT 1.8|1|1|8|1
и҅о҅рома|||іорома||5500007|| · |10|1|1|MATT 1.8|1|1|8|1
и҅оромъ|||іоромъ||5500007|| |10|1|1|MATT 1.8|1|1|8|1
же|||же||5500007|| |10|1|1|MATT 1.8|1|1|8|1
роди|||роді||5500007|| · |10|1|1|MATT 1.8|1|1|8|1
о҅зиѭ|||озіѭ||5500007|| ·|10|1|1|MATT 1.8|1|1|8|1
о҅зиꙗ|||озіѣ||5500008| | |10|1|1|MATT 1.9|1|1|9|1
же|||же||5500008|| |10|1|1|MATT 1.9|1|1|9|1
роди|||роді||5500008|| · |10|1|1|MATT 1.9|1|1|9|1
и҅о҅тама|||іотама||5500008|| · |10|1|1|MATT 1.9|1|1|9|1
и҅о҅тамъ|||іотамъ||5500008|| |10|1|1|MATT 1.9|1|1|9|1
же|||же||5500008|| · |10|1|1|MATT 1.9|1|1|9|1
роди|||роді||5500008|| |10|1|1|MATT 1.9|1|1|9|1
ахаза|||ахаза||5500008|| · |10|1|1|MATT 1.9|1|1|9|1
ахазъ|||ахазъ||5500008|| |10|1|1|MATT 1.9|1|1|9|1
же|||же||5500008|| |10|1|1|MATT 1.9|1|1|9|1
роди|||роді||5500008|| · |10|1|1|MATT 1.9|1|1|9|1
и҅е҅зекиѭ|||іезекіѭ||5500008|| ·|10|1|1|MATT 1.9|1|1|9|1
и҅е҅зекиꙗ|||іезекіѣ||5500009| | |10|1|1|MATT 1.10|1|1|10|1
же|||же||5500009|| |10|1|1|MATT 1.10|1|1|10|1
роди|||роді||5500009|| |10|1|1|MATT 1.10|1|1|10|1
манасиѭ|||манасіѭ||5500009|| · |10|1|1|MATT 1.10|1|1|10|1
манасиꙗ|||манасіѣ||5500009|| |10|1|1|MATT 1.10|1|1|10|1
же|||же||5500009|| · |10|1|1|MATT 1.10|1|1|10|1
роди|||роді||5500009|| |10|1|1|MATT 1.10|1|1|10|1
а҅моса|||амоса||5500009|| · |10|1|1|MATT 1.10|1|1|10|1
амосъ|||амосъ||5500009|| |10|1|1|MATT 1.10|1|1|10|1
же|||же||5500009|| |10|1|1|MATT 1.10|1|1|10|1
роди|||роді||5500009|| · |10|1|1|MATT 1.10|1|1|10|1
и҅о҅сиѭ|||іосіѭ||5500009|| ·|10|1|1|MATT 1.10|1|1|10|1
и҅о҅сиꙗ|||іосіѣ||5500010| | |10|1|1|MATT 1.11|1|1|11|1
же|||же||5500010|| |10|1|1|MATT 1.11|1|1|11|1
роди|||роді||5500010|| · |10|1|1|MATT 1.11|1|1|11|1
и҅о҅хониѭ|||іохоніѭ||5500010|| · |10|1|1|MATT 1.11|1|1|11|1
и|||і||5500010||҅ |10|1|1|MATT 1.11|1|1|11|1
братиѭ|||братіѭ||5500010|| |10|1|1|MATT 1.11|1|1|11|1
е҅го|||его||5500010|| · |10|1|1|MATT 1.11|1|1|11|1
вь|||вь||5500010|| |10|1|1|MATT 1.11|1|1|11|1
прѣселение|||прѣселеніе||5500010||҅ |10|1|1|MATT 1.11|1|1|11|1
вавилоньское|||вавілоньское||5500010||҅ ·|10|1|1|MATT 1.11|1|1|11|1
по|||по||5500011| | |10|1|1|MATT 1.12|1|1|12|1
прѣселениі|||прѣселеніі||5500011|| |10|1|1|MATT 1.12|1|1|12|1
же|||же||5500011|| |10|1|1|MATT 1.12|1|1|12|1
вавилоньсцѣмь|||вавілоньсцѣмь||5500011|| · |10|1|1|MATT 1.12|1|1|12|1
о҅хониꙗ|||охоніѣ||5500011|| |10|1|1|MATT 1.12|1|1|12|1
роди|||роді||5500011|| · |10|1|1|MATT 1.12|1|1|12|1
салатиілѣ|||салатіілѣ||5500011|| · |10|1|1|MATT 1.12|1|1|12|1
салатиіль|||салатііль||5500011|| |10|1|1|MATT 1.12|1|1|12|1
же|||же||5500011|| |10|1|1|MATT 1.12|1|1|12|1
роди|||роді||5500011|| · |10|1|1|MATT 1.12|1|1|12|1
зоровавелѣ|||зоровавелѣ||5500011|| ·|10|1|1|MATT 1.12|1|1|12|1
зоровавель|||зоровавель||5500012| | |10|1|1|MATT 1.13|1|1|13|1
же|||же||5500012|| |10|1|1|MATT 1.13|1|1|13|1
роди|||роді||5500012|| · |10|1|1|MATT 1.13|1|1|13|1
авиюда|||авіюда||5500012|| · |10|1|1|MATT 1.13|1|1|13|1
авиюдъ|||авіюдъ||5500012|| |10|1|1|MATT 1.13|1|1|13|1
же|||же||5500012|| |10|1|1|MATT 1.13|1|1|13|1
роди|||роді||5500012|| · |10|1|1|MATT 1.13|1|1|13|1
алиакима|||аліакіма||5500012|| · |10|1|1|MATT 1.13|1|1|13|1
алиакимъ|||аліакімъ||5500012|| |10|1|1|MATT 1.13|1|1|13|1
же|||же||5500012|| |10|1|1|MATT 1.13|1|1|13|1
роди|||роді||5500012|| · |10|1|1|MATT 1.13|1|1|13|1
азара|||азара||5500012|| ·|10|1|1|MATT 1.13|1|1|13|1
азаръ|||азаръ||5500013| | |10|1|1|MATT 1.14|1|1|14|1
же|||же||5500013|| |10|1|1|MATT 1.14|1|1|14|1
роди|||роді||5500013|| · |10|1|1|MATT 1.14|1|1|14|1
садока|||садока||5500013|| · |10|1|1|MATT 1.14|1|1|14|1
садокъ|||садокъ||5500013|| |10|1|1|MATT 1.14|1|1|14|1
же|||же||5500013|| |10|1|1|MATT 1.14|1|1|14|1
роди|||роді||5500013|| · |10|1|1|MATT 1.14|1|1|14|1
ахима|||ахіма||5500013|| · |10|1|1|MATT 1.14|1|1|14|1
ахимъ|||ахімъ||5500013|| |10|1|1|MATT 1.14|1|1|14|1
же|||же||5500013|| |10|1|1|MATT 1.14|1|1|14|1
роди|||роді||5500013|| · |10|1|1|MATT 1.14|1|1|14|1
е҅лиѹдѫ|||еліоудѫ||5500013|| ·|10|1|1|MATT 1.14|1|1|14|1
е҅лиѹдъ|||еліоудъ||5500014| | |10|1|1|MATT 1.15|1|1|15|1
же|||же||5500014|| |10|1|1|MATT 1.15|1|1|15|1
роди|||роді||5500014|| · |10|1|1|MATT 1.15|1|1|15|1
е҅лиазара|||еліазара||5500014|| · |10|1|1|MATT 1.15|1|1|15|1
е҅лиазаръ|||еліазаръ||5500014|| |10|1|1|MATT 1.15|1|1|15|1
же|||же||5500014|| |10|1|1|MATT 1.15|1|1|15|1
роди|||роді||5500014|| · |10|1|1|MATT 1.15|1|1|15|1
мат҅ѳана|||матѳана||5500014|| · |10|1|1|MATT 1.15|1|1|15|1
матьѳанъ|||матьѳанъ||5500014|| |10|1|1|MATT 1.15|1|1|15|1
же|||же||5500014|| |10|1|1|MATT 1.15|1|1|15|1
роди|||роді||5500014|| · |10|1|1|MATT 1.15|1|1|15|1
и҅ꙗкова|||іѣкова||5500014|| ·|10|1|1|MATT 1.15|1|1|15|1
и҅ꙗковъ|||іѣковъ||5500015| | |10|1|1|MATT 1.16|1|1|16|1
же|||же||5500015|| |10|1|1|MATT 1.16|1|1|16|1
роди|||роді||5500015|| |10|1|1|MATT 1.16|1|1|16|1
и҅ѡ҅҅сифа|||іосіфа||5500015|| · |10|1|1|MATT 1.16|1|1|16|1
мѫжа|||мѫжа||5500015|| |10|1|1|MATT 1.16|1|1|16|1
мариіна|||марііна||5500015|| · |10|1|1|MATT 1.16|1|1|16|1
и҅з|||із||5500015|| |10|1|1|MATT 1.16|1|1|16|1
неѧ҅же|||неѧже||5500015|| |10|1|1|MATT 1.16|1|1|16|1
роди|||роді||5500015|| |10|1|1|MATT 1.16|1|1|16|1
сⱑ|||сⱑ||5500015|| |10|1|1|MATT 1.16|1|1|16|1
і҃с|||іс||5500015|| · |10|1|1|MATT 1.16|1|1|16|1
нарицае҅мъі|||наріцаемъі||5500015|| |10|1|1|MATT 1.16|1|1|16|1
х҃ъ|||хъ||5500015|| ·|10|1|1|MATT 1.16|1|1|16|1
всѣхъ|||всѣхъ||5500016| | |10|1|1|MATT 1.17|1|1|17|1
родъ|||родъ||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
о҅тъ|||отъ||5500016|| |10|1|1|MATT 1.17|1|1|17|1
аврама|||аврама||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
до|||до||5500016|| |10|1|1|MATT 1.17|1|1|17|1
д҃вда|||двда||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
родъ|||родъ||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
д҃і|||ді||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
и|||і||5500016||҅ |10|1|1|MATT 1.17|1|1|17|1
о҅тъ|||отъ||5500016|| |10|1|1|MATT 1.17|1|1|17|1
д҃да|||дда||5500016|| |10|1|1|MATT 1.17|1|1|17|1
до|||до||5500016|| |10|1|1|MATT 1.17|1|1|17|1
прѣселениꙗ|||прѣселеніѣ||5500016|| |10|1|1|MATT 1.17|1|1|17|1
вавилоньскаго|||вавілоньскаго||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
родъ|||родъ||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
д҃і|||ді||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
и|||і||5500016||҅ |10|1|1|MATT 1.17|1|1|17|1
о҅тъ|||отъ||5500016|| |10|1|1|MATT 1.17|1|1|17|1
прѣселениꙗ|||прѣселеніѣ||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
вавилоньскаго|||вавілоньскаго||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
до|||до||5500016|| |10|1|1|MATT 1.17|1|1|17|1
х҃а|||ха||5500016|| |10|1|1|MATT 1.17|1|1|17|1
родъ|||родъ||5500016|| · |10|1|1|MATT 1.17|1|1|17|1
д҃і|||ді||5500016|| ·|10|1|1|MATT 1.17|1|1|17|1
И|||і||5500017| |҅ |10|1|1|MATT 1.18|1|1|18|1
х҃во|||хво||5500017|| |10|1|1|MATT 1.18|1|1|18|1
же|||же||5500017|| |10|1|1|MATT 1.18|1|1|18|1
рождьство|||рождьство||5500017|| |10|1|1|MATT 1.18|1|1|18|1
сице|||сіце||5500017||҅ |10|1|1|MATT 1.18|1|1|18|1
бѣ|||бѣ||5500017|| · |10|1|1|MATT 1.18|1|1|18|1
о҅брѫченѣ|||обрѫченѣ||5500017|| |10|1|1|MATT 1.18|1|1|18|1
же|||же||5500017|| |10|1|1|MATT 1.18|1|1|18|1
бъівъши|||бъівъші||5500017|| |10|1|1|MATT 1.18|1|1|18|1
м҃тери|||мтері||5500017|| |10|1|1|MATT 1.18|1|1|18|1
е҅го|||его||5500017|| |10|1|1|MATT 1.18|1|1|18|1
мариі|||маріі||5500017|| |10|1|1|MATT 1.18|1|1|18|1
и҅ѡ҅҅сифови|||іосіфові||5500017|| · |10|1|1|MATT 1.18|1|1|18|1
прѣжде|||прѣжде||5500017|| |10|1|1|MATT 1.18|1|1|18|1
даже|||даже||5500017|| |10|1|1|MATT 1.18|1|1|18|1
не|||не||5500017|| |10|1|1|MATT 1.18|1|1|18|1
сънⱑсте|||сънⱑсте||5500017|| |10|1|1|MATT 1.18|1|1|18|1
сⱑ|||сⱑ||5500017|| · |10|1|1|MATT 1.18|1|1|18|1
о҅брѣте|||обрѣте||5500017|| |10|1|1|MATT 1.18|1|1|18|1
сⱑ|||сⱑ||5500017|| |10|1|1|MATT 1.18|1|1|18|1
и҅мѫщи|||імѫшті||5500017|| |10|1|1|MATT 1.18|1|1|18|1
вь|||вь||5500017|| |10|1|1|MATT 1.18|1|1|18|1
чрѣвѣ|||чрѣвѣ||5500017|| |10|1|1|MATT 1.18|1|1|18|1
о҅тъ|||отъ||5500017|| |10|1|1|MATT 1.18|1|1|18|1
д҃ха|||дха||5500017|| |10|1|1|MATT 1.18|1|1|18|1
с҃та|||ста||5500017|| ·|10|1|1|MATT 1.18|1|1|18|1
и҅ѡ҅҅сифъ|||іосіфъ||5500018| | |10|1|1|MATT 1.19|1|1|19|1
же|||же||5500018|| |10|1|1|MATT 1.19|1|1|19|1
мѫжъ|||мѫжъ||5500018|| |10|1|1|MATT 1.19|1|1|19|1
еѧ|||еѧ||5500018|| |10|1|1|MATT 1.19|1|1|19|1
правьдьнъ|||правьдьнъ||5500018|| |10|1|1|MATT 1.19|1|1|19|1
съі|||съі||5500018|| · |10|1|1|MATT 1.19|1|1|19|1
и|||і||5500018||҅ |10|1|1|MATT 1.19|1|1|19|1
не|||не||5500018|| |10|1|1|MATT 1.19|1|1|19|1
хотⱑ|||хотⱑ||5500018|| |10|1|1|MATT 1.19|1|1|19|1
о҅бличити|||облічіті||5500018|| |10|1|1|MATT 1.19|1|1|19|1
е҅ѧ|||еѧ||5500018||҅ |10|1|1|MATT 1.19|1|1|19|1
въсхотѣ|||въсхотѣ||5500018|| |10|1|1|MATT 1.19|1|1|19|1
таі|||таі||5500018|| · |10|1|1|MATT 1.19|1|1|19|1
пѹстити|||поустіті||5500018|| |10|1|1|MATT 1.19|1|1|19|1
ѭ|||ѭ||5500018|| ·|10|1|1|MATT 1.19|1|1|19|1
сице|||сіце||5500019| | |10|1|1|MATT 1.20|1|1|20|1
же|||же||5500019|| |10|1|1|MATT 1.20|1|1|20|1
е҅мѹ|||емоу||5500019|| |10|1|1|MATT 1.20|1|1|20|1
съмъішльшю|||съмъішльшоу||5500019|| · |10|1|1|MATT 1.20|1|1|20|1
се|||се||5500019|| |10|1|1|MATT 1.20|1|1|20|1
а҃гглъ|||агглъ||5500019|| |10|1|1|MATT 1.20|1|1|20|1
г҃нь|||гнь||5500019|| |10|1|1|MATT 1.20|1|1|20|1
въ|||въ||5500019|| |10|1|1|MATT 1.20|1|1|20|1
сънѣ|||сънѣ||5500019|| |10|1|1|MATT 1.20|1|1|20|1
ꙗви|||ѣві||5500019|| |10|1|1|MATT 1.20|1|1|20|1
сⱑ|||сⱑ||5500019|| |10|1|1|MATT 1.20|1|1|20|1
е҅мѹ|||емоу||5500019|| |10|1|1|MATT 1.20|1|1|20|1
г҃лⱑ|||глⱑ||5500019|| · |10|1|1|MATT 1.20|1|1|20|1
и҅ѡ҅҅сифе|||іосіфе||5500019|| |10|1|1|MATT 1.20|1|1|20|1
с҃нѹ|||сноу||5500019|| |10|1|1|MATT 1.20|1|1|20|1
д҃въ|||двъ||5500019|| · |10|1|1|MATT 1.20|1|1|20|1
не|||не||5500019|| |10|1|1|MATT 1.20|1|1|20|1
ѹбоі|||оубоі||5500019|| |10|1|1|MATT 1.20|1|1|20|1
сⱑ|||сⱑ||5500019|| |10|1|1|MATT 1.20|1|1|20|1
приѧ҅ти|||пріѧті||5500019|| |10|1|1|MATT 1.20|1|1|20|1
женъі|||женъі||5500019|| |10|1|1|MATT 1.20|1|1|20|1
свое҅ѧ|||своеѧ||5500019||҅ |10|1|1|MATT 1.20|1|1|20|1
мариѧ|||маріѧ||5500019||҅ · |10|1|1|MATT 1.20|1|1|20|1
рождьшее|||рождьшее||5500019||҅ |10|1|1|MATT 1.20|1|1|20|1
бо|||бо||5500019|| |10|1|1|MATT 1.20|1|1|20|1
сⱑ|||сⱑ||5500019|| |10|1|1|MATT 1.20|1|1|20|1
вь|||вь||5500019|| |10|1|1|MATT 1.20|1|1|20|1
неі|||неі||5500019|| · |10|1|1|MATT 1.20|1|1|20|1
о҅тъ|||отъ||5500019|| |10|1|1|MATT 1.20|1|1|20|1
д҃ха|||дха||5500019|| |10|1|1|MATT 1.20|1|1|20|1
е҅стъ|||естъ||5500019|| |10|1|1|MATT 1.20|1|1|20|1
с҃та|||ста||5500019|| ·|10|1|1|MATT 1.20|1|1|20|1
родитъ|||родітъ||5500020| | |10|1|1|MATT 1.21|1|1|21|1
же|||же||5500020|| |10|1|1|MATT 1.21|1|1|21|1
с҃нъ|||снъ||5500020|| · |10|1|1|MATT 1.21|1|1|21|1
и|||і||5500020||҅ |10|1|1|MATT 1.21|1|1|21|1
наречеши|||наречеші||5500020|| |10|1|1|MATT 1.21|1|1|21|1
и҅мⱑ|||імⱑ||5500020|| |10|1|1|MATT 1.21|1|1|21|1
е҅мѹ|||емоу||5500020|| |10|1|1|MATT 1.21|1|1|21|1
і҃с|||іс||5500020|| · |10|1|1|MATT 1.21|1|1|21|1
тъ|||тъ||5500020|| |10|1|1|MATT 1.21|1|1|21|1
бо|||бо||5500020|| |10|1|1|MATT 1.21|1|1|21|1
с҃петъ|||спетъ||5500020|| |10|1|1|MATT 1.21|1|1|21|1
люди|||люді||5500020|| |10|1|1|MATT 1.21|1|1|21|1
своѧ|||своѧ||5500020||҅ |10|1|1|MATT 1.21|1|1|21|1
о҅тъ|||отъ||5500020|| |10|1|1|MATT 1.21|1|1|21|1
грѣхъ|||грѣхъ||5500020|| |10|1|1|MATT 1.21|1|1|21|1
и҅хъ|||іхъ||5500020|| ·|10|1|1|MATT 1.21|1|1|21|1
се|||се||5500021| | |10|1|1|MATT 1.22|1|1|22|1
же|||же||5500021|| |10|1|1|MATT 1.22|1|1|22|1
все|||все||5500021|| |10|1|1|MATT 1.22|1|1|22|1
бъістъ|||бъістъ||5500021|| · |10|1|1|MATT 1.22|1|1|22|1
да|||да||5500021|| |10|1|1|MATT 1.22|1|1|22|1
събѫдетъ|||събѫдетъ||5500021|| |10|1|1|MATT 1.22|1|1|22|1
сⱑ|||сⱑ||5500021|| |10|1|1|MATT 1.22|1|1|22|1
реченое|||реченое||5500021||҅ |10|1|1|MATT 1.22|1|1|22|1
отъ|||отъ||5500021|| |10|1|1|MATT 1.22|1|1|22|1
г҃и|||гі||5500021|| · |10|1|1|MATT 1.22|1|1|22|1
пркомъ|||пркомъ||5500021|| |10|1|1|MATT 1.22|1|1|22|1
г҃лѫщьмъ|||глѫштьмъ||5500021|| ·|10|1|1|MATT 1.22|1|1|22|1
се|||се||5500022| | |10|1|1|MATT 1.23|1|1|23|1
дѣва|||дѣва||5500022|| |10|1|1|MATT 1.23|1|1|23|1
прииметъ|||прііметъ||5500022|| |10|1|1|MATT 1.23|1|1|23|1
вь|||вь||5500022|| |10|1|1|MATT 1.23|1|1|23|1
чрѣвѣ|||чрѣвѣ||5500022|| · |10|1|1|MATT 1.23|1|1|23|1
и|||і||5500022|| |10|1|1|MATT 1.23|1|1|23|1
родитъ|||родітъ||5500022|| |10|1|1|MATT 1.23|1|1|23|1
с҃нъ|||снъ||5500022|| · |10|1|1|MATT 1.23|1|1|23|1
наречетъ|||наречетъ||5500022|| |10|1|1|MATT 1.23|1|1|23|1
и҅мⱑ|||імⱑ||5500022|| |10|1|1|MATT 1.23|1|1|23|1
е҅мѹ|||емоу||5500022|| |10|1|1|MATT 1.23|1|1|23|1
е҅манꙋи҅лъ|||еманоуілъ||5500022|| · |10|1|1|MATT 1.23|1|1|23|1
е҅же|||еже||5500022|| |10|1|1|MATT 1.23|1|1|23|1
е҅стъ|||естъ||5500022|| |10|1|1|MATT 1.23|1|1|23|1
съказае҅мо|||съказаемо||5500022|| |10|1|1|MATT 1.23|1|1|23|1
съ|||съ||5500022|| |10|1|1|MATT 1.23|1|1|23|1
нами|||намі||5500022|| |10|1|1|MATT 1.23|1|1|23|1
б҃ъ|||бъ||5500022|| ·|10|1|1|MATT 1.23|1|1|23|1
въставъ|||въставъ||5500023| | |10|1|1|MATT 1.24|1|1|24|1
же|||же||5500023|| |10|1|1|MATT 1.24|1|1|24|1
и҅ѡ҅҅сифь|||іосіфь||5500023|| |10|1|1|MATT 1.24|1|1|24|1
о҅тъ|||отъ||5500023|| |10|1|1|MATT 1.24|1|1|24|1
съна|||съна||5500023|| · |10|1|1|MATT 1.24|1|1|24|1
створи|||створі||5500023|| |10|1|1|MATT 1.24|1|1|24|1
ꙗкоже|||ѣкоже||5500023|| |10|1|1|MATT 1.24|1|1|24|1
повелѣ|||повелѣ||5500023|| |10|1|1|MATT 1.24|1|1|24|1
е҅мѹ|||емоу||5500023|| |10|1|1|MATT 1.24|1|1|24|1
а҃гглъ|||агглъ||5500023|| |10|1|1|MATT 1.24|1|1|24|1
г҃нь|||гнь||5500023|| · |10|1|1|MATT 1.24|1|1|24|1
приѧ҅тъ|||пріѧтъ||5500023|| |10|1|1|MATT 1.24|1|1|24|1
женѫ|||женѫ||5500023|| |10|1|1|MATT 1.24|1|1|24|1
своѭ|||своѭ||5500023|| ·|10|1|1|MATT 1.24|1|1|24|1
и|||і||5500024| |҅ |10|1|1|MATT 1.25|1|1|25|1
не|||не||5500024|| |10|1|1|MATT 1.25|1|1|25|1
знаꙗше|||знаѣше||5500024|| |10|1|1|MATT 1.25|1|1|25|1
е҅ѧ|||еѧ||5500024||҅ · |10|1|1|MATT 1.25|1|1|25|1
доньдеже|||доньдеже||5500024|| |10|1|1|MATT 1.25|1|1|25|1
роди|||роді||5500024|| |10|1|1|MATT 1.25|1|1|25|1
