torot_word|pos|morph_tag|deep_cleaned|lemma|sentence_no|pres_before|pres_after|text_id|subtitle_id|autotagged|subtitle_short|book_no|chapter|verse|variant_no
по|||по||5000088|| |10|4|1|MATT 4.19|1|4|19|1
мьнѣ|||мьнѣ||5000088|| · |10|4|1|MATT 4.19|1|4|19|1
Ӣ|||і||5000088|| |10|4|1|MATT 4.19|1|4|19|1
сътворѭ|||сътворѭ||5000088|| |10|4|1|MATT 4.19|1|4|19|1
въі|||въі||5000088|| |10|4|1|MATT 4.19|1|4|19|1
ловца|||ловца||5000088|| |10|4|1|MATT 4.19|1|4|19|1
ч҃комъ|||чкомъ||5000088|| · |10|4|1|MATT 4.19|1|4|19|1
О̄на|||она||5000088|| |10|4|1|MATT 4.19|1|4|19|1
же|||же||5000088|| |10|4|1|MATT 4.19|1|4|19|1
абие̄|||абіе||5000088|| |10|4|1|MATT 4.19|1|4|19|1
о̄ставлъша|||оставлъша||5000088|| |10|4|1|MATT 4.19|1|4|19|1
мрѣжѧ|||мрѣжѧ||5000088|| |10|4|1|MATT 4.19|1|4|19|1
по|||по||5000088|| |10|4|1|MATT 4.19|1|4|19|1
немъ|||немъ||5000088|| |10|4|1|MATT 4.19|1|4|19|1
ӣдете|||ідете||5000088|| ·|10|4|1|MATT 4.19|1|4|19|1
ӣ|||і||5000089| | |10|4|1|MATT 4.21|1|4|21|1
прѣшедъ|||прѣшедъ||5000089|| |10|4|1|MATT 4.21|1|4|21|1
о̄тъ|||отъ||5000089|| |10|4|1|MATT 4.21|1|4|21|1
тѫдѣ|||тѫдѣ||5000089|| · |10|4|1|MATT 4.21|1|4|21|1
ѹ̄зьрѣ|||оузьрѣ||5000089|| |10|4|1|MATT 4.21|1|4|21|1
ӣна|||іна||5000089|| |10|4|1|MATT 4.21|1|4|21|1
дъва|||дъва||5000089|| |10|4|1|MATT 4.21|1|4|21|1
братр̄а|||братра||5000089|| · |10|4|1|MATT 4.21|1|4|21|1
ӣа̄кова|||іакова||5000089|| |10|4|1|MATT 4.21|1|4|21|1
с҃на|||сна||5000089|| |10|4|1|MATT 4.21|1|4|21|1
зеведео̄ва|||зеведеова||5000089|| |10|4|1|MATT 4.21|1|4|21|1
ӣ|||і||5000089|| |10|4|1|MATT 4.21|1|4|21|1
ӣо̄а̄на|||іоана||5000089|| |10|4|1|MATT 4.21|1|4|21|1
бра(та)|||брата||5000089|| |10|4|1|MATT 4.21|1|4|21|1
его|||его||5000089|| · |10|4|1|MATT 4.21|1|4|21|1
въ|||въ||5000089|| |10|4|1|MATT 4.21|1|4|21|1
кораби|||корабі||5000089|| · |10|4|1|MATT 4.21|1|4|21|1
съ|||съ||5000089|| |10|4|1|MATT 4.21|1|4|21|1
зеведео̄мъ|||зеведеомъ||5000089|| |10|4|1|MATT 4.21|1|4|21|1
о҃цмъ|||оцмъ||5000089|| |10|4|1|MATT 4.21|1|4|21|1
е̄ю̄|||ею||5000089|| |10|4|1|MATT 4.21|1|4|21|1
завѧзаѭ̄ща|||завѧзаѭшта||5000089|| |10|4|1|MATT 4.21|1|4|21|1
мрѣжѧ|||мрѣжѧ||5000089|| |10|4|1|MATT 4.21|1|4|21|1
своѩ|||своѧ||5000089||҅ · |10|4|1|MATT 4.21|1|4|21|1
ӣ|||і||5000089|| |10|4|1|MATT 4.21|1|4|21|1
възьва|||възьва||5000089|| |10|4|1|MATT 4.21|1|4|21|1
ѣ̄|||ѣ||5000089|| ·|10|4|1|MATT 4.21|1|4|21|1
о̄на|||она||5000090| | |10|4|1|MATT 4.22|1|4|22|1
а̄біе̄|||абіе||5000090|| |10|4|1|MATT 4.22|1|4|22|1
о̄ставлъша|||оставлъша||5000090|| |10|4|1|MATT 4.22|1|4|22|1
корабь|||корабь||5000090|| |10|4|1|MATT 4.22|1|4|22|1
ӣ|||і||5000090|| |10|4|1|MATT 4.22|1|4|22|1
о҃̄ца|||оца||5000090|| |10|4|1|MATT 4.22|1|4|22|1
свое̄го|||своего||5000090|| · |10|4|1|MATT 4.22|1|4|22|1
по|||по||5000090|| |10|4|1|MATT 4.22|1|4|22|1
немь|||немь||5000090|| |10|4|1|MATT 4.22|1|4|22|1
и҅дете|||ідете||5000090|| ·|10|4|1|MATT 4.22|1|4|22|1
и|||і||5000091| |҅ |10|4|1|MATT 4.23|1|4|23|1
прохождаа̄ше|||прохождааше||5000091|| |10|4|1|MATT 4.23|1|4|23|1
въсѭ|||въсѭ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
галілеѭ̄|||галілеѭ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
и҃̄съ|||ісъ||5000091|| · |10|4|1|MATT 4.23|1|4|23|1
ѹ̄чѧ|||оучѧ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
на|||на||5000091|| |10|4|1|MATT 4.23|1|4|23|1
сьнъмишиӣх|||сьнъмішііх||5000091|| · |10|4|1|MATT 4.23|1|4|23|1
ӣ|||і||5000091|| |10|4|1|MATT 4.23|1|4|23|1
проповѣдаѩ̄|||проповѣдаѧ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
е҃̄вꙉлие̄|||евгліе||5000091|| |10|4|1|MATT 4.23|1|4|23|1
ц҃рствию̄|||црствію||5000091|| · |10|4|1|MATT 4.23|1|4|23|1
ӣ|||і||5000091|| |10|4|1|MATT 4.23|1|4|23|1
ӣцѣлѣѩ|||іцѣлѣѧ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
въсѣкъ|||въсѣкъ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
недѫгь|||недѫгь||5000091|| · |10|4|1|MATT 4.23|1|4|23|1
ӣ|||і||5000091|| |10|4|1|MATT 4.23|1|4|23|1
вс̄ѣкѫ|||всѣкѫ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
ѩ̄ѕѫ|||ѧзѫ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
въ|||въ||5000091|| |10|4|1|MATT 4.23|1|4|23|1
людехъ|||людехъ||5000091|| ⁛ ·· —|10|4|1|MATT 4.23|1|4|23|1
въ|||въ||5000092| | |10|4|1|MATT 4.25|1|4|25|1
слѣдъ|||слѣдъ||5000092|| |10|4|1|MATT 4.25|1|4|25|1
и҃̄са|||іса||5000092|| |10|4|1|MATT 4.25|1|4|25|1
ӣдѫ|||ідѫ||5000092|| |10|4|1|MATT 4.25|1|4|25|1
народі|||народі||5000092|| |10|4|1|MATT 4.25|1|4|25|1
мно̄ѕи|||мнозі||5000092|| · |10|4|1|MATT 4.25|1|4|25|1
ѡ҅̄т|||от||5000092|| |10|4|1|MATT 4.25|1|4|25|1
галілеѩ̄|||галілеѧ||5000092|| |10|4|1|MATT 4.25|1|4|25|1
ӣ|||і||5000092|| |10|4|1|MATT 4.25|1|4|25|1
декаполѣ|||декаполѣ||5000092|| |10|4|1|MATT 4.25|1|4|25|1
и|||і||5000092||҅ |10|4|1|MATT 4.25|1|4|25|1
от|||от||5000092|| |10|4|1|MATT 4.25|1|4|25|1
и҃̄е̄рлма|||іерлма||5000092|| · |10|4|1|MATT 4.25|1|4|25|1
ӣ|||і||5000092|| |10|4|1|MATT 4.25|1|4|25|1
ӣю̄деѩ̄|||іюдеѧ||5000092|| · |10|4|1|MATT 4.25|1|4|25|1
съ|||съ||5000092|| |10|4|1|MATT 4.25|1|4|25|1
о̄ного|||оного||5000092|| |10|4|1|MATT 4.25|1|4|25|1
полѹ|||полоу||5000092|| |10|4|1|MATT 4.25|1|4|25|1
ӣе̄рда̄на|||іердана||5000092|| ·|10|4|1|MATT 4.25|1|4|25|1
в̄|||в||5000093| | |10|4|1|MATT 4.25|1|4|25|2
слѣд|||слѣд||5000093|| |10|4|1|MATT 4.25|1|4|25|2
и҃̄са|||іса||5000093|| |10|4|1|MATT 4.25|1|4|25|2
ӣдѫ|||ідѫ||5000093|| ⁛ —|10|4|1|MATT 4.25|1|4|25|2
в҃|||в||5000094| | |10|4|1|MATT 4.25|1|4|25|3
слѣд|||слѣд||5000094|| |10|4|1|MATT 4.25|1|4|25|3
и҃̄са|||іса||5000094|| |10|4|1|MATT 4.25|1|4|25|3
ӣдѫ|||ідѫ||5000094|| ⁛|10|4|1|MATT 4.25|1|4|25|3
в|||в||5000095| | |10|4|1|MATT 4.25|1|4|25|4
слѣдъ|||слѣдъ||5000095|| |10|4|1|MATT 4.25|1|4|25|4
и҃̄са|||іса||5000095|| |10|4|1|MATT 4.25|1|4|25|4
ӣдѫ|||ідѫ||5000095|| |10|4|1|MATT 4.25|1|4|25|4
народ|||народ||5000095|| ⁛|10|4|1|MATT 4.25|1|4|25|4
ӣ|||і||5000096| | |10|5|1|MATT 5.1|1|5|1|1
ѹ̄зьрѣвъ|||оузьрѣвъ||5000096|| |10|5|1|MATT 5.1|1|5|1|1
же|||же||5000096|| |10|5|1|MATT 5.1|1|5|1|1
народъи|||народъі||5000096|| · |10|5|1|MATT 5.1|1|5|1|1
възиде|||възіде||5000096|| |10|5|1|MATT 5.1|1|5|1|1
на|||на||5000096|| |10|5|1|MATT 5.1|1|5|1|1
горѫ|||горѫ||5000096|| · |10|5|1|MATT 5.1|1|5|1|1
ӣ|||і||5000096|| |10|5|1|MATT 5.1|1|5|1|1
ѣ̄ко|||ѣко||5000096|| |10|5|1|MATT 5.1|1|5|1|1
сѣде|||сѣде||5000096|| · |10|5|1|MATT 5.1|1|5|1|1
прістѫпішѧ|||прістѫпішѧ||5000096|| |10|5|1|MATT 5.1|1|5|1|1
кь|||кь||5000096|| |10|5|1|MATT 5.1|1|5|1|1
немѹ|||немоу||5000096|| |10|5|1|MATT 5.1|1|5|1|1
ѹ҅ченици|||оученіці||5000096|| |10|5|1|MATT 5.1|1|5|1|1
е̄го|||его||5000096|| ·|10|5|1|MATT 5.1|1|5|1|1
И|||і||5000097| |҅ |10|5|1|MATT 5.2|1|5|2|1
о̄твръзь|||отвръзь||5000097|| |10|5|1|MATT 5.2|1|5|2|1
ѹ̄ста|||оуста||5000097|| |10|5|1|MATT 5.2|1|5|2|1
своѣ̄|||своѣ||5000097|| |10|5|1|MATT 5.2|1|5|2|1
ѹ̄чаа̄ше|||оучааше||5000097|| |10|5|1|MATT 5.2|1|5|2|1
ѩ̄|||ѧ||5000097|| |10|5|1|MATT 5.2|1|5|2|1
г҃лѧ|||глѧ||5000097|| ·|10|5|1|MATT 5.2|1|5|2|1
Блажени|||блажені||5000098| | |10|5|1|MATT 5.3|1|5|3|1
нищи|||нішті||5000098|| |10|5|1|MATT 5.3|1|5|3|1
д҃хмъ|||дхмъ||5000098|| |10|5|1|MATT 5.3|1|5|3|1
ѣ̄ко|||ѣко||5000098|| |10|5|1|MATT 5.3|1|5|3|1
тѣх|||тѣх||5000098|| |10|5|1|MATT 5.3|1|5|3|1
е̄стъ|||естъ||5000098|| |10|5|1|MATT 5.3|1|5|3|1
ц҃рство|||црство||5000098|| |10|5|1|MATT 5.3|1|5|3|1
н҃бсъное̄|||нбсъное||5000098|| ·|10|5|1|MATT 5.3|1|5|3|1
Блажени|||блажені||5000099| | |10|5|1|MATT 5.4|1|5|4|1
плачѧштии|||плачѧштіі||5000099||҅ |10|5|1|MATT 5.4|1|5|4|1
сѧ|||сѧ||5000099|| |10|5|1|MATT 5.4|1|5|4|1
ѣ̄ко|||ѣко||5000099|| |10|5|1|MATT 5.4|1|5|4|1
ти|||ті||5000099|| |10|5|1|MATT 5.4|1|5|4|1
ѹ̄тѣшѧтъ|||оутѣшѧтъ||5000099|| |10|5|1|MATT 5.4|1|5|4|1
сѧ|||сѧ||5000099|| ·|10|5|1|MATT 5.4|1|5|4|1
Блажені|||блажені||5000100| | |10|5|1|MATT 5.5|1|5|5|1
кротциӣ|||кротціі||5000100|| |10|5|1|MATT 5.5|1|5|5|1
ѣ̄ко|||ѣко||5000100|| |10|5|1|MATT 5.5|1|5|5|1
ті|||ті||5000100|| |10|5|1|MATT 5.5|1|5|5|1
наслѣдѧт|||наслѣдѧт||5000100|| |10|5|1|MATT 5.5|1|5|5|1
землѭ̄|||землѭ||5000100|| ·|10|5|1|MATT 5.5|1|5|5|1
Блажени|||блажені||5000101| | |10|5|1|MATT 5.6|1|5|6|1
а̄лчѫщіӣ|||алчѫштіі||5000101|| |10|5|1|MATT 5.6|1|5|6|1
ӣ|||і||5000101|| |10|5|1|MATT 5.6|1|5|6|1
жѧждѫщіи|||жѧждѫштіі||5000101|| |10|5|1|MATT 5.6|1|5|6|1
правъдъі|||правъдъі||5000101|| · |10|5|1|MATT 5.6|1|5|6|1
ѣ̄ко|||ѣко||5000101|| |10|5|1|MATT 5.6|1|5|6|1
ти|||ті||5000101|| |10|5|1|MATT 5.6|1|5|6|1
насъітѧтъ|||насъітѧтъ||5000101|| |10|5|1|MATT 5.6|1|5|6|1
сѧ|||сѧ||5000101|| ·|10|5|1|MATT 5.6|1|5|6|1
Блажени|||блажені||5000102| | |10|5|1|MATT 5.7|1|5|7|1
милостівіӣ|||мілостівіі||5000102|| |10|5|1|MATT 5.7|1|5|7|1
ѣ̄ко|||ѣко||5000102|| |10|5|1|MATT 5.7|1|5|7|1
ті|||ті||5000102|| |10|5|1|MATT 5.7|1|5|7|1
поміловани|||поміловані||5000102|| |10|5|1|MATT 5.7|1|5|7|1
бѫдѫтъ|||бѫдѫтъ||5000102|| ·|10|5|1|MATT 5.7|1|5|7|1
Блажені|||блажені||5000103| | |10|5|1|MATT 5.8|1|5|8|1
чісти|||чісті||5000103|| |10|5|1|MATT 5.8|1|5|8|1
с҃рдцмъ|||срдцмъ||5000103|| |10|5|1|MATT 5.8|1|5|8|1
ѣ̄ко|||ѣко||5000103|| |10|5|1|MATT 5.8|1|5|8|1
ті|||ті||5000103|| |10|5|1|MATT 5.8|1|5|8|1
б҃а|||ба||5000103|| |10|5|1|MATT 5.8|1|5|8|1
ѹ̄зьрѧтъ|||оузьрѧтъ||5000103|| ·|10|5|1|MATT 5.8|1|5|8|1
Блажени|||блажені||5000104| | |10|5|1|MATT 5.9|1|5|9|1
сьмирѣѭ̄щеӣ|||сьмірѣѭштеі||5000104|| |10|5|1|MATT 5.9|1|5|9|1
ѣ̄ко|||ѣко||5000104|| |10|5|1|MATT 5.9|1|5|9|1
ти|||ті||5000104|| |10|5|1|MATT 5.9|1|5|9|1
с҃нве|||снве||5000104|| |10|5|1|MATT 5.9|1|5|9|1
б҃жіи|||бжіі||5000104|| |10|5|1|MATT 5.9|1|5|9|1
нарекѫт|||нарекѫт||5000104|| |10|5|1|MATT 5.9|1|5|9|1
с̄ѧ|||сѧ||5000104|| ·|10|5|1|MATT 5.9|1|5|9|1
Блажени|||блажені||5000105| | |10|5|1|MATT 5.10|1|5|10|1
ӣзгь̄наніӣ|||ізгьнаніі||5000105|| |10|5|1|MATT 5.10|1|5|10|1
правд̄ъи|||правдъі||5000105|| |10|5|1|MATT 5.10|1|5|10|1
раді|||раді||5000105|| · |10|5|1|MATT 5.10|1|5|10|1
ѣ̄ко|||ѣко||5000105|| |10|5|1|MATT 5.10|1|5|10|1
тѣ(хъ)|||тѣхъ||5000105|| |10|5|1|MATT 5.10|1|5|10|1
ест|||ест||5000105|| |10|5|1|MATT 5.10|1|5|10|1
ц҃рство|||црство||5000105|| |10|5|1|MATT 5.10|1|5|10|1
н҃бсное̄|||нбсное||5000105|| ·|10|5|1|MATT 5.10|1|5|10|1
Блажені|||блажені||5000106| | |10|5|1|MATT 5.11|1|5|11|1
е̄сте|||есте||5000106|| |10|5|1|MATT 5.11|1|5|11|1
е̄гда|||егда||5000106|| |10|5|1|MATT 5.11|1|5|11|1
поносѧтъ|||поносѧтъ||5000106|| |10|5|1|MATT 5.11|1|5|11|1
вамъ|||вамъ||5000106|| · ⁛ |10|5|1|MATT 5.11|1|5|11|1
ч҃лці|||члці||5000106|| |10|5|1|MATT 5.11|1|5|11|1
ӣ|||і||5000106|| ⁛ |10|5|1|MATT 5.11|1|5|11|1
ӣжденѫтъ|||іжденѫтъ||5000106|| |10|5|1|MATT 5.11|1|5|11|1
въі|||въі||5000106|| · |10|5|1|MATT 5.11|1|5|11|1
ӣ|||і||5000106|| |10|5|1|MATT 5.11|1|5|11|1
рекѫтъ|||рекѫтъ||5000106|| |10|5|1|MATT 5.11|1|5|11|1
въсь|||въсь||5000106|| |10|5|1|MATT 5.11|1|5|11|1
зьль|||зьль||5000106|| |10|5|1|MATT 5.11|1|5|11|1
г҃лъ|||глъ||5000106|| |10|5|1|MATT 5.11|1|5|11|1
на|||на||5000106|| |10|5|1|MATT 5.11|1|5|11|1
въі|||въі||5000106|| |10|5|1|MATT 5.11|1|5|11|1
лъжѧште|||лъжѧште||5000106|| |10|5|1|MATT 5.11|1|5|11|1
мене|||мене||5000106|| |10|5|1|MATT 5.11|1|5|11|1
раді|||раді||5000106|| ·|10|5|1|MATT 5.11|1|5|11|1
Радѹӣте|||радоуіте||5000107| | |10|5|1|MATT 5.12|1|5|12|1
сѧ|||сѧ||5000107|| |10|5|1|MATT 5.12|1|5|12|1
ӣ|||і||5000107|| |10|5|1|MATT 5.12|1|5|12|1
веселите|||веселіте||5000107|| · |10|5|1|MATT 5.12|1|5|12|1
ѣ̄ко|||ѣко||5000107|| |10|5|1|MATT 5.12|1|5|12|1
мьзда|||мьзда||5000107|| |10|5|1|MATT 5.12|1|5|12|1
ваша|||ваша||5000107|| |10|5|1|MATT 5.12|1|5|12|1
мно̄га|||многа||5000107|| |10|5|1|MATT 5.12|1|5|12|1
е̄стъ|||естъ||5000107|| |10|5|1|MATT 5.12|1|5|12|1
на|||на||5000107|| |10|5|1|MATT 5.12|1|5|12|1
н҃бсехъ|||нбсехъ||5000107|| ⁛ · —|10|5|1|MATT 5.12|1|5|12|1
въи|||въі||5000108| | |10|5|1|MATT 5.14|1|5|14|1
е̄сте|||есте||5000108|| |10|5|1|MATT 5.14|1|5|14|1
свѣтъ|||свѣтъ||5000108|| |10|5|1|MATT 5.14|1|5|14|1
въсемѹ|||въсемоу||5000108|| |10|5|1|MATT 5.14|1|5|14|1
мірѹ|||міроу||5000108|| · |10|5|1|MATT 5.14|1|5|14|1
Не|||не||5000108|| |10|5|1|MATT 5.14|1|5|14|1
можетъ|||можетъ||5000108|| |10|5|1|MATT 5.14|1|5|14|1
градъ|||градъ||5000108|| |10|5|1|MATT 5.14|1|5|14|1
ѹ̄кръіті|||оукръіті||5000108|| |10|5|1|MATT 5.14|1|5|14|1
сѧ|||сѧ||5000108|| |10|5|1|MATT 5.14|1|5|14|1
връхѹ|||връхоу||5000108|| |10|5|1|MATT 5.14|1|5|14|1
горъі|||горъі||5000108|| |10|5|1|MATT 5.14|1|5|14|1
стоѩ̄|||стоѧ||5000108|| ·|10|5|1|MATT 5.14|1|5|14|1
въи|||въі||5000109| | |10|5|1|MATT 5.14|1|5|14|2
е̄сте|||есте||5000109|| |10|5|1|MATT 5.14|1|5|14|2
свѣт|||свѣт||5000109|| ⁛ коц ·|10|5|1|MATT 5.14|1|5|14|2
въі|||въі||5000110| | |10|5|1|MATT 5.14|1|5|14|3
е̄сте|||есте||5000110|| |10|5|1|MATT 5.14|1|5|14|3
свѣт|||свѣт||5000110|| ·: коц|10|5|1|MATT 5.14|1|5|14|3
въи|||въі||5000111| | |10|5|1|MATT 5.14|1|5|14|4
е̄сте|||есте||5000111|| |10|5|1|MATT 5.14|1|5|14|4
свѣт|||свѣт||5000111|| ⁛|10|5|1|MATT 5.14|1|5|14|4
въи|||въі||5000112| | |10|5|1|MATT 5.14|1|5|14|5
е̄свѣт|||есвѣт||5000112|| ·|10|5|1|MATT 5.14|1|5|14|5
Ни|||ні||5000113| | |10|5|1|MATT 5.15|1|5|15|1
въжагаѭ̄тъ|||въжагаѭтъ||5000113|| |10|5|1|MATT 5.15|1|5|15|1
свѣтільніка|||свѣтільніка||5000113|| · |10|5|1|MATT 5.15|1|5|15|1
ӣ|||і||5000113|| |10|5|1|MATT 5.15|1|5|15|1
поставлѣѭ̄тъ|||поставлѣѭтъ||5000113|| |10|5|1|MATT 5.15|1|5|15|1
подъ|||подъ||5000113|| |10|5|1|MATT 5.15|1|5|15|1
спѫдомъ|||спѫдомъ||5000113|| · |10|5|1|MATT 5.15|1|5|15|1
нъ|||нъ||5000113|| |10|5|1|MATT 5.15|1|5|15|1
на|||на||5000113|| |10|5|1|MATT 5.15|1|5|15|1
свѣщьніцѣ|||свѣштьніцѣ||5000113|| · |10|5|1|MATT 5.15|1|5|15|1
ӣ|||і||5000113|| |10|5|1|MATT 5.15|1|5|15|1
свѣтітъ|||свѣтітъ||5000113|| |10|5|1|MATT 5.15|1|5|15|1
вьсѣмъ|||вьсѣмъ||5000113|| |10|5|1|MATT 5.15|1|5|15|1
ꙇ̄же|||іже||5000113|| |10|5|1|MATT 5.15|1|5|15|1
въ|||въ||5000113|| |10|5|1|MATT 5.15|1|5|15|1
храминѣ|||храмінѣ||5000113|| |10|5|1|MATT 5.15|1|5|15|1
сѫтъ|||сѫтъ||5000113|| ·|10|5|1|MATT 5.15|1|5|15|1
Тако|||тако||5000114| | |10|5|1|MATT 5.16|1|5|16|1
да|||да||5000114|| |10|5|1|MATT 5.16|1|5|16|1
просвѣтітъ|||просвѣтітъ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
сѧ|||сѧ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
свѣтъ|||свѣтъ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
вашъ|||вашъ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
прѣдъ|||прѣдъ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
ч҃лкъі|||члкъі||5000114|| · |10|5|1|MATT 5.16|1|5|16|1
да|||да||5000114|| |10|5|1|MATT 5.16|1|5|16|1
ѹ̄зьрѧтъ|||оузьрѧтъ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
ваша|||ваша||5000114|| |10|5|1|MATT 5.16|1|5|16|1
добраѣ|||добраѣ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
дѣла|||дѣла||5000114|| · |10|5|1|MATT 5.16|1|5|16|1
ӣ|||і||5000114|| |10|5|1|MATT 5.16|1|5|16|1
прославѧтъ|||прославѧтъ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
о҃̄ца|||оца||5000114|| |10|5|1|MATT 5.16|1|5|16|1
вашего|||вашего||5000114|| |10|5|1|MATT 5.16|1|5|16|1
ꙇже|||іже||5000114|| |10|5|1|MATT 5.16|1|5|16|1
е̄стъ|||естъ||5000114|| |10|5|1|MATT 5.16|1|5|16|1
на|||на||5000114|| |10|5|1|MATT 5.16|1|5|16|1
н҃бсехъ|||нбсехъ||5000114|| ·|10|5|1|MATT 5.16|1|5|16|1
Не̄|||не||5000115| | |10|5|1|MATT 5.17|1|5|17|1
мьните|||мьніте||5000115|| |10|5|1|MATT 5.17|1|5|17|1
ѣ̄ко|||ѣко||5000115|| |10|5|1|MATT 5.17|1|5|17|1
придъ|||прідъ||5000115|| |10|5|1|MATT 5.17|1|5|17|1
разоритъ|||разорітъ||5000115|| |10|5|1|MATT 5.17|1|5|17|1
закона|||закона||5000115|| |10|5|1|MATT 5.17|1|5|17|1
ли|||лі||5000115|| |10|5|1|MATT 5.17|1|5|17|1
п҃рркъ|||прркъ||5000115|| · |10|5|1|MATT 5.17|1|5|17|1
Не|||не||5000115|| |10|5|1|MATT 5.17|1|5|17|1
придъ|||прідъ||5000115|| |10|5|1|MATT 5.17|1|5|17|1
разорітъ|||разорітъ||5000115|| |10|5|1|MATT 5.17|1|5|17|1
нъ|||нъ||5000115|| |10|5|1|MATT 5.17|1|5|17|1
ӣсплънитъ|||ісплънітъ||5000115|| ·|10|5|1|MATT 5.17|1|5|17|1
А̄м̄інъ|||амінъ||5000116| | |10|5|1|MATT 5.18|1|5|18|1
г҃лѭ|||глѭ||5000116|| |10|5|1|MATT 5.18|1|5|18|1
вамъ|||вамъ||5000116|| · |10|5|1|MATT 5.18|1|5|18|1
доӣдеже|||доідеже||5000116|| |10|5|1|MATT 5.18|1|5|18|1
прѣидетъ|||прѣідетъ||5000116|| |10|5|1|MATT 5.18|1|5|18|1
н҃бо|||нбо||5000116|| |10|5|1|MATT 5.18|1|5|18|1
ӣ|||і||5000116|| |10|5|1|MATT 5.18|1|5|18|1
землѣ|||землѣ||5000116|| · |10|5|1|MATT 5.18|1|5|18|1
Пісм̄ѧ|||пісмѧ||5000116|| |10|5|1|MATT 5.18|1|5|18|1
е̄діно|||едіно||5000116|| · |10|5|1|MATT 5.18|1|5|18|1
лі|||лі||5000116|| |10|5|1|MATT 5.18|1|5|18|1
едіна|||едіна||5000116|| |10|5|1|MATT 5.18|1|5|18|1
чръта|||чръта||5000116|| · |10|5|1|MATT 5.18|1|5|18|1
не|||не||5000116|| |10|5|1|MATT 5.18|1|5|18|1
прѣӣдетъ|||прѣідетъ||5000116|| · |10|5|1|MATT 5.18|1|5|18|1
ѡ̈тъ|||отъ||5000116|| |10|5|1|MATT 5.18|1|5|18|1
закона|||закона||5000116|| · |10|5|1|MATT 5.18|1|5|18|1
доӣдеже|||доідеже||5000116|| |10|5|1|MATT 5.18|1|5|18|1
вьсѣ|||вьсѣ||5000116|| |10|5|1|MATT 5.18|1|5|18|1
бѫдѫтъ|||бѫдѫтъ||5000116|| ·|10|5|1|MATT 5.18|1|5|18|1
Ꙇ̄же|||іже||5000117| | |10|5|1|MATT 5.19|1|5|19|1
бо|||бо||5000117|| |10|5|1|MATT 5.19|1|5|19|1
разоритъ|||разорітъ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
е̄динѫ|||едінѫ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
заповѣдіӣ|||заповѣдіі||5000117|| |10|5|1|MATT 5.19|1|5|19|1
сихъ|||сіхъ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
малъіӣхъ|||малъііхъ||5000117|| · |10|5|1|MATT 5.19|1|5|19|1
ӣ|||і||5000117|| |10|5|1|MATT 5.19|1|5|19|1
наѹ̄читъ|||наоучітъ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
тако|||тако||5000117|| |10|5|1|MATT 5.19|1|5|19|1
ч҃лкъі|||члкъі||5000117|| · |10|5|1|MATT 5.19|1|5|19|1
мьнеӣ|||мьнеі||5000117|| |10|5|1|MATT 5.19|1|5|19|1
наречетъ|||наречетъ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
сѧ|||сѧ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
въ|||въ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
ц҃рствѣ|||црствѣ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
н҃бсьнѣмъ|||нбсьнѣмъ||5000117|| · ·: |10|5|1|MATT 5.19|1|5|19|1
А|||а||5000117|| |10|5|1|MATT 5.19|1|5|19|1
ꙇ̄же|||іже||5000117|| |10|5|1|MATT 5.19|1|5|19|1
ӣсплънітъ|||ісплънітъ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
ӣ|||і||5000117|| |10|5|1|MATT 5.19|1|5|19|1
наѹчитъ|||наоучітъ||5000117|| · |10|5|1|MATT 5.19|1|5|19|1
сь|||сь||5000117|| |10|5|1|MATT 5.19|1|5|19|1
велеӣ|||велеі||5000117|| |10|5|1|MATT 5.19|1|5|19|1
наречетъ|||наречетъ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
сѧ|||сѧ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
въ|||въ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
ц҃рствѣ|||црствѣ||5000117|| |10|5|1|MATT 5.19|1|5|19|1
н҃бснѣмъ|||нбснѣмъ||5000117|| ⁛ · · —|10|5|1|MATT 5.19|1|5|19|1
