torot_word|pos|morph_tag|deep_cleaned|lemma|sentence_no|pres_before|pres_after|text_id|subtitle_id|autotagged|subtitle_short|book_no|chapter|verse|variant_no
зане|||зане||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
не|||не||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
вѣрова|||вѣрова||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
словесемъ|||словесемъ||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
моӣмъ|||моімъ||5001044|| · |10|41|1|LUKE 1.20|3|1|20|1
ѣ̄же|||ѣже||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
събѫдѫтъ|||събѫдѫтъ||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
сѧ|||сѧ||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
въ|||въ||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
врѣмѧ|||врѣмѧ||5001044|| |10|41|1|LUKE 1.20|3|1|20|1
свое̄|||свое||5001044|| ·|10|41|1|LUKE 1.20|3|1|20|1
И|||і||5001045| |҅ |10|41|1|LUKE 1.21|3|1|21|1
бѣшѧ|||бѣшѧ||5001045|| |10|41|1|LUKE 1.21|3|1|21|1
людие|||людіе||5001045||҅ |10|41|1|LUKE 1.21|3|1|21|1
жідѫще|||жідѫште||5001045|| |10|41|1|LUKE 1.21|3|1|21|1
захариѩ̄|||захаріѧ||5001045|| · |10|41|1|LUKE 1.21|3|1|21|1
Ӣ|||і||5001045|| |10|41|1|LUKE 1.21|3|1|21|1
чюждаа̄хѫ|||чоуждаахѫ||5001045|| |10|41|1|LUKE 1.21|3|1|21|1
сѧ|||сѧ||5001045|| |10|41|1|LUKE 1.21|3|1|21|1
е̄же|||еже||5001045|| |10|41|1|LUKE 1.21|3|1|21|1
мѹждаа̄ше|||моуждааше||5001045|| |10|41|1|LUKE 1.21|3|1|21|1
въ|||въ||5001045|| |10|41|1|LUKE 1.21|3|1|21|1
ц҃ркви|||цркві||5001045|| ·|10|41|1|LUKE 1.21|3|1|21|1
Ӣ|||і||5001046| | |10|41|1|LUKE 1.22|3|1|22|1
ӣшедъ|||ішедъ||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
же|||же||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
не|||не||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
можаа҅ше|||можааше||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
г҃латі|||глаті||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
кь|||кь||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
нимъ|||німъ||5001046|| · |10|41|1|LUKE 1.22|3|1|22|1
И|||і||5001046||҅ |10|41|1|LUKE 1.22|3|1|22|1
разѹмѣшѧ|||разоумѣшѧ||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
ѣ̄ко|||ѣко||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
відѣние̄|||відѣніе||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
відѣ|||відѣ||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
въ|||въ||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
ц҃ркви|||цркві||5001046|| · |10|41|1|LUKE 1.22|3|1|22|1
ӣ|||і||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
тъ|||тъ||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
бѣ|||бѣ||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
помаѩ̄|||помаѧ||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
ӣмъ|||імъ||5001046|| · |10|41|1|LUKE 1.22|3|1|22|1
ӣ|||і||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
прѣбъіваа̄ше|||прѣбъівааше||5001046|| |10|41|1|LUKE 1.22|3|1|22|1
нѣмъ|||нѣмъ||5001046|| ·|10|41|1|LUKE 1.22|3|1|22|1
И|||і||5001047| |҅ |10|41|1|LUKE 1.23|3|1|23|1
бъіс|||бъіс||5001047|| |10|41|1|LUKE 1.23|3|1|23|1
ѣ̄ко|||ѣко||5001047|| |10|41|1|LUKE 1.23|3|1|23|1
ӣсплънишѧ|||ісплънішѧ||5001047|| |10|41|1|LUKE 1.23|3|1|23|1
сѧ|||сѧ||5001047|| · |10|41|1|LUKE 1.23|3|1|23|1
дение̄|||деніе||5001047|| |10|41|1|LUKE 1.23|3|1|23|1
слѹжбъи|||слоужбъі||5001047|| |10|41|1|LUKE 1.23|3|1|23|1
е̄го|||его||5001047|| · |10|41|1|LUKE 1.23|3|1|23|1
ӣде|||іде||5001047|| |10|41|1|LUKE 1.23|3|1|23|1
въ|||въ||5001047|| |10|41|1|LUKE 1.23|3|1|23|1
домъ|||домъ||5001047|| |10|41|1|LUKE 1.23|3|1|23|1
своӣ|||своі||5001047|| ·|10|41|1|LUKE 1.23|3|1|23|1
По|||по||5001048| | |10|41|1|LUKE 1.24|3|1|24|1
сихъ|||сіхъ||5001048|| |10|41|1|LUKE 1.24|3|1|24|1
же|||же||5001048|| |10|41|1|LUKE 1.24|3|1|24|1
дьнех|||дьнех||5001048|| · |10|41|1|LUKE 1.24|3|1|24|1
зачѧтъ|||зачѧтъ||5001048|| |10|41|1|LUKE 1.24|3|1|24|1
е̄лисавеѳь|||елісавеѳь||5001048|| |10|41|1|LUKE 1.24|3|1|24|1
жена|||жена||5001048|| |10|41|1|LUKE 1.24|3|1|24|1
е̄го|||его||5001048|| · |10|41|1|LUKE 1.24|3|1|24|1
и|||і||5001048||҅ |10|41|1|LUKE 1.24|3|1|24|1
таѣ̄а̄ше|||таѣаше||5001048|| |10|41|1|LUKE 1.24|3|1|24|1
сѧ|||сѧ||5001048|| |10|41|1|LUKE 1.24|3|1|24|1
м҃ѣць|||мѣць||5001048|| |10|41|1|LUKE 1.24|3|1|24|1
д҃|||д||5001048|| · |10|41|1|LUKE 1.24|3|1|24|1
г҃лщі|||глшті||5001048|| :|10|41|1|LUKE 1.24|3|1|24|1
зачѧтъ|||зачѧтъ||5001049| | |10|41|1|LUKE 1.24|3|1|24|2
е̄лісавеѳ|||елісавеѳ||5001049|| · |10|41|1|LUKE 1.24|3|1|24|2
жена|||жена||5001049|| |10|41|1|LUKE 1.24|3|1|24|2
захариӣна|||захарііна||5001049|| · |10|41|1|LUKE 1.24|3|1|24|2
ӣ|||і||5001049|| |10|41|1|LUKE 1.24|3|1|24|2
таѣ̄ше|||таѣше||5001049|| |10|41|1|LUKE 1.24|3|1|24|2
сѧ|||сѧ||5001049|| |10|41|1|LUKE 1.24|3|1|24|2
м҃ѣцъ|||мѣцъ||5001049|| |10|41|1|LUKE 1.24|3|1|24|2
д҃|||д||5001049|| |10|41|1|LUKE 1.24|3|1|24|2
г҃лщи|||глшті||5001049|| ·|10|41|1|LUKE 1.24|3|1|24|2
Ѣ̄ко|||ѣко||5001050| | |10|41|1|LUKE 1.25|3|1|25|1
тако|||тако||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
сътвори|||сътворі||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
м҅нѣ̄|||мнѣ||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
г҃ь|||гь||5001050|| · |10|41|1|LUKE 1.25|3|1|25|1
вь|||вь||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
дьні|||дьні||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
въ|||въ||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
нѧже|||нѧже||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
прізьрѣ|||прізьрѣ||5001050|| · |10|41|1|LUKE 1.25|3|1|25|1
Ѡ̄̄т|||от||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
ѩ̄ті|||ѧті||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
поношение̄|||поношеніе||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
мое̄|||мое||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
въ|||въ||5001050|| |10|41|1|LUKE 1.25|3|1|25|1
ч҃лцѣх|||члцѣх||5001050|| ⁛|10|41|1|LUKE 1.25|3|1|25|1
ѣ̄ко|||ѣко||5001051| | |10|41|1|LUKE 1.25|3|1|25|2
тако|||тако||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
сътвори|||сътворі||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
мьнѣ|||мьнѣ||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
г҃ь|||гь||5001051|| · |10|41|1|LUKE 1.25|3|1|25|2
въ|||въ||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
дьни|||дьні||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
въ|||въ||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
нѧже|||нѧже||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
призьрѣ|||прізьрѣ||5001051|| · |10|41|1|LUKE 1.25|3|1|25|2
о̄тъѩ̄ті|||отъѧті||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
поношение̄|||поношеніе||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
мое̄|||мое||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
въ|||въ||5001051|| |10|41|1|LUKE 1.25|3|1|25|2
ч҃лцѣхъ|||члцѣхъ||5001051|| ·|10|41|1|LUKE 1.25|3|1|25|2
Въ|||въ||5001052| | |10|41|1|LUKE 1.26|3|1|26|1
шестъи|||шестъі||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
же|||же||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
м҃ѣць|||мѣць||5001052|| · |10|41|1|LUKE 1.26|3|1|26|1
посъланъ|||посъланъ||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
бъистъ|||бъістъ||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
а҃̄рхнꙉлъ|||архнглъ||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
гавриӣлъ|||гавріілъ||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
от|||от||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
б҃а|||ба||5001052|| · |10|41|1|LUKE 1.26|3|1|26|1
въ|||въ||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
градъ|||градъ||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
галилеӣскъ|||галілеіскъ||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
ӣмѧ|||імѧ||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
е̄мѹ|||емоу||5001052|| |10|41|1|LUKE 1.26|3|1|26|1
назареѳ|||назареѳ||5001052|| ·|10|41|1|LUKE 1.26|3|1|26|1
кь|||кь||5001053| | |10|41|1|LUKE 1.27|3|1|27|1
дѣвѣ|||дѣвѣ||5001053|| |10|41|1|LUKE 1.27|3|1|27|1
о̄брѫченѣ|||обрѫченѣ||5001053|| |10|41|1|LUKE 1.27|3|1|27|1
мѫжю|||мѫжоу||5001053|| · |10|41|1|LUKE 1.27|3|1|27|1
е̄мѹже|||емоуже||5001053|| |10|41|1|LUKE 1.27|3|1|27|1
ӣмѧ|||імѧ||5001053|| |10|41|1|LUKE 1.27|3|1|27|1
ӣо̄сифъ|||іосіфъ||5001053|| · |10|41|1|LUKE 1.27|3|1|27|1
ѡт|||от||5001053|| |10|41|1|LUKE 1.27|3|1|27|1
домѹ|||домоу||5001053|| |10|41|1|LUKE 1.27|3|1|27|1
д҃два|||ддва||5001053|| · |10|41|1|LUKE 1.27|3|1|27|1
Ӣмѧ|||імѧ||5001053|| |10|41|1|LUKE 1.27|3|1|27|1
дѣвѣ|||дѣвѣ||5001053|| |10|41|1|LUKE 1.27|3|1|27|1
мариѣ̄|||маріѣ||5001053|| ·|10|41|1|LUKE 1.27|3|1|27|1
ӣ̄|||і||5001054| | |10|41|1|LUKE 1.28|3|1|28|1
въшедъ|||въшедъ||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
кь|||кь||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
неӣ|||неі||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
а҃̄нꙉлъ|||англъ||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
реч̄|||реч||5001054|| · · |10|41|1|LUKE 1.28|3|1|28|1
Радѹӣ|||радоуі||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
сѧ|||сѧ||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
благодѣтънаѣ̄|||благодѣтънаѣ||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
г҃ь|||гь||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
съ|||съ||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
тобоѭ̆|||тобоѭ||5001054|| · |10|41|1|LUKE 1.28|3|1|28|1
Б҃лна|||блна||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
тъи|||тъі||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
въ|||въ||5001054|| |10|41|1|LUKE 1.28|3|1|28|1
женахъ|||женахъ||5001054|| ·|10|41|1|LUKE 1.28|3|1|28|1
о̄на|||она||5001055| | |10|41|1|LUKE 1.29|3|1|29|1
же|||же||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
видѣвъши|||відѣвъші||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
ӣ|||і||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
съмѧте|||съмѧте||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
сѧ|||сѧ||5001055|| · |10|41|1|LUKE 1.29|3|1|29|1
о̄|||о||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
словеси|||словесі||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
е̄го|||его||5001055|| · |10|41|1|LUKE 1.29|3|1|29|1
ӣ|||і||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
помъішлѣа̄ше|||помъішлѣаше||5001055|| · |10|41|1|LUKE 1.29|3|1|29|1
како|||како||5001055|| .. |10|41|1|LUKE 1.29|3|1|29|1
се|||се||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
бѫдетъ|||бѫдетъ||5001055|| |10|41|1|LUKE 1.29|3|1|29|1
цѣлование̄|||цѣлованіе||5001055|| ·|10|41|1|LUKE 1.29|3|1|29|1
Ӣ|||і||5001056| | |10|41|1|LUKE 1.30|3|1|30|1
рече|||рече||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
а҃̄нꙉлъ|||англъ||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
кь|||кь||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
неӣ|||неі||5001056|| · |10|41|1|LUKE 1.30|3|1|30|1
Не|||не||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
боӣ|||боі||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
сѧ|||сѧ||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
марие̄|||маріе||5001056|| · |10|41|1|LUKE 1.30|3|1|30|1
о̄брѣте|||обрѣте||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
бо|||бо||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
благодѣт|||благодѣт||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
о̄тъ|||отъ||5001056|| |10|41|1|LUKE 1.30|3|1|30|1
б҃а|||ба||5001056|| ·|10|41|1|LUKE 1.30|3|1|30|1
Ӣ|||і||5001057| | |10|41|1|LUKE 1.31|3|1|31|1
се|||се||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
зачьнеши|||зачьнеші||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
въ|||въ||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
чрѣвѣ|||чрѣвѣ||5001057|| · |10|41|1|LUKE 1.31|3|1|31|1
ӣ|||і||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
родиші|||родіші||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
с҃нъ|||снъ||5001057|| · |10|41|1|LUKE 1.31|3|1|31|1
ӣ|||і||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
наречеши|||наречеші||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
ӣмѧ|||імѧ||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
е̄мѹ|||емоу||5001057|| |10|41|1|LUKE 1.31|3|1|31|1
и҃̄съ|||ісъ||5001057|| ·|10|41|1|LUKE 1.31|3|1|31|1
сь|||сь||5001058| | |10|41|1|LUKE 1.32|3|1|32|1
бѫдетъ|||бѫдетъ||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
велиі̄|||веліі||5001058|| · |10|41|1|LUKE 1.32|3|1|32|1
ӣ|||і||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
с҃нъ|||снъ||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
въишьнѣа̄го|||въішьнѣаго||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
наречетъ|||наречетъ||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
сѧ|||сѧ||5001058|| · |10|41|1|LUKE 1.32|3|1|32|1
Ӣ|||і||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
дастъ|||дастъ||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
емѹ|||емоу||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
г҃ь|||гь||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
б҃ъ|||бъ||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
прѣстолъ|||прѣстолъ||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
д҃да|||дда||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
о҃̄ца|||оца||5001058|| |10|41|1|LUKE 1.32|3|1|32|1
е̄го|||его||5001058|| ·|10|41|1|LUKE 1.32|3|1|32|1
ӣ|||і||5001059| | |10|41|1|LUKE 1.33|3|1|33|1
в҃ъцритъ|||въцрітъ||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
сѧ|||сѧ||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
въ|||въ||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
домѹ|||домоу||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
ӣѣ̄ковл̄і|||іѣковлі||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
въ|||въ||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
вѣкъі|||вѣкъі||5001059|| · |10|41|1|LUKE 1.33|3|1|33|1
Ӣ|||і||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
ц҃рствѹ|||црствоу||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
е̄го|||его||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
не|||не||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
бѫдетъ|||бѫдетъ||5001059|| |10|41|1|LUKE 1.33|3|1|33|1
конц̄а|||конца||5001059|| ·|10|41|1|LUKE 1.33|3|1|33|1
Рече|||рече||5001060| | |10|41|1|LUKE 1.34|3|1|34|1
же|||же||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
маріѣ̄|||маріѣ||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
къ|||къ||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
а҃нꙉлѹ|||англоу||5001060|| · |10|41|1|LUKE 1.34|3|1|34|1
Како|||како||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
се|||се||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
бѫдетъ|||бѫдетъ||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
ӣде|||іде||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
мѫжа|||мѫжа||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
не|||не||5001060|| |10|41|1|LUKE 1.34|3|1|34|1
знаѭ̄|||знаѭ||5001060|| ·|10|41|1|LUKE 1.34|3|1|34|1
Ӣ|||і||5001061| | |10|41|1|LUKE 1.35|3|1|35|1
ѡтвѣщавъ|||отвѣштавъ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
а҃̄нꙉлъ|||англъ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
рече|||рече||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
е̄ӣ|||еі||5001061|| · |10|41|1|LUKE 1.35|3|1|35|1
Д҃хъ|||дхъ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
с҃тъи|||стъі||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
наӣдетъ|||наідетъ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
на|||на||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
тѧ|||тѧ||5001061|| · |10|41|1|LUKE 1.35|3|1|35|1
ӣ|||і||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
сила|||сіла||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
въишънѣа̄го|||въішънѣаго||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
о̄сѣнитъ|||осѣнітъ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
тѧ|||тѧ||5001061|| · |10|41|1|LUKE 1.35|3|1|35|1
Тѣмьже|||тѣмьже||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
ӣ|||і||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
е̄же|||еже||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
родітъ|||родітъ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
сѧ|||сѧ||5001061|| · |10|41|1|LUKE 1.35|3|1|35|1
с҃то|||сто||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
наречетъ|||наречетъ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
сѧ|||сѧ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
с҃нъ|||снъ||5001061|| |10|41|1|LUKE 1.35|3|1|35|1
б҃жіӣ|||бжіі||5001061|| ·|10|41|1|LUKE 1.35|3|1|35|1
Ӣ|||і||5001062| | |10|41|1|LUKE 1.36|3|1|36|1
се|||се||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
е̄лісавеѳь|||елісавеѳь||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
ѫ҅̄жіка|||ѫжіка||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
твоѣ̄|||твоѣ||5001062|| · |10|41|1|LUKE 1.36|3|1|36|1
ӣ|||і||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
та|||та||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
зачѧтъ|||зачѧтъ||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
с҃на|||сна||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
въ|||въ||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
старость|||старость||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
своѭ̄|||своѭ||5001062|| · |10|41|1|LUKE 1.36|3|1|36|1
ӣ|||і||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
се|||се||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
м҃ѣць|||мѣць||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
шестъи|||шестъі||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
е҅и|||еі||5001062||҅ |10|41|1|LUKE 1.36|3|1|36|1
е̄̄стъ|||естъ||5001062|| · |10|41|1|LUKE 1.36|3|1|36|1
наріцае̄мѣӣ|||наріцаемѣі||5001062|| |10|41|1|LUKE 1.36|3|1|36|1
неплодьві|||неплодьві||5001062|| ·|10|41|1|LUKE 1.36|3|1|36|1
Ѣ̄̄ко|||ѣко||5001063| | |10|41|1|LUKE 1.37|3|1|37|1
не|||не||5001063|| |10|41|1|LUKE 1.37|3|1|37|1
ӣзнеможетъ|||ізнеможетъ||5001063|| |10|41|1|LUKE 1.37|3|1|37|1
о̄тъ|||отъ||5001063|| |10|41|1|LUKE 1.37|3|1|37|1
б҃а|||ба||5001063|| |10|41|1|LUKE 1.37|3|1|37|1
вс҅ѣкь|||всѣкь||5001063|| |10|41|1|LUKE 1.37|3|1|37|1
г҃лъ|||глъ||5001063|| :|10|41|1|LUKE 1.37|3|1|37|1
Рече|||рече||5001064| | |10|41|1|LUKE 1.38|3|1|38|1
же|||же||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
мариѣ|||маріѣ||5001064|| · |10|41|1|LUKE 1.38|3|1|38|1
се|||се||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
раба|||раба||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
г҃нѣ|||гнѣ||5001064|| · |10|41|1|LUKE 1.38|3|1|38|1
бѫ҅ди|||бѫді||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
мънѣ|||мънѣ||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
по|||по||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
г҃лѹ|||глоу||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
твое҅мѹ|||твоемоу||5001064|| · |10|41|1|LUKE 1.38|3|1|38|1
Ӣ|||і||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
о̄тіде|||отіде||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
о̄тъ|||отъ||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
неѩ̄|||неѧ||5001064|| |10|41|1|LUKE 1.38|3|1|38|1
а҃҅нꙉлъ|||англъ||5001064|| ⁛ · —|10|41|1|LUKE 1.38|3|1|38|1
Въставъши|||въставъші||5001065| | |10|41|1|LUKE 1.39|3|1|39|1
мариѣ̄|||маріѣ||5001065|| · |10|41|1|LUKE 1.39|3|1|39|1
ӣде|||іде||5001065|| |10|41|1|LUKE 1.39|3|1|39|1
въ|||въ||5001065|| |10|41|1|LUKE 1.39|3|1|39|1
подъгорие|||подъгоріе||5001065|| |10|41|1|LUKE 1.39|3|1|39|1
съ|||съ||5001065|| |10|41|1|LUKE 1.39|3|1|39|1
тьштаниемъ|||тьштаніемъ||5001065|| · |10|41|1|LUKE 1.39|3|1|39|1
въ|||въ||5001065|| |10|41|1|LUKE 1.39|3|1|39|1
градъ|||градъ||5001065|| |10|41|1|LUKE 1.39|3|1|39|1
ӣю̄довъ|||іюдовъ||5001065|| ·|10|41|1|LUKE 1.39|3|1|39|1
в҃ст̄авш̄и|||вставші||5001066| | |10|41|1|LUKE 1.39|3|1|39|2
ма̄риѣ̄|||маріѣ||5001066|| ⁛ коц ·|10|41|1|LUKE 1.39|3|1|39|2
вс̄тавши|||вставші||5001067| | |10|41|1|LUKE 1.39|3|1|39|3
мариѣ̄|||маріѣ||5001067|| ⁛ коц|10|41|1|LUKE 1.39|3|1|39|3
ӣ|||і||5001068| | |10|41|1|LUKE 1.40|3|1|40|1
въниде|||въніде||5001068|| |10|41|1|LUKE 1.40|3|1|40|1
въ|||въ||5001068|| |10|41|1|LUKE 1.40|3|1|40|1
домъ|||домъ||5001068|| |10|41|1|LUKE 1.40|3|1|40|1
захариӣнъ|||захаріінъ||5001068|| · |10|41|1|LUKE 1.40|3|1|40|1
и҅҅ц̀̀ѣлова|||іцѣлова||5001068|| |10|41|1|LUKE 1.40|3|1|40|1
е̄лис̄авеѳь|||елісавеѳь||5001068|| ·|10|41|1|LUKE 1.40|3|1|40|1
Ӣ|||і||5001069| | |10|41|1|LUKE 1.41|3|1|41|1
бъис|||бъіс||5001069|| |10|41|1|LUKE 1.41|3|1|41|1
ѣ̄ко|||ѣко||5001069|| |10|41|1|LUKE 1.41|3|1|41|1
ѹ̄слъиша|||оуслъіша||5001069|| |10|41|1|LUKE 1.41|3|1|41|1
е̄лисавеѳь|||елісавеѳь||5001069|| · |10|41|1|LUKE 1.41|3|1|41|1
цѣлование̄|||цѣлованіе||5001069|| |10|41|1|LUKE 1.41|3|1|41|1
